year,quelques_DET âges_NOUN,quelques_DET ages_NOUN,quelques_DET gages_NOUN
1977,9.402851386397515e-09,5.876781838942691e-10,1.704266772151186e-08
1978,5.346532105932056e-09,0.0,2.3762364520507617e-08
1979,4.681578569254441e-09,0.0,2.750427441355896e-08
1980,1.7623967174529298e-08,0.0,9.664756106531058e-09
1981,3.795329828193417e-09,0.0,8.855769451088236e-09
1982,3.1037510339615437e-09,0.0,1.6139505731871395e-08
1983,6.946847541655643e-09,0.0,2.273513821648976e-08
1984,3.4794050418618383e-09,0.0,1.681712546997005e-08
1985,4.210890747202711e-09,0.0,2.1054452403745927e-08
1986,4.795588426365072e-09,1.1988970927134801e-09,8.392279760016663e-09
1987,6.110816741511371e-09,6.110816852533674e-10,1.5277041853778428e-08
1988,7.195864570874733e-09,0.0,2.0388283006322894e-08
1989,3.2928733073589456e-09,1.0976244357863152e-09,1.9757239400064464e-08
1990,2.724325431913144e-09,0.0,3.105731138930423e-08
1991,4.68917216167597e-09,0.0,1.0550637696837839e-08
1992,3.30596661157756e-09,0.0,2.5345743281945943e-08
1993,5.539207315052863e-09,5.539207426075166e-10,1.994114740000441e-08
1994,7.912389854425328e-09,0.0,2.4264663167627987e-08
1995,1.626735190995987e-09,0.0,2.2232049090575856e-08
1996,5.3380921904988554e-09,0.0,2.5622842514394506e-08
1997,1.917957792585412e-09,0.0,2.7810388658622287e-08
1998,1.9072516899143466e-09,0.0,2.9562401637761582e-08
1999,4.570201161957499e-09,0.0,3.290544725587097e-08
2000,3.976228457602815e-09,0.0,2.3415566374751506e-08
2001,2.6287270138425356e-09,0.0,2.89159975963571e-08
2002,8.76244299341522e-10,0.0,2.3658596581821456e-08
2003,2.0834615144238455e-09,0.0,2.5834921757450502e-08
2004,4.845270407116686e-09,0.0,2.5107309481464668e-08
2005,3.602999676388663e-09,0.0,2.567137258324692e-08
2006,1.6471559671771274e-09,0.0,1.93540827808647e-08
2007,3.994479469415779e-10,0.0,3.315417984595115e-08
2008,4.257439734089985e-09,0.0,2.5970381400952647e-08
2009,4.291373478793048e-09,0.0,2.574823909640145e-08
2010,1.8895172093635892e-09,4.723793023408973e-10,2.267420740054149e-08
2011,1.1471915639660324e-09,0.0,1.9884653923440965e-08
2012,6.808505426114664e-10,0.0,1.191488419038933e-08
2013,5.578250084070646e-10,0.0,1.785039988044801e-08
2014,1.7323561474213989e-09,0.0,2.2304084718038908e-08
2015,8.866301581811342e-10,0.0,1.7289288223309995e-08
2016,6.214020409345267e-10,0.0,1.532791685243673e-08
2017,1.0062445321423752e-09,0.0,1.5848350770619746e-08
2018,1.0325866828253538e-09,0.0,1.3681773325391333e-08
2019,1.02039510174734e-09,0.0,1.0969247732361964e-08
