year,petits_ADJ amas_NOUN
1988,6.356346915481481e-08
1989,5.597884467078984e-08
1990,7.083246345018779e-08
1991,3.8099525312418336e-08
1992,5.950739634386082e-08
1993,5.317639306667843e-08
1994,5.802419167366679e-08
1995,2.3858783393393423e-08
1996,3.736664666575962e-08
1997,3.164630513197153e-08
1998,2.9085589048349902e-08
1999,3.7475651026852574e-08
2000,3.6227859823156905e-08
2001,4.425023902854264e-08
2002,2.6725450297249154e-08
2003,3.1251921939201566e-08
2004,4.052407831522942e-08
2005,2.612174831995162e-08
2006,3.664921877089e-08
2007,5.0330442036283785e-08
2008,3.363377487630714e-08
2009,4.100645512039591e-08
2010,3.8262722767967716e-08
2011,4.512287077318433e-08
2012,3.880847998516401e-08
2013,3.5700800538052135e-08
2014,2.8800421603136783e-08
2015,3.435691908748595e-08
2016,4.4533809528957136e-08
2017,3.597324038651095e-08
2018,3.717311969353432e-08
2019,3.596892739210489e-08
