year,mêmes_ADJ airs_NOUN,mêmes_ADJ guerres_NOUN
1845,3.013322924516615e-08,2.1204865419122143e-08
1846,4.039605983052752e-08,2.2247105491146613e-08
1847,2.480882876909618e-08,1.941560512364049e-08
1848,3.378993085334514e-08,3.539897619475596e-08
1849,4.1059134758825167e-08,5.02764896381791e-09
1850,2.2403686017469226e-08,1.0862393651223101e-08
1851,9.029214709244116e-09,2.4507867735223954e-08
1852,2.278690836021724e-08,1.3021090872200602e-08
1853,2.9262466227919504e-08,1.791579506971175e-08
1854,2.3900057044556888e-08,1.3508727469968562e-08
1855,1.963566731433275e-08,3.131092896069276e-08
1856,2.8992259260007813e-08,1.8120163147727908e-08
1857,5.4672902649599564e-08,1.4644527368545823e-08
1858,1.8106600663259087e-08,1.565976326389773e-08
1859,3.971895168319861e-08,2.2405561850291633e-08
1860,2.746310379109218e-08,1.327383358784573e-08
1861,1.744906619194353e-08,1.9335450573976232e-08
1862,1.9879140111811466e-08,4.472806480748659e-08
1863,3.346395871517416e-08,2.1476870060155306e-08
1864,2.3973639073915365e-08,1.6781548595190543e-08
1865,4.047886292823932e-08,2.0710114512212385e-08
1866,2.4814625021463144e-08,1.4110277390955162e-08
1867,1.747012134956094e-08,1.6984840200962026e-08
1868,3.359114231216154e-08,8.397785578040384e-09
1869,1.8069020057964735e-08,5.371870948067681e-09
1870,2.752343419842873e-08,3.325748210158963e-08
1871,4.991953161948004e-08,2.0180236148803488e-08
1872,3.084143074261192e-08,2.3584624031514068e-08
1873,2.8134220286801792e-08,1.616221290134945e-08
1874,2.8080663128093875e-08,2.1508592240593316e-08
1875,1.716458086775674e-08,1.94531928343622e-08
1876,2.5997863417615008e-08,2.478866001354163e-08
1877,2.8450154232473324e-08,1.1751150275074451e-08
1878,1.8117265909722846e-08,1.0266450800600069e-08
1879,2.6270098985037293e-08,6.720257683667796e-09
1880,1.9895322722618403e-08,1.0268554007097919e-08
1881,2.1614773970668466e-08,7.669758161910067e-09
1882,3.5939081044489285e-08,1.9966154951589488e-08
1883,2.0853818227806187e-08,1.7062214752172622e-08
1884,2.442627788923346e-08,5.941527270181268e-09
1885,2.7716232864349877e-08,7.090199094506033e-09
1886,4.130216879616455e-08,9.034849313138693e-09
1887,1.566941953967671e-08,1.1099172247952538e-08
1888,1.9655905347804037e-08,6.340614699951175e-09
1889,2.8193115397812107e-08,4.385595886446936e-09
1890,2.1629475099871343e-08,9.831579994568074e-09
1891,1.9122660788184476e-08,1.1473596295275001e-08
1892,5.014809900671935e-09,1.2537024751679837e-08
1893,1.3548516086814288e-08,1.1700991287000306e-08
1894,1.5753848003896564e-08,1.071261657159539e-08
1895,1.5046536461227333e-08,9.629783193076946e-09
1896,2.240870955461105e-08,2.948514543632541e-09
1897,2.3889525024856084e-08,1.5149455023788505e-08
1898,1.6975064909274806e-08,5.092519295146758e-09
1899,1.9899282222013426e-08,1.3818945987509323e-08
1900,1.5054054003371675e-08,3.114631885736685e-09
1901,1.2295225282343836e-08,8.941982265753268e-09
1902,1.5712908307818907e-08,1.178468167495339e-08
1903,2.052083658554693e-08,7.020286574288548e-09
1904,3.439760121182189e-08,6.987012746151322e-09
1905,2.4255568220610257e-08,7.741138396966107e-09
1906,1.2346042410626978e-08,7.201858220895474e-09
1907,1.697138252154673e-08,6.685696440911215e-09
1908,1.4734167663732478e-08,8.349361202419914e-09
1909,1.5402754627302784e-08,4.400786846048277e-09
1910,1.60324518105881e-08,1.6032452032632705e-09
1911,6.916486494645824e-09,1.1172785363555704e-08
1912,1.927485904218429e-08,7.293189607793238e-09
1913,6.363587878865928e-09,7.954484182448596e-09
1914,2.0090231700464756e-08,1.2723813114234872e-08
1915,2.0027295377644805e-08,1.0602685840410686e-08
1916,1.538244731591476e-08,1.0987462051303964e-09
1917,3.289927441585405e-09,1.4256351654751143e-08
1918,1.722956355365568e-08,6.89182577673364e-09
1919,3.222746869369075e-08,3.6831393490643904e-09
1920,2.1959472462640406e-08,6.815008557481406e-09
1921,2.0446417892117097e-08,1.5145495524393482e-08
1922,4.131644004701229e-08,8.115729421831475e-09
1923,2.441668023323018e-08,3.1847844361720945e-09
1924,1.4180787211159895e-08,1.4180787211159895e-08
1925,2.0896537833436923e-08,4.399271169575059e-09
1926,2.8979959765251806e-08,1.3375366592072169e-08
1927,1.1149224654616319e-08,7.804457524684949e-09
1928,2.170947865920425e-08,2.2852082448565625e-09
1929,1.2254447234738564e-08,6.684243825105796e-09
1930,3.2561171536826805e-08,2.100720708497761e-09
1931,2.737285598186645e-08,1.1405356659111021e-09
1932,3.1782654730250215e-08,8.767629289252454e-09
1933,2.523545639121494e-08,5.735331320977366e-09
1934,3.2350264689284813e-08,4.7926320689839486e-09
1935,3.111753699158726e-08,2.393656828303392e-09
1936,2.182448710641438e-08,4.849885826274658e-09
1937,1.3850230295986421e-08,1.0072894518486919e-08
1938,2.9819993585533666e-08,3.8895642262559704e-09
1939,1.070583532936098e-08,4.588215141154706e-09
1940,1.0143131667916805e-08,5.0715658339584024e-09
1941,1.4757512545315876e-08,8.854508237732261e-09
1942,2.1239483061208375e-08,3.034211770724937e-09
1943,8.709705845433291e-09,0.0
1944,1.927911696952833e-08,2.8918675454292497e-08
1945,1.5249527862692958e-08,6.535512131478072e-09
1946,1.5313215584455975e-08,5.568441707737293e-09
1947,1.3112957830685446e-08,7.152522574216391e-09
1948,1.6307831529616124e-08,4.348755133776194e-09
1949,2.5524220959027843e-08,1.0798709482173763e-08
1950,1.701657836861159e-08,4.2541445921528975e-09
1951,3.4116485636559446e-08,6.396841278899501e-09
1952,1.0544804140977249e-08,3.1634410646574906e-09
1953,2.3702419582605216e-08,1.0773827385790469e-09
1954,1.7590565448699635e-08,4.886268278880834e-09
1955,4.129667274810345e-08,1.8771215692936494e-09
1956,2.3547082506070183e-08,1.2209598665435806e-08
1957,1.0602045463770082e-08,5.301022731885041e-09
1958,2.9780077070995503e-08,6.617794756635931e-09
1959,1.6276571201956358e-08,3.8753737996444215e-09
1960,1.591791587429725e-08,3.460416619915918e-09
1961,1.876002997391879e-08,1.320150300188061e-08
1962,1.77574772664002e-08,9.512934440181198e-09
1963,2.133797494252576e-08,1.1638896069143811e-08
1964,2.981144575642247e-08,3.6503808864551957e-09
1965,2.5718604135249734e-08,7.1136563306595235e-09
1966,1.5509408868297214e-08,3.3234448526542337e-09
1967,2.3172576746333107e-08,8.874604162656397e-09
1968,2.380450325745187e-08,1.1677681044375277e-08
1969,2.4071315607443466e-08,5.904285060864822e-09
1970,1.4256047897731605e-08,6.898087434592526e-09
1971,2.8775026805760717e-08,6.679916619845017e-09
1972,1.846852804021637e-08,6.669190977248718e-09
1973,2.0950174928202614e-08,5.513203671370093e-09
1974,5.06301445213353e-09,5.06301445213353e-09
1975,1.770558810676448e-08,6.8537762132336866e-09
1976,1.2569759455516305e-08,5.713526984862938e-09
1977,1.3516598507123945e-08,3.526069214387917e-09
1978,1.9603952239322098e-08,5.940591130126904e-09
1979,1.404473604083023e-08,3.5111840102075575e-09
1980,1.6486936260662333e-08,6.822181042309694e-09
1981,1.9609203150139365e-08,5.69299452024552e-09
1982,1.4277254933858785e-08,8.690503427999374e-09
1983,9.47297440490047e-09,5.68378455412244e-09
1984,1.275781880138993e-08,5.799008384599347e-09
1985,1.2632671797518924e-08,7.820225356169885e-09
1986,2.038125046510686e-08,3.5966913891627428e-09
1987,2.199894133525504e-08,7.332980445085013e-09
1988,5.396898483667201e-09,8.395175221664886e-09
1989,1.4269117443177493e-08,7.683371272548811e-09
1990,1.4166492867673242e-08,4.90378582185258e-09
1991,1.4067516929117119e-08,5.2753188484189195e-09
1992,1.4876849085965205e-08,7.713921945651236e-09
1993,2.1048988330107932e-08,8.308811416668505e-09
1994,1.635227242502424e-08,7.384897138251745e-09
1995,1.843633334885908e-08,4.880205572987961e-09
1996,1.2277611816102763e-08,6.939520069693117e-09
1997,1.8700088588730068e-08,2.3974471297094624e-09
1998,1.144351013948608e-08,7.152193948201102e-09
1999,1.3253583119876566e-08,1.1425503210205079e-08
2000,1.7230322058026104e-08,2.2090156370779823e-09
2001,1.9277331730904734e-08,5.695575122643959e-09
2002,1.1829298429688606e-08,6.571832411594869e-09
2003,1.583430631058036e-08,7.91715315529018e-09
2004,1.3214373595360485e-08,1.0131019578807354e-08
2005,1.6663873836364473e-08,4.954124666056714e-09
2006,1.4412615101377924e-08,5.7650457740976435e-09
2007,1.5179022483380322e-08,7.589511241690161e-09
2008,1.4901038625225738e-08,6.3861596011349775e-09
2009,1.8119131084404216e-08,5.721831008997924e-09
2010,1.369900015646408e-08,1.8895172093635892e-09
2011,1.3766299211681599e-08,6.118355155848576e-09
2012,1.3617010630184723e-08,5.1063788752969685e-09
2013,1.7292574483462886e-08,4.741512515948898e-09
2014,2.7284610126798725e-08,8.661780626084692e-09
2015,1.9727520950141297e-08,5.984753581600444e-09
2016,2.6720286427917017e-08,7.45682449121432e-09
2017,1.282961736848165e-08,7.798394818792076e-09
2018,1.884470712809616e-08,6.453666934191915e-09
2019,1.811201322254874e-08,5.612172948588068e-09
