year,quelques_DET airs_NOUN,quelques_DET guerres_NOUN
1861,1.4713807061639272e-07,2.2165029811560544e-08
1862,1.486417464668932e-07,3.7951084941312274e-08
1863,1.378515337435715e-07,2.0477945561481192e-08
1864,1.3808816845539695e-07,3.835782225181106e-08
1865,9.225414704383539e-08,2.777038177192992e-08
1866,1.0363755720277368e-07,2.7247433198596127e-08
1867,1.2374669466908017e-07,4.027833355735311e-08
1868,1.1015918943702019e-07,3.40851313840318e-08
1869,1.2159963236335614e-07,8.790334682373668e-09
1870,1.536725093842506e-07,2.2936195165357276e-08
1871,6.266494367856978e-08,3.1863530702835874e-08
1872,8.829115505371021e-08,1.3304146784243187e-08
1873,8.200826018267549e-08,2.214821659407562e-08
1874,9.499628728093512e-08,1.7326367007797217e-08
1875,1.218685312665002e-07,1.6592428320194585e-08
1876,1.0520065596431039e-07,1.2092029377797076e-08
1877,1.9667715378535178e-07,2.535774612510977e-08
1878,2.9349971697456567e-07,2.5968081684979438e-08
1879,1.3501609119614955e-07,9.774920317617841e-09
1880,1.9574431320279473e-07,2.0537108458285047e-08
1881,1.1922988063517437e-07,2.161477419271307e-08
1882,1.1713477610086898e-07,2.0631693686823382e-08
1883,1.2385904391010172e-07,6.951272724098345e-09
1884,1.3335427606619987e-07,1.9805090900604227e-08
1885,1.0248560755599101e-07,5.80107206715752e-09
1886,9.292987668274577e-08,1.4197620190614657e-08
1887,7.442974159221905e-08,1.6322311946481705e-08
1888,8.179393273799462e-08,1.0779045211961602e-08
1889,7.580815619689929e-08,8.771191772893872e-09
1890,6.554386655643896e-08,1.9007720397645755e-08
1891,8.350228242193225e-08,5.099376032546843e-09
1892,5.140180192597654e-08,1.1283322720601063e-08
1893,6.89742667425719e-08,2.0938616174248637e-08
1894,1.0649601733803138e-07,2.2685540557176864e-08
1895,6.861220569476245e-08,3.611168697403855e-09
1896,7.607167251677538e-08,1.0614652268259306e-08
1897,6.817254760704827e-08,1.3984112756659783e-08
1898,5.4320205666869015e-08,6.790025985914383e-09
1899,6.909473171390346e-08,1.1055156790007459e-08
1900,8.772879833696123e-08,1.557315920663882e-08
1901,6.985923667324201e-08,1.8442838367604963e-08
1902,5.990546014800202e-08,7.856454153909453e-09
1903,4.158169653045718e-08,9.1803746826713e-09
1904,5.8045952933127865e-08,5.912087708281888e-09
1905,5.212366521734069e-08,8.257214467732865e-09
1906,4.835533462532737e-08,7.716276506641861e-09
1907,7.508551180812617e-08,1.7485666914396347e-08
1908,7.367083521003792e-08,1.4243028534366431e-08
1909,7.206288454852938e-08,7.701377313651392e-09
1910,5.4510337355040406e-08,5.878565856320961e-09
1911,4.735132996813718e-08,3.7242618988742038e-09
1912,7.501566834378082e-08,1.40654377034366e-08
1913,1.2727175668914015e-07,1.590896836489719e-08
1914,8.370929860390675e-08,8.705767051697677e-09
1915,3.887651434109074e-08,1.1780762143587253e-08
1916,1.2086207812345151e-08,1.6481192854911342e-08
1917,4.934891073560266e-08,1.5352994098272177e-08
1918,3.79050408838566e-08,2.2972752589112133e-08
1919,5.7088659133341935e-08,1.1049418047193171e-08
1920,5.3762844842708546e-08,1.2115570768855832e-08
1921,1.1207665906454167e-07,3.7863738810983705e-09
1922,1.1804696997685937e-07,5.902348387820666e-09
1923,6.900366411599634e-08,8.492758496458919e-09
1924,7.09039369439779e-08,7.734974438733389e-09
1925,6.708888511397504e-08,5.499088961968823e-09
1926,6.79914426982009e-08,1.0031524944054127e-08
1927,1.0814748030441024e-07,1.672383753703599e-08
1928,8.798051664982154e-08,1.7139061725401916e-08
1929,8.800921280638363e-08,1.6710609784809094e-08
1930,1.0503603853351251e-07,6.302162347537887e-09
1931,7.299428173013212e-08,9.124285327288817e-09
1932,9.425201463741928e-08,9.863582839386709e-09
1933,9.520649668637304e-08,1.3764794637438627e-08
1934,9.585264137967897e-08,1.1981580172459871e-09
1935,9.574627135577884e-08,1.6755596909945325e-08
1936,7.153581371710516e-08,1.2124714121597435e-08
1937,4.910535889024459e-08,7.55467088886519e-09
1938,5.963998495062128e-08,3.8895642262559704e-09
1939,3.211750687626136e-08,1.070583532936098e-08
1940,7.100191878883777e-08,2.5357829169792012e-09
1941,1.1215709783130023e-07,8.854507793643052e-09
1942,6.371844740726829e-08,1.8205270180260413e-08
1943,6.677441199975931e-08,8.709705623388686e-09
1944,8.675602458652065e-08,1.6065930807940276e-08
1945,7.842614380138002e-08,1.089252066321933e-08
1946,8.909507087651036e-08,5.568441707737293e-09
1947,7.152522862874378e-08,1.1920871401116528e-08
1948,9.45854274903013e-08,1.848220954059343e-08
1949,6.282885278707795e-08,9.817008317369869e-09
1950,4.147791021757996e-08,1.1698897850465073e-08
1951,5.970384997500133e-08,9.595261585282344e-09
1952,5.799642188719645e-08,6.326882462381889e-09
1953,6.464296520292123e-08,4.3095309543161875e-09
1954,5.277169434769746e-08,9.772536557761669e-09
1955,7.883910368988722e-08,7.508486277174597e-09
1956,7.936238799466366e-08,8.721141364631535e-09
1957,8.39328593293942e-08,1.767007518083119e-08
1958,5.4596806187134916e-08,1.1581140935135181e-08
1959,4.2629114460623896e-08,1.0851047171911432e-08
1960,9.550750013076481e-08,1.3149583255600561e-08
1961,6.114380157740129e-08,1.9454845179289748e-08
1962,6.278537156845232e-08,5.073564957047694e-09
1963,8.729172185084622e-08,1.5518526907953856e-08
1964,4.623815813564747e-08,1.2167936880302932e-08
1965,8.59110838580257e-08,1.1491291473930687e-08
1966,7.366969256850098e-08,1.5509408979319517e-08
1967,7.642020039000386e-08,1.2325838794069455e-08
1968,1.3833560785769805e-07,1.3923389441394818e-08
1969,6.994306778196346e-08,1.090021850558287e-08
1970,7.909806853945156e-08,1.1496812946099055e-08
1971,9.300499703712717e-08,7.707596449968435e-09
1972,1.769900617176745e-07,4.6171320100540925e-09
1973,7.167164683963279e-08,6.064523994098181e-09
1974,5.569315963960264e-08,9.563471792262135e-09
1975,5.140332159925265e-08,9.709516302081056e-09
1976,6.284879372486785e-08,8.57029019973865e-09
1977,4.936496633689558e-08,8.815172591880582e-09
1978,7.36633321007929e-08,1.1881182371276111e-08
1979,4.915657725312883e-08,8.777960247563499e-09
1980,5.855705387247667e-08,1.0801786243241907e-08
1981,6.768337890150633e-08,1.0120879467834243e-08
1982,6.642027328140898e-08,1.241500435789078e-08
1983,6.94684785251809e-08,6.946847541655643e-09
1984,6.958810372381663e-08,7.538710988796993e-09
1985,5.5343134963692364e-08,6.617113967877231e-09
1986,4.975422962516518e-08,8.991728250862252e-09
1987,6.966331089763855e-08,1.2832715001742656e-08
1988,5.396898550280582e-08,1.199310784016916e-08
1989,6.366221461107102e-08,1.4817929994137558e-08
1990,5.993515972413377e-08,1.3076762561681221e-08
1991,8.968041687040795e-08,1.2895223833186975e-08
1992,7.052728356882199e-08,1.5427844002324775e-08
1993,6.813224939783424e-08,1.3848018731721368e-08
1994,4.74743404588196e-08,1.371480873313402e-08
1995,7.64565588617927e-08,1.5725107771480396e-08
1996,6.352329640080256e-08,1.8149513225651503e-08
1997,7.096443965792787e-08,1.4864173003559245e-08
1998,6.627699811190269e-08,1.0013071261028017e-08
1999,6.581089673218798e-08,1.6909744382509473e-08
2000,7.731555307088911e-08,1.01614719971721e-08
2001,6.265132834748499e-08,1.7086726256110296e-08
2002,5.783212309040664e-08,1.445803121669087e-08
2003,6.917091743829928e-08,1.9584537769290478e-08
2004,7.532193269099707e-08,1.4095332012686868e-08
2005,5.5846496316291905e-08,1.84653734525142e-08
2006,6.794518636610292e-08,1.3589037006767057e-08
2007,6.151498088691199e-08,1.6377365685826817e-08
2008,1.0217855006544596e-07,1.6178270501043812e-08
2009,8.582746335861202e-08,1.4781396551200032e-08
2010,8.502827131273705e-08,1.4643758428078968e-08
2011,8.718655908346307e-08,1.6443079564609775e-08
2012,8.612759350157262e-08,1.497871149336305e-08
2013,7.921115185993699e-08,1.7850400491070673e-08
2014,8.553508390463094e-08,1.3642304397265548e-08
2015,1.0839053654621011e-07,1.152619227839935e-08
2016,9.279603063738762e-08,1.677785466114301e-08
2017,6.968243160265786e-08,1.3584300795344006e-08
2018,8.751172275722752e-08,1.2132893745242512e-08
2019,7.806022295220316e-08,9.4386549132075e-09
