year,leurs_DET ans_NOUN,leurs_DET gants_NOUN
1921,9.0872969149558e-09,5.755288157160976e-08
1922,8.853522359686394e-09,7.230376447564524e-08
1923,2.229349105320466e-08,6.900366145146108e-08
1924,1.5469948877466777e-08,5.1566498626698376e-08
1925,7.698724768800957e-09,5.389107116116065e-08
1926,1.0031524610987219e-08,4.2355324580967135e-08
1927,1.1149224876660924e-08,6.466550672712401e-08
1928,4.570416489713125e-09,5.598760022262894e-08
1929,1.1140406153131721e-08,3.8991423423340166e-08
1930,5.2518016602221e-09,6.302162347537887e-08
1931,1.596749932275543e-08,3.193499864551086e-08
1932,9.863582950409011e-09,5.2605777511871565e-08
1933,0.0,4.588265056781893e-08
1934,1.1981580172459871e-09,3.4746584276490466e-08
1935,1.9149255514605557e-08,4.308582290946106e-08
1936,1.2124714565686645e-08,4.607391446143083e-08
1937,6.295558963032022e-09,3.5255130370615007e-08
1938,2.2040864577910213e-08,4.537825049055755e-08
1939,1.988226472349197e-08,4.8940961505650193e-08
1940,1.2678914584896006e-08,3.803674530900025e-08
1941,1.4757512545315876e-08,7.083606590185809e-08
1942,2.1239483061208375e-08,3.6410541692788456e-08
1943,1.7419411024732767e-08,6.67744117777147e-08
1944,2.2492303131116387e-08,3.855823393905666e-08
1945,2.178504043826024e-09,6.099811145077183e-08
1946,1.3921104269343232e-08,7.099762910911522e-08
1947,2.1457568166738383e-08,6.198852986472048e-08
1948,2.5005341797168512e-08,6.414414044364491e-08
1949,1.178041031391075e-08,5.693864935096826e-08
1950,2.8715476219076663e-08,6.274863162403221e-08
1951,6.396841056854896e-09,6.823297049596277e-08
1952,9.49032352703938e-09,4.217921600879748e-08
1953,7.541679392097933e-09,3.663101466599983e-08
1954,1.0749790169128914e-08,4.9839933069506515e-08
1955,7.508486277174597e-09,2.5341140741375057e-08
1956,1.0465369681966763e-08,5.4943193106282706e-08
1957,3.5340151360863103e-09,4.152467597551279e-08
1958,1.4062813691317899e-08,4.7979010542320566e-08
1959,1.1626122287111684e-08,4.4954337141689393e-08
1960,1.2457499698470542e-08,4.982999968206059e-08
1961,8.33779090214648e-09,5.002674541287888e-08
1962,7.610347574349419e-09,4.883306559122502e-08
1963,1.3578711488548834e-08,5.302163730291909e-08
1964,1.4601524378488051e-08,8.091677727861679e-08
1965,1.9699356812452606e-08,4.9248392031131516e-08
1966,1.2185964237687585e-08,6.868452651076495e-08
1967,2.4158644196248247e-08,4.092178546022396e-08
1968,1.4372531054185345e-08,4.9405575963668014e-08
1969,1.0446042669753908e-08,4.450922641563437e-08
1970,1.5175792733579385e-08,3.081145794059381e-08
1971,2.0553589163974095e-08,6.320228651546245e-08
1972,1.1286323153836264e-08,5.078845499717488e-08
1973,1.1577728109557484e-08,4.63109108839177e-08
1974,6.750686232237513e-09,4.050411561706824e-08
1975,1.3707552426467373e-08,3.3126585474718695e-08
1976,7.4275851025262796e-09,3.25671045686704e-08
1977,5.289103821581875e-09,3.996211539458727e-08
1978,8.910887139279566e-09,3.326731246033887e-08
1979,5.851973239323627e-09,2.6919078188747392e-08
1980,5.116635615198817e-09,2.558317740986027e-08
1981,1.3283654176632353e-08,2.8464972212649542e-08
1982,6.828252629986764e-09,2.979601032571111e-08
1983,8.841442245000053e-09,3.410270732473464e-08
1984,6.958810416790584e-09,3.3054348591576854e-08
1985,6.015557940663996e-09,2.5866899400206478e-08
1986,9.591176797218992e-09,4.016305427123612e-08
1987,7.33298027855156e-09,2.4443266966045485e-08
1988,3.597932174415064e-09,4.5573809392962517e-08
1989,1.0427432250992297e-08,4.555141330797596e-08
1990,9.807571754727462e-09,2.8877850832831342e-08
1991,1.2895223555631219e-08,3.985796226402272e-08
1992,9.91789939064347e-09,3.8018616310697695e-08
1993,9.970573700002205e-09,3.4343087762511715e-08
1994,2.1099706426497278e-09,4.0616935537141075e-08
1995,9.760411145975922e-09,3.4703686757620034e-08
1996,1.0676184380997711e-08,4.110330875661816e-08
1997,7.671831170341648e-09,2.9248856003860624e-08
1998,7.152193948201102e-09,3.194646647219912e-08
1999,6.8553016596695215e-09,3.747564908396228e-08
2000,1.1045078629479121e-08,5.301637739929532e-08
2001,4.381211837767296e-09,2.9354119662761136e-08
2002,7.448076377869484e-09,3.373540380380291e-08
2003,3.333538389771462e-09,3.2501997537792704e-08
2004,1.7619165015858584e-09,3.479784993487556e-08
2005,6.7556245042510454e-09,2.972474733020647e-08
2006,3.706100981659688e-09,3.788458680098472e-08
2007,1.2782334662952977e-08,4.8333203050976437e-08
2008,7.2376473703172906e-09,5.49209728251121e-08
2009,9.059565542202108e-09,6.198650037703146e-08
2010,3.3066551718974324e-09,8.030448467311047e-08
2011,3.059177577924288e-09,7.647943689459424e-08
2012,4.765953853791416e-09,1.0893608926032528e-07
2013,5.578249862026041e-09,1.4224538036344825e-07
2014,3.897801192920269e-09,1.3230869422287128e-07
2015,5.098123256885856e-09,1.2346325006795666e-07
2016,1.0356700386182638e-08,1.3173722490655848e-07
2017,4.024978128569501e-09,1.0414631046451461e-07
2018,3.0977600484760615e-09,1.2958962547493513e-07
2019,3.5713827450933877e-09,1.1479445038986569e-07
