year,nos_DET airs_NOUN,nos_DET guerres_NOUN
1873,2.7535620894525437e-08,5.369445759129121e-07
1874,2.509335778055899e-08,5.114265579919675e-07
1875,1.94531928343622e-08,5.321020264403842e-07
1876,3.0834675479596285e-08,5.048422355713456e-07
1877,3.834585893258691e-08,4.9787768396925e-07
1878,5.4955707762260886e-08,4.613863655578143e-07
1879,4.4598075343849075e-08,3.818328240257074e-07
1880,2.3104245627791897e-08,3.523397538174322e-07
1881,4.671580100534811e-08,5.048095572668387e-07
1882,1.3976308999019693e-08,3.4208679799974107e-07
1883,3.6652167523243406e-08,4.1581251242206463e-07
1884,2.772712726084592e-08,4.6343911819235473e-07
1885,2.707166935067562e-08,4.679531580009666e-07
1886,2.774989482645651e-08,4.0463219530550987e-07
1887,2.3504128421336645e-08,3.349338348890285e-07
1888,2.346027505595316e-08,4.222849332435885e-07
1889,4.322944491264025e-08,3.8906498645019383e-07
1890,1.7696843102044113e-08,3.8408704039483155e-07
1891,1.9122660899206778e-08,2.9193928252624346e-07
1892,1.817868566789116e-08,4.143486638241711e-07
1893,2.894455697344256e-08,3.3009112643256344e-07
1894,4.2220313245522334e-08,2.785280424077996e-07
1895,2.8889349357186234e-08,3.1718097237565246e-07
1896,2.8895442705234586e-08,2.88954424165766e-07
1897,2.097616802476665e-08,2.656981381576884e-07
1898,1.2448381103702388e-08,3.2026289531472685e-07
1899,8.844125432005967e-09,2.918561339271264e-07
1900,1.5573159761750333e-08,2.81874180885211e-07
1901,2.4590450786732276e-08,2.649062311732564e-07
1902,2.356936334990678e-08,2.2734613835950768e-07
1903,2.1060859722865644e-08,2.0142821810509304e-07
1904,1.8811189050893518e-08,1.9617382474024225e-07
1905,2.5287720029076866e-08,1.4914593826631517e-07
1906,2.006231891726884e-08,2.2068551253084934e-07
1907,1.5942813902380948e-08,1.7382811101640527e-07
1908,3.14328898465277e-08,1.895796177819875e-07
1909,1.870334465081669e-08,1.864833483189443e-07
1910,1.4963622119168463e-08,1.8757969222349402e-07
1911,1.7025197585063268e-08,1.7876456626098047e-07
1912,2.344239469209697e-08,2.1254438209439286e-07
1913,1.909076252637476e-08,1.46362514108489e-07
1914,4.754688076591407e-08,1.9085720137645978e-07
1915,2.1205371680821372e-08,2.4503984175083815e-07
1916,2.307367052978293e-08,3.362163294440279e-07
1917,4.496233962925089e-08,1.7655943906902394e-07
1918,2.5270027848023346e-08,3.216185326948562e-07
1919,3.4069039145379065e-08,2.1638443925553474e-07
1920,2.953170330499688e-08,1.8324800388214157e-07
1921,3.7863738422405646e-08,1.241930639439559e-07
1922,3.6889677090812256e-08,1.586256193064628e-07
1923,2.653987030143412e-08,1.5180806478554132e-07
1924,5.156649840465377e-08,1.6243447076291773e-07
1925,2.969508017258704e-08,1.814699368551942e-07
1926,1.0031524944054127e-08,1.6607746866625916e-07
1927,1.8953683067479687e-08,1.6612345543620677e-07
1928,2.2852082337543322e-08,1.3711248936232323e-07
1929,1.7824650200282122e-08,1.214304274910205e-07
1930,2.625900974440043e-08,1.3339576732107616e-07
1931,3.5356604755065746e-08,1.7564249521484498e-07
1932,1.53433514782364e-08,1.5233755323862397e-07
1933,2.408839039347299e-08,1.1355955464864564e-07
1934,2.6359476379411717e-08,1.341936908261232e-07
1935,2.393656917121234e-08,1.1130504518064299e-07
1936,2.9099314957647948e-08,1.3822175182198748e-07
1937,1.6368453259474336e-08,1.0450628074032409e-07
1938,1.2965214124527336e-08,1.413208443601377e-07
1939,2.2941076593951948e-08,1.835286003171177e-07
1940,1.0143131667916805e-08,1.141102288215734e-07
1941,1.0920559567750843e-07,1.7413864927817713e-07
1942,4.5513175450651033e-08,1.3957373812267804e-07
1943,2.6129116648121453e-08,2.0612969908739842e-07
1944,3.213186161588055e-08,1.8957797820462474e-07
1945,2.6142049414090707e-08,1.4160276862185128e-07
1946,2.227376683094917e-08,1.726216893871424e-07
1947,1.668921911779364e-08,1.2397705795308411e-07
1948,1.8482209318548826e-08,1.946067929026185e-07
1949,1.0798709482173763e-08,1.384198102805101e-07
1950,1.8080114516649815e-08,2.3078734834314218e-07
1951,2.1322804077961166e-08,1.7378084748997935e-07
1952,2.319856839960721e-08,1.3391900866022155e-07
1953,1.4005975934594517e-08,1.3575023194434266e-07
1954,2.6385848173049453e-08,1.1824768542112452e-07
1955,7.508486277174597e-09,7.226918263825155e-08
1956,2.3547081839936368e-08,1.0988638265985173e-07
1957,2.6505112771246786e-08,1.2899154744339114e-07
1958,1.4062814024384807e-08,1.067119432818231e-07
1959,2.402731746897757e-08,8.60333022600912e-08
1960,1.6610000486139143e-08,1.3011166077880887e-07
1961,1.0422239238305764e-08,1.5911284023673034e-07
1962,1.6489086374082973e-08,2.181633025344354e-07
1963,1.939815952312074e-08,1.306142687340639e-07
1964,6.692365273064382e-09,1.3202211190943558e-07
1965,2.1340969214023175e-08,1.9097431280812316e-07
1966,2.1602391320207914e-08,1.5675581543916906e-07
1967,3.1061113570096666e-08,2.2630239993048917e-07
1968,3.278733495815089e-08,2.0885083173993735e-07
1969,1.907538335621517e-08,1.5714482515249983e-07
1970,2.4373242757391722e-08,1.899273485150843e-07
1971,3.185806363159571e-08,1.1407242350713886e-07
1972,3.026786604687359e-08,1.272276475283718e-07
1973,3.69384653975402e-08,1.1136671540512566e-07
1974,1.518904385600095e-08,9.8447504592869e-08
1975,1.1994108817248161e-08,8.624335334772582e-08
1976,1.656922776760439e-08,1.0912836301280038e-07
1977,1.8218024422367307e-08,1.0049296994552037e-07
1978,2.8514838157356337e-08,1.348514300225645e-07
1979,2.1067103284089228e-08,1.2289144191157675e-07
1980,2.0466542682839872e-08,1.2507331792477316e-07
1981,1.4548763749289151e-08,9.804602107976734e-08
1982,1.9864007771985825e-08,1.0304454045595435e-07
1983,2.2103606056589342e-08,8.588830091582622e-08
1984,2.145633182237816e-08,8.640522919378668e-08
1985,1.6843562988810845e-08,8.42178140558758e-08
1986,1.7983456501724504e-08,1.300803367243475e-07
1987,1.588812459374367e-08,8.860684186373646e-08
1988,1.739000587974715e-08,8.335209811249911e-08
1989,1.3720305114262032e-08,9.768857367475903e-08
1990,2.2339469218923824e-08,8.554382002756711e-08
1991,1.9928982464278988e-08,1.0785096105081493e-07
1992,1.2672871640972971e-08,1.2121877324133834e-07
1993,1.4955860494492157e-08,9.638221110108702e-08
1994,1.1077346151466827e-08,9.49486809176392e-08
1995,2.006306776269895e-08,9.868860217920883e-08
1996,1.921713232988509e-08,9.501804143496884e-08
1997,1.1507746533467866e-08,9.73363598610888e-08
1998,2.193339376788117e-08,1.1300466251640273e-07
1999,1.736676483177213e-08,1.0648568604665343e-07
2000,1.9439339027371716e-08,9.454587157620153e-08
2001,1.095302959441824e-08,8.893859915204416e-08
2002,1.3143664545633982e-08,1.0953053886098019e-07
2003,9.167230530238157e-09,8.208837831702454e-08
2004,4.625030919358508e-08,1.1760792473225479e-07
2005,1.7564622978305522e-08,9.187649396835695e-08
2006,1.6059770735488144e-08,1.008883030451102e-07
2007,2.1570189912001325e-08,1.0265811933862778e-07
2008,2.6396125840655316e-08,9.110920640154063e-08
2009,2.574823909640145e-08,1.1157570511954873e-07
2010,2.3618965894200983e-08,8.172161702901803e-08
2011,2.3708625951357476e-08,8.718655752915083e-08
2012,2.6212745751763578e-08,9.565949810053098e-08
2013,2.6217775839221247e-08,1.1240173991566849e-07
2014,2.8583876265919628e-08,1.1823330403615273e-07
2015,3.125371372814101e-08,1.6114503775810363e-07
2016,3.0655832650161585e-08,1.7295688881091564e-07
2017,2.213738048428837e-08,1.1219626516734138e-07
2018,3.536609383125722e-08,9.138391998675388e-08
2019,3.775461876465158e-08,1.5688573995475963e-07
