year,leurs_DET airs_NOUN,leurs_DET guerres_NOUN
2002,5.8270244962521645e-08,1.4896152622512204e-07
2003,7.167107307637366e-08,1.450089213150818e-07
2004,6.386947482006633e-08,1.127626539920712e-07
2005,8.737274237446968e-08,1.4862373287627406e-07
2006,1.037708292628281e-07,1.5195013869373497e-07
2007,6.950394615401478e-08,1.7256151263467245e-07
2008,8.174284071849058e-08,1.3112914087898275e-07
2009,7.390698275600016e-08,1.683171984012688e-07
2010,8.644541260593996e-08,1.199843417953872e-07
2011,8.871615253536191e-08,1.1165998148321421e-07
2012,1.1472331484796428e-07,1.416169079782037e-07
2013,1.2160585427523074e-07,1.433610263834595e-07
2014,1.3663958675635968e-07,1.4378555901473078e-07
2015,1.3365950124466508e-07,1.389792738670792e-07
2016,1.2863022025300097e-07,1.6860708385024736e-07
2017,1.0716504039720576e-07,1.3710082358286968e-07
2018,1.20038200268624e-07,1.2520113212843853e-07
2019,1.2168211460661382e-07,1.2091681700354684e-07
