year,deux_DET âges_NOUN,deux_DET ages_NOUN,deux_DET gages_NOUN
1954,2.462678985182265e-07,1.0749790169128914e-08,1.9545072227344917e-09
1955,2.49657178486018e-07,9.385607846468247e-10,1.8771215692936494e-09
1956,2.6686692233823806e-07,2.616342476002842e-09,2.616342476002842e-09
1957,2.138079111535518e-07,3.534015080575159e-09,7.068030161150318e-09
1958,2.0928775479323036e-07,4.136121722897457e-09,0.0
1959,2.007443686835586e-07,1.3176271629333769e-08,3.100299128533379e-09
1960,2.2077458439184738e-07,6.920833350854139e-10,2.076250060767393e-09
1961,2.6403005359831866e-07,1.3896318540318475e-09,1.3896318540318475e-09
1962,2.688989635402095e-07,3.170978202238217e-09,1.2683912808952869e-09
1963,2.204924163251576e-07,5.172842487688456e-09,6.466053248388448e-10
1964,2.518762886594139e-07,6.083968329129164e-10,4.867174552281028e-09
1965,2.2763700835426448e-07,4.377634699181954e-09,2.188817349590977e-09
1966,2.1380827908146216e-07,3.877352328096606e-09,3.3234448526542337e-09
1967,2.00664657779015e-07,3.4512349644799656e-09,2.9582012395223956e-09
1968,2.2277422861982643e-07,3.593132624768458e-09,4.4914158503495116e-10
1969,2.0528744770764717e-07,3.6334061870313406e-09,3.6334062425424918e-09
1970,2.0418339730099433e-07,5.05859748534121e-09,2.2993624781975086e-09
1971,2.019390281660094e-07,4.1107179882260425e-09,2.0553589941130213e-09
1972,1.759640326781664e-07,3.591102859523687e-09,0.0
1973,1.9571873233203974e-07,3.307922269435437e-09,2.205281512956958e-09
1974,1.7439272714803167e-07,2.8127858375803783e-09,1.687671502548227e-09
1975,1.576368577893561e-07,2.8557400888473694e-09,1.7134440533084216e-09
1976,1.8454691419478308e-07,3.4281161798155324e-09,1.7140580066410394e-09
1977,2.0451200999360708e-07,3.5260691033656144e-09,2.938390863960194e-09
1978,1.9128704265014562e-07,5.346532216954358e-09,2.3762365408686037e-09
1979,2.1359702495615807e-07,2.3407893401383717e-09,2.925986564150662e-09
1980,2.2342642758133024e-07,2.2740603289328476e-09,4.548120546843393e-09
1981,1.9988735977527483e-07,1.8976649140967083e-09,6.325549528618524e-10
1982,1.9491556768613805e-07,2.483000915987077e-09,6.207502289967692e-10
1983,2.3366669843483123e-07,1.8945948143667124e-09,0.0
1984,2.4239855633823026e-07,5.219107479526031e-09,2.3196033982486597e-09
1985,2.2618498274340482e-07,3.007779025843149e-09,6.015558051686298e-10
1986,2.002158154823519e-07,4.7955883708539204e-09,2.3977941854269602e-09
1987,2.0654561705413244e-07,1.8332451112712533e-09,6.110816852533674e-09
1988,2.3986215946791845e-07,2.9982768490199874e-09,5.996553809062277e-10
1989,2.524536162340496e-07,5.488122178931576e-10,6.036934507847036e-09
1990,2.5608661013976075e-07,2.724325431913144e-09,2.724325487424295e-09
1991,2.2801100296732102e-07,3.5168792322792797e-09,2.9307325455363298e-09
1992,2.3637660362396673e-07,2.2039776670368383e-09,2.7549720282848966e-09
1993,2.1990653209513766e-07,4.431366051882435e-09,2.2156829704300662e-09
1994,2.3895417111674533e-07,2.6374632478010085e-09,3.6924485691258724e-09
1995,2.3316538333428838e-07,3.795715575183323e-09,5.422450821690461e-10
1996,2.0605036432641555e-07,3.736664533349199e-09,2.135236876199542e-09
1997,2.21524121712946e-07,3.835915585170824e-09,4.79489448146353e-10
1998,2.5271085402067683e-07,2.3840646123929332e-09,9.536258449571733e-10
1999,2.367364162481067e-07,2.285100553223174e-09,4.570201023179621e-09
2000,2.3459747167109413e-07,0.0,2.6508188977203417e-09
2001,2.5542465520445035e-07,8.762423564512289e-10,1.3143635069212678e-09
2002,2.6155891230672523e-07,0.0,4.81934359086722e-09
2003,2.550156796843339e-07,1.2500768753476166e-09,2.5001538617175356e-09
2004,2.4050160885025207e-07,8.809582507929292e-10,5.285749532513151e-09
2005,2.486069714535688e-07,9.007499190971657e-10,0.0
2006,2.697218035585536e-07,1.2353669753828456e-09,6.58862386870851e-09
2007,3.027815467238071e-07,1.1983438408247338e-09,1.997239706952314e-09
2008,3.235654166822144e-07,4.683183729703444e-09,3.8316958494988285e-09
2009,3.390184826201903e-07,1.907277002999308e-09,3.337734755248789e-09
2010,4.6340410553291633e-07,1.4171379625338432e-09,1.4171379625338432e-09
2011,4.642301987267672e-07,7.64794394481072e-10,2.6767803529281764e-09
2012,6.028931678336846e-07,2.0425516555899748e-09,2.3829768713845567e-09
2013,6.297844088454241e-07,1.3945624655065103e-09,4.741512571460049e-09
2014,6.100059031233229e-07,0.0,3.6812567438815336e-09
2015,6.334972457722188e-07,1.3299452233939135e-09,5.319781060109108e-09
2016,5.851535558321075e-07,1.2428040541134777e-09,6.214020076278359e-09
2017,5.491579413430259e-07,2.515611330355938e-10,4.52810025586281e-09
2018,5.604364337052914e-07,1.2907333535316923e-09,2.581466596041082e-09
2019,4.941263381796901e-07,2.55098775436835e-10,2.040790147983529e-09
