year,deux_DET arts_NOUN,deux_DET gares_NOUN
1868,7.26161495379074e-08,2.321740844024589e-08
1869,7.47178409143956e-08,1.953407746668745e-08
1870,6.422134646300037e-08,1.2614907340946502e-08
1871,3.186353225714811e-08,1.4869648179427486e-08
1872,7.982487915114689e-08,3.446983476429466e-08
1873,7.721946104766175e-08,2.8732820567256567e-08
1874,5.01867165603187e-08,3.4055271491695294e-08
1875,7.380770256082414e-08,2.3458261722009155e-08
1876,7.980739469282128e-08,4.2926703747170336e-08
1877,6.494056881134469e-08,2.5976227391311113e-08
1878,9.239805764948983e-08,3.9254077210948424e-08
1879,7.270097057698877e-08,4.643087136990687e-08
1880,7.508880250917116e-08,4.299957012676714e-08
1881,7.809208313336313e-08,4.8807553554297556e-08
1882,8.785108107645101e-08,8.053015987385947e-08
1883,8.847074745021999e-08,3.8547967706747954e-08
1884,8.978307697304899e-08,5.2813575734944607e-08
1885,6.767917792860345e-08,5.0920522909336796e-08
1886,7.163344711846875e-08,6.066255764380912e-08
1887,4.635536360320103e-08,9.662808597710182e-08
1888,8.115986549483978e-08,6.847864142400795e-08
1889,8.95914575860246e-08,3.7590819068622494e-08
1890,7.078737507271171e-08,1.1076913308816216e-07
1891,4.716922674674606e-08,5.099375977035692e-08
1892,7.208788876944539e-08,8.83860267197889e-08
1893,6.8358424809567e-08,7.698020709767661e-08
1894,7.68787788985037e-08,9.704370373952997e-08
1895,5.9584283951252814e-08,4.694519484260695e-08
1896,7.607167379353186e-08,5.9559993603741646e-08
1897,5.7684462984042284e-08,6.234583627140466e-08
1898,9.166534642446322e-08,6.563691812289107e-08
1899,7.517506261933704e-08,5.859233276339637e-08
1900,9.603448158923555e-08,7.682758584870442e-08
1901,1.0003842754180425e-07,8.662545547544198e-08
1902,6.039649003142245e-08,7.21811703741082e-08
1903,5.238213662828173e-08,7.884321284734597e-08
1904,6.449550404852289e-08,7.309490523965678e-08
1905,9.392581223899299e-08,8.15399907594383e-08
1906,6.173021177557914e-08,7.150416736489973e-08
1907,5.451413809254291e-08,8.279977858904886e-08
1908,6.090122517399266e-08,7.563538884092225e-08
1909,8.086445618671334e-08,8.966603048943256e-08
1910,6.306098043751263e-08,8.871290058110048e-08
1911,6.863282675517723e-08,9.84269235004831e-08
1912,6.147117193044949e-08,6.772247651554153e-08
1913,6.469647362283837e-08,5.833288696521777e-08
1914,4.352883264946428e-08,6.29493917547741e-08
1915,2.94519039156782e-08,6.008188391248837e-08
1916,4.944358011904626e-08,5.3838564051389426e-08
1917,6.68951898319392e-08,7.347504293875318e-08
1918,9.533692502117219e-08,8.72964598386261e-08
1919,4.6960025201769895e-08,5.5247091124144276e-08
1920,7.49650914677602e-08,7.193620277234913e-08
1921,9.996026761882604e-08,6.285380671489094e-08
1922,7.451715111628232e-08,6.566362631410527e-08
1923,8.917396732144311e-08,4.0340603302269074e-08
1924,7.73497492723152e-08,2.4494086758863887e-08
1925,8.908524029571652e-08,3.739380360912037e-08
1926,8.693988340358061e-08,4.346994098014534e-08
1927,1.0703256081434631e-07,3.3447673075670536e-08
1928,7.08414584771333e-08,4.913197837463912e-08
1929,8.35530460374656e-08,4.790374674712439e-08
1930,1.1764036322858828e-07,3.676261073337628e-08
1931,9.808606460381952e-08,5.246464152008912e-08
1932,5.698959038014095e-08,3.835837791843488e-08
1933,6.997103763062285e-08,5.964744231867769e-08
1934,7.069132657022692e-08,1.9170528275935794e-08
1935,7.77938495843955e-08,4.547948151412129e-08
1936,4.364897199238271e-08,4.607391579369846e-08
1937,5.414180659357726e-08,3.651424407280501e-08
1938,7.779128452511941e-08,4.019216603978748e-08
1939,5.352917753498332e-08,1.8352860564618823e-08
1940,2.7893612752905028e-08,2.2822046474857416e-08
1941,5.607854980382854e-08,3.5418032950929046e-08
1942,1.456421614420833e-07,2.1239483061208375e-08
1943,9.00002918857723e-08,3.4838823381733164e-08
1944,1.1888788975511488e-07,5.46241629706401e-08
1945,4.1391576388605245e-08,2.3963544037997053e-08
1946,6.403708052715729e-08,3.7586982415405146e-08
1947,1.060957499632309e-07,3.695470129905232e-08
1948,8.371353343861188e-08,3.805160786463091e-08
1949,6.970075983048218e-08,5.301184358152966e-08
1950,7.232045673433163e-08,4.2541447253796605e-08
1951,8.315893085253379e-08,5.543928960349831e-08
1952,5.1669539202769954e-08,3.47978517112324e-08
1953,5.1714371673838855e-08,4.5250075686453783e-08
1954,6.547599351591771e-08,2.3454086450769296e-08
1955,7.977766358635563e-08,3.191106667799204e-08
1956,5.1454734917300016e-08,3.9245136917998025e-08
1957,5.124322016714089e-08,2.1204090927540165e-08
1958,6.948684561081109e-08,2.2335057803246627e-08
1959,6.433120458559927e-08,3.642851575946793e-08
1960,7.405291518880475e-08,3.6680416704015784e-08
1961,7.017641134865471e-08,3.196153341988861e-08
1962,4.566208677836414e-08,4.058852276500602e-08
1963,6.789356221670317e-08,2.845063462597608e-08
1964,7.969998305767945e-08,2.8594651757529732e-08
1965,4.9248392031131516e-08,2.2982581726616047e-08
1966,4.1543059436932595e-08,3.0464911593419686e-08
1967,6.458739720827111e-08,1.7256174156266013e-08
1968,9.387059130006037e-08,2.6499354238707085e-08
1969,6.585548750770442e-08,3.042977725353779e-08
1970,6.66815119232389e-08,2.989171266065682e-08
1971,8.581123500661647e-08,2.9288864888954436e-08
1972,6.104874594736742e-08,4.052815893995643e-08
1973,4.796487346192535e-08,2.8117339123667762e-08
1974,4.050411750444738e-08,3.431598694092486e-08
1975,5.140332204334186e-08,3.084199251546238e-08
1976,5.1421741309454205e-08,2.2854107717407146e-08
1977,3.9962116504810297e-08,2.7033196681180982e-08
1978,6.831679932872703e-08,2.8514838046334035e-08
1979,5.442335238026175e-08,2.7504275523781985e-08
1980,4.7186750062877536e-08,2.5583178464572143e-08
1981,3.985096119762943e-08,3.542307625004071e-08
1982,5.0901519110801985e-08,2.6071509839908913e-08
1983,7.515226374543715e-08,3.599730291625747e-08
1984,6.552879394661204e-08,2.6095538729897783e-08
1985,4.9929133605353115e-08,2.0452897375733414e-08
1986,5.454981755192989e-08,2.9372978826991414e-08
1987,5.5608433080500674e-08,2.8720839040374813e-08
1988,7.975416566052829e-08,1.4391728697660255e-08
1989,6.256459261777536e-08,2.6342986902960774e-08
1990,6.15697552941441e-08,1.7435683341560093e-08
1991,6.682070324837142e-08,2.5204300868608698e-08
1992,5.179347439820958e-08,3.03046938654461e-08
1993,8.91812389491875e-08,3.8774453203771486e-08
1994,6.857404555304925e-08,4.4309384494845006e-08
1995,7.211859909261875e-08,2.8738989299448292e-08
1996,5.4448540787177535e-08,2.2953796419145078e-08
1997,7.671831503408555e-08,3.356426026002168e-08
1998,6.627699500327822e-08,3.2900091540000176e-08
1999,9.414614271507915e-08,3.564756989593576e-08
2000,7.73155524047553e-08,3.0042613841096966e-08
2001,5.4765148943536346e-08,3.1982845705158525e-08
2002,7.053766437614684e-08,3.329728315293323e-08
2003,7.375453814351118e-08,3.416876703798977e-08
2004,6.871474655945065e-08,2.4226351952316705e-08
2005,5.854874407518196e-08,2.8823997855198513e-08
2006,7.082770936417404e-08,3.788458857734156e-08
2007,7.190063233686317e-08,5.47243685922183e-08
2008,6.726754731012363e-08,5.4069484889396335e-08
2009,5.292693860958764e-08,5.8171949923746524e-08
2010,5.6685517002552643e-08,9.211396356789692e-08
2011,3.7092529686644227e-08,8.680416208051156e-08
2012,3.574465295974605e-08,8.646802118761343e-08
2013,3.5421887201181335e-08,5.494576216236169e-08
2014,3.529675557389922e-08,7.622367181880918e-08
2015,4.654808366533203e-08,6.450234346644379e-08
2016,4.2876737493813266e-08,6.110453076857425e-08
2017,2.842640789424422e-08,5.86137449687385e-08
2018,3.149389249390566e-08,6.143890907139848e-08
2019,4.08158039588713e-08,8.188670586051217e-08
