year,plus_ADV athée_ADJ,plus_ADV gâtée_ADJ
1864,9.109982990196386e-09,5.274200631788517e-09
1865,1.4591217123438582e-08,2.3534221238463715e-09
1866,1.702964524952222e-08,1.9462451650298362e-09
1867,2.91168689159349e-09,2.426405742994575e-09
1868,1.0867722721741302e-08,6.421836395986702e-09
1869,7.813630631403612e-09,6.348574999037737e-09
1870,8.601073631098188e-09,3.4404292748035914e-09
1871,1.1683295220166201e-08,1.6993883633631413e-08
1872,4.8378714367913744e-09,3.628403577593531e-09
1873,1.97538145840781e-08,6.584604861359367e-09
1874,4.779687312606029e-09,3.5847653734322193e-09
1875,1.602027666081085e-08,9.154443425529735e-09
1876,8.464420275799966e-09,1.6928840551599933e-08
1877,1.1751150275074451e-08,6.184816214727107e-09
1878,7.2469061862534545e-09,5.435179861734696e-09
1879,2.443730107160036e-09,7.94212251520321e-09
1880,1.0268554007097919e-08,5.134277003548959e-09
1881,1.3945015142624584e-09,4.183504653809678e-09
1882,1.3310770263785798e-09,1.3310770263785798e-08
1883,1.7062214752172622e-08,8.21514056781325e-09
1884,7.922036360241691e-09,1.9805090900604227e-09
1885,3.2228177904158883e-09,1.0313017106966527e-08
1886,3.872078213618124e-09,5.162771099520569e-09
1887,7.834709769838355e-09,8.48760173255414e-09
1888,6.340614699951175e-10,3.1703073499755874e-09
1889,8.771191772893872e-09,2.5060546970934183e-09
1890,1.1142456735058204e-08,3.2771931834929546e-09
1891,5.099376032546843e-09,3.824531802365527e-09
1892,6.268512375839919e-10,1.3163876211308434e-08
1893,6.158416554491453e-10,6.774258043407144e-09
1894,6.9316934414587195e-09,1.5123694296903523e-08
1895,3.611168697403855e-09,1.2037228991346183e-09
1896,9.435246361988447e-09,3.5382172747233653e-09
1897,2.330685422435863e-09,2.9133566670225264e-09
1898,1.13167097914868e-09,3.3950129374460403e-09
1899,1.6582735185011188e-09,9.949641111006713e-09
1900,1.038210628578895e-09,2.07642125715779e-09
1901,7.824234593556412e-09,9.500856101851696e-09
1902,5.4013122863239005e-09,6.38336894454028e-09
1903,2.7001101354784396e-09,1.0800440541913758e-09
1904,4.837162670412454e-09,5.374625189347171e-09
1905,3.6125313851442797e-09,1.0321518084666081e-09
1906,3.600929110447737e-09,7.201858220895474e-09
1907,4.6285588695127444e-09,1.8514235478050978e-08
1908,1.4734167219643268e-09,6.875944702500192e-09
1909,2.7504918342913243e-09,1.5402754627302784e-08
1910,3.740905363258662e-09,4.809735720812114e-09
1911,7.980561100850991e-09,1.4365010514438836e-08
1912,5.730363294986773e-09,1.510732161591477e-08
1913,9.015082902408267e-09,1.590896969716482e-09
1914,3.3483718020477227e-09,1.2054139020278853e-08
1915,0.0,7.068456930880984e-09
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,1.0966424435210342e-09,1.315970976634162e-08
1918,0.0,1.1486376294556067e-09
1919,2.762354567309444e-09,7.366278698128781e-09
1920,3.028892692213958e-09,1.514446346106979e-09
1921,3.0290989716519334e-09,4.543648568500203e-09
1922,1.4755870969551665e-09,2.951174193910333e-09
1923,8.492758496458919e-09,6.369568872344189e-09
1924,1.289162443462999e-09,1.289162443462999e-09
1925,5.499089184013428e-09,1.0998177923937646e-09
1926,4.458455382660986e-09,1.114613823460786e-08
1927,1.3379070296082318e-08,4.4596899506643695e-09
1928,1.2568645679778001e-08,1.5996457491951332e-08
1929,5.570202965543558e-09,1.0026365515614089e-08
1930,8.402882833991043e-09,2.100720708497761e-09
1931,1.1405356659111021e-09,4.5621426636444085e-09
1932,0.0,1.2055489939655217e-08
1933,0.0,1.0323596200123575e-08
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,2.393656828303392e-09,7.180970484910176e-09
1936,2.424942913137329e-09,3.6374143697059935e-09
1937,6.295559185076627e-09,8.813782592653752e-09
1938,6.482607339819424e-09,9.075650453382877e-09
1939,4.588215141154706e-09,3.058810094103137e-09
1940,7.607348528892999e-09,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,8.709705845433291e-09,1.1612940831184915e-08
1944,2.5705489292704442e-08,0.0
1945,2.178504043826024e-09,1.089252066321933e-08
1946,5.568441707737293e-09,0.0
1947,1.1920871401116528e-08,0.0
1948,4.348755133776194e-09,6.523132700664291e-09
1949,6.8719057111366055e-09,7.853606653895895e-09
1950,1.914365022059883e-08,5.317680518146517e-09
1951,7.462981344019681e-09,4.264560704569931e-09
1952,8.435843135146115e-09,5.272402070488624e-09
1953,1.508335856215126e-08,3.232148326759443e-09
1954,8.795282724349818e-09,3.9090144454689835e-09
1955,1.8771215692936494e-09,1.595553378308523e-08
1956,1.0465369904011368e-08,1.1337483840634377e-08
1957,2.6505113659425206e-09,0.0
1958,3.3088973783179654e-09,8.272243334772611e-09
1959,7.750747599288843e-09,6.200598257066758e-09
1960,6.920833239831836e-09,1.1765417085030094e-08
1961,1.528595028332802e-08,2.08444772553662e-09
1962,3.170978146727066e-09,4.43936931660005e-09
1963,7.1126584622049904e-09,1.2932106496776896e-09
1964,7.909158661334459e-09,5.475571551727398e-09
1965,6.0192477668863376e-09,5.47204326295514e-09
1966,6.6468897053084675e-09,6.092982118843793e-09
1967,7.888536934785861e-09,5.423369309198733e-09
1968,9.88111459321317e-09,1.7965663401398047e-09
1969,4.995933444718048e-09,5.450109252791435e-09
1970,8.277704743875347e-09,6.438214850135182e-09
1971,8.735275613958038e-09,3.5968783507200897e-09
1972,2.0520587451500205e-09,4.6171320100540925e-09
1973,5.513203671370093e-09,5.513203671370093e-09
1974,3.3753431161187564e-09,3.937900228123681e-09
1975,5.711480177694739e-09,3.4268881066168433e-09
1976,5.713526984862938e-09,6.8562320265641574e-09
1977,5.289103821581875e-09,4.7014254711541525e-09
1978,6.534650598410963e-09,8.910887139279566e-09
1979,8.192762912528906e-09,5.851973128301324e-09
1980,3.97960553399912e-09,3.411090521154847e-09
1981,1.3916208629893845e-08,3.795329828193417e-09
1982,6.2075020679230875e-09,4.345251713999687e-09
1983,1.1999100379966876e-08,1.8314416649900522e-08
1984,9.858314165001048e-09,5.799008384599347e-09
1985,3.0077789148208467e-09,4.210890747202711e-09
1986,5.395036861699509e-09,5.994485352545098e-09
1987,4.888653482026939e-09,3.0554083707556856e-09
1988,4.797243047249822e-09,3.597932174415064e-09
1989,5.488121956886971e-09,3.841685636274406e-09
1990,6.538381391862913e-09,3.814055737905164e-09
1991,9.96449056600568e-09,5.8614650910726596e-09
1992,7.162927584403178e-09,1.1019888113139586e-08
1993,3.323524566667402e-09,4.4313659408601325e-09
1994,5.274926717646622e-09,3.6924485691258724e-09
1995,4.880205572987961e-09,5.4224509327127635e-09
1996,3.736664311304594e-09,7.473328622609188e-09
1997,4.794894259418925e-09,7.192341833217597e-09
1998,7.629006759657386e-09,2.86087753487152e-09
1999,3.656160929565999e-09,3.656160929565999e-09
2000,9.719669513685858e-09,8.394259509714175e-09
2001,6.571817756650944e-09,6.133696661692056e-09
2002,7.886198361006791e-09,5.257465574004527e-09
2003,7.083769126836614e-09,1.2500768420409258e-08
2004,7.488145215006625e-09,9.250062049659391e-09
2005,6.7556245042510454e-09,6.305249655724765e-09
2006,6.1768350434476815e-09,5.7650457740976435e-09
2007,4.393927444112933e-09,5.592271090648637e-09
2008,2.554463751636149e-09,1.0217855006544596e-08
2009,1.0013204487790972e-08,5.721831008997924e-09
2010,1.4171378737160012e-08,1.2754241218715379e-08
2011,8.412738061736036e-09,1.185431308670104e-08
2012,1.191488419038933e-08,1.1574459612972987e-08
2013,8.646287241731443e-09,1.561910067948702e-08
2014,8.012147389990787e-09,1.4508482415465096e-08
2015,8.422986752520956e-09,1.0639562120218216e-08
2016,1.0149566520567532e-08,1.677785377296459e-08
2017,6.792150397672003e-09,1.0314006537726073e-08
2018,8.002547069452248e-09,1.755397427416483e-08
2019,7.652963596171958e-09,1.2499840273960672e-08
