year,deux_DET airs_NOUN,deux_DET guerres_NOUN
1839,3.2859933885021064e-08,1.9785875160494015e-07
1840,4.33138822586443e-08,2.1147367057494648e-07
1841,7.512042010660025e-08,9.82343930644447e-08
1842,3.8237111255057243e-08,1.0934471816881342e-07
1843,6.143187425422525e-08,1.3704033596795284e-07
1844,3.45779343491337e-08,1.7453625300589692e-07
1845,4.7431936656128215e-08,1.456439555624911e-07
1846,2.2832555401919308e-08,1.2118817416251204e-07
1847,1.941560512364049e-08,1.1541498867728706e-07
1848,3.298541073615269e-08,1.4642303547418578e-07
1849,3.686942506853086e-08,9.133562017815677e-08
1850,5.838536765168101e-08,1.6633039834346164e-07
1851,3.353708155628965e-08,9.351686180991692e-08
1852,6.445439737490233e-08,7.877760310748272e-08
1853,4.598387448595531e-08,1.0152284213305052e-07
1854,7.118060402211412e-08,9.767849284969543e-08
1855,6.156047405170284e-08,1.0348527368364557e-07
1856,5.694908311593139e-08,8.852993271801779e-08
1857,7.175818117488575e-08,9.616573093396141e-08
1858,8.172439253106845e-08,9.836289005527021e-08
1859,3.97189512391094e-08,1.0337111877589678e-07
1860,5.8130236957332215e-08,1.6523633306064767e-07
1861,5.847795042646098e-08,1.377061433771587e-07
1862,8.177555432808958e-08,1.8433383619509414e-07
1863,2.2975256364077268e-08,1.1537573785247446e-07
1864,7.096197229827794e-08,1.1075821770845096e-07
1865,4.2832282387550435e-08,1.2661411297187897e-07
1866,5.1088934416299026e-08,1.2358657119904137e-07
1867,6.939520247328801e-08,1.2665837978431682e-07
1868,4.6434817546625595e-08,9.830349068096211e-08
1869,8.399653195212409e-08,6.641586258737675e-08
1870,4.587238944253613e-08,1.0091926005983964e-07
1871,2.1242353653860846e-08,1.6250401468909104e-07
1872,5.019291648977742e-08,8.2243815757721e-08
1873,6.105724315030869e-08,8.619846236790352e-08
1874,4.779687134970345e-08,1.0694550489631638e-07
1875,5.893172794202428e-08,1.0813686301958114e-07
1876,6.287855258690911e-08,6.831996834932852e-08
1877,7.050690165044671e-08,8.8442865475713e-08
1878,1.316521327510145e-07,1.0508014147703193e-07
1879,3.6655949942066e-08,7.14791030809181e-08
1880,5.005920211686998e-08,1.0076018686078214e-07
1881,9.41288524902717e-08,6.066081426059355e-08
1882,7.587138917131142e-08,7.254369460696353e-08
1883,7.140853064413477e-08,6.445725642123534e-08
1884,4.291103117282091e-08,8.714240085083702e-08
1885,4.318576085626802e-08,9.281715485087716e-08
1886,4.9046325889534614e-08,9.163919001409226e-08
1887,5.35371814103236e-08,9.793386779310964e-08
1888,4.755461202599065e-08,7.481925212715623e-08
1889,5.889228527067303e-08,7.392861656185801e-08
1890,2.9494738484903138e-08,8.717334010199806e-08
1891,4.653180718516836e-08,7.330353124501698e-08
1892,2.820830502514582e-08,5.2028652719471324e-08
1893,5.4194064402768305e-08,6.959010523388542e-08
1894,4.2850465620247746e-08,9.263262601422184e-08
1895,6.43991759918805e-08,9.689969249215835e-08
1896,4.0099797649073565e-08,8.727603084679458e-08
1897,4.3700353113962365e-08,5.9432476828824576e-08
1898,4.413516951906615e-08,6.393941109905654e-08
1899,4.5878900678530954e-08,9.562710800992136e-08
1900,4.412395127051383e-08,7.68275848495037e-08
1901,3.5767929285057676e-08,1.0115617243844355e-07
1902,2.995273185035785e-08,4.910283735171106e-08
1903,4.6981915247101824e-08,7.452304018329414e-08
1904,4.568431410945095e-08,7.578221605797353e-08
1905,4.4898605056076235e-08,8.308822085911771e-08
1906,3.9610220603503166e-08,6.996090617938933e-08
1907,7.611407992769159e-08,5.451413853663212e-08
1908,6.041008471235898e-08,5.5989835212599814e-08
1909,3.960708294670212e-08,8.526524469809615e-08
1910,5.0235016701982715e-08,4.168437472973352e-08
1911,3.724261854465283e-08,9.736284467543044e-08
1912,6.668059038261731e-08,7.814131564032323e-08
1913,7.848425115364321e-08,7.583275252187605e-08
1914,8.906668824693043e-08,1.767940303598614e-07
1915,2.8273827723523937e-08,4.912577891147407e-07
1916,1.0987461607214755e-08,3.570925284357429e-07
1917,3.947912752266802e-08,2.4455127045630576e-07
1918,1.8378202071289707e-08,3.606722014382058e-07
1919,5.5247090680055067e-08,1.915232409333001e-07
1920,7.04217537617069e-08,1.7416132491732128e-07
1921,6.739745078698789e-08,1.4388219565786287e-07
1922,5.459672369756419e-08,1.2026034923451334e-07
1923,7.006525715169687e-08,1.1146745437784489e-07
1924,3.867487285980076e-08,9.668718070621196e-08
1925,5.27912540349007e-08,1.1658068777009589e-07
1926,3.901148493135054e-08,1.5716055445924582e-07
1927,6.801026863900717e-08,1.3713546975768764e-07
1928,1.0626218438503088e-07,1.4054030961219155e-07
1929,6.01581959802644e-08,1.5262356045653291e-07
1930,9.348206830850359e-08,1.5440296552426958e-07
1931,7.185374428786417e-08,1.4256695290981725e-07
1932,7.342889585260082e-08,1.3370634244225243e-07
1933,7.341223895451776e-08,2.2253084774881415e-07
1934,7.7880272897346e-08,1.4018448446506682e-07
1935,6.582556189016486e-08,1.3883209604159674e-07
1936,1.0790995830234351e-07,1.8914554633653324e-07
1937,3.147779614742774e-08,1.737574237825612e-07
1938,7.779128574636474e-08,1.3224518724541667e-07
1939,4.129393449403551e-08,2.0188146532262863e-07
1940,2.02862628917444e-08,5.832300489228004e-07
1941,1.0330259003765718e-07,6.729425674478762e-07
1942,6.675265851185941e-08,1.3350531631317608e-06
1943,4.0645293575281016e-08,9.087126127127476e-07
1944,5.7837349132228155e-08,1.0153667915346887e-06
1945,7.189063611079405e-08,1.7624098092028362e-06
1946,1.238978297735116e-07,1.5076555630599842e-06
1947,6.198852764427443e-08,1.4376570209861939e-06
1948,7.284165093324191e-08,1.3948631876203876e-06
1949,4.613993886959378e-08,1.725830076182433e-06
1950,1.0635361658017928e-07,1.4868235620468795e-06
1951,5.330700991734716e-08,1.4851332728049726e-06
1952,3.2688891704601986e-08,1.3982409896584613e-06
1953,7.649417432809003e-08,1.4038297475593708e-06
1954,5.374894862519852e-08,1.3955182120994891e-06
1955,6.100644922568677e-08,1.30647661222838e-06
1956,8.28508484040924e-08,1.118050361625933e-06
1957,4.770920514207688e-08,1.1379528728205912e-06
1958,5.2115132875840686e-08,1.133297399036337e-06
1959,5.8905684330312624e-08,1.2835237859221138e-06
1960,4.083291726963978e-08,9.889870602464157e-07
1961,4.655266566677696e-08,1.0186001739853623e-06
1962,4.5027890527293835e-08,1.1104766013403378e-06
1963,6.724695289506144e-08,8.981348234016195e-07
1964,2.5552667426431697e-08,9.88644830002272e-07
1965,5.6909250478742734e-08,8.640356754519019e-07
1966,4.7636043665200134e-08,8.84590264149665e-07
1967,9.909974391097975e-08,8.914046620844829e-07
1968,1.0914140513573756e-07,8.520215946106191e-07
1969,5.6317797758609345e-08,7.357647806571777e-07
1970,7.128024118174814e-08,8.006380207703501e-07
1971,6.320229040124303e-08,7.286247853954819e-07
1972,1.9699764414182752e-07,8.982887376163262e-07
1973,6.009392056194329e-08,8.33596422111782e-07
1974,3.206575832637171e-08,7.234485321916395e-07
1975,4.169380662943922e-08,7.767613059428413e-07
1976,5.5421210287676104e-08,8.324608753440543e-07
1977,5.230335708983347e-08,8.31564646475158e-07
1978,7.12870956709466e-08,8.162372360231984e-07
1979,5.091216703778656e-08,7.66023334985988e-07
1980,4.832377969998802e-08,8.738076360259583e-07
1981,6.768338045581856e-08,9.469347670432171e-07
1982,6.021277043632978e-08,9.82026878482145e-07
1983,5.999550367619122e-08,1.0754983659211348e-06
1984,5.972978722734723e-08,9.005860173161295e-07
1985,5.594469065783869e-08,9.071461741783082e-07
1986,4.6756987059914934e-08,9.087640142624309e-07
1987,6.355249421163833e-08,1.0119512570128109e-06
1988,6.296381349635283e-08,9.282665542897917e-07
1989,5.707646888453155e-08,9.198092962847682e-07
1990,5.775569966726124e-08,9.486101282263348e-07
1991,9.319729549206457e-08,9.378344163479824e-07
1992,5.234446837087958e-08,9.680971801984128e-07
1993,8.69655588653373e-08,8.61900687709749e-07
1994,6.22441331254997e-08,8.941000348983152e-07
1995,8.892819269856744e-08,9.23443396416701e-07
1996,5.2313302134621154e-08,9.571199033331368e-07
1997,4.986690405051064e-08,1.0026123997697312e-06
1998,3.671459680720801e-08,1.0833189314496394e-06
1999,6.261175472532798e-08,1.1398082220281935e-06
2000,6.847948741395271e-08,1.0709308426726238e-06
2001,6.440381200567558e-08,1.0501764382553347e-06
2002,3.943099197156741e-08,1.0729611297222164e-06
2003,7.417122760422501e-08,1.1009010751905635e-06
2004,5.197653624167131e-08,1.0637570675431363e-06
2005,5.854874474131577e-08,9.998324290716454e-07
2006,6.7533397873909e-08,9.870582327042854e-07
2007,4.673540981992019e-08,8.747909985284963e-07
2008,6.897052448606722e-08,8.757553344729274e-07
2009,5.531103197675691e-08,8.18698654647676e-07
2010,5.3378861386566e-08,7.619478197273821e-07
2011,4.053410118665113e-08,5.793317530145004e-07
2012,4.4255286657524096e-08,5.218719323352161e-07
2013,3.709536461338203e-08,5.215663545499183e-07
2014,6.886115722082309e-08,5.554366799831456e-07
2015,4.8764659379973985e-08,4.6592415903212725e-07
2016,3.438424314716748e-08,4.351885314335391e-07
2017,4.075290205296511e-08,4.5708657836485145e-07
2018,3.1752039775234664e-08,4.4685187416959593e-07
2019,2.90812607328661e-08,4.29586330064069e-07
