year,tes_DET ans_NOUN,tes_DET gants_NOUN
1864,3.0206785961439664e-08,7.671564605793435e-09
1865,1.647395531101381e-08,7.530951195988678e-09
1866,2.7733993990253225e-08,8.75810357570117e-09
1867,2.717574432153924e-08,6.79393608038481e-09
1868,1.0867722721741302e-08,5.9278488784286765e-09
1869,2.5882651355502162e-08,1.7092316340061586e-08
1870,2.408300403544672e-08,8.601073631098188e-09
1871,2.124235387590545e-08,8.496941816815706e-09
1872,2.297988976884824e-08,1.1489944773401817e-08
1873,1.3169209722718733e-08,2.9930022904522957e-09
1874,2.2106053876314036e-08,8.961913877669758e-09
1875,1.4875970677508121e-08,1.0298748520654044e-08
1876,1.0882827083946722e-08,5.441413541973361e-09
1877,2.1028373708986692e-08,9.895705588292003e-09
1878,9.662541766708443e-09,6.0390887290928674e-09
1879,1.5884245807562536e-08,6.720257683667796e-09
1880,2.1820676820993867e-08,1.0268554007097919e-08
1881,4.183504653809678e-09,1.1853262871230896e-08
1882,1.9966154729544883e-08,1.6638463051776853e-08
1883,1.7062214974217227e-08,5.687405213450347e-09
1884,2.9047466654219534e-08,5.941527270181268e-09
1885,1.5469526104539e-08,1.8047780159236027e-08
1886,2.1941776617850905e-08,5.808117542471791e-09
1887,2.546280519766242e-08,1.566941953967671e-08
1888,1.7119660356001987e-08,3.804368819970705e-09
1889,1.3156787381785051e-08,6.891650528029203e-09
1890,3.015017774332662e-08,9.831579994568074e-09
1891,2.4222036598686714e-08,4.461953917456185e-09
1892,2.3820346362057876e-08,5.014809900671935e-09
1893,1.1085149798084615e-08,1.1700991287000306e-08
1894,2.3315696040526745e-08,5.041231654345779e-09
1895,1.745398137131815e-08,1.0833506536300774e-08
1896,1.1204355165883584e-08,1.1204355221394735e-08
1897,1.9228155068162778e-08,8.157399200570126e-09
1898,1.4711722506888236e-08,3.3950129374460403e-09
1899,8.291367592505594e-09,1.4371703827009696e-08
1900,7.267474400052265e-09,1.245852754294674e-08
1901,2.794369402536745e-09,9.500856157362847e-09
1902,7.856454153909453e-09,5.89234061543209e-09
1903,9.720396931811592e-09,1.2420506401156217e-08
1904,1.5048950530172078e-08,1.289910045443321e-08
1905,2.528772019561032e-08,6.708986977077558e-09
1906,1.6461390472954918e-08,6.173021205313489e-09
1907,2.0571373937627868e-08,1.4399961223432456e-08
1908,1.1787333775714615e-08,4.4202501658929805e-09
1909,1.1552065415365576e-08,8.801573414540798e-09
1910,7.481811059584231e-09,2.3514262537105424e-08
1911,1.1172786140711821e-08,9.576673565270255e-09
1912,7.814131564032323e-09,1.4065437148325088e-08
1913,1.6969567750990677e-08,1.3787773367468503e-08
1914,1.875088229130739e-08,1.5402511266415786e-08
1915,1.2958838335741518e-08,2.473960047932877e-08
1916,8.789969863087777e-09,2.197492410260793e-09
1917,9.8697816586224e-09,1.7546279096336548e-08
1918,1.2635013924011673e-08,2.6418664589300533e-08
1919,2.4861190661695787e-08,1.012863304339362e-08
1920,9.086677632552664e-09,1.8930579770426448e-08
1921,2.4232791773215467e-08,9.087297137000405e-09
1922,2.0658220023506146e-08,1.918263209388371e-08
1923,5.095655097875351e-08,3.1847844361720945e-09
1924,3.0939897754933554e-08,3.3518223752082577e-08
1925,3.409435223034052e-08,1.2097996160420621e-08
1926,2.7865347029809584e-08,8.916910432255065e-09
1927,1.0034302388994831e-08,1.56089151603922e-08
1928,1.5996457491951332e-08,1.942426997025848e-08
1929,1.4482528065684619e-08,1.893869061575515e-08
1930,1.575540553577781e-08,1.5755405202710904e-08
1931,1.710803587684495e-08,1.0264820993199919e-08
1932,1.6439305028370654e-08,1.4247397928102146e-08
1933,5.735331320977366e-09,1.3764794637438627e-08
1934,9.585264137967897e-09,1.3179738189705859e-08
1935,1.196828414151696e-08,1.4361940969820353e-08
1936,1.8187071404440758e-08,8.487300195980652e-09
1937,2.7700460591972842e-08,1.0072894518486919e-08
1938,5.963998717106733e-08,1.5558256905023882e-08
1939,1.6823456405745674e-08,3.058810094103137e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,8.854507793643052e-09,2.066051862925633e-08
1942,2.1239482173029955e-08,1.2136847082899749e-08
1943,1.7419411024732767e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,0.0,1.089252066321933e-08
1946,3.6194869323935563e-08,3.3410650246423756e-08
1947,9.536696765621855e-09,1.0728784083369192e-08
1948,4.348755133776194e-09,1.6307831529616124e-08
1949,2.2579119018928395e-08,2.4542520904446974e-08
1950,4.892266147749069e-08,9.571825110299415e-09
1951,1.2793682557799002e-08,2.132280330080505e-08
1952,1.3708244983590134e-08,1.2653764924763777e-08
1953,1.4005975934594517e-08,1.0773827163745864e-08
1954,8.795282502305213e-09,1.172704333640695e-08
1955,6.569925492527773e-09,9.385607846468247e-09
1956,1.3953826760726429e-08,1.308171282410342e-08
1957,8.835037590415595e-09,1.2369053004057662e-08
1958,1.3235589513271862e-08,1.6544486669545222e-08
1959,1.9376869886400527e-08,1.1626121843022474e-08
1960,1.5225833038812198e-08,2.353083289330371e-08
1961,1.598076693198891e-08,1.459113452284555e-08
1962,9.512934440181198e-09,2.5367825895461493e-08
1963,1.0992290189193454e-08,1.4871922360271128e-08
1964,9.125952216137989e-09,1.0951143103454797e-08
1965,2.3529786119524942e-08,1.2585700148726175e-08
1966,2.381802199913352e-08,1.994066989308152e-08
1967,2.8102913107730387e-08,1.232583857202485e-08
1968,3.0092486724697665e-08,1.616909695023594e-08
1969,1.090021850558287e-08,8.629339909305145e-09
1970,1.195668489217816e-08,1.1956685419534097e-08
1971,2.2095109963871096e-08,1.5929032093353612e-08
1972,1.539044047760285e-08,1.4364410994005539e-08
1973,1.5988290802404492e-08,1.3783009400469837e-08
1974,6.750686232237513e-09,8.438357623763437e-09
1975,1.1994108817248161e-08,1.4849848462006321e-08
1976,1.8854638683674096e-08,1.3141112087389217e-08
1977,1.1753563289307323e-08,1.1165885105413054e-08
1978,1.3069301196821925e-08,1.7227715365386587e-08
1979,5.851973239323627e-09,9.36315702748658e-09
1980,6.253665585376211e-09,1.1938816213419301e-08
1981,8.855769562110538e-09,8.223214109648325e-09
1982,8.690503427999374e-09,1.1173504455008754e-08
1983,5.052252838311233e-09,1.0104505676622466e-08
1984,9.278413259927731e-09,1.3917620222958504e-08
1985,1.0828004270990732e-08,5.414002135495366e-09
1986,1.3187867686781374e-08,1.1988970705090196e-08
1987,7.332980445085013e-09,1.4665960224036212e-08
1988,1.9788627514394364e-08,1.079379691182325e-08
1989,8.232183490441969e-09,8.232182935330457e-09
1990,1.6345952147389653e-08,1.035243724079038e-08
1991,9.37834432335194e-09,6.4476117778156095e-09
1992,1.2121877335236064e-08,2.47947495868317e-08
1993,6.64704896680135e-09,1.1632335372713243e-08
1994,8.43988251508776e-09,8.967375286772494e-09
1995,5.964695848348356e-09,9.76041147904283e-09
1996,9.074756945892659e-09,7.473329066698398e-09
1997,1.054876808126437e-08,1.5823152121896555e-08
1998,1.382757464085671e-08,6.198567992221626e-09
1999,1.1882523409667556e-08,9.597422412355172e-09
2000,9.277866475088103e-09,1.0161472552283612e-08
2001,1.1829271423513532e-08,1.0953029760951694e-08
2002,1.1391176002462089e-08,1.1391175724906333e-08
2003,5.0003075569016175e-09,1.166738422542224e-08
2004,1.5416770082765652e-08,1.0571499231559756e-08
2005,1.170974872621855e-08,8.106749271874492e-09
2006,1.1118302722934459e-08,9.059357708451898e-09
2007,1.1583990655594789e-08,1.1184542542119758e-08
2008,1.404955063399882e-08,1.4049550939310151e-08
2009,9.53638501499654e-09,2.5271420511785436e-08
2010,7.558068837454357e-09,2.9287515967979516e-08
2011,5.7359579308524644e-09,2.8679790070595956e-08
2012,8.851057275993668e-09,3.812763083033133e-08
2013,6.4149877077035455e-09,4.155796301530401e-08
2014,8.012147389990787e-09,4.287581600870283e-08
2015,7.093041445860315e-09,4.61047669486625e-08
2016,9.11389658186934e-09,4.722655466693482e-08
2017,2.7671724911471074e-09,5.0563788989155256e-08
2018,8.26069346260283e-09,5.292006877155586e-08
2019,9.693753078021672e-09,5.714212614194025e-08
