year,vos_DET ans_NOUN,vos_DET gants_NOUN
1877,3.958282235316801e-08,6.926993734168718e-08
1878,1.8117266742390115e-08,4.468925496325937e-08
1879,1.221865097988939e-08,3.421222016797287e-08
1880,1.8611753915820373e-08,1.8611755026043397e-08
1881,1.8825771164188154e-08,3.695429129368932e-08
1882,1.0648616211028639e-08,3.860123398702342e-08
1883,1.9589950994713945e-08,3.3492494666553796e-08
1884,2.3766109080725073e-08,6.007544151032107e-08
1885,9.023890079618013e-09,4.8986831036046397e-08
1886,1.355227396970804e-08,3.1621972595985426e-08
1887,1.3710741875172516e-08,3.068594645050382e-08
1888,1.7119660356001987e-08,4.2482116935360636e-08
1889,2.192797943223468e-08,3.3205224347909734e-08
1890,1.3108772733971819e-08,2.0974036729626278e-08
1891,5.736798147637501e-09,2.5496880495801122e-08
1892,1.8178685001757344e-08,3.5730521430465956e-08
1893,4.926733243593162e-09,1.4164357686752282e-08
1894,1.1342770278588432e-08,2.6466464575491955e-08
1895,2.2268873856035043e-08,2.2268872967856623e-08
1896,1.4152869098893461e-08,2.4177819635262665e-08
1897,2.4472196713531957e-08,3.088158173625288e-08
1898,1.3014216371232123e-08,2.4330926606808134e-08
1899,3.8693048765026106e-09,2.4874102777516782e-08
1900,6.22926377147337e-09,2.5436160400182928e-08
1901,1.0618603774048552e-08,3.912117213511479e-08
1902,4.419255628107521e-09,2.062319276463498e-08
1903,1.83607493653426e-08,2.2680925138018893e-08
1904,9.674325340824907e-09,2.6873125946735854e-08
1905,1.754658074393234e-08,1.8578733051999308e-08
1906,1.4403716441790948e-08,3.0865106914745866e-08
1907,7.199980611716228e-09,2.108565766434367e-08
1908,1.9154416719402434e-08,2.2592390624964764e-08
1909,1.430255680556769e-08,2.3654230019154454e-08
1910,6.412980813053082e-09,3.420256600161764e-08
1911,1.4365010514438836e-08,1.5429085231666306e-08
1912,1.66701485393439e-08,2.031674206648404e-08
1913,9.545381374209683e-09,3.553003186107517e-08
1914,4.68772043404897e-09,2.075990512828696e-08
1915,1.1780762143587253e-08,1.0602685618366081e-08
1916,3.2962386153911893e-09,1.098746182925936e-08
1917,1.7546279096336548e-08,6.57985488317081e-09
1918,9.189101035644853e-09,1.6080926812378493e-08
1919,1.5653341733923298e-08,2.6702760891339494e-08
1920,4.543339038320937e-09,1.2872793497820112e-08
1921,2.2718242842501013e-09,4.0135559875587035e-08
1922,2.0658220023506146e-08,4.1316437382477034e-08
1923,1.2739137744688378e-08,4.671017217461326e-08
1924,1.804827398643738e-08,4.383152307774196e-08
1925,5.499089184013428e-09,6.488924952918751e-08
1926,1.114613823460786e-08,4.2355325469145555e-08
1927,5.574612438330462e-09,5.0171510945773434e-08
1928,5.713020723163709e-09,5.141718650847338e-08
1929,1.3368487650211591e-08,3.899142231311714e-08
1930,2.100720708497761e-09,2.2057568216382606e-08
1931,1.0264820993199919e-08,2.167017765231094e-08
1932,1.0959536389520963e-08,2.0823119450952277e-08
1933,3.4411986593596566e-09,2.5235457723482568e-08
1934,2.3963160344919743e-09,3.474658250013363e-08
1935,1.0771455727365264e-08,4.787313567788942e-08
1936,1.2124714565686645e-09,1.4549657034734764e-08
1937,1.510934133364117e-08,2.5182236518261902e-08
1938,3.8895642262559704e-09,2.5930428804166183e-08
1939,1.6823455517567254e-08,9.176430282309411e-09
1940,0.0,2.5357829391836617e-08
1941,2.9515025978810172e-09,2.9515025534720962e-08
1942,6.068423541449874e-09,3.9444752131245764e-08
1943,1.7419411690866582e-08,2.6129116870166058e-08
1944,1.6065930807940276e-08,3.213186161588055e-08
1945,4.357008087652048e-09,4.1391577720872874e-08
1946,5.568441707737293e-09,3.062642850437669e-08
1947,1.0728784083369192e-08,1.7881307101674793e-08
1948,2.174377566888097e-09,2.7179719142012004e-08
1949,6.8719057111366055e-09,2.2579119018928395e-08
1950,4.2541445921528975e-09,4.254144569948437e-08
1951,1.0661401539380222e-08,3.624876443453218e-08
1952,4.2179215675730575e-09,3.9015773722894664e-08
1953,7.54167928107563e-09,3.232148237941601e-08
1954,3.224936762080688e-08,2.834035384147171e-08
1955,2.815682353940474e-09,1.783265446420046e-08
1956,6.976913269340912e-09,3.052399510927728e-08
1957,7.068030161150318e-09,2.385460118325966e-08
1958,1.5717262158432277e-08,2.2335057581202022e-08
1959,3.8753737996444215e-09,1.5501495198577686e-08
1960,1.5225833038812198e-08,4.8445835010291205e-08
1961,6.948159103625784e-09,3.8909690747157555e-08
1962,3.170978146727066e-09,3.2343978606519386e-08
1963,1.1638896069143811e-08,3.362347777979835e-08
1964,6.6923653285755336e-09,4.745495330027438e-08
1965,1.2038495533772675e-08,2.4624195349431943e-08
1966,7.200797291773142e-09,3.046491126035278e-08
1967,1.7256175155466735e-08,1.9228309611207806e-08
1968,2.3804503673785504e-08,2.380450409011914e-08
1969,8.629339909305145e-09,3.1792304733269106e-08
1970,1.3796174869185052e-08,3.311082186208125e-08
1971,1.2845993713206383e-08,3.237190426830239e-08
1972,1.3338381954497436e-08,2.5650733426196837e-08
1973,8.821126051827832e-09,2.0398854161385316e-08
1974,5.625571564138454e-09,2.4189958702791614e-08
1975,5.711480177694739e-09,1.3136404852787109e-08
1976,2.285410749536254e-09,1.4283816740512378e-08
1977,1.23412418062685e-08,1.7042667388444954e-08
1978,5.346532105932056e-09,1.3069301196821925e-08
1979,8.777960247563499e-09,2.0481905949054635e-08
1980,3.97960553399912e-09,1.0801786132219604e-08
1981,5.69299452024552e-09,1.4548763971333756e-08
1982,9.311253101884631e-09,9.9320033308814e-09
1983,3.157658134966823e-09,1.263063198475578e-08
1984,6.958810416790584e-09,1.3337719650952096e-08
1985,3.609334831011779e-09,1.142956040922627e-08
1986,7.1933827783254856e-09,1.8582905214614698e-08
1987,7.332980445085013e-09,1.4054879038383206e-08
1988,2.398621523624911e-09,1.3792074149421296e-08
1989,2.7440609784434855e-09,1.2073868682627165e-08
1990,6.538381391862913e-09,1.4166492867673242e-08
1991,5.2753188484189195e-09,2.285971467674841e-08
1992,2.2039776670368383e-09,1.046889430700304e-08
1993,2.7696036575264316e-09,1.661762283333701e-08
1994,6.329911705904578e-09,1.6879765141197822e-08
1995,3.795715741716776e-09,1.1929392029763619e-08
1996,3.736664311304594e-09,1.3345230698291743e-08
1997,2.3974471297094624e-09,1.4864172559470035e-08
1998,8.582632382569955e-09,1.239713631751016e-08
1999,9.140402212892695e-09,1.0968482844209149e-08
2000,2.6508188977203417e-09,7.068850393920911e-09
2001,5.695575122643959e-09,1.6648605327684862e-08
2002,5.6955880012310445e-09,1.1391176002462089e-08
2003,1.6667691671301554e-09,5.833692307000149e-09
2004,7.047666006343434e-09,1.6738207264666016e-08
2005,7.656374201303606e-09,9.007498746882447e-09
2006,2.4707338397433887e-09,1.6059770735488144e-08
2007,4.393927444112933e-09,2.2369085472817574e-08
2008,2.9802078582719105e-09,2.7673357105850727e-08
2009,6.198650481792356e-09,2.6701878708124127e-08
2010,1.8895172093635892e-09,3.023227534981743e-08
2011,1.911985902935953e-09,6.156594778428115e-08
2012,2.0425516833455504e-09,5.582974293982801e-08
2013,2.2313000336282585e-09,7.363290110973253e-08
2014,3.4647124058651002e-09,7.210932517764945e-08
2015,5.319781060109108e-09,7.00437799983078e-08
2016,9.942432044329763e-09,6.918275552436626e-08
2017,5.031222660711876e-10,6.163247978641095e-08
2018,5.937373259712331e-09,6.892515758138984e-08
2019,3.3162841361900064e-09,7.729492579322539e-08
