year,aux_ADP airs_NOUN,aux_ADP guerres_NOUN
1855,1.2895856826844465e-07,9.61086314532622e-07
1856,9.629572161884425e-08,9.381067158642509e-07
1857,1.0836950115056254e-07,1.13739163515314e-06
1858,1.1598011928626306e-07,9.6062863086388e-07
1859,1.5632971717138844e-07,1.0596813302399255e-06
1860,1.2587255593388136e-07,1.001030107777856e-06
1861,1.6788831125325032e-07,7.823783718663435e-07
1862,9.307051873630456e-08,1.3445527298205917e-06
1863,1.143768160183356e-07,9.065236821759193e-07
1864,1.2466292620416652e-07,1.075457455534945e-06
1865,1.0355057483701913e-07,1.1310546774723207e-06
1866,1.2942529759030208e-07,1.0660557938635407e-06
1867,1.1889387963037734e-07,9.64738868347581e-07
1868,9.682153423451467e-08,9.588295655227341e-07
1869,1.1573940161824225e-07,9.068695066005716e-07
1870,1.0665330840708975e-07,1.0470373097426489e-06
1871,4.99195342840153e-08,7.95526198693608e-07
1872,1.1066630678513434e-07,1.011115165816534e-06
1873,1.4725570851581438e-07,1.1163897886135032e-06
1874,1.0216581447508588e-07,8.693056383068942e-07
1875,1.0127102711976477e-07,1.0275862560860105e-06
1876,8.283040520140617e-08,9.12948229681021e-07
1877,1.0576035047726862e-07,9.679236594450913e-07
1878,1.600358487952036e-07,8.454724360618115e-07
1879,1.4601287046112077e-07,9.341158380138381e-07
1880,8.214843538745242e-08,8.747524335994683e-07
1881,1.1295462259974798e-07,9.53141765069887e-07
1882,1.2844893282348835e-07,8.026394575644247e-07
1883,1.0742876366265364e-07,7.817022193989942e-07
1884,1.558000528589787e-07,7.961646515397547e-07
1885,1.0055191379532147e-07,8.514684561866659e-07
1886,1.5423778870760074e-07,9.596300807324099e-07
1887,1.3514874475095695e-07,8.964213265016951e-07
1888,1.0842450848258522e-07,8.464720839818085e-07
1889,1.2029062695928516e-07,9.00926655944545e-07
1890,8.455158556630593e-08,8.763214496276817e-07
1891,7.394095424828606e-08,8.018768813400357e-07
1892,8.650546878818943e-08,8.525176733442663e-07
1893,1.1146733691624888e-07,8.018258212949547e-07
1894,1.102769380256774e-07,9.477515270361891e-07
1895,1.3361324713301315e-07,8.02883181272307e-07
1896,1.0614652418139414e-07,8.450442527951907e-07
1897,7.982597916011969e-08,7.994250792453528e-07
1898,1.0637707481553349e-07,8.493190866154521e-07
1899,1.0668226124721514e-07,9.955168618347443e-07
1900,1.1835600921550338e-07,8.845554790859467e-07
1901,8.327221268089602e-08,8.215446398729398e-07
1902,7.660042644630494e-08,7.95957004307013e-07
1903,1.1880484729331897e-07,8.856361475295671e-07
1904,7.524475620357407e-08,7.712586924668585e-07
1905,8.463644651790503e-08,6.244518675480037e-07
1906,1.116288048663705e-07,7.14527222722694e-07
1907,1.1777111208477464e-07,7.585693788669801e-07
1908,1.502885083048966e-07,7.769817589320382e-07
1909,1.4907666123775698e-07,6.47465751235643e-07
1910,1.1436482716398189e-07,5.64342321762723e-07
1911,1.500345536697978e-07,6.517458159827072e-07
1912,1.2346328115420135e-07,7.40258768061608e-07
1913,1.6386237833287964e-07,7.286308139065056e-07
1914,1.325955188424821e-07,6.998096999666359e-07
1915,5.890380805340101e-08,1.0131455239204001e-06
1916,1.0108465020586266e-07,8.009859704394273e-07
1917,1.5681987053373092e-07,8.126120694118555e-07
1918,1.1486376561009592e-07,1.0487061832264999e-06
1919,1.1049418369157848e-07,9.171016790432418e-07
1920,1.0979736009275598e-07,6.292524616924311e-07
1921,1.4009583387819546e-07,5.081313365629114e-07
1922,1.7190590284599239e-07,5.754789551559725e-07
1923,1.910870719434854e-07,7.017141783194347e-07
1924,1.4825367922188804e-07,7.49003367772616e-07
1925,2.0236647046978362e-07,7.918687963126558e-07
1926,1.0700293096022051e-07,7.24499006565793e-07
1927,1.4939961312521177e-07,7.481130106512524e-07
1928,1.5996458113676226e-07,6.775642455991715e-07
1929,1.1697426360868235e-07,7.386089446725919e-07
1930,1.6385622059189586e-07,6.722306138406964e-07
1931,1.4370748857572835e-07,7.390670910822905e-07
1932,9.534796863164274e-08,7.386727487457279e-07
1933,8.144170404733586e-08,7.478871708599399e-07
1934,1.3778817731235904e-07,6.889408457055879e-07
1935,9.095895769917206e-08,6.498778066799105e-07
1936,1.6125869706229423e-07,6.838339170478491e-07
1937,1.170974018860349e-07,7.756128921343475e-07
1938,1.1150084711086805e-07,8.206980952607523e-07
1939,9.635251796424882e-08,7.295262109963119e-07
1940,1.0143131645712344e-07,1.108137178462698e-06
1941,1.9184767552360427e-07,7.024575943148648e-07
1942,1.5474480608013153e-07,9.49708295117091e-07
1943,8.419382258040287e-08,1.0074226273193432e-06
1944,1.2210107591670294e-07,8.932657760141183e-07
1945,1.219962295628818e-07,9.650773047376049e-07
1946,1.1972149405181653e-07,8.310899479724299e-07
1947,1.0728783705893363e-07,8.165796674397541e-07
1948,1.06544502331829e-07,8.23001919059152e-07
1949,1.0995049448681016e-07,7.480560388906099e-07
1950,1.2230665924484185e-07,7.540471500533386e-07
1951,1.3113524643948438e-07,7.100493810696662e-07
1952,8.96308345321728e-08,6.622137003198247e-07
1953,1.0342874157132087e-07,8.080370594854003e-07
1954,1.2508846047865063e-07,6.625779525037956e-07
1955,1.2764426982059263e-07,6.87026501466903e-07
1956,1.552363162460324e-07,7.099009429190062e-07
1957,9.718541371661615e-08,6.829484027193189e-07
1958,8.603133344609049e-08,7.03140666580282e-07
1959,8.525822625671253e-08,7.549228442371714e-07
1960,1.0727291965828556e-07,6.650920849615716e-07
1961,1.0908610048598888e-07,7.448426959655308e-07
1962,1.1098423446931349e-07,8.472853547658588e-07
1963,1.1832877122586183e-07,8.99427988088064e-07
1964,8.517555871723204e-08,7.538036639331835e-07
1965,1.1491290985432556e-07,8.826405784034819e-07
1966,1.2739872157219168e-07,7.427899291201356e-07
1967,1.1980715464154912e-07,8.711902763636203e-07
1968,1.6797895230347137e-07,7.720743573358391e-07
1969,8.720174657361746e-08,8.26599904080183e-07
1970,1.0439106001847165e-07,8.415666741257155e-07
1971,1.346260187773396e-07,7.383877420608087e-07
1972,1.3697492673436784e-07,8.326228186916751e-07
1973,9.31731425346527e-08,8.027224751572248e-07
1974,6.075617275946854e-08,7.999563083060934e-07
1975,8.224531455880424e-08,8.007495448936197e-07
1976,9.998671690603089e-08,7.816104745650421e-07
1977,9.344082807505316e-08,8.015930230698132e-07
1978,9.504946363314559e-08,7.669303707658059e-07
1979,9.772795150908564e-08,7.853348287234496e-07
1980,9.835310998962399e-08,8.010377459122253e-07
1981,9.867857464485041e-08,7.432520785499719e-07
1982,9.497478570263951e-08,7.82145268996004e-07
1983,7.767838539063376e-08,7.849937579962329e-07
1984,1.3627670258919977e-07,7.788068225877964e-07
1985,9.083492735761922e-08,7.754054065500782e-07
1986,1.1689246526280783e-07,7.505095560578212e-07
1987,1.1549443801328607e-07,6.48968768057756e-07
1988,8.215278701761974e-08,8.029385705210501e-07
1989,1.1909225272610513e-07,7.930336671790883e-07
1990,1.0951788154134334e-07,7.878749306300392e-07
1991,1.2250461961516024e-07,8.200189975937633e-07
1992,1.1405584365853372e-07,9.003248662153851e-07
1993,1.3903410955862228e-07,9.665916884671333e-07
1994,1.0497104285800418e-07,9.099248332589127e-07
1995,1.3664575782001975e-07,8.930776376203653e-07
1996,1.1797184074069378e-07,8.727781004580493e-07
1997,1.2179031649850458e-07,8.784246565696208e-07
1998,1.2397135984443253e-07,9.297852234801951e-07
1999,1.2385245440338366e-07,9.551720161482535e-07
2000,1.3784258490190382e-07,9.710833008824693e-07
2001,1.2355017253717904e-07,1.0186317043192616e-06
2002,1.58162092089853e-07,1.0598174795539705e-06
2003,1.7001045560238737e-07,1.0542314630157534e-06
2004,1.5064385938678981e-07,1.075649978865556e-06
2005,1.5582973145189527e-07,1.0345112357867947e-06
2006,1.7583389411157668e-07,1.0784753667891778e-06
2007,1.9652838578743115e-07,1.1452172161696694e-06
2008,2.494859703272567e-07,1.0396667384782177e-06
2009,2.3364142820447853e-07,1.046141382410326e-06
2010,2.5225053845723266e-07,9.282253028430887e-07
2011,3.6518933521634267e-07,7.384089748541101e-07
2012,3.5744652374103403e-07,6.914037502525616e-07
2013,3.2521199094803777e-07,6.557233238613236e-07
2014,3.5123521820168424e-07,6.818987117185316e-07
2015,3.5598200205655406e-07,6.815969282314427e-07
2016,3.657986657190637e-07,6.71735573831711e-07
2017,3.569652507473542e-07,6.422355727231377e-07
2018,4.2852346959776355e-07,6.567251360500848e-07
2019,5.130036373479641e-07,6.670832939370541e-07
