year,derniers_ADJ os_NOUN
2001,2.190605918883648e-09
2002,2.1906108038649563e-09
2003,1.6667691671301554e-09
2004,1.7619165015858584e-09
2005,2.251874686720612e-09
2006,1.2353669198716943e-09
2007,3.1955835755326234e-09
2008,4.257439734089985e-09
2009,3.814554005998616e-09
2010,6.140930874920514e-09
2011,4.971163480860241e-09
2012,8.170206733382201e-09
2013,3.0680376017500066e-09
2014,3.681256854903836e-09
2015,4.654808538617772e-09
2016,4.142679976837371e-09
2017,3.5218559180094644e-09
2018,3.614053500911041e-09
2019,3.06118530524202e-09
