year,ces_DET ans_NOUN,ces_DET gants_NOUN
1923,3.3971033541746465e-08,3.8217414122243554e-08
1924,3.222906141964188e-08,4.1253199078994385e-08
1925,1.8696902470694e-08,3.959344185844316e-08
1926,1.560459417238036e-08,4.6813780962828844e-08
1927,1.783875902550136e-08,3.5677519605314956e-08
1928,9.140832757381645e-09,5.0274581830933585e-08
1929,3.119313785049371e-08,3.0079096546842266e-08
1930,1.4705044848462023e-08,3.361153133596417e-08
1931,2.0529641986399838e-08,3.421607086551148e-08
1932,2.1919073223131136e-08,3.287860916856289e-08
1933,1.1470662197865522e-08,5.1617979224261035e-08
1934,1.1981580172459871e-08,6.3502378466751e-08
1935,1.4361940969820353e-08,4.6676306375559307e-08
1936,2.667437293268904e-08,3.3949200783922606e-08
1937,8.813782592653752e-09,3.021868355546076e-08
1938,1.555825723809079e-08,1.4261735792331365e-08
1939,1.988226649984881e-08,4.8940961505650193e-08
1940,2.2822046030768206e-08,5.325144059042941e-08
1941,8.854508237732261e-09,4.132103770260187e-08
1942,2.730790527039062e-08,5.158159899210091e-08
1943,3.774205858952939e-08,6.096794180621146e-08
1944,2.2492303131116387e-08,3.534504777746861e-08
1945,1.9606536838523425e-08,4.7927088964172526e-08
1946,1.6705325123211878e-08,5.29001971116827e-08
1947,2.0265480182857232e-08,6.914105288302608e-08
1948,1.848220909650422e-08,5.0010684482515444e-08
1949,6.8719057111366055e-09,5.2030145081261026e-08
1950,1.4889506072535141e-08,4.0414374957720156e-08
1951,1.2793682113709792e-08,3.9447187294427977e-08
1952,1.0544804140977249e-08,3.268889159357968e-08
1953,4.3095309543161875e-09,3.663101377782141e-08
1954,7.818028890937967e-09,4.8862679680183874e-08
1955,1.1262729859851106e-08,3.941955295516664e-08
1956,1.3081711935925e-08,6.802490304380626e-08
1957,7.068030161150318e-09,5.035971373246184e-08
1958,1.2408365446248126e-08,4.384289109538031e-08
1959,1.6276571201956358e-08,5.658045765244424e-08
1960,1.5917916984520275e-08,5.9519165596100265e-08
1961,1.04222386276831e-08,3.960450722928499e-08
1962,1.0781325554543031e-08,5.0735649903543845e-08
1963,1.099229041123806e-08,3.879632082259832e-08
1964,6.69236516204208e-09,4.623816085569388e-08
1965,1.2038495422750373e-08,4.651236773511869e-08
1966,8.862519385033352e-09,4.0989151628423315e-08
1967,1.3804939524852955e-08,4.3879987643435925e-08
1968,2.7846778827278484e-08,3.81770335344811e-08
1969,1.2262746040825334e-08,2.952142530432411e-08
1970,1.4715919871566285e-08,3.7709546152342455e-08
1971,2.3122787906615372e-08,3.237190382421318e-08
1972,1.0260293503705498e-08,3.6937058078834184e-08
1973,1.0475086797967492e-08,3.9695066789136035e-08
1974,7.875800345225059e-09,3.206575893699437e-08
1975,8.567220266542108e-09,3.369773260430975e-08
1976,6.8562320265641574e-09,2.6282224174778435e-08
1977,8.227494963097826e-09,3.4085334110756094e-08
1978,8.910887139279566e-09,3.861384367809251e-08
1979,1.1118749476679568e-08,3.043026097770962e-08
1980,1.0801786243241907e-08,2.4446147772749782e-08
1981,1.3283654287654656e-08,2.2139423405675984e-08
1982,2.483000915987077e-09,3.786576385778062e-08
1983,6.315316158911344e-09,2.5261264635645375e-08
1984,7.538711266352749e-09,4.1172958820112626e-08
1985,1.0828004826102244e-08,3.1280901202634936e-08
1986,1.019062523255343e-08,2.2179596825822046e-08
1987,9.166225667378569e-09,2.3221103706561053e-08
1988,7.195864348830128e-09,3.537966675182247e-08
1989,6.0369343968247335e-09,3.4026356843241956e-08
1990,7.628111586832631e-09,2.669839016533615e-08
1991,9.37834432335194e-09,3.04796188288492e-08
1992,9.366905251440016e-09,2.644773244853127e-08
1993,4.985286850001103e-09,2.5480354270968064e-08
1994,7.3848970827405935e-09,3.006708104713596e-08
1995,6.506941097050856e-09,3.1450215320916186e-08
1996,8.540947504798169e-09,3.096093514898257e-08
1997,9.589788629860152e-09,3.883864385656466e-08
1998,5.244941925219848e-09,2.527108433625358e-08
1999,8.683382124452521e-09,2.102292473438183e-08
2000,5.743440834038438e-09,2.5182779861410154e-08
2001,3.94309060403053e-09,2.6725392565651873e-08
2002,3.066854992184176e-09,2.40967179543361e-08
2003,6.667076501987168e-09,2.3334767895732966e-08
2004,7.047666006343434e-09,3.964312256243829e-08
2005,1.0808999362232896e-08,2.657212272438869e-08
2006,7.41220168576362e-09,2.71780733474003e-08
2007,6.7906151812735516e-09,3.994479369495707e-08
2008,7.663391587975354e-09,3.065356501963379e-08
2009,9.059566208335923e-09,5.5787851671595945e-08
2010,8.0304479732618e-09,5.007220771346965e-08
2011,5.353560678100777e-09,6.577232136706357e-08
2012,5.446804396402882e-09,8.885099767041993e-08
2013,1.1435412616833673e-08,1.098915252129018e-07
2014,6.929424548052232e-09,8.6184715364368e-08
2015,5.541438599654391e-09,8.9106334755229e-08
2016,9.528164313099552e-09,9.69387157212509e-08
2017,9.307761950072546e-09,7.320428885293495e-08
2018,7.744400343234759e-09,7.847658789472689e-08
2019,3.5713829116268414e-09,9.285595492514176e-08
