year,meilleurs_ADJ âges_NOUN,meilleurs_ADJ gages_NOUN
1883,1.2638677882037541e-09,1.2638677882037541e-09
1884,0.0,6.601696966868076e-10
1885,0.0,9.023890079618013e-09
1886,0.0,1.097088819790315e-08
1887,6.528924623161458e-10,0.0
1888,3.1703073499755874e-09,3.1703073499755874e-09
1889,1.2530273485467092e-09,5.6386229019267375e-09
1890,7.209825181320184e-09,1.3108772956016423e-09
1891,2.5496880162734215e-09,5.099376032546843e-09
1892,0.0,1.8805537127519756e-09
1893,1.2316833108982905e-09,4.926733243593162e-09
1894,0.0,0.0
1895,0.0,9.027921521465032e-09
1896,5.89702897624278e-10,2.358811590497112e-09
1897,0.0,3.4960281336537946e-09
1898,1.13167097914868e-09,1.5277558773618694e-08
1899,0.0,6.633094074004475e-09
1900,5.191053142894475e-10,3.633737311048435e-09
1901,0.0,1.0059729937950124e-08
1902,4.910283846193408e-10,6.874397495693074e-09
1903,5.400220270956879e-10,2.7001101354784396e-09
1904,0.0,1.5586412160928376e-08
1905,5.160759042333041e-10,9.805441791854719e-09
1906,1.5432553013283723e-09,6.6874399351490865e-09
1907,2.5714217422034835e-09,1.028568674676933e-09
1908,4.911389073214423e-10,8.349361202419914e-09
1909,0.0,3.850688656825696e-09
1910,0.0,3.740905363258662e-09
1911,5.320374141248863e-10,2.128149656499545e-09
1912,5.209421227725386e-10,1.0418842677495377e-08
1913,0.0,1.113627856597077e-08
1914,0.0,1.2723813114234872e-08
1915,0.0,5.890381071793627e-09
1916,0.0,1.3184954461564757e-08
1917,0.0,0.0
1918,2.2972752589112133e-09,1.1486376294556067e-09
1919,0.0,8.287063479883727e-09
1920,0.0,1.0601124422748853e-08
1921,0.0,9.087297137000405e-09
1922,0.0,1.1066902949607993e-08
1923,1.0615948120573648e-09,0.0
1924,0.0,2.578324886925998e-09
1925,0.0,1.3197813508725176e-08
1926,0.0,2.229227691330493e-09
1927,0.0,6.689535148041159e-09
1928,0.0,2.2852082448565625e-09
1929,0.0,1.0026365515614089e-08
1930,0.0,4.201441416995522e-09
1931,0.0,3.4216069977333063e-09
1932,0.0,1.0959536611565568e-09
1933,0.0,2.2941324395731044e-09
1934,0.0,1.4377896206951846e-08
1935,2.393656828303392e-09,3.590485242455088e-09
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,2.5182236296217297e-09,7.554670666820584e-09
1938,3.8895642262559704e-09,0.0
1939,0.0,6.117620188206274e-09
1940,0.0,7.607348528892999e-09
1941,0.0,1.7709016475464523e-08
1942,0.0,9.102635090130207e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,0.0,1.2852744646352221e-08
1945,0.0,2.178504043826024e-09
1946,1.3921104269343232e-09,9.744772988540262e-09
1947,0.0,1.907339353124371e-08
1948,0.0,7.610321262063735e-09
1949,2.945102384188658e-09,9.817008539414473e-09
1950,0.0,5.317680518146517e-09
1951,0.0,4.264560704569931e-09
1952,0.0,9.490323193972472e-09
1953,0.0,5.386913581872932e-09
1954,1.9545072227344917e-09,1.07497895029951e-08
1955,1.8771215692936494e-09,5.631364707880948e-09
1956,0.0,1.744228317335228e-09
1957,0.0,1.7670075402875796e-09
1958,8.272243445794913e-10,4.9633461784992505e-09
1959,7.750747821333448e-10,8.525822714489095e-09
1960,0.0,4.152500121534786e-09
1961,2.779263708063695e-09,6.25334317660986e-09
1962,1.9025869768540815e-09,5.0735651235811474e-09
1963,3.2330267352165265e-09,5.1728425987107585e-09
1964,0.0,6.6923653285755336e-09
1965,1.0944086747954884e-09,3.830430195250756e-09
1966,5.539074754423723e-10,1.0524241922382771e-08
1967,0.0,2.465167847631733e-09
1968,1.3474247273492779e-09,3.5931326802796093e-09
1969,0.0,5.904285060864822e-09
1970,0.0,1.3796175313274261e-09
1971,0.0,1.1304474689666222e-08
1972,0.0,9.234264020108185e-09
1973,5.513203782392395e-10,6.615844760915479e-09
1974,0.0,5.06301445213353e-09
1975,0.0,6.282628195464213e-09
1976,0.0,1.0284348483935446e-08
1977,1.7630346071939584e-09,7.639816779203557e-09
1978,0.0,6.534650598410963e-09
1979,0.0,2.925986564150662e-09
1980,0.0,4.548120546843393e-09
1981,1.2651099057237047e-09,5.060439622894819e-09
1982,0.0,8.069752865935698e-09
1983,0.0,7.57837881337764e-09
1984,5.799008495621649e-10,8.118611560803402e-09
1985,0.0,7.820225356169885e-09
1986,0.0,5.994485352545098e-09
1987,6.110816852533674e-10,8.555143260480236e-09
1988,0.0,3.597932174415064e-09
1989,0.0,9.329808037250586e-09
1990,5.44865097484859e-10,8.172976073694826e-09
1991,0.0,9.96449056600568e-09
1992,0.0,6.61193322315512e-09
1993,0.0,8.308811416668505e-09
1994,0.0,8.439882570598911e-09
1995,0.0,5.4224509327127635e-09
1996,5.338092190498855e-10,8.540947504798169e-09
1997,0.0,9.110299181713799e-09
1998,4.768129224785866e-10,1.0489884516573511e-08
1999,0.0,1.0054442611817649e-08
2000,4.4180314962005696e-10,9.719669513685858e-09
2001,1.3143635069212678e-09,1.4896119893137438e-08
2002,8.76244299341522e-10,8.762443215459825e-09
2003,2.083461403401543e-09,1.4167538253673229e-08
2004,0.0,6.166707589017051e-09
2005,4.5037495954858286e-10,5.854874363109275e-09
2006,4.1178899179428186e-10,8.235780057930242e-09
2007,3.994479469415779e-10,5.192823504529542e-09
2008,1.2772318758180745e-09,1.3198063086861112e-08
2009,9.53638501499654e-10,6.675469510497578e-09
2010,4.723793023408973e-10,8.97520635589899e-09
2011,3.82397197240536e-10,7.647943611743813e-09
2012,0.0,8.170206733382201e-09
2013,0.0,5.29933741333366e-09
2014,0.0,6.9294245896855955e-09
2015,0.0,3.32486305154589e-09
2016,0.0,5.3854840587064245e-09
2017,0.0,4.528100561174142e-09
2018,0.0,4.904786798931582e-09
2019,0.0,2.2958890344426663e-09
