year,les_DET août_NOUN,les_DET gouttes_NOUN
1858,3.914940760463281e-09,9.31266557202548e-07
1859,5.601390684617513e-09,1.0698655927843248e-06
1860,1.6020143434047895e-08,9.525119544218086e-07
1861,8.960330977192399e-09,1.0030854755704866e-06
1862,7.228778048373741e-09,9.745296338792286e-07
1863,4.994620939058336e-09,9.225064632190083e-07
1864,7.671564716815737e-09,8.400363156191304e-07
1865,6.589582213223366e-09,8.495854144641157e-07
1866,7.298419313350735e-09,9.303052124209898e-07
1867,1.94112459439566e-09,1.0583982206213705e-06
1868,1.975949626142892e-09,1.2038473062858657e-06
1869,0.0,9.459376779652473e-07
1870,8.601073187008978e-09,1.0808681629725925e-06
1871,2.1242354542039266e-09,6.691341636333448e-07
1872,8.46627523642951e-09,8.496511485489577e-07
1873,5.986004469882289e-10,1.0098389302548583e-06
1874,5.974609029735234e-09,8.627335312816342e-07
1875,6.293679688518239e-09,9.554950448631416e-07
1876,5.441413319928756e-09,1.1408830022929806e-06
1877,1.8554447978047506e-09,1.0204946551128913e-06
1878,1.8117266020745149e-09,9.77728438655845e-07
1879,5.498392852132383e-09,9.994856116080086e-07
1880,6.417846032391594e-09,8.105739741637308e-07
1881,3.486253785656146e-09,7.655813578644199e-07
1882,5.324307883469714e-09,8.199434540223649e-07
1883,1.2006744321002571e-08,8.701729603544095e-07
1884,7.922036360241691e-09,8.450172028773295e-07
1885,5.80107206715752e-09,9.423519218287879e-07
1886,2.5813854942491332e-09,7.569913167415621e-07
1887,8.48760217664335e-09,9.584461500011798e-07
1888,2.53624587998047e-09,8.388633139233548e-07
1889,9.397704836544563e-09,7.831420676396306e-07
1890,2.6217545912032847e-09,9.051607738896905e-07
1891,6.374220040683554e-09,9.408348851103199e-07
1892,5.641661138255927e-09,9.164565379915501e-07
1893,4.926733243593162e-09,1.002590189536079e-06
1894,1.1342770500633037e-08,9.023804097285648e-07
1895,7.824199066419624e-09,8.751065774248445e-07
1896,1.0024949648190784e-08,8.444545382957358e-07
1897,4.661370844871726e-09,7.289218579842327e-07
1898,7.921696743018458e-09,8.713866388454505e-07
1899,4.9748205555033564e-09,8.153177990521954e-07
1900,7.786579714341713e-09,6.966393106822011e-07
1901,3.912117352289357e-09,1.0942750847675597e-06
1902,2.4551419786078554e-09,9.908952574022578e-07
1903,4.860198243861191e-09,1.0805840773286945e-06
1904,5.912087708281888e-09,1.0190289287947962e-06
1905,4.1286072338664326e-09,1.2679984848773529e-06
1906,7.201858165384323e-09,9.202945854269728e-07
1907,4.1142746431965804e-09,1.2826251634123764e-06
1908,7.367083831866239e-09,9.994676517521839e-07
1909,5.5009837240938e-09,1.1381535287569022e-06
1910,4.809735720812114e-09,1.1238748882647087e-06
1911,5.852411666396051e-09,1.010339026663587e-06
1912,1.146072631241779e-08,1.0715779268366532e-06
1913,4.242391882236518e-09,1.057946471760829e-06
1914,8.036092347118995e-09,9.12766180860558e-07
1915,1.2958838335741518e-08,9.565978791314933e-07
1916,7.69122365795738e-09,1.1492884901542766e-06
1917,7.676497326691845e-09,1.4091855611297888e-06
1918,8.040463406189247e-09,1.3301223287243147e-06
1919,1.3811772281435708e-08,9.576162156577084e-07
1920,1.2115570768855832e-08,8.776216482431209e-07
1921,1.060184651180407e-08,8.996423979112933e-07
1922,7.377935318242379e-09,9.952835107185365e-07
1923,8.492758496458919e-09,8.386599077425672e-07
1924,6.4458122173149945e-09,1.0055467196679047e-06
1925,4.399271169575059e-09,9.095493105348851e-07
1926,5.57306911730393e-09,8.292727180503334e-07
1927,4.4596899506643695e-09,9.120066231105284e-07
1928,1.1426041224282812e-09,8.306731942298029e-07
1929,4.4561625500705304e-09,8.901184678222762e-07
1930,3.1510810627466412e-09,7.909213195489428e-07
1931,5.7026783295555106e-09,8.474179953310568e-07
1932,4.38381475564853e-09,8.03334006427292e-07
1933,2.2941324395731044e-09,1.0816834690174915e-06
1934,3.5944740517379614e-09,8.890332559019498e-07
1935,2.393656828303392e-09,1.0723582670735254e-06
1936,4.849885826274658e-09,8.851041846114072e-07
1937,6.295559185076627e-09,9.682569812596853e-07
1938,2.5930428915188486e-09,1.1552006373705126e-06
1939,6.117620188206274e-09,1.173053721714723e-06
1940,0.0,8.951313406058148e-07
1941,0.0,1.156989071660064e-06
1942,3.034211770724937e-09,1.3896689807779694e-06
1943,0.0,1.2658105710272594e-06
1944,6.4263723231761105e-09,9.607426836311106e-07
1945,6.535512131478072e-09,9.258641995302241e-07
1946,5.568441707737293e-09,9.828299809555574e-07
1947,2.3841741914054637e-09,9.608222111268105e-07
1948,4.348755133776194e-09,9.980392858821574e-07
1949,3.9268033269479474e-09,7.91250889697892e-07
1950,1.0635361480382244e-09,8.986880590811097e-07
1951,3.1984206394497505e-09,8.891609306616033e-07
1952,5.272401959466322e-09,1.0112466855005664e-06
1953,0.0,9.222396135655231e-07
1954,4.886268278880834e-09,1.074001698242455e-06
1955,5.631364707880948e-09,8.831856934676807e-07
1956,5.232684952005684e-09,9.854890077320988e-07
1957,1.7670075402875796e-09,9.108923826883775e-07
1958,1.6544486891589827e-09,8.222609999553043e-07
1959,1.5501495642666896e-09,7.975519498160111e-07
1960,2.0762500052562416e-09,8.837904137970476e-07
1961,2.08444772553662e-09,8.977021742628821e-07
1962,6.341956404476434e-10,8.847029335790069e-07
1963,3.2330265131719216e-09,8.069634533924841e-07
1964,2.4335873316516654e-09,9.144204358157992e-07
1965,4.924838870046244e-09,7.737469056579016e-07
1966,2.7695373772118614e-09,8.114744698417553e-07
1967,3.451234853457663e-09,8.135053883862042e-07
1968,4.49141579483836e-09,8.569621514631365e-07
1969,3.1792304344691047e-09,7.548401694812412e-07
1970,1.3796175313274261e-09,6.645157775153621e-07
1971,0.0,7.039604601466465e-07
1972,2.5650734314375256e-09,6.674321006983064e-07
1973,2.205281512956958e-09,6.770214177054257e-07
1974,3.3753431161187564e-09,5.754959648829328e-07
1975,1.028066431985053e-08,5.17460099214162e-07
1976,2.856763492431469e-09,5.302153007757937e-07
1977,2.9383909194713453e-09,4.777823647827972e-07
1978,0.0,6.950491777679701e-07
1979,1.7555920051037788e-09,5.799305313747283e-07
1980,2.8425753972882717e-09,5.656724910707567e-07
1981,6.325549528618524e-10,6.844244437864688e-07
1982,1.8622506869903077e-09,6.207502236676987e-07
1983,3.1576580239445207e-09,6.586874348180061e-07
1984,2.319603453759811e-09,6.651462687301546e-07
1985,6.015558051686298e-10,5.792982666896762e-07
1986,2.3977942409381114e-09,6.156336378460026e-07
1987,1.2221633705067347e-09,5.67083780822486e-07
1988,2.99827696004229e-09,6.056519550323713e-07
1989,1.6464366536794728e-09,5.784480681114701e-07
1990,5.448650919337439e-09,6.249602639840646e-07
1991,2.344586136349136e-09,5.415993733492996e-07
1992,3.856960917314467e-09,7.835140500844773e-07
1993,4.431365996371284e-09,6.076510592478712e-07
1994,1.0549853213248639e-09,5.791869379656589e-07
1995,1.626735190995987e-09,6.252085533731133e-07
1996,2.6690460952494277e-09,7.088986393455343e-07
1997,1.917957792585412e-09,6.736826678732655e-07
1998,2.86087753487152e-09,5.736059272010152e-07
1999,2.7421206694189237e-09,5.731032262090707e-07
2000,2.2090156370779823e-09,6.662391296430314e-07
2001,3.5049694258049158e-09,5.866442576163422e-07
2002,3.504977197366088e-09,6.431633039483131e-07
2003,2.916846042477772e-09,6.767083018388576e-07
2004,4.404791170697919e-09,6.430994980988203e-07
2005,0.0,6.237693170874081e-07
2006,2.47073389525454e-09,7.457498649721117e-07
2007,2.3966876816494675e-09,8.076837678672177e-07
2008,8.514879357157668e-10,9.353595025185513e-07
2009,4.76819250749827e-10,9.493471528898567e-07
2010,1.8895172648747405e-09,1.1601636185076813e-06
2011,1.9119859584471044e-09,1.377777061772889e-06
2012,1.702126356528666e-09,1.6956582635785367e-06
2013,1.6734749697100426e-09,1.8106999886136066e-06
2014,2.1654451842767486e-10,1.8813387803184867e-06
2015,6.649726325136385e-10,1.8468506230995274e-06
2016,8.285360453275104e-10,1.8215364012696966e-06
2017,5.282783682725167e-09,1.8892240642998104e-06
2018,2.323319980845895e-09,2.017932482001328e-06
2019,5.1019755087367e-10,2.014004856221163e-06
