year,deux_DET gouttes_NOUN
1943,3.077429386877384e-07
1944,2.7954720316358816e-07
1945,3.529176435534964e-07
1946,2.784220969331841e-07
1947,2.6941167252658715e-07
1948,3.4355166000921145e-07
1949,2.7880303088423375e-07
1950,2.297238097526133e-07
1951,3.113129434240136e-07
1952,2.931455576060671e-07
1953,3.4045295116413854e-07
1954,2.9219882780040507e-07
1955,3.0597080780125907e-07
1956,2.982630515901974e-07
1957,2.4738106141342087e-07
1958,2.762929391941782e-07
1959,2.2399661592231723e-07
1960,2.3323208075964885e-07
1961,3.49492398576956e-07
1962,3.094874729825392e-07
1963,3.0325790767449234e-07
1964,2.3362437762131094e-07
1965,2.0301281455914477e-07
1966,2.3430285978065513e-07
1967,2.1989297405156094e-07
1968,2.7891692511161637e-07
1969,2.1073755895884005e-07
1970,2.359145945263208e-07
1971,2.209510929773728e-07
1972,2.0161477021218843e-07
1973,1.6815272108061663e-07
1974,1.5189043045538142e-07
1975,1.6334833929931847e-07
1976,1.4283817062477056e-07
1977,1.4927025571154218e-07
1978,1.8356427844423706e-07
1979,1.9135952999960182e-07
1980,1.9102106385560091e-07
1981,2.0368269915138626e-07
1982,1.9801932715779458e-07
1983,2.2608831340420465e-07
1984,1.960064937023276e-07
1985,1.5760761939986878e-07
1986,1.8762739717459453e-07
1987,1.9065748713131825e-07
1988,1.7749799408051103e-07
1989,1.70680594990813e-07
1990,1.8307467808398314e-07
1991,1.8756689090793088e-07
1992,2.0441893155975777e-07
1993,1.9498009429241847e-07
1994,1.6879765407651348e-07
1995,1.914125213886564e-07
1996,1.8202893770080664e-07
1997,2.047419886963553e-07
1998,1.9549329444146224e-07
1999,1.8417910929713344e-07
2000,1.7893026971194104e-07
2001,1.8050592620610928e-07
2002,1.9014500729497286e-07
2003,2.262639124950283e-07
2004,2.1451332887778563e-07
2005,2.1347773415669735e-07
2006,2.6519211182574054e-07
2007,2.812113519823356e-07
2008,3.2611989198017e-07
2009,3.3043575520252944e-07
2010,4.0482905827587956e-07
2011,4.86791629228378e-07
2012,6.131059251401894e-07
2013,6.325735402157306e-07
2014,5.961470428417215e-07
2015,6.479049972085704e-07
2016,6.352799655218178e-07
2017,6.404746581978316e-07
2018,6.608554610210149e-07
2019,7.216744641880268e-07
