year,plusieurs_DET arts_NOUN,plusieurs_DET gares_NOUN
1846,8.898842129845264e-08,2.1076205225512012e-08
1847,9.707802473002403e-08,3.235934187273415e-09
1848,7.884317199113866e-08,3.218088684420195e-09
1849,4.1897074254393374e-08,0.0
1850,9.436704129228701e-08,1.3577992064028876e-09
1851,1.5220675564364683e-07,7.739326512989919e-09
1852,9.765818420603978e-08,0.0
1853,1.0868916211492774e-07,0.0
1854,9.923718924387259e-08,7.27393034694046e-09
1855,7.960405667972736e-08,1.1144567935161831e-08
1856,7.040977090255751e-08,1.1907535180100126e-08
1857,6.297146915024143e-08,7.810414592857029e-09
1858,9.444794857316197e-08,1.0276719919488642e-08
1859,7.179964311987419e-08,6.110608019582742e-09
1860,5.263761626572716e-08,1.2358396972445007e-08
1861,8.488734826173072e-08,1.3204698667834691e-08
1862,1.1566044877397985e-07,4.517986429419807e-09
1863,7.09236124274426e-08,8.990317490464861e-09
1864,5.801620939216434e-08,4.315255264231155e-09
1865,6.966129806329491e-08,3.153585836912498e-08
1866,5.6927672575923793e-08,2.432806400776144e-09
1867,3.882249011155636e-08,3.88224918879132e-09
1868,4.5940827586576916e-08,1.4819621974027086e-08
1869,3.662639258550371e-08,7.813630631403612e-09
1870,4.7019200977160835e-08,1.0894692703544706e-08
1871,3.611200227737754e-08,1.805600113868877e-08
1872,5.684499060354398e-08,2.297988932475903e-08
1873,6.524744566860363e-08,8.380406590902112e-09
1874,4.002988296392118e-08,2.0911131493051016e-08
1875,5.549881265665135e-08,2.8607635371713513e-08
1876,9.613163598487517e-08,3.023007266733657e-08
1877,3.154256233983688e-08,1.0514186854493346e-08
1878,6.884561010167545e-08,1.4493813205174177e-08
1879,5.864952212775165e-08,1.7717042610776446e-08
1880,6.546203334956147e-08,1.3477477134316018e-08
1881,2.3009274485730202e-08,9.064259565150223e-09
1882,2.7952617998039386e-08,8.652000893505374e-09
1883,5.308244865886991e-08,1.3270612164717477e-08
1884,6.60169714450376e-08,1.7824581810543805e-08
1885,1.933690718658454e-08,1.0313016884921922e-08
1886,4.1947515683204983e-08,3.6784744139595205e-08
1887,2.285123557044244e-08,2.546280519766242e-08
1888,3.297119732792453e-08,3.614150356767709e-08
1889,4.197641673142627e-08,1.879541033922294e-08
1890,1.7696843102044113e-08,2.949473953961501e-08
1891,2.932141229816665e-08,1.0198752065093686e-08
1892,2.1312942521944933e-08,2.820830502514582e-08
1893,3.1407925149551374e-08,2.3401982574000613e-08
1894,1.7014155417882648e-08,3.528861958201901e-08
1895,9.629783193076946e-09,1.7453981149273545e-08
1896,1.6511680689390573e-08,1.533227589334274e-08
1897,2.7385553380554484e-08,1.0488084178916779e-08
1898,2.8857610523402855e-08,1.7540900287826844e-08
1899,3.592925956752424e-08,3.205995469102163e-08
1900,3.9452002220663474e-08,2.387884379118077e-08
1901,2.6267072517072165e-08,2.9061443085343086e-08
1902,2.160524809058373e-08,1.1293653123800595e-08
1903,2.214090244478939e-08,2.1600881083827517e-08
1904,2.2573424907079698e-08,2.203596238814498e-08
1905,1.9610883583709438e-08,2.4255567776521048e-08
1906,1.0802787109298606e-08,2.211999294843281e-08
1907,2.674278576364486e-08,1.3885677496716653e-08
1908,2.2592389292697135e-08,2.4065805792616857e-08
1909,1.705304847332556e-08,1.8153246017504898e-08
1910,2.778958352323002e-08,8.55064130611538e-09
1911,1.9685384544665396e-08,1.0640748615564632e-08
1912,1.8753915753677575e-08,9.897900277167082e-09
1913,3.7651225748280837e-08,1.9090762748419365e-08
1914,2.0090231700464756e-08,1.808120764223986e-08
1915,2.2383447872975637e-08,4.7123047686170594e-08
1916,1.4283700888739759e-08,4.8344833913915863e-08
1917,5.483212106582869e-09,2.4126133979507358e-08
1918,1.378365155346728e-08,2.412139021856774e-08
1919,5.524709190130039e-09,4.327688785110695e-08
1920,3.7861159984942105e-08,3.407504101105019e-08
1921,2.574734203619755e-08,1.2116395886607734e-08
1922,2.8773949167781865e-08,1.0329110011753073e-08
1923,2.5478274601198336e-08,2.3355084977083607e-08
1924,3.480738497430025e-08,7.734974771800296e-09
1925,2.859526304632709e-08,1.2097995938376016e-08
1926,3.6782257240020044e-08,1.4489979882625903e-08
1927,3.7907366134959375e-08,1.4493992672726108e-08
1928,6.8556245125250825e-09,4.798937425221084e-08
1929,1.2254447234738564e-08,3.4535258208734376e-08
1930,2.4158287814657342e-08,2.8359729342675166e-08
1931,2.2810713318222042e-08,1.1405356659111021e-08
1932,2.191907289006423e-08,1.4247398039124448e-08
1933,2.982372038218273e-08,8.02946331646126e-09
1934,2.875579241390369e-08,1.1981580172459871e-08
1935,3.590485242455088e-08,1.196828414151696e-08
1936,2.5461901032031165e-08,2.5461899255674325e-08
1937,1.510934133364117e-08,2.14049007407624e-08
1938,1.8151300906765755e-08,9.075650231338273e-09
1939,1.6823456405745674e-08,1.6823456405745674e-08
1940,2.5357829613881222e-08,1.7750480196809804e-08
1941,2.3612020783048138e-08,5.9030051957620344e-09
1942,3.3376331032286544e-08,2.730790527039062e-08
1943,2.9032351633873077e-08,5.806470415592457e-09
1944,2.2492303131116387e-08,1.6065930807940276e-08
1945,6.535512131478072e-09,2.832055301382752e-08
1946,2.7842208538686464e-08,2.645009811175214e-08
1947,4.172304723937259e-08,1.4305045148432782e-08
1948,3.1528474497832804e-08,1.8482209318548826e-08
1949,1.1780409536754632e-08,1.7670614971265763e-08
1950,1.9143649998554224e-08,2.1270723182809093e-08
1951,2.7719644801749155e-08,2.1322804077961166e-08
1952,2.319856839960721e-08,1.3708244650523227e-08
1953,2.8011951869189033e-08,3.1244100195948477e-08
1954,1.6613311615287785e-08,1.4658804392553293e-08
1955,1.6894095011821264e-08,1.8771215692936494e-08
1956,1.3081712602058815e-08,1.2209598665435806e-08
1957,2.8272120311534366e-08,5.301022731885041e-09
1958,2.0680608614487284e-08,1.3235589180204954e-08
1959,1.3951345856355601e-08,7.750747599288843e-09
1960,1.5917916873497973e-08,8.997083078554624e-09
1961,2.6403005282116254e-08,1.2506686686286628e-08
1962,2.2196847748734427e-08,2.0928456134772233e-08
1963,2.4571002010809195e-08,8.405868778815773e-09
1964,2.8594651979574337e-08,4.867174663303331e-09
1965,3.337946569148542e-08,1.4227312938874803e-08
1966,3.545007687399959e-08,1.3847686664014702e-08
1967,3.9935719176042994e-08,1.2818872574538176e-08
1968,3.8626174897471444e-08,1.0330256594581755e-08
1969,4.7234279820784764e-08,9.537690970340407e-09
1970,2.667260581845632e-08,1.0117195442527205e-08
1971,4.419021681911772e-08,1.181831454921678e-08
1972,3.231992540264628e-08,7.182205497002769e-09
1973,2.3155456441159572e-08,9.372446430067072e-09
1974,1.6876715414060328e-08,1.6314157136321228e-08
1975,2.2845921154868165e-08,1.3707552426467373e-08
1976,2.9138986334942274e-08,1.599787480266457e-08
1977,2.7033195959536016e-08,8.227494963097826e-09
1978,2.673266097374949e-08,4.1584139465200565e-09
1979,2.3407894067517532e-08,5.266775904289034e-09
1980,3.52479344600809e-08,1.534990723417451e-08
1981,1.8976649196478235e-08,1.1385989151513343e-08
1982,1.8622506203769262e-08,8.069752976958e-09
1983,2.2735137661378246e-08,8.209910973278056e-09
1984,3.537395221187012e-08,8.118611838359158e-09
1985,1.9851341237497877e-08,8.421781494405423e-09
1986,2.5176838613916175e-08,1.138952232526691e-08
1987,2.0165694891716157e-08,7.94406213033838e-09
1988,2.398621568033832e-08,5.3968984281560495e-09
1989,2.7440611005680182e-08,3.841685636274406e-09
1990,3.705082662897041e-08,1.3076762006569709e-08
1991,1.3481369798284959e-08,1.1722930459701075e-08
1992,2.4243753726782558e-08,8.264916417921597e-09
1993,2.7696036852820072e-08,1.2740177190995183e-08
1994,3.2704544739026176e-08,1.002236066360851e-08
1995,2.6027763999625364e-08,4.880205572987961e-09
1996,2.2419987644184403e-08,5.871901409548741e-09
1997,1.7261619689179497e-08,1.486417322560385e-08
1998,4.100591088906924e-08,8.10582001520288e-09
1999,4.0674789814065804e-08,8.683381930163492e-09
2000,3.048441687969472e-08,1.0161472663305915e-08
2001,2.541102750441837e-08,6.133696300869573e-09
2002,2.935418369487408e-08,8.324320788233308e-09
2003,2.2918075992528486e-08,1.4167538087139775e-08
2004,3.832168307682515e-08,1.2333415400078707e-08
2005,3.332774656250592e-08,7.205999352777326e-09
2006,3.1707752479182005e-08,1.1118302722934459e-08
2007,3.395307507370049e-08,1.5179022039291112e-08
2008,3.4485261313221827e-08,1.7881246261453043e-08
2009,3.290052807969346e-08,1.430457752249481e-08
2010,2.6453241208646006e-08,2.5980861906305108e-08
2011,2.4473420484616426e-08,2.5238214629297318e-08
2012,2.6212746445652968e-08,3.029784956254389e-08
2013,2.4265387144062345e-08,2.3428649464918294e-08
2014,2.0788273907834665e-08,1.9922095750857238e-08
2015,2.8815481001309706e-08,3.214034238752106e-08
2016,2.7548822445488952e-08,2.6306019584865226e-08
2017,1.911864622172743e-08,3.169670326208518e-08
2018,3.43335089247887e-08,3.020316130530887e-08
2019,2.8315964406555594e-08,3.061185349650941e-08
