year,aux_ADP oeufs_NOUN,aux_ADP gueux_NOUN
1900,1.8687791869531623e-08,3.426095152025965e-08
1901,1.5089594740391732e-08,2.6825946297659442e-08
1902,1.964113566232939e-08,1.7185993406165778e-08
1903,2.6461078883599498e-08,2.484101391253546e-08
1904,2.579820090886642e-08,1.8811188162715098e-08
1905,2.477164318115399e-08,3.096455364337558e-08
1906,4.629766126029722e-08,4.269673015144804e-08
1907,2.9314207394826042e-08,2.8799922002775702e-08
1908,3.0941750717161653e-08,2.4065807124884486e-08
1909,3.630649092478677e-08,3.245580432187367e-08
1910,2.4583093671814993e-08,4.6494111449746356e-08
1911,2.1813534423209546e-08,4.1498919078897245e-08
1912,2.9172759097306766e-08,4.428007949197621e-08
1913,2.969674284258872e-08,3.7651227469126525e-08
1914,2.7456650120161186e-08,1.6741859676372428e-08
1915,3.534228543156104e-08,1.0602685396321476e-08
1916,2.966614820465452e-08,1.757993861595253e-08
1917,2.4126132980306636e-08,2.9609346086090227e-08
1918,2.756730221875614e-08,3.2161854512935406e-08
1919,3.314825314237879e-08,3.498982437122322e-08
1920,2.2716694747515476e-08,1.0601124422748853e-08
1921,3.7106463346425755e-08,2.4232791773215467e-08
1922,3.6889676535700744e-08,3.172512208493572e-08
1923,3.3971033097657255e-08,4.989495572260694e-08
1924,1.933743609683347e-08,3.996403596939757e-08
1925,5.389107027298223e-08,3.739380427525418e-08
1926,5.015762494231524e-08,2.897995909911799e-08
1927,5.6861045205636174e-08,6.020581300170136e-08
1928,6.398583118905066e-08,4.570416445304204e-08
1929,2.1166771890790415e-08,2.6736975078378578e-08
1930,2.835972989778668e-08,3.6762613397911537e-08
1931,3.649714130915527e-08,1.7108034988666532e-08
1932,4.6030052880396966e-08,1.8631212239661465e-08
1933,5.391211344019098e-08,1.491186085722518e-08
1934,6.949316322391041e-08,2.995395043114968e-08
1935,3.4708023122220766e-08,3.949533855518439e-08
1936,7.517323252770325e-08,2.5461901032031165e-08
1937,6.29555889641864e-08,4.784624874076826e-08
1938,3.630259959308546e-08,2.4633908024540574e-08
1939,6.72938211820906e-08,1.2235240376412548e-08
1940,1.2678914629304927e-07,6.59303545091916e-08
1941,8.854507527189526e-08,2.3612021671226557e-08
1942,1.0923162463427616e-07,5.461581187304887e-08
1943,4.645176421291808e-08,1.4516176038981143e-08
1944,1.1888788264968753e-07,1.0603513977969214e-07
1945,4.1391577276783664e-08,3.921307234477922e-08
1946,4.315542145860718e-08,2.645009811175214e-08
1947,4.1723048349595615e-08,3.695469930065087e-08
1948,5.979538308942267e-08,3.370285295289932e-08
1949,6.479225422850732e-08,3.337782850110216e-08
1950,4.4668517329427004e-08,3.296962125531877e-08
1951,4.904244754744269e-08,2.6653503959472857e-08
1952,4.217921489857446e-08,1.687168627029223e-08
1953,5.063698715890297e-08,2.5857185392830218e-08
1954,6.547599129547166e-08,2.247683239531284e-08
1955,9.10403965548312e-08,1.3139850540966336e-08
1956,3.488456634670456e-08,1.2209598221346596e-08
1957,3.8874164776103726e-08,1.501956425897788e-08
1958,5.707847910985109e-08,2.6471178804499118e-08
1959,5.1154935065689244e-08,2.1702094010755957e-08
1960,4.706166573109627e-08,2.83754159058347e-08
1961,4.029932254567825e-08,2.7792636358991984e-08
1962,4.566208766654256e-08,2.40994342814993e-08
1963,5.3668242627757934e-08,2.0044764736937282e-08
1964,5.293052529609099e-08,1.4601524267465749e-08
1965,7.496699661047046e-08,2.7360216536820303e-08
1966,7.699313608888758e-08,1.9386762306616845e-08
1967,5.4726723708320435e-08,3.1061114458275085e-08
1968,4.760900745859331e-08,3.9524460482276425e-08
1969,7.221394821010918e-08,2.6342195064144036e-08
1970,5.4724827003305165e-08,2.345349800481067e-08
1971,4.521789676026344e-08,2.723350711608674e-08
1972,5.0788452887751134e-08,3.642404394765819e-08
1973,5.1824113778131675e-08,3.4181862784699035e-08
1974,5.738083264095195e-08,2.1377172254588572e-08
1975,7.59626854751616e-08,2.6843956835165272e-08
1976,8.113208344040501e-08,2.6853576695629044e-08
1977,9.931761013604046e-08,3.3497655871350673e-08
1978,1.0039599462885462e-07,3.207919330172615e-08
1979,7.549045388799414e-08,1.9311512389208474e-08
1980,8.300319986886961e-08,2.1035057584661843e-08
1981,7.021359871295374e-08,1.8344093355437963e-08
1982,5.4005270366808134e-08,4.65562673968023e-08
1983,8.399370632350411e-08,3.662883485411328e-08
1984,1.1076105943530479e-07,3.885335769782117e-08
1985,9.324114802478078e-08,3.6093347643983975e-08
1986,1.1809136524210118e-07,2.817408156774448e-08
1987,1.0816145917802444e-07,2.566543122473064e-08
1988,1.6850316275629496e-07,2.7584147521686475e-08
1989,1.4049593144438433e-07,1.8659615741434266e-08
1990,1.0624869695163852e-07,1.634595331312383e-08
1991,1.3246910790520872e-07,2.2859713455503083e-08
1992,1.1791280640771618e-07,2.369276075331328e-08
1993,1.002596525800925e-07,1.6063701646640283e-08
1994,1.2290578732532254e-07,4.378189133458221e-08
1995,1.4044148127778655e-07,2.0605312900379147e-08
1996,1.6601466601429138e-07,2.6690461840672697e-08
1997,1.1555695667020416e-07,2.2056515058821446e-08
1998,1.0013071694014997e-07,2.2887019612838344e-08
1999,9.597422359619578e-08,1.4167623213490188e-08
2000,7.510653243780752e-08,2.385737030152768e-08
2001,4.731708569405413e-08,1.9277331730904734e-08
2002,4.906968231743747e-08,2.3220474432150695e-08
2003,5.6670153458782124e-08,2.916846036926657e-08
2004,5.065510055857203e-08,1.5857249208162116e-08
2005,5.0892369651833747e-08,2.38698731891418e-08
2006,4.77675232701813e-08,2.1001239136619887e-08
2007,3.2355285395357924e-08,2.2768532975669942e-08
2008,4.129716399403627e-08,2.7673358438118356e-08
2009,3.242370882894363e-08,2.5271419623607017e-08
2010,2.3618965450111773e-08,2.0312309889636282e-08
2011,5.8506770511668194e-08,2.02670511206815e-08
2012,3.029784986785522e-08,1.872339078223817e-08
2013,2.6496688509958233e-08,3.876883725162372e-08
2014,3.226513423104649e-08,2.0571728542861933e-08
2015,1.9949178850509064e-08,2.9923768130046824e-08
2016,3.894119321445899e-08,2.257760725599134e-08
2017,1.5093667926624477e-08,1.635147350853572e-08
2018,3.7173120415179284e-08,1.755397299740835e-08
2019,2.678537114331192e-08,2.6785370865756164e-08
