year,des_DET ans_NOUN,des_DET gants_NOUN
1846,1.1065007576860353e-07,5.64373914713201e-07
1847,8.089835112912169e-08,4.6381723706190314e-07
1848,1.1585119558121804e-07,4.794952168651889e-07
1849,1.055806320149344e-07,4.6002987019733155e-07
1850,1.0251383653070434e-07,4.4739483229250254e-07
1851,1.2060450571560466e-07,4.978966998692158e-07
1852,1.1979403624629015e-07,5.735790580274625e-07
1853,1.1107793307374436e-07,6.330247899200003e-07
1854,1.1638288199833369e-07,5.710035217987297e-07
1855,1.3001995569084102e-07,6.527532718791917e-07
1856,1.0354378376931095e-07,5.373922160600841e-07
1857,1.7719877498656444e-07,6.404539822923994e-07
1858,1.1549075340511195e-07,5.441767854108548e-07
1859,1.9961319530636956e-07,6.523073894371123e-07
1860,1.2953430317264036e-07,6.202084446016443e-07
1861,1.5421200871834628e-07,6.96076257966638e-07
1862,1.6716549666728753e-07,6.004403818593573e-07
1863,1.4883970655965584e-07,5.199400394673148e-07
1864,2.1528328186803947e-07,4.415944525604232e-07
1865,1.308502746155682e-07,5.017496356174433e-07
1866,1.5083400217719145e-07,5.974972774325238e-07
1867,1.3199647597161857e-07,7.250100395594927e-07
1868,1.126291309105909e-07,5.838931285140347e-07
1869,1.411337060552853e-07,6.055563703810662e-07
1870,1.25002265427554e-07,5.045962705452212e-07
1871,1.1258447574213903e-07,5.045059134900498e-07
1872,1.118757751994437e-07,7.516842543964231e-07
1873,1.5743191833506032e-07,6.428968610805441e-07
1874,1.0336073774652732e-07,7.486185369387499e-07
1875,1.6363567656441091e-07,5.584210605036333e-07
1876,1.1245587638875065e-07,6.868272581783685e-07
1877,1.490540659787598e-07,7.941303739045225e-07
1878,1.1172314384744197e-07,5.833759715301312e-07
1879,1.429582063838808e-07,6.701929891050895e-07
1880,1.764907728851739e-07,6.860677554954009e-07
1881,1.7082643788413066e-07,5.731401029329675e-07
1882,1.5507047379514916e-07,5.610489779428462e-07
1883,1.4787252844428167e-07,5.902262776302791e-07
1884,1.353347940380445e-07,7.61175634522715e-07
1885,1.3471379101126502e-07,6.825927991727099e-07
1886,1.1616234929512359e-07,5.963000813125063e-07
1887,1.3514873686837348e-07,6.156776128918295e-07
1888,1.8134157908633597e-07,5.490972432298236e-07
1889,1.4159209094088965e-07,5.369222222384451e-07
1890,1.1404632793698966e-07,5.735088031144642e-07
1891,1.4278253157584686e-07,6.794918565589114e-07
1892,1.4731003838974743e-07,6.049114293915636e-07
1893,1.5272873232774486e-07,5.320872009662025e-07
1894,1.354831011823876e-07,5.400419116341482e-07
1895,1.5768769712209973e-07,6.819090465626232e-07
1896,1.5214335458146877e-07,5.08323918069209e-07
1897,1.7829743748087878e-07,5.81506029107004e-07
1898,1.6239478961566078e-07,4.962377229134063e-07
1899,1.5200841119167308e-07,6.163249768320611e-07
1900,1.4275396598151247e-07,8.020176851530891e-07
1901,1.5536694175644072e-07,6.225855289088145e-07
1902,1.458354356165259e-07,4.974117291389746e-07
1903,1.6632678656591793e-07,5.594628316174521e-07
1904,1.6715084427687543e-07,5.025274312231431e-07
1905,1.826908637703184e-07,5.341385822532629e-07
1906,1.9547901342065188e-07,5.427114535550004e-07
1907,2.2731367899098132e-07,5.204557265159337e-07
1908,1.6502266664275567e-07,7.052754948944084e-07
1909,2.2113953734859138e-07,6.364638025502245e-07
1910,1.6727191454180002e-07,7.481810904153008e-07
1911,1.8408494040222934e-07,6.0811877133915e-07
1912,1.9743707069252991e-07,5.938740024191702e-07
1913,1.8878643670561246e-07,6.459041586026615e-07
1914,2.0224166386029196e-07,6.013675708516075e-07
1915,1.4961568284288518e-07,5.277781216506128e-07
1916,2.2304548275009495e-07,6.889138610688406e-07
1917,2.8732033285905345e-07,5.954768607097094e-07
1918,2.0790340560239429e-07,6.443857012428111e-07
1919,2.6150289067494725e-07,4.963030235671795e-07
1920,2.415541935363308e-07,5.058250791556418e-07
1921,2.0294963065659033e-07,6.679163178091585e-07
1922,2.6265450348006425e-07,6.677031727519989e-07
1923,2.781378469762785e-07,5.424749645044358e-07
1924,2.5138667858470853e-07,7.00015229782025e-07
1925,2.397602791859299e-07,7.170811837653446e-07
1926,2.3964197293224743e-07,5.907453122233619e-07
1927,2.1963973440009e-07,8.12778493397559e-07
1928,2.513729078224003e-07,6.398583369815469e-07
1929,1.8604478735362306e-07,6.004679207194386e-07
1930,1.7961161535851033e-07,5.924032677739888e-07
1931,1.5739392367208893e-07,4.51652122812618e-07
1932,1.3918611330154818e-07,4.986589345890025e-07
1933,2.087660520011525e-07,5.150327542224886e-07
1934,1.5576054757104885e-07,5.894937498140962e-07
1935,1.962798581445213e-07,4.990774753466098e-07
1936,1.74595886193174e-07,5.274250973741346e-07
1937,1.7375742622505186e-07,4.65871361932102e-07
1938,1.8280952396310113e-07,5.380563967705143e-07
1939,1.2847002484051018e-07,4.832919868746899e-07
1940,1.3946806109998988e-07,5.528006505883809e-07
1941,2.5382921764460775e-07,7.290211669896962e-07
1942,1.6384744117026173e-07,6.462870842938173e-07
1943,3.0483970370198676e-07,6.764538245107587e-07
1944,2.9561313041881476e-07,5.783734824404974e-07
1945,2.6142048348276603e-07,6.230521414352097e-07
1946,1.8654279099195037e-07,6.445471427696248e-07
1947,1.478188063064323e-07,7.617436317275406e-07
1948,1.7395021001398447e-07,6.283950924057535e-07
1949,1.6590744289501913e-07,5.958923914306524e-07
1950,2.180249101257914e-07,5.530387898744493e-07
1951,1.1940770017204727e-07,7.132478021532052e-07
1952,1.5079068971246556e-07,6.579957787522517e-07
1953,1.4867881814595307e-07,5.828640805560781e-07
1954,1.7101937910268816e-07,7.075316013072097e-07
1955,1.6800238666903056e-07,5.387338841700284e-07
1956,1.500036306278929e-07,7.090287823530161e-07
1957,1.5814717224671426e-07,5.195002232838419e-07
1958,1.5303650968689908e-07,5.683031290004692e-07
1959,1.3253778630151203e-07,5.875066744209789e-07
1960,1.536425056070101e-07,6.069570765987464e-07
1961,1.5146986953595842e-07,5.780868601590328e-07
1962,1.173261940934367e-07,5.878993638575025e-07
1963,1.538920644250652e-07,6.310868236880651e-07
1964,1.3871447324120822e-07,6.242151382451766e-07
1965,1.9371033399551152e-07,5.636204711834125e-07
1966,1.445698574187304e-07,6.403170544899695e-07
1967,1.6418017434460808e-07,6.774281295918172e-07
1968,2.0391028376920417e-07,5.982565856044175e-07
1969,1.44427902526445e-07,4.886931268544004e-07
1970,1.991247882138225e-07,5.178164510510896e-07
1971,2.0193902772192018e-07,5.647098610950252e-07
1972,1.3338381932292975e-07,5.135276950340995e-07
1973,1.1687991730013891e-07,5.25959629626982e-07
1974,1.5076531889590683e-07,5.012384249880597e-07
1975,1.1308730929471267e-07,4.5577610485736386e-07
1976,1.1541324052011248e-07,4.993622608751025e-07
1977,1.469195431980097e-07,4.6073969173221485e-07
1978,1.2950488903484825e-07,5.037621448877871e-07
1979,1.5566249178533553e-07,5.477447082569142e-07
1980,1.3644361129827587e-07,4.769841357443738e-07
1981,1.2714354746812262e-07,4.889649911632432e-07
1982,1.5518755125398798e-07,4.0597064732139643e-07
1983,1.0230811975375786e-07,4.6164961364780766e-07
1984,1.2525858084089236e-07,5.306092880630331e-07
1985,1.666309557002421e-07,4.932757446951541e-07
1986,1.3967151102356468e-07,5.628821675429663e-07
1987,1.448263584613585e-07,5.518067638377033e-07
1988,1.6370591726655448e-07,6.18244696326542e-07
1989,1.2677562333252013e-07,5.691182733968958e-07
1990,9.80757208779437e-08,5.541278280674078e-07
1991,1.383305781033073e-07,6.342105152157274e-07
1992,1.2893269341063274e-07,5.531983724438305e-07
1993,1.4401939374408812e-07,5.577981756488271e-07
1994,1.2818071448705837e-07,5.470098880522301e-07
1995,1.5670882458351798e-07,5.736953196944228e-07
1996,1.50534193998908e-07,5.167273284811813e-07
1997,1.352160230450039e-07,5.883335516543298e-07
1998,1.1681916367578538e-07,6.198568271997829e-07
1999,1.3070775040091576e-07,5.584786091361593e-07
2000,1.2193766951718032e-07,6.251514577115813e-07
2001,1.0252035509417112e-07,5.253072687949611e-07
2002,1.3275101173881865e-07,6.081135692781459e-07
2003,1.4250876523291822e-07,6.429561931753369e-07
2004,1.1981032513319612e-07,7.170999971606307e-07
2005,1.1124261511952227e-07,7.548284575165098e-07
2006,1.1077123884817297e-07,8.161657927274746e-07
2007,8.827799291566407e-08,9.438955022034179e-07
2008,1.1367363794700935e-07,1.09288482086356e-06
2009,1.3017166211604092e-07,1.1233861112458499e-06
2010,1.2376337044095465e-07,1.3873779991513402e-06
2011,9.292251743064917e-08,1.73646564860519e-06
2012,1.0382971105116212e-07,2.2464663516075234e-06
2013,9.064656347756994e-08,2.1219663679517e-06
2014,1.0762262636632158e-07,2.2046397205599533e-06
2015,1.2102501556476852e-07,2.123035841350429e-06
2016,1.278016874550758e-07,2.1678644301914574e-06
2017,7.320429240564863e-08,2.0555061226446014e-06
2018,1.032586713356487e-07,2.127902924087266e-06
2019,1.119883612510364e-07,2.0696163254285693e-06
