year,des_DET oeufs_NOUN,des_DET gueux_NOUN
1944,1.7351205983118234e-07,1.5101975137099544e-07
1945,2.8974104004930723e-07,9.367567166407298e-08
1946,2.3805088389394768e-07,8.213451430094665e-08
1947,1.6570010585859052e-07,7.510148503087066e-08
1948,3.544235420704922e-07,9.45854230494092e-08
1949,1.9830356334793464e-07,8.148117003337063e-08
1950,2.137707655336385e-07,1.0848068554558665e-07
1951,2.686673101770509e-07,7.036525240255997e-08
1952,2.478028950925193e-07,6.115985939914026e-08
1953,2.370241971583198e-07,5.710128392344416e-08
1954,2.169503021676178e-07,6.840775568228707e-08
1955,2.768754194804046e-07,8.353190938947819e-08
1956,2.4593618852541965e-07,5.232684907596763e-08
1957,3.0480878887573226e-07,5.389373003428233e-08
1958,2.4485840555144023e-07,7.196852114255137e-08
1959,2.1004526296053427e-07,7.595732631759944e-08
1960,2.6437583566796263e-07,7.543708391288817e-08
1961,2.3137370730452744e-07,1.0144312517779142e-07
1962,2.2894462370359747e-07,1.74403799679812e-07
1963,2.4312360658029775e-07,8.664511097489225e-08
1964,2.5978543449767244e-07,9.308471216051828e-08
1965,1.991823834757156e-07,7.55141960628869e-08
1966,3.245897830517208e-07,7.865485818214779e-08
1967,2.1989296644653322e-07,9.712761062097286e-08
1968,2.371467519024506e-07,9.072660023257129e-08
1969,2.17096025600938e-07,9.583108928623574e-08
1970,2.8190184342413716e-07,8.047768812469158e-08
1971,2.435600441330621e-07,8.52973989218242e-08
1972,2.575333692966808e-07,8.362139103379462e-08
1973,2.5195340136452415e-07,8.986522304077482e-08
1974,3.3697175583213834e-07,7.088220194129136e-08
1975,4.146534551274783e-07,5.425905991174318e-08
1976,3.051023210742798e-07,6.570555627360974e-08
1977,3.32038164352344e-07,7.169674054452457e-08
1978,2.875246191136327e-07,9.207916584763609e-08
1979,2.879171013825399e-07,8.368321724461225e-08
1980,2.8994268230775333e-07,6.992735657185278e-08
1981,2.966682748906102e-07,7.464148116254066e-08
1982,2.8802810647654553e-07,8.628428194157323e-08
1983,3.0187210953158683e-07,6.694234744308858e-08
1984,3.6185814122902116e-07,8.698512693472438e-08
1985,3.495039306855574e-07,7.639758836663901e-08
1986,3.3808899102538703e-07,8.392279721158857e-08
1987,3.92314434272123e-07,8.249602490018049e-08
1988,4.791246492885648e-07,5.7566918121310096e-08
1989,3.5453269475738125e-07,9.165164005509041e-08
1990,3.105731178898452e-07,6.265948593320303e-08
1991,3.258974621278554e-07,6.506226313263141e-08
1992,3.239847123914785e-07,6.997628987370774e-08
1993,3.5063184355976773e-07,6.702441252004476e-08
1994,3.544750608597269e-07,6.3826611107487e-08
1995,3.486635747895761e-07,6.235818306166152e-08
1996,3.11210770931325e-07,6.298948496130663e-08
1997,3.0927069716302213e-07,6.616954184579527e-08
1998,2.746442513412717e-07,7.39060017629356e-08
1999,2.929499086923304e-07,6.124069687474254e-08
2000,2.182507536918621e-07,7.333931972830499e-08
2001,1.9584016727747233e-07,6.484193154632223e-08
2002,1.7262013241037266e-07,7.272827318161035e-08
2003,1.6542684377895966e-07,7.833815179880688e-08
2004,1.960132123279834e-07,5.902420122105845e-08
2005,1.481733629127291e-07,6.845699651591985e-08
2006,1.5359729266251065e-07,6.753339554244064e-08
2007,1.0944873732321447e-07,5.752050280527499e-08
2008,1.3325786696327668e-07,8.600028356120504e-08
2009,1.0823797014225534e-07,7.819835490252558e-08
2010,8.408351298561101e-08,7.085689812669216e-08
2011,1.0057046381795054e-07,6.156594831163709e-08
2012,1.0451056176030704e-07,9.634034864314245e-08
2013,1.1491195317514524e-07,1.1602760352502628e-07
2014,1.2862743994923598e-07,1.1238660793666533e-07
2015,8.821969810224317e-08,1.4030922645957844e-07
2016,7.27040379011612e-08,1.2324473530611613e-07
2017,7.320428646595545e-08,8.075112578609378e-08
2018,1.1797302801319631e-07,9.628870734079698e-08
2019,1.0459049748501315e-07,1.0382519971541271e-07
