year,longs_ADJ ans_NOUN,longs_ADJ gants_NOUN
1985,1.8046674155058895e-09,3.0679345286444004e-08
1986,2.3977941854269602e-09,2.3977941521202695e-08
1987,3.6664902225425067e-09,3.2387330872740705e-08
1988,4.197587610832443e-09,2.938311283173789e-08
1989,2.1952488715726304e-09,2.3050112596401107e-08
1990,1.6345953479657283e-09,3.3236769392264165e-08
1991,6.4476117778156095e-09,2.1101275393675678e-08
1992,8.815910668147353e-09,2.699872730937969e-08
1993,2.2156829704300662e-09,2.6034275180109034e-08
1994,3.6924485691258724e-09,2.1099706870586488e-08
1995,2.1689803286761844e-09,2.548551858438941e-08
1996,3.736664311304594e-09,3.202855225481471e-08
1997,4.794894259418925e-09,2.013855748828064e-08
1998,1.43043876743576e-09,1.7165265875362934e-08
1999,1.3710603763428253e-09,1.4167623352268066e-08
2000,2.2090156370779823e-09,3.843687323978884e-08
2001,1.7524847129024579e-09,2.1906058467191514e-08
2002,1.3143663935011318e-09,2.6287329646379476e-08
2003,8.333845835650777e-10,3.125192354902495e-08
2004,3.523833003171717e-09,2.9071621554521698e-08
2005,4.053374524914943e-09,2.296912271493312e-08
2006,2.8825228870488218e-09,3.3766696105885785e-08
2007,1.1983438685803094e-09,3.155638950147477e-08
2008,1.7029758714315335e-09,3.065356679599063e-08
2009,1.430457752249481e-09,3.6715082529781284e-08
2010,4.723793023408973e-10,6.849499811778514e-08
2011,0.0,6.080115610984649e-08
2012,1.7021263287730903e-09,6.672335217672298e-08
2013,8.367375126105969e-10,8.56261400672409e-08
2014,2.815078836704288e-09,9.311414475576818e-08
2015,1.994917786518613e-09,9.087958829923082e-08
2016,2.278474076078396e-09,8.223220163139366e-08
2017,2.515611330355938e-10,7.144336025555198e-08
2018,2.581466596041082e-09,8.312322563597263e-08
2019,1.2754939326953263e-09,7.984591832155274e-08
