year,quels_DET hommages_NOUN,quels_DET dommages_NOUN
1856,5.384276668962684e-08,2.4850508928420112e-08
1857,5.174399753116177e-08,1.7085281633910654e-08
1858,1.7617233671884946e-08,2.3489645339935805e-08
1859,3.615443078253122e-08,4.633877837001421e-08
1860,3.158256856039543e-08,3.158256856039543e-08
1861,2.1221836288276563e-08,2.357981854217428e-08
1862,2.1686334616966008e-08,6.776979533107408e-09
1863,2.647149044410213e-08,2.3974180862751382e-08
1864,2.8768367243969806e-08,6.233146221390484e-09
1865,2.0710115400390805e-08,2.5416959203994338e-08
1866,3.454585106865693e-08,1.8489329178805747e-08
1867,1.1161466417775046e-08,1.8925964795357686e-08
1868,1.8277534152844055e-08,5.9278488784286765e-09
1869,2.0510780629479086e-08,2.0999132654964114e-08
1870,3.383088786890198e-08,1.8922360567330543e-08
1871,2.3366590662377007e-08,8.496941816815706e-09
1872,3.084143074261192e-08,3.205089882385437e-08
1873,1.5563611732716254e-08,1.0774807879254666e-08
1874,1.0156835705821265e-08,2.210605454244785e-08
1875,1.8881039842710834e-08,2.574687218981353e-08
1876,5.441413319928756e-09,5.441413097884151e-09
1877,2.0409892664829954e-08,1.1132669008873108e-08
1878,5.435179861734696e-09,2.4760263173106978e-08
1879,1.649517766821873e-08,2.0771706688016423e-08
1880,1.8611754359909582e-08,2.3746031807547752e-08
1881,1.882577094214355e-08,1.045876146799074e-08
1882,9.317539184650059e-09,2.5956001348248492e-08
1883,2.9700893300343978e-08,1.516641390253426e-08
1884,1.650424330534861e-08,7.922036360241691e-09
1885,1.7403216756584072e-08,1.4180398633101277e-08
1886,2.5168509054651622e-08,1.2261580972783293e-08
1887,5.8760321608453125e-09,2.1545451256432813e-08
1888,1.9655905347804037e-08,1.9655904681670222e-08
1889,8.14467782106476e-09,2.318100555953606e-08
1890,1.114245701261396e-08,2.8183861466857252e-08
1891,1.0198752065093686e-08,1.9122660344095266e-08
1892,8.149066310636499e-09,2.4447198043731078e-08
1893,8.621783287310336e-09,1.4164357686752282e-08
1894,2.142523314319078e-08,6.9316934414587195e-09
1895,1.3842813118003505e-08,7.824199066419624e-09
1896,1.7691086706683734e-08,7.076434549446731e-09
1897,5.82671366711196e-09,2.2141511735185304e-08
1898,2.037007762467624e-08,1.9238406867572166e-08
1899,9.949641111006713e-09,1.326618814800895e-08
1900,7.267474400052265e-09,1.868779131442011e-08
1901,1.7883964642528838e-08,1.5648469409157428e-08
1902,6.874397273648469e-09,2.6515532658422103e-08
1903,1.7280703978883594e-08,1.5120616758679262e-08
1904,2.1498500757388683e-09,1.9886113200584532e-08
1905,1.8062656259587584e-08,1.7030505006232488e-08
1906,1.74902273775146e-08,1.3374879870298173e-08
1907,8.742833568220476e-09,2.9314206784203378e-08
1908,1.4243028756411036e-08,1.620758371956299e-08
1909,1.4852655549901783e-08,2.2554031531285545e-08
1910,1.1222716533865196e-08,1.4963621453034648e-08
1911,8.512598514975878e-09,1.4365009848305021e-08
1912,1.1460726923040454e-08,1.8232974907661514e-08
1913,5.3029897140177695e-09,2.227255757603075e-08
1914,6.696743604095445e-09,1.9420556940374922e-08
1915,1.0602685840410686e-08,3.2986132492140996e-08
1916,1.4283700888739759e-08,2.197492410260793e-08
1917,6.57985488317081e-09,7.676496993624937e-09
1918,1.2635013924011673e-08,3.101321599530138e-08
1919,2.762354567309444e-09,2.4861189995561972e-08
1920,1.0601124422748853e-08,2.1959472018551196e-08
1921,4.543648568500203e-09,2.044641889131782e-08
1922,3.6889677423879164e-09,7.377935595798135e-09
1923,1.0615948120573648e-09,1.9108706617032567e-08
1924,1.0313299547703991e-08,2.062659898438568e-08
1925,6.598906754362588e-09,1.3197813952814386e-08
1926,1.0031524944054127e-08,2.3406890647947876e-08
1927,1.3379069518926201e-08,1.7838760246746688e-08
1928,2.2852082448565625e-09,1.0283437212876834e-08
1929,1.0026365515614089e-08,2.1166771446701205e-08
1930,8.402882833991043e-09,3.571225359877417e-08
1931,9.124285327288817e-09,2.167017765231094e-08
1932,4.383814644626227e-09,1.9727165900818022e-08
1933,3.4411986593596566e-09,3.785318547500083e-08
1934,7.188948103475923e-09,5.990790086229936e-09
1935,4.787313656606784e-09,9.574627313213568e-09
1936,4.849885826274658e-09,1.9399543305098632e-08
1937,2.5182236296217297e-09,7.55467088886519e-09
1938,2.5930428915188486e-09,1.426173557028676e-08
1939,3.058810094103137e-09,1.2235240376412548e-08
1940,2.5357829169792012e-09,1.7750480196809804e-08
1941,2.9515025978810172e-09,1.4757512545315876e-08
1942,9.102635312174812e-09,2.730790527039062e-08
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,3.2131861615880553e-09,2.5705489292704442e-08
1945,2.178504043826024e-09,8.714016175304096e-09
1946,5.568441707737293e-09,5.568441707737293e-09
1947,3.5762612871081956e-09,1.3112958274774655e-08
1948,2.174377566888097e-09,1.7395020757149382e-08
1949,0.0,4.908504269707237e-09
1950,5.317680518146517e-09,6.381216888229346e-09
1951,6.396840945832594e-09,1.0661401650402524e-08
1952,1.1599284532870513e-08,5.272401959466322e-09
1953,1.0773827385790469e-09,1.4005975490505307e-08
1954,2.9317608341017376e-09,1.2704297391863406e-08
1955,9.385607846468247e-10,7.508486277174597e-09
1956,8.72114158667614e-10,1.0465369459922158e-08
1957,3.5340151360863103e-09,4.417518850718949e-09
1958,0.0,1.1581140713090576e-08
1959,7.750747821333448e-10,1.007597205671118e-08
1960,7.612916630428401e-09,1.0381249748725452e-08
1961,2.779263708063695e-09,8.337791068679934e-09
1962,3.170978202238217e-09,1.268391242037481e-08
1963,3.879631726988464e-09,8.40586911188268e-09
1964,3.041984220075733e-09,1.155953976983426e-08
1965,4.377634699181954e-09,1.0396882466068291e-08
1966,6.646889594286165e-09,1.329377918857233e-08
1967,6.409436315024664e-09,1.4297973360832827e-08
1968,7.186265138514614e-09,1.1228539764651657e-08
1969,4.087581828571274e-09,6.8126364549669916e-09
1970,7.357960130072172e-09,5.518470042042978e-09
1971,6.6799168418896215e-09,1.0276794970565106e-08
1972,1.5390440588625154e-09,8.721249500354133e-09
1973,5.513203782392395e-10,7.71848518432705e-09
1974,3.3753431161187564e-09,5.625571564138454e-09
1975,2.8557400888473694e-09,1.028066431985053e-08
1976,5.142174186456572e-09,1.2569759011427095e-08
1977,5.876781838942691e-10,8.22749468554207e-09
1978,3.564354700280603e-09,7.72276864680066e-09
1979,5.851973350345929e-10,9.948355028654987e-09
1980,1.7055452050662723e-09,6.822180709242787e-09
1981,1.2651099057237047e-09,6.325549528618524e-09
1982,6.207502289967692e-10,1.1173503899897241e-08
1983,1.89459470334441e-09,8.841442689089263e-09
1984,2.8995041922996734e-09,7.538710988796993e-09
1985,2.4062232206745193e-09,7.820225356169885e-09
1986,2.3977942409381114e-09,6.593933898901838e-09
1987,6.110816741511371e-09,9.77730663098697e-09
1988,0.0,8.395175166153734e-09
1989,5.488122178931576e-10,6.585746392673286e-09
1990,0.0,5.44865097484859e-09
1991,5.861465202094962e-10,8.79219763660899e-09
1992,1.1019888335184191e-09,7.162927639914329e-09
1993,2.769603768548734e-09,8.308811083601597e-09
1994,3.6924485691258724e-09,7.38489736029635e-09
1995,1.0844901643380922e-09,5.422450655157007e-09
1996,2.6690460952494277e-09,8.007138063703678e-09
1997,4.79489448146353e-10,1.006927830005111e-08
1998,4.291316191284977e-09,4.291316191284977e-09
1999,1.8280804647829996e-09,9.597422412355172e-09
2000,2.2090157481002848e-09,7.95245647111642e-09
2001,2.1906058911280724e-09,6.571817756650944e-09
2002,2.628732898024566e-09,5.6955877791864395e-09
2003,2.083461403401543e-09,8.333846057695382e-09
2004,4.404791253964646e-10,9.250061383525576e-09
2005,2.251874686720612e-09,8.106749049829887e-09
2006,0.0,6.176834765891925e-09
2007,7.988958938831558e-10,7.190063211481856e-09
2008,1.2772318758180745e-09,8.940623574815731e-09
2009,0.0,1.1920481712834885e-08
2010,0.0,8.975206911010503e-09
2011,1.5295887612065684e-09,9.559929958768976e-09
2012,1.0212758416727752e-09,1.2255310100073302e-08
2013,1.9523875849358774e-09,1.338780064585876e-08
2014,1.948900707482437e-09,1.4075394183521439e-08
2015,9.309617077235544e-09,1.884089106951592e-08
2016,4.142680254393127e-09,1.0978101983027955e-08
2017,1.2578056929335446e-09,1.6603034946882644e-08
2018,3.0977601039872127e-09,1.3423626654684995e-08
2019,8.928457417844982e-09,1.3775333762566788e-08
