year,ces_DET yeux_NOUN,ces_DET dieux_NOUN
1992,8.264916218081453e-07,4.4685646072295526e-07
1993,8.901506447500651e-07,4.996365134957159e-07
1994,8.503181447849784e-07,4.958430994683738e-07
1995,9.256123334466793e-07,4.6524626640120914e-07
1996,8.75980958880973e-07,4.2651356513268013e-07
1997,8.151320756155656e-07,5.984028010885822e-07
1998,8.287008554930253e-07,4.0433734405098676e-07
1999,8.080115847519664e-07,4.7073072018122275e-07
2000,8.155686259669892e-07,5.049809961299445e-07
2001,8.306777772304486e-07,4.311112324906219e-07
2002,8.670437381397278e-07,4.92887432645972e-07
2003,8.425518274179922e-07,4.791961361050312e-07
2004,8.32065069289456e-07,4.3475291100492086e-07
2005,8.696740181335372e-07,4.431689530903782e-07
2006,9.294077472077333e-07,3.9490565129085553e-07
2007,1.0976829685205303e-06,4.5616956390048813e-07
2008,1.118003652322841e-06,3.9509039417851e-07
2009,1.2001540881101391e-06,4.863556424261617e-07
2010,1.5786916520710292e-06,3.7317966028460603e-07
2011,1.7406720331791803e-06,3.609829408723897e-07
2012,2.1783812940157077e-06,3.972762954163045e-07
2013,2.5528862579449196e-06,4.5323281527842596e-07
2014,2.790392699125732e-06,4.6708651924021183e-07
2015,2.9950367661513155e-06,5.614585574242881e-07
2016,2.8679773720341473e-06,5.515978447334646e-07
2017,2.4479414548750356e-06,4.4274760080398323e-07
2018,2.8721397598019394e-06,3.603727478651564e-07
2019,2.7713931274320203e-06,5.155546158874813e-07
