year,elles_PRON iraient_VERB,elles_PRON diraient_VERB
1866,2.0435575009969398e-08,1.1190909532388105e-08
1867,2.038180824115443e-08,1.94112459439566e-08
1868,2.2723420922687865e-08,1.4819621974027086e-08
1869,4.981189460906421e-08,1.3185501579471293e-08
1870,3.55511033944822e-08,1.548193173661616e-08
1871,3.398776571295059e-08,1.8056001804822586e-08
1872,2.660829334644177e-08,3.628403577593531e-09
1873,3.35216265301419e-08,2.1549616757710055e-08
1874,3.226288780577846e-08,1.9716209442854904e-08
1875,3.718992758194872e-08,9.154443425529735e-09
1876,3.808989301745669e-08,1.0278224937820823e-08
1877,2.783167152298205e-08,1.7317484779511005e-08
1878,1.751335776400964e-08,7.850815109122777e-09
1879,2.9324761063875826e-08,1.832797580370027e-09
1880,3.337280074511284e-08,1.6044615636090498e-08
1881,1.4642265622200057e-08,1.6734017338482232e-08
1882,4.1263389150003604e-08,1.3976308999019693e-08
1883,3.6020231242162026e-08,1.516641301435584e-08
1884,3.366865275467035e-08,3.9610181801208455e-09
1885,5.349877718607843e-08,7.090199094506033e-09
1886,4.388355584472592e-08,1.2261580972783293e-08
1887,3.852065688647599e-08,4.570247347235323e-09
1888,1.902184343371971e-08,1.268122984399156e-08
1889,2.0048436688568927e-08,5.6386229019267375e-09
1890,2.5562107985876992e-08,9.831579550478864e-09
1891,4.525696351009856e-08,1.0836173736095134e-08
1892,5.8924017665162864e-08,4.387958663087943e-09
1893,4.3724758036489675e-08,4.310891532632866e-09
1894,3.213785060296459e-08,7.561847148451761e-09
1895,4.032471712100971e-08,7.22233739480771e-09
1896,4.304831335844028e-08,1.0614651768658945e-08
1897,2.4472196269442748e-08,9.322741356676545e-09
1898,5.318853713021099e-08,2.8291774478717002e-09
1899,4.643165851803133e-08,7.738609753005221e-09
1900,3.633737033492679e-08,6.748368974740515e-09
1901,3.3532433940663964e-08,6.147612863216523e-09
1902,2.8970674414985353e-08,8.347482705062248e-09
1903,2.7541123825969294e-08,1.5120616758679262e-08
1904,4.2997001514777367e-08,1.7198800605910947e-08
1905,3.251278091198628e-08,1.0321517862621477e-08
1906,2.3148829852992492e-08,6.687439713104482e-09
1907,4.0628461484004674e-08,9.771402353919711e-09
1908,4.174680778845641e-08,9.82277836847345e-09
1909,2.9705311543892776e-08,1.4302557360679202e-08
1910,3.901230094527364e-08,5.3441505665219324e-09
1911,3.990280550425496e-08,1.4897048039586025e-08
1912,2.2921453179947093e-08,9.376958098883392e-09
1913,3.712092899732511e-08,3.1817938284106617e-09
1914,2.276892896446725e-08,1.0045115850232378e-08
1915,4.005458986711119e-08,4.712304657594757e-09
1916,4.504859507648007e-08,1.0987462051303964e-08
1917,4.934891040253575e-08,1.6449636319748606e-08
1918,2.2972752589112133e-08,5.743188147278033e-09
1919,4.6960026978126734e-08,6.4454939163738345e-09
1920,3.7861159096763686e-08,1.0601124422748853e-08
1921,2.0446417448027887e-08,1.2873671018098776e-08
1922,2.803615561930428e-08,5.164554783831932e-09
1923,2.3355086753440446e-08,3.1847844361720945e-09
1924,4.3831523188764265e-08,5.156649662829693e-09
1925,3.739380560752181e-08,1.5397449537601915e-08
1926,2.89799594321849e-08,1.226075263538462e-08
1927,4.3481975797732275e-08,1.4493992672726108e-08
1928,3.656333324997263e-08,2.2852082448565625e-08
1929,2.2280811862174232e-08,8.912325100141061e-09
1930,3.151081084951102e-08,5.2518018822667045e-09
1931,2.9653926425510235e-08,1.3686427990933225e-08
1932,1.8631212572728373e-08,1.534335103414719e-08
1933,2.638252261100149e-08,1.261772863969668e-08
1934,4.313368862085554e-08,8.38710612072191e-09
1935,1.795242532409702e-08,4.787313656606784e-09
1936,2.9099315845826368e-08,4.849885826274658e-09
1937,2.6441348222050465e-08,1.1332006000230876e-08
1938,3.24130358109187e-08,1.0372171566075394e-08
1939,1.5294050470515685e-08,6.117620188206274e-09
1940,2.2822046474857416e-08,5.0715658339584024e-09
1941,3.541802984230458e-08,5.9030051957620344e-09
1942,5.158159899210091e-08,1.5171058853624686e-08
1943,2.0322646676618206e-08,0.0
1944,1.927911696952833e-08,1.6065930807940276e-08
1945,5.2284097940002994e-08,6.535512131478072e-09
1946,2.7842207650508044e-08,6.960552134671616e-09
1947,3.337843779149807e-08,9.536696765621855e-09
1948,3.4790040182031134e-08,6.523132700664291e-09
1949,4.319483593029361e-08,1.3743811866362421e-08
1950,2.7651940293083044e-08,7.444753036267571e-09
1951,3.5182624813501207e-08,1.0661401539380222e-08
1952,1.7926166329118587e-08,1.0544803918932644e-08
1953,2.3702420914872846e-08,4.3095309543161875e-09
1954,1.759056478256582e-08,1.074978994708431e-08
1955,2.3464019616170617e-08,1.1262729415761896e-08
1956,2.703553914074064e-08,9.593255967388359e-09
1957,2.1204090039361745e-08,5.3010225653515874e-09
1958,1.4890038535497752e-08,9.926692023931594e-09
1959,2.1702094787912074e-08,1.1626121843022474e-08
1960,2.5607083564693767e-08,8.997083078554624e-09
1961,1.181187059273725e-08,6.94815938118154e-09
1962,2.8538804208722013e-08,8.244543381330516e-09
1963,1.2932106496776896e-08,9.69907931747116e-09
1964,2.6769460870212924e-08,1.2167936658258327e-08
1965,1.3680108157387849e-08,3.2832261354087677e-09
1966,2.880318783482494e-08,1.1632057206334423e-08
1967,2.1693475904527304e-08,1.4791006641701188e-08
1968,2.605021154344911e-08,1.1228539653629355e-08
1969,2.5433843919842047e-08,7.266812374062681e-09
1970,2.6672605901723045e-08,6.438214850135182e-09
1971,2.2608948491154024e-08,1.0276794859542804e-08
1972,2.5137720349732717e-08,6.669190699692962e-09
1973,1.1026408008874e-08,2.7566018356850464e-09
1974,3.2628315160820875e-08,6.188128898187983e-09
1975,2.056132908379027e-08,7.996072248772634e-09
1976,1.8283285552200823e-08,6.8562320265641574e-09
1977,1.645498848290572e-08,6.4644601893704134e-09
1978,2.7326719886922035e-08,1.7821774056514528e-09
1979,3.3941446098140204e-08,9.36315702748658e-09
1980,2.1603572708528418e-08,7.959210845953635e-09
1981,2.024175826953467e-08,1.138598904049104e-08
1982,1.9243257431966754e-08,6.828252629986764e-09
1983,2.273513732831134e-08,3.1576580239445207e-09
1984,2.609553817478627e-08,4.059306057957457e-09
1985,1.804667393301429e-08,4.210890525158106e-09
1986,2.0381249798973045e-08,1.1389522436289212e-08
1987,2.261002229886344e-08,6.721898593298192e-09
1988,1.798966087207532e-08,6.596209134457354e-09
1989,3.018467253923518e-08,3.2928733073589456e-09
1990,2.0160008329384027e-08,2.1794604454505873e-09
1991,1.3481369798284959e-08,1.75843961613964e-08
1992,1.5427843891302473e-08,7.162927362358573e-09
1993,3.101956114193172e-08,6.093128224193833e-09
1994,1.6879764697108612e-08,9.494867891923775e-09
1995,2.6570010192017435e-08,9.21816623034033e-09
1996,2.5622842514394506e-08,7.473329288743003e-09
1997,1.9659067929111984e-08,8.151320507465698e-09
1998,2.6701523214711642e-08,7.1521940592234046e-09
1999,1.27965633645033e-08,6.8553018817141265e-09
2000,1.6346716869009015e-08,5.743441056083043e-09
2001,1.6648604495017594e-08,7.009939018143285e-09
2002,1.7524886208875046e-08,5.257465907071435e-09
2003,2.7501691146625262e-08,5.833692307000149e-09
2004,1.497628998592404e-08,5.285749393735273e-09
2005,2.341949834061552e-08,9.007499190971657e-09
2006,2.429555001626227e-08,1.4412614879333319e-08
2007,3.1156941027177254e-08,8.787854999248168e-09
2008,2.8950590369447582e-08,1.1495087104407276e-08
2009,3.337734755248789e-08,8.105927262747059e-09
2010,4.345889426105032e-08,5.668551517068465e-09
2011,3.1356569341056684e-08,7.265546608792306e-09
2012,4.085103277873259e-08,1.599998755708043e-08
2013,5.048316253919438e-08,1.56190997913086e-08
2014,5.3919585241146706e-08,1.2776126379066e-08
2015,5.364112620753758e-08,1.2856137487915476e-08
2016,4.950502674461177e-08,1.1392370713458888e-08
2017,4.6790371577287715e-08,8.049956257139002e-09
2018,4.698269329139748e-08,1.290733342429462e-08
2019,5.1529954525619814e-08,1.836711138736291e-08
