year,plusieurs_DET eaux_NOUN,plusieurs_DET do_NOUN
1845,1.2946129324120648e-07,1.0044410303500229e-08
1846,1.0830827568142354e-07,7.610851948669506e-09
1847,1.0948244177910738e-07,6.47186837454683e-09
1848,9.010648227558704e-08,8.045221766561639e-09
1849,1.1312210324021521e-07,6.703531951757213e-09
1850,1.1948632838709727e-07,1.6293590476834652e-08
1851,1.199595587308977e-07,1.7413484210138108e-08
1852,1.1653876130779395e-07,1.8229526776991634e-08
1853,1.510898699486063e-07,1.6124215740376258e-08
1854,1.7041779409865399e-07,7.793496736852035e-09
1855,1.2630509971245374e-07,1.5920811335945473e-08
1856,1.5169164357953235e-07,1.6049286344355096e-08
1857,1.6255425805411505e-07,2.0990488902583593e-08
1858,1.8204475304983703e-07,1.4191660735463074e-08
1859,1.7618919923023668e-07,1.2221215817120878e-08
1860,9.612086060428737e-08,1.1900677998610831e-08
1861,1.466664747984403e-07,1.0846716858026184e-08
1862,1.644546971935057e-07,8.584174315817705e-09
1863,1.573305503654865e-07,1.4484400567837952e-08
1864,1.448007906912352e-07,8.6305100843731e-09
1865,1.0543331430135083e-07,1.1767110619231858e-08
1866,6.90917041357153e-08,1.702964480543301e-08
1867,8.73506067478047e-08,1.2132028714972876e-08
1868,6.273639874265768e-08,9.87974813071446e-09
1869,6.788091344578362e-08,1.0743742007157664e-08
1870,9.403839706934036e-08,1.1468097582678638e-08
1871,5.629224020253787e-08,3.5049883440052554e-08
1872,6.773019978201233e-08,1.9351485303076288e-08
1873,1.8915773869476737e-07,1.4965010897149966e-08
1874,1.0933534699830716e-07,2.9275584623178474e-08
1875,7.609631325067312e-08,1.544812344711488e-08
1876,9.189942318243993e-08,2.116105179972294e-08
1877,7.978412686071579e-08,1.4225077227258964e-08
1878,6.703388133466603e-08,1.9928993122420025e-08
1879,5.1929266220440695e-08,1.6495178223330242e-08
1880,1.0268554273551445e-07,2.1178892861684062e-08
1881,8.924809402621747e-08,2.579827795834433e-08
1882,9.583754456699012e-08,2.5956001792337702e-08
1883,4.73950407808843e-08,2.0221884167170856e-08
1884,8.780256610663173e-08,2.178559999066465e-08
1885,8.37932674357944e-08,1.546952566044979e-08
1886,7.679621916167889e-08,3.35580123689283e-08
1887,7.508263166755569e-08,1.5669419317632105e-08
1888,8.686642227750951e-08,1.9021844543942734e-08
1889,8.583237531833987e-08,3.2578710396080623e-08
1890,1.0552562201837645e-07,4.784702012372577e-08
1891,9.115134491644028e-08,4.2707275493825136e-08
1892,7.835640758457885e-08,3.635737333418376e-08
1893,7.266931634219986e-08,6.404753394306795e-08
1894,8.507078064212692e-08,3.9699698861639376e-08
1895,7.703826376825873e-08,2.046328928528851e-08
1896,3.892039046604623e-08,2.063960063969361e-08
1897,4.952706478267288e-08,1.6897469201637705e-08
1898,6.563691667960114e-08,1.9804242246124204e-08
1899,5.969784488968344e-08,2.1004797901014172e-08
1900,7.630847831396892e-08,1.09012117111007e-08
1901,7.433023085923196e-08,1.4530720848782153e-08
1902,5.450415019314647e-08,1.5712908751908117e-08
1903,4.8061958635159385e-08,2.3760968526076454e-08
1904,5.912087619464046e-08,2.20359632763234e-08
1905,4.2318223258952514e-08,2.7352022868853965e-08
1906,6.533114205176105e-08,1.4403716441790948e-08
1907,6.171411826016993e-08,2.879992366811024e-08
1908,5.8445528861028606e-08,4.223794491942101e-08
1909,4.1807473483146396e-08,3.135560566747131e-08
1910,3.954671612405036e-08,2.24454335118196e-08
1911,5.1607629170113967e-08,2.5005758019780444e-08
1912,4.271725284610284e-08,2.813087485176169e-08
1913,7.052976025434532e-08,1.3257474451577878e-08
1914,3.8171439342704616e-08,1.5402510378237366e-08
1915,1.5314990164938536e-08,2.3561524065129902e-08
1916,2.6369908923129515e-08,9.778841558727436e-08
1917,4.057576963312215e-08,1.5243330331315974e-07
1918,4.5945505178224266e-08,3.445912710731136e-08
1919,2.3940405213807026e-08,1.5008792786375125e-07
1920,3.48322650722821e-08,1.8930579326337238e-08
1921,5.2251958815308086e-08,4.165011013856912e-08
1922,2.4347187377316004e-08,1.3280284150152255e-08
1923,3.927900849021171e-08,6.157250043159479e-08
1924,1.4180787211159895e-08,2.965073686578279e-08
1925,2.1996355625830688e-08,5.1691434688194704e-08
1926,6.687682940764716e-08,1.8948435043242284e-08
1927,4.7941668412931904e-08,3.902228862262547e-08
1928,2.170947854818195e-08,1.8281665847830197e-08
1929,4.790374674712439e-08,3.676334259239411e-08
1930,2.941009036305786e-08,1.680576589002669e-08
1931,3.9918746530531735e-08,2.623231942777693e-08
1932,2.849479585620429e-08,2.7398840751757803e-08
1933,2.408838994938378e-08,2.982372193649496e-08
1934,1.677421224144382e-08,2.036868629318178e-08
1935,1.795242621227544e-08,3.231436807027421e-08
1936,3.394919900756577e-08,5.698615757054881e-08
1937,2.895957251780601e-08,2.2664012888640173e-08
1938,3.1116513810047763e-08,1.555825723809079e-08
1939,2.5999884911698246e-08,2.7529289958749814e-08
1940,4.564409294971483e-08,2.028626333583361e-08
1941,3.836953510472085e-08,1.1806010391524069e-08
1942,3.9444752131245764e-08,9.102635090130207e-09
1943,2.6129116648121453e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,4.7927089408261736e-08
1946,3.062642850437669e-08,9.187928640130849e-08
1947,3.337843779149807e-08,2.670275214278206e-07
1948,2.6092530802657166e-08,1.4785766833114167e-07
1949,1.570721330779179e-08,1.158407003654105e-07
1950,1.701657836861159e-08,5.317680873417885e-08
1951,2.0256663901818683e-08,2.4521223385143287e-08
1952,1.4762725264461096e-08,4.1124735061792705e-08
1953,1.723812381726475e-08,2.0470272588113403e-08
1954,1.1727043114362345e-08,4.29991580119804e-08
1955,1.9709776921672528e-08,3.0972504561077585e-08
1956,1.831439710997529e-08,1.8314396443841474e-08
1957,2.297109880089465e-08,8.835037423882142e-09
1958,2.978007690446205e-08,3.3088973783179654e-09
1959,3.952881399982289e-08,3.8753737996444215e-09
1960,1.5917916873497973e-08,2.7683333403416555e-09
1961,1.6675582137359868e-08,2.0844477810477713e-09
1962,2.029426049432459e-08,4.4393695941558065e-09
1963,2.0691370394843034e-08,2.5864211883330768e-09
1964,1.4601523545820783e-08,1.2167936658258327e-09
1965,2.407699106754535e-08,2.188817405102128e-09
1966,1.495550172592175e-08,2.215629901769489e-09
1967,2.465167803222812e-08,2.4651677366094304e-09
1968,1.9762229602759973e-08,3.143991039733507e-09
1969,1.2262746151847637e-08,2.2708788183223305e-09
1970,4.092865424354386e-08,2.2993625059530842e-09
1971,1.0790634386026454e-08,5.138397263237948e-09
1972,2.103360258187692e-08,2.0520587451500205e-09
1973,2.59120574996885e-08,2.2052815684681093e-09
1974,1.2938814464291681e-08,1.1251143350321513e-09
1975,1.8847885030481848e-08,1.7134440533084216e-09
1976,9.712995741040231e-09,1.7140580066410394e-09
1977,1.0578207476630297e-08,1.7630346071939584e-09
1978,3.3267311683182754e-08,1.7821774056514528e-09
1979,3.5697038214266286e-08,1.7555920051037788e-09
1980,2.1603572264439208e-08,2.2740602734216964e-09
1981,4.4278845257039734e-08,6.325549528618524e-10
1982,1.7381006189864934e-08,0.0
1983,1.8314416649900522e-08,6.315316047889041e-10
1984,2.2616132966390978e-08,1.1598016991243298e-09
1985,1.8046674932215012e-08,0.0
1986,2.517683839187157e-08,5.994485463567401e-10
1987,1.711028652096047e-08,6.110816852533674e-10
1988,3.17817343553628e-08,5.996553809062277e-10
1989,1.0976244468885454e-08,1.0976244357863152e-09
1990,1.1987032477733806e-08,5.44865097484859e-10
1991,1.5825955934634095e-08,5.861465202094962e-10
1992,1.597883780846132e-08,1.1019888335184191e-09
1993,1.2186256448387667e-08,2.2156829704300662e-09
1994,2.7429617632801495e-08,1.0549853213248639e-09
1995,4.337960540778951e-08,0.0
1996,1.441284891434691e-08,5.338092190498855e-10
1997,2.0618046936426992e-08,4.79489448146353e-10
1998,1.0966697439052098e-08,0.0
1999,2.8335246704536132e-08,9.140402323914998e-10
2000,1.1928684817696933e-08,0.0
2001,1.70867264781549e-08,4.3812117822561447e-10
2002,1.3581786362237835e-08,4.38122149670761e-10
2003,1.7501075477710515e-08,4.1669229178253886e-10
2004,1.938108110111081e-08,0.0
2005,1.4411999038621559e-08,9.007499190971657e-10
2006,1.4412615101377924e-08,4.1178899179428186e-10
2007,1.677681460421354e-08,0.0
2008,1.8306990812178014e-08,0.0
2009,3.909917967170884e-08,9.53638501499654e-10
2010,1.842279351293996e-08,0.0
2011,2.6003009412356448e-08,0.0
2012,3.3702101359667225e-08,3.404252713057332e-10
2013,2.0081699469987058e-08,0.0
2014,4.8505972405354925e-08,0.0
2015,4.1449958687600486e-08,4.433150790905671e-10
2016,4.018399568650466e-08,0.0
2017,2.5659235902697475e-08,0.0
2018,2.039358665273383e-08,0.0
2019,3.6989323326519497e-08,2.55098775436835e-10
