year,voulons_VERB écrire_VERB,voulons_VERB décrire_VERB
1848,1.367687652020777e-08,1.045878850192139e-08
1849,2.6814127807028854e-08,1.256912263158938e-08
1850,3.394498016007219e-09,8.82569484161877e-09
1851,1.5478653025979838e-08,1.7413483988093503e-08
1852,8.463708844885787e-09,5.859490670445666e-09
1853,5.3747388761848924e-09,8.360704129017904e-09
1854,9.871762074453727e-09,1.2469595134234623e-08
1855,5.837630823180007e-09,3.1841622671890946e-09
1856,4.659470143053568e-09,4.659470143053568e-09
1857,6.8341128311999455e-09,3.905207268672939e-09
1858,3.9149408159744326e-09,1.3212924976357954e-08
1859,1.171199848215565e-08,1.0693564256314403e-08
1860,1.4646988510946812e-08,1.4189270203246451e-08
1861,9.431927239234028e-09,4.715963619617014e-09
1862,4.066187830886747e-09,8.132375661773494e-09
1863,2.3974180862751382e-08,7.991393324857654e-09
1864,4.794728170054441e-09,4.794728170054441e-09
1865,1.3179164426446732e-08,9.413688495385486e-09
1866,1.2650593461671633e-08,1.1190909532388105e-08
1867,9.7056229719783e-09,1.4073153309368536e-08
1868,5.433861360870651e-09,7.903798504571569e-09
1869,4.883519366671862e-09,1.4650557211837167e-08
1870,2.8670243956696595e-09,1.3761717099214366e-08
1871,1.274541272522356e-08,1.274541272522356e-08
1872,1.8142017887967654e-09,6.047339295989218e-10
1873,1.0176207432266438e-08,1.3767810003173508e-08
1874,7.169530746864439e-09,1.8521287614703397e-08
1875,1.3159512590732447e-08,9.154443425529735e-09
1876,9.673623679873344e-09,1.934724735974669e-08
1877,1.793596560162314e-08,1.7317484335421796e-08
1878,7.2469061862534545e-09,1.4493812372506909e-08
1879,1.7717043832021773e-08,9.774920428640144e-09
1880,1.0268554007097919e-08,8.343199908722454e-09
1881,9.064259565150223e-09,2.649552932609822e-08
1882,1.2645231528551903e-08,5.989846840748214e-09
1883,8.847074184359371e-09,6.951272890631799e-09
1884,7.2618666635548834e-09,1.650424152899177e-08
1885,4.511945039809007e-09,7.7347630522695e-09
1886,8.38950331427668e-09,1.871504551331782e-08
1887,7.1818169189441505e-09,8.48760173255414e-09
1888,4.4384300679212174e-09,8.876860135842435e-09
1889,1.2530273707511697e-08,1.3156786771162388e-08
1890,4.5880703680722945e-09,1.3764211992395303e-08
1891,5.099376032546843e-09,1.3385862196457765e-08
1892,1.3790726782758611e-08,2.005923960268774e-08
1893,6.15841644346915e-09,3.695050043717174e-09
1894,5.671385139294216e-09,9.452309157609307e-09
1895,4.213029924926559e-09,6.6204757231957956e-09
1896,1.3563166589847242e-08,1.0614652268259306e-08
1897,6.992056267307589e-09,1.2236098356765979e-08
1898,5.6583546736987955e-09,8.487532454637403e-09
1899,8.844125432005967e-09,1.326618814800895e-08
1900,4.15284251431558e-09,1.0901211489056095e-08
1901,8.38310842965484e-09,1.0059729937950124e-08
1902,3.928227076954727e-09,1.6203935970793282e-08
1903,1.4040573148577096e-08,1.2420506401156217e-08
1904,4.837162670412454e-09,9.13686282189019e-09
1905,4.64468330463319e-09,6.192911072844254e-09
1906,6.6874399351490865e-09,1.18316245689698e-08
1907,4.114274698707732e-09,1.2342823652033985e-08
1908,4.911389073214423e-09,1.817213934884876e-08
1909,6.0510818578052294e-09,9.351672325408344e-09
1910,5.878565634276356e-09,1.4963621453034648e-08
1911,9.044636151145369e-09,1.5961122201701983e-08
1912,6.251305251225858e-09,1.4586379215586476e-08
1913,1.113627856597077e-08,6.363587878865928e-09
1914,1.1384464038144415e-08,1.339348720819089e-08
1915,1.295883844676382e-08,1.1780762143587253e-08
1916,5.493730803607377e-09,6.592477230782379e-09
1917,6.57985488317081e-09,2.1932848870420685e-09
1918,9.189101035644853e-09,1.033773866510046e-08
1919,5.524709134618888e-09,4.603924352863942e-09
1920,7.572231730534895e-09,6.815008557481406e-09
1921,1.5145495524393482e-08,2.120369302360814e-08
1922,1.9920426197472807e-08,1.1066902949607993e-08
1923,0.0,1.5923921736771263e-08
1924,9.02413699321869e-09,1.1602462102189293e-08
1925,4.399271169575059e-09,1.5397448649423495e-08
1926,4.458455382660986e-09,1.5604593173179637e-08
1927,5.574612327308159e-09,1.3379070296082318e-08
1928,7.998228745975666e-09,2.0566874425753667e-08
1929,4.4561625500705304e-09,2.4508894469477127e-08
1930,7.352522590764465e-09,2.2057568216382606e-08
1931,1.1405356659111021e-09,3.763767608688795e-08
1932,3.287861094491973e-09,2.082311922890767e-08
1933,4.588264879146209e-09,1.7205993074753678e-08
1934,1.1981580172459871e-08,1.677421224144382e-08
1935,4.787313656606784e-09,5.98414207075848e-09
1936,8.487299751891442e-09,1.9399543305098632e-08
1937,5.0364472592434595e-09,2.0145789036973838e-08
1938,2.5930428915188486e-09,1.8151300906765755e-08
1939,6.117620188206274e-09,1.5294050470515685e-08
1940,7.607348528892999e-09,1.2678914806940611e-08
1941,0.0,8.854508237732261e-09
1942,6.068423541449874e-09,6.068423541449874e-09
1943,0.0,1.1612940831184915e-08
1944,6.4263723231761105e-09,0.0
1945,6.535512131478072e-09,2.3963544037997053e-08
1946,5.568441707737293e-09,1.9489545977080525e-08
1947,1.0728784083369192e-08,1.6689218895749036e-08
1948,1.0871888278529696e-08,1.195907639583993e-08
1949,1.0798709482173763e-08,2.0615717133409817e-08
1950,1.0635361036293034e-08,9.571825110299415e-09
1951,2.1322803522849654e-09,1.4925962688039363e-08
1952,8.435843135146115e-09,1.370824520563474e-08
1953,7.54167928107563e-09,2.9089333608567358e-08
1954,1.9545072227344917e-09,1.172704333640695e-08
1955,1.8771215692936494e-09,8.447047505910632e-09
1956,3.488456634670456e-09,1.4825940475304833e-08
1957,5.301022731885041e-09,1.5903067307476704e-08
1958,2.4816730892496253e-09,1.5717262158432277e-08
1959,3.100299128533379e-09,1.0851047171911432e-08
1960,6.2287499602575735e-09,1.314958364417862e-08
1961,2.779263708063695e-09,1.598076693198891e-08
1962,6.341956404476434e-10,1.2683912586908264e-08
1963,3.879631726988464e-09,2.0044765847160306e-08
1964,7.300761772910391e-09,9.734349326606662e-09
1965,6.0192477668863376e-09,1.5321720781003023e-08
1966,5.539074754423723e-10,1.4401594583546284e-08
1967,1.9721342336964653e-09,2.1693477236794934e-08
1968,5.3896989093971115e-09,1.6169096284102125e-08
1969,5.450109252791435e-09,1.589615195030092e-08
1970,2.7592350626548523e-09,1.609553734738256e-08
1971,6.166076982339064e-09,1.3873672877195986e-08
1972,3.0780880067027283e-09,2.3085661382538092e-08
1973,2.7566018356850464e-09,1.598829157956061e-08
1974,2.2502286700643026e-09,1.912694358452427e-08
1975,3.4268881066168433e-09,1.313640396460869e-08
1976,2.856763492431469e-09,1.7711933253394818e-08
1977,4.11374712072643e-09,1.469195431980097e-08
1978,7.128709622605811e-09,1.3663360221016774e-08
1979,1.7555920051037788e-09,1.287434159280565e-08
1980,5.116635559687666e-09,2.0466542238750662e-08
1981,1.8976649140967083e-09,1.5181319312773667e-08
1982,1.1173503899897241e-08,8.690503427999374e-09
1983,9.47297440490047e-09,8.841442245000053e-09
1984,7.538710988796993e-09,1.5657322549600394e-08
1985,1.8046674155058895e-09,1.3835783185811579e-08
1986,4.196139880008332e-09,2.3977941410180392e-08
1987,5.49973533381376e-09,2.5665430669619127e-08
1988,2.99827696004229e-09,1.2592763276586538e-08
1989,5.488121956886971e-09,8.780995486290522e-09
1990,5.993515905799995e-09,1.4166492867673242e-08
1991,4.68917216167597e-09,9.37834432335194e-09
1992,3.30596661157756e-09,7.713921945651236e-09
1993,4.985286850001103e-09,7.754890063438324e-09
1994,6.329911705904578e-09,1.2659823411809157e-08
1995,2.7112254663563817e-09,1.4098372247417501e-08
1996,3.2028553142993132e-09,1.3345230698291743e-08
1997,1.438468344439059e-09,9.110299181713799e-09
1998,5.72175506974304e-09,1.5258013519314773e-08
1999,7.312321859131998e-09,1.690974471557638e-08
2000,3.092622158362701e-09,1.4137700787841823e-08
2001,4.381211837767296e-09,9.20054432640427e-09
2002,2.6287327870022636e-09,1.3143664823189738e-08
2003,5.8336921959778465e-09,1.1667384391955693e-08
2004,8.369103632333008e-09,7.928623979580607e-09
2005,1.1259373877692269e-08,1.7114247796712334e-08
2006,5.7650457740976435e-09,1.0294725072412803e-08
2007,5.192823504529542e-09,1.3980677948666198e-08
2008,2.9802078582719105e-09,1.1069342775726909e-08
2009,5.721831008997924e-09,1.0013204487790972e-08
2010,7.558068837454357e-09,1.2281861749841028e-08
2011,5.353560705856353e-09,1.3001504761689375e-08
2012,2.382976926895708e-09,8.510632198976964e-09
2013,5.020424964641279e-09,1.1156499724052082e-08
2014,3.897801192920269e-09,5.846701789380404e-09
2015,5.54143841924315e-09,7.314698624583116e-09
2016,8.285359953674742e-09,9.113896304313585e-09
2017,5.0312225496895735e-09,9.056201122348284e-09
2018,2.8396134332808742e-09,1.058401366549333e-08
2019,6.887666881283394e-09,7.397864543179367e-09
