year,certaines_DET âmes_NOUN,certaines_DET ames_NOUN,certaines_DET dames_NOUN
2009,1.1014524403663017e-07,1.430457752249481e-09,4.196009562029701e-08
2010,8.502827508749533e-08,0.0,5.4795999404610995e-08
2011,7.494984899381052e-08,3.82397197240536e-10,5.582998946485063e-08
2012,7.795738898863647e-08,1.7021263287730903e-09,5.2425491309238126e-08
2013,9.706155168487385e-08,0.0,6.749682601725482e-08
2014,1.4421864946712049e-07,0.0,7.470786012042652e-08
2015,1.6735144292567838e-07,0.0,6.383737290172053e-08
2016,1.940845653081169e-07,1.2428039986023265e-09,6.835422122764001e-08
2017,1.129509517028282e-07,5.031222660711876e-10,5.081534804052268e-08
2018,1.7037680066778194e-07,5.162933414126769e-10,5.782485418270866e-08
2019,2.1479317524608632e-07,0.0,5.688702664485845e-08
