year,énormes_ADJ dommages_NOUN
1913,1.590896969716482e-09
1914,1.7411533548283842e-08
1915,1.1780761921542648e-09
1916,2.0876177231343718e-08
1917,3.3995917192441993e-08
1918,1.9526840588923733e-08
1919,3.498982437122322e-08
1920,2.4231141537711665e-08
1921,1.2116395886607734e-08
1922,1.1804696775641332e-08
1923,1.2739137744688378e-08
1924,1.1602462102189293e-08
1925,1.0998178368026856e-08
1926,1.671920735191179e-08
1927,5.574612327308159e-09
1928,5.713020723163709e-09
1929,6.684243825105796e-09
1930,1.1553964007759987e-08
1931,3.4216069977333063e-09
1932,1.53433514782364e-08
1933,1.0323596200123575e-08
1934,2.3963160344919743e-09
1935,5.98414207075848e-09
1936,1.2124714565686645e-09
1937,2.5182236296217297e-09
1938,5.186085783037697e-09
1939,7.647025235257843e-09
1940,1.0143131667916805e-08
1941,8.854508237732261e-09
1942,6.068423541449874e-09
1943,2.9032352077962287e-09
1944,3.2131861615880553e-09
1945,1.089252066321933e-08
1946,2.0881657292193267e-08
1947,2.3841742802233057e-08
1948,1.4133454406817236e-08
1949,1.668891336237266e-08
1950,1.1698897850465073e-08
1951,4.264560704569931e-09
1952,5.272402070488624e-09
1953,5.386913581872932e-09
1954,1.2704297169818801e-08
1955,8.447047505910632e-09
1956,1.2209598665435806e-08
1957,1.4136060322300636e-08
1958,3.3088973783179654e-09
1959,1.0851047171911432e-08
1960,8.305000243069571e-09
1961,6.25334317660986e-09
1962,9.512934440181198e-09
1963,3.2330267352165265e-09
1964,1.034274621503073e-08
1965,7.1136563306595235e-09
1966,9.416426749453422e-09
1967,6.902469706915326e-09
1968,1.0779397818794223e-08
1969,5.450109252791435e-09
1970,3.219107425067591e-09
1971,5.138397263237948e-09
1972,1.2825367434743384e-08
1973,6.615844760915479e-09
1974,5.06301445213353e-09
1975,7.996072248772634e-09
1976,1.5997875024709174e-08
1977,7.639816779203557e-09
1978,7.128709622605811e-09
1979,2.3407893401383717e-09
1980,7.390696055153967e-09
1981,1.138598904049104e-08
1982,1.0552754226011984e-08
1983,1.0104505676622466e-08
1984,7.538710988796993e-09
1985,1.0828004270990732e-08
1986,1.2588419195935785e-08
1987,9.166225112267057e-09
1988,8.994830658082265e-09
1989,4.939309850016116e-09
1990,6.538381391862913e-09
1991,1.0550637696837839e-08
1992,6.61193322315512e-09
1993,1.1632335983335906e-08
1994,1.8462243289718572e-08
1995,9.21816667442954e-09
1996,5.3380921904988554e-09
1997,1.006927874414032e-08
1998,6.675381136744818e-09
1999,6.8553016596695215e-09
2000,1.3254094710646314e-08
2001,1.1829271784336015e-08
2002,8.762443215459825e-09
2003,6.250384210204629e-09
2004,7.047666006343434e-09
2005,9.007498746882447e-09
2006,7.000412693969338e-09
2007,5.592271090648637e-09
2008,6.3861596011349775e-09
2009,1.0013204487790972e-08
2010,4.2514138876015295e-09
2011,9.177532511728259e-09
2012,1.0212757750593937e-08
2013,1.059867482666732e-08
2014,9.094869746206768e-09
2015,8.201329393386914e-09
2016,1.2842308549920745e-08
2017,3.773417134311785e-09
2018,9.809573597863164e-09
2019,8.418259866971312e-09
