year,devrais_VERB écrire_VERB,devrais_VERB décrire_VERB
1856,6.73034605824796e-09,1.0354378465748937e-09
1857,8.78671624349181e-09,2.9289055625270066e-09
1858,4.893676130990343e-09,4.893676019968041e-10
1859,8.656694916453489e-09,2.5460866748261424e-09
1860,1.1900677776566226e-08,2.746310290291376e-09
1861,5.187560159214399e-09,0.0
1862,9.035972525772706e-10,0.0
1863,4.994620717013731e-09,4.994620828036034e-10
1864,8.151037178549814e-09,0.0
1865,1.3179164426446732e-08,0.0
1866,4.379051787850585e-09,1.9462451650298362e-09
1867,8.249779526181555e-09,3.88224918879132e-09
1868,5.9278488784286765e-09,9.87974813071446e-10
1869,3.4184632902167778e-09,0.0
1870,2.0069171213776826e-08,0.0
1871,3.292564798584863e-08,3.18635318130589e-09
1872,1.8746751706544273e-08,0.0
1873,1.3169209722718733e-08,0.0
1874,2.1508592240593316e-08,4.779687312606029e-09
1875,7.437985338754061e-09,0.0
1876,9.673623679873344e-09,0.0
1877,4.9478527941460015e-09,0.0
1878,9.662541877730746e-09,0.0
1879,1.588424503040642e-08,0.0
1880,5.776061406947974e-09,0.0
1881,9.064259565150223e-09,6.972507571312292e-10
1882,5.989846840748214e-09,0.0
1883,1.8958017378167824e-09,1.2638677882037541e-09
1884,1.386356363042296e-08,0.0
1885,7.7347630522695e-09,3.86738152613475e-09
1886,5.162771099520569e-09,1.2906927748801422e-09
1887,7.834709769838355e-09,0.0
1888,5.706553452000662e-09,1.268122939990235e-09
1889,5.6386229019267375e-09,0.0
1890,1.6385966361553983e-08,6.554386478008212e-10
1891,3.1871101313640793e-09,0.0
1892,2.5074049503359674e-09,0.0
1893,4.310891643655168e-09,0.0
1894,3.150769645188234e-09,0.0
1895,7.824199066419624e-09,1.2037228991346183e-09
1896,5.307326134129653e-09,1.7691086373616827e-09
1897,1.1653426668090106e-08,4.661370844871726e-09
1898,7.921697076085366e-09,0.0
1899,4.4220627160029835e-09,0.0
1900,4.15284251431558e-09,1.038210628578895e-09
1901,7.824234593556412e-09,0.0
1902,7.856454153909453e-09,1.9641135384773634e-09
1903,9.720396931811592e-09,2.1600881083827517e-09
1904,9.13686282189019e-09,2.1498500757388683e-09
1905,1.1353670004154992e-08,0.0
1906,6.6874399351490865e-09,5.144184522798412e-10
1907,1.6457098794830927e-08,0.0
1908,5.893666887857307e-09,0.0
1909,1.265226234892225e-08,0.0
1910,1.6566866989364826e-08,3.740905363258662e-09
1911,2.128149656499545e-09,0.0
1912,1.2502610502451716e-08,0.0
1913,9.015082902408267e-09,0.0
1914,1.6072185360371805e-08,0.0
1915,2.0027295377644805e-08,0.0
1916,1.2086208478478966e-08,0.0
1917,1.864292187292449e-08,4.386569774084137e-09
1918,1.033773866510046e-08,0.0
1919,2.025726608678724e-08,0.0
1920,2.0445025228355007e-08,0.0
1921,1.6660044011018726e-08,0.0
1922,6.640141769764796e-09,1.4755870969551665e-09
1923,1.1677542488541803e-08,0.0
1924,2.5783249313349188e-08,0.0
1925,1.7597084678300234e-08,0.0
1926,1.7833821530643945e-08,0.0
1927,2.1183527820767267e-08,1.1149224876660924e-09
1928,1.82816659588525e-08,0.0
1929,2.1166771446701205e-08,0.0
1930,1.575540586884472e-08,0.0
1931,1.710803587684495e-08,0.0
1932,2.7398842306070037e-08,0.0
1933,2.408838994938378e-08,0.0
1934,3.2350264689284813e-08,0.0
1935,3.949533677882755e-08,0.0
1936,1.4549657478823974e-08,0.0
1937,2.0145789036973838e-08,0.0
1938,1.2965214679638848e-08,0.0
1939,2.2941076593951948e-08,0.0
1940,2.028626333583361e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,3.6410540360520827e-08,0.0
1943,5.516146828199453e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,3.703456741277478e-08,4.357008087652048e-09
1946,2.7842208538686464e-08,0.0
1947,2.3841742802233057e-08,0.0
1948,2.174377655705939e-08,0.0
1949,2.7487622844546422e-08,0.0
1950,4.5732054587688253e-08,0.0
1951,3.4116485636559446e-08,0.0
1952,2.9525450528922192e-08,0.0
1953,4.201792691560513e-08,2.1547654771580937e-09
1954,2.8340354063516315e-08,0.0
1955,4.035811329572425e-08,0.0
1956,1.657016923672927e-08,0.0
1957,1.236905244894615e-08,0.0
1958,2.8952852559882558e-08,2.4816730892496253e-09
1959,3.8753739772801055e-08,0.0
1960,4.221708493901133e-08,0.0
1961,2.292892631317045e-08,0.0
1962,3.0441391629665304e-08,6.341956404476434e-10
1963,3.103705381590771e-08,6.466053248388448e-10
1964,3.6503809752730376e-08,0.0
1965,2.4624196015565758e-08,5.472043373977442e-10
1966,2.4925835617750636e-08,1.1078149508847446e-09
1967,3.007504645324843e-08,0.0
1968,2.649935382237345e-08,8.982831700699023e-10
1969,2.7250546708046386e-08,2.7250546263957176e-09
1970,2.0234390163409444e-08,0.0
1971,2.003974941544584e-08,0.0
1972,2.3085661382538092e-08,0.0
1973,2.536073751002732e-08,0.0
1974,2.2502286256553816e-08,0.0
1975,2.9699696924012642e-08,1.7134440533084216e-09
1976,1.7711933253394818e-08,0.0
1977,2.938390863960194e-08,0.0
1978,2.613860239364385e-08,5.940591352171509e-10
1979,2.2822696621460636e-08,1.1703946700691858e-09
1980,3.183684427199296e-08,0.0
1981,3.7320742052315836e-08,6.325549528618524e-10
1982,4.593551850007316e-08,1.8622506869903077e-09
1983,4.7996401519867504e-08,0.0
1984,4.5812168281145205e-08,2.3196033982486597e-09
1985,3.007778914820847e-08,1.2031116103372597e-09
1986,3.416856841909066e-08,5.994485463567401e-10
1987,3.5442738521851425e-08,1.8332451112712533e-09
1988,2.5785181989590455e-08,0.0
1989,2.798942233539492e-08,4.390497743145261e-09
1990,2.5063794595325817e-08,1.6345953479657283e-09
1991,4.4547135757966316e-08,1.1722930404189924e-09
1992,2.8100714644097025e-08,0.0
1993,2.5480353826878854e-08,1.1078414852150331e-09
1994,3.006708126918056e-08,0.0
1995,2.7112253775385398e-08,1.0844901643380922e-09
1996,2.829188794351012e-08,0.0
1997,3.212579358091716e-08,0.0
1998,2.9085589048349902e-08,0.0
1999,3.656160885157078e-08,2.7421207526856506e-09
2000,3.2251630699420275e-08,8.836062992401139e-10
2001,3.417345340039901e-08,4.3812117822561447e-10
2002,4.2497848795619575e-08,0.0
2003,4.5419458416517955e-08,0.0
2004,4.140503762073422e-08,0.0
2005,4.999161973273658e-08,4.5037495954858286e-10
2006,3.8296377624646993e-08,0.0
2007,3.9545348329284025e-08,1.1983438685803094e-09
2008,4.725757918322415e-08,1.2772318758180745e-09
2009,5.769512867459525e-08,4.76819250749827e-10
2010,6.802262220162447e-08,0.0
2011,8.068580825693061e-08,3.82397197240536e-10
2012,8.71488694542677e-08,6.808505426114664e-10
2013,8.562614084439701e-08,2.7891249310130206e-09
2014,1.0285864959769242e-07,1.5158115873603606e-09
2015,9.996755068186758e-08,1.5516027351836215e-09
2016,8.098939474621147e-08,6.214020409345267e-10
2017,8.930420136721295e-08,7.54683426862357e-10
2018,8.983504073967197e-08,0.0
2019,1.2601879006979289e-07,5.1019755087367e-10
