year,jeunes_ADJ oies_NOUN,jeunes_ADJ doigts_NOUN
1856,1.5531567143511893e-08,5.177189343896771e-09
1857,2.440754598431738e-09,3.4170564155999728e-09
1858,1.4681028059904122e-09,5.872411001917044e-09
1859,5.092173349652285e-09,1.018434669930457e-09
1860,3.204028820036342e-09,1.373155145145688e-09
1861,1.4619487842537637e-08,9.431927461278633e-10
1862,1.671654947799084e-08,4.517986429419807e-09
1863,1.4983863039219614e-09,4.994620828036034e-10
1864,3.835782358407869e-09,1.4384183844029508e-09
1865,6.118897832863013e-09,1.1296426905005319e-08
1866,2.919367858567057e-09,1.4596839292835284e-09
1867,4.85281148598915e-10,4.85281148598915e-10
1868,8.891772984576107e-09,3.951899252285784e-09
1869,9.767038289254515e-10,1.4650557433881772e-09
1870,5.734048791339319e-10,1.7202146374017957e-09
1871,2.1242354542039266e-09,0.0
1872,9.675743095627354e-09,0.0
1873,4.190203295451056e-09,0.0
1874,9.559374625212058e-09,5.974609251779839e-09
1875,4.577221712764867e-09,1.1443054281912168e-09
1876,1.209202959984168e-08,3.02300739996042e-09
1877,1.0514186854493346e-08,6.184815992682502e-10
1878,7.850815109122777e-09,2.4156354694326865e-09
1879,1.9549841301369497e-08,6.10932526790009e-10
1880,1.0910338854586143e-08,6.417846254436199e-10
1881,5.5780060570498335e-09,2.091752326904839e-09
1882,6.655385131892899e-10,9.983077475794744e-09
1883,1.2638677882037541e-09,2.5277355764075082e-09
1884,1.7824581810543805e-08,7.2618666635548834e-09
1885,7.7347630522695e-09,2.5782542767416317e-09
1886,3.872078380151578e-09,9.034849313138693e-09
1887,9.14049436140374e-09,1.9586774424595887e-09
1888,6.340614699951175e-09,1.9021844099853524e-09
1889,3.7590820456401275e-09,6.265136853755848e-09
1890,8.520702365899524e-09,3.9326319978272295e-09
1891,3.187110020341777e-09,6.374220040683554e-10
1892,1.6924983192723175e-08,3.1342561879199593e-09
1893,7.390099865389743e-09,3.079208221734575e-09
1894,1.8904617871129403e-09,3.150769645188234e-09
1895,7.824198622330414e-09,7.22233739480771e-09
1896,4.7176231254830725e-09,2.358811590497112e-09
1897,6.992056267307589e-09,1.7480140668268973e-09
1898,6.224190274295438e-09,2.8291773368493978e-09
1899,1.6582735185011188e-09,3.8693048765026106e-09
1900,2.07642125715779e-09,2.595526460424935e-09
1901,4.470991132876634e-09,2.235495566438317e-09
1902,1.4730852093691738e-09,1.5712908307818907e-08
1903,4.860198465905796e-09,2.1600881083827517e-09
1904,2.6873125946735854e-09,4.837162670412454e-09
1905,6.192911072844254e-09,4.1286072338664326e-09
1906,1.646139019539916e-08,7.201858220895474e-09
1907,8.742833790265081e-09,4.6285588695127444e-09
1908,5.40252820258047e-09,5.40252820258047e-09
1909,1.0451868703853506e-08,3.300590023513905e-09
1910,1.12227167559098e-08,5.878565634276356e-09
1911,1.5961122423746588e-09,5.852411444351446e-09
1912,1.354449502555255e-08,8.335073964360618e-09
1913,1.590896969716482e-09,9.545381374209683e-09
1914,3.3483718020477227e-09,2.678697486047099e-09
1915,2.3561523843085297e-09,1.1780761921542648e-09
1916,6.592477230782379e-09,4.394984820521586e-09
1917,8.773139548168274e-09,2.1932848870420685e-09
1918,3.44591288836682e-09,2.2972752589112133e-09
1919,3.6831393490643904e-09,7.366278698128781e-09
1920,9.843901693784574e-09,1.514446346106979e-09
1921,3.0290989716519334e-09,1.5145494858259667e-09
1922,5.164554894854234e-09,8.853522359686394e-09
1923,3.1847844361720945e-09,4.246379248229459e-09
1924,1.1602461658100083e-08,7.734974438733389e-09
1925,3.299453377181294e-09,8.798542339150117e-09
1926,5.57306911730393e-09,2.0063049888108253e-08
1927,6.689534814974252e-09,1.3379070296082318e-08
1928,7.998228745975666e-09,3.4278122562625413e-09
1929,2.2280812750352652e-09,2.2280812750352652e-09
1930,3.1510811737689437e-09,3.1510811737689437e-09
1931,9.124285327288817e-09,1.1405356659111021e-09
1932,5.4797681947604815e-09,3.287861094491973e-09
1933,1.3764794637438627e-08,1.1470662197865522e-09
1934,8.38710612072191e-09,9.585264137967897e-09
1935,5.98414207075848e-09,2.393656828303392e-09
1936,1.576212893539264e-08,2.424942913137329e-09
1937,7.554670999887492e-09,3.777335333410292e-09
1938,2.5930428915188486e-09,5.186085783037697e-09
1939,3.058810094103137e-09,0.0
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,3.24665290207804e-08,1.1806010391524069e-08
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,4.935499831049128e-08,1.1612940831184915e-08
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,8.714016175304096e-09
1946,5.568441707737293e-09,5.568441707737293e-09
1947,4.7683483828109274e-09,7.152522574216391e-09
1948,7.610321262063735e-09,2.174377566888097e-09
1949,3.9268033269479474e-09,1.0798709482173763e-08
1950,0.0,3.190608444114673e-09
1951,9.595261474260042e-09,2.1322803522849654e-09
1952,2.1089607837865287e-09,9.490323193972472e-09
1953,8.619062019654677e-09,5.386913581872932e-09
1954,5.863521668203475e-09,0.0
1955,8.447047061821422e-09,1.8771215692936494e-09
1956,1.2209597777257386e-08,1.744228317335228e-09
1957,5.301022731885041e-09,3.534015080575159e-09
1958,4.1361216673863055e-09,4.1361216673863055e-09
1959,8.525822714489095e-09,2.325224457422337e-09
1960,2.7683333403416555e-09,5.536666680683311e-09
1961,4.16889545107324e-09,2.779263708063695e-09
1962,1.9025869768540815e-09,6.341956404476434e-10
1963,2.5864212993553792e-09,4.526237162849611e-09
1964,5.475571551727398e-09,1.8251904432275978e-09
1965,4.924839203113152e-09,4.377634699181954e-09
1966,7.754704434148607e-09,3.3234448526542337e-09
1967,4.930335584241163e-10,4.437302081328198e-09
1968,7.635406862327443e-09,3.5931326802796093e-09
1969,3.633406214786916e-09,1.8167031212712459e-09
1970,5.518470042042978e-09,3.219107425067591e-09
1971,5.652237344833111e-09,6.166076982339064e-09
1972,2.0520587451500205e-09,3.0780880067027283e-09
1973,4.9618833486420044e-09,2.205281512956958e-09
1974,2.812785782069227e-09,5.625571564138454e-09
1975,1.7134440533084216e-09,1.1422960355389478e-09
1976,3.4281160132820787e-09,1.142705374768127e-09
1977,2.938390863960194e-09,1.1753563677885381e-09
1978,5.940591352171509e-10,1.1881182704343018e-09
1979,7.607565244427406e-09,0.0
1980,1.7055452605774235e-09,1.7055452605774235e-09
1981,1.2651099057237047e-09,0.0
1982,3.1037510339615437e-09,1.8622506869903077e-09
1983,1.89459470334441e-09,3.157658134966823e-09
1984,4.059305780401701e-09,1.1598016991243298e-09
1985,2.4062232206745193e-09,3.0077789148208467e-09
1986,5.994485463567401e-10,1.7983456945813714e-09
1987,6.721898593298192e-09,0.0
1988,5.996553809062277e-10,2.99827696004229e-09
1989,1.0976244357863152e-09,1.0976244357863152e-09
1990,3.2691906959314565e-09,5.44865097484859e-10
1991,7.033758464558559e-09,1.1722930404189924e-09
1992,2.2039776670368383e-09,5.509944167592096e-10
1993,5.539207426075166e-10,2.2156829704300662e-09
1994,4.747434001473039e-09,1.5824779264761446e-09
1995,2.1689803286761844e-09,1.626735190995987e-09
1996,2.135236876199542e-09,1.6014276571496566e-09
1997,2.3974471297094624e-09,4.79489448146353e-10
1998,4.768129224785866e-10,9.536258449571733e-10
1999,3.656160929565999e-09,4.570201161957499e-10
2000,3.092622158362701e-09,0.0
2001,3.5049694258049158e-09,4.3812117822561447e-10
2002,4.81934359086722e-09,8.76244299341522e-10
2003,5.8336921959778465e-09,8.333845835650777e-10
2004,2.2023955992267474e-09,1.7619165015858584e-09
2005,1.8014998381943315e-09,4.053374524914943e-09
2006,3.706100981659688e-09,2.8825228870488218e-09
2007,5.192823504529542e-09,1.1983438685803094e-09
2008,5.960415716543821e-09,8.514879357157668e-10
2009,4.76819250749827e-09,4.76819250749827e-10
2010,5.196172381261022e-09,3.7790344187271785e-09
2011,7.647944000321871e-09,2.6767803529281764e-09
2012,3.4042526575461807e-09,2.0425516833455504e-09
2013,5.578249862026041e-09,3.6258624991347688e-09
2014,4.7639794331644225e-09,2.815078836704288e-09
2015,4.876465897751814e-09,3.546520632724537e-09
2016,5.799752234025846e-09,2.899876117012923e-09
2017,5.282783988036499e-09,7.54683426862357e-10
2018,2.8396134332808742e-09,3.3559066636712487e-09
2019,3.06118530524202e-09,2.04079020349468e-09
