year,des_DET hommages_NOUN,des_DET dommages_NOUN
1924,3.9061622825187214e-07,4.299356533010723e-06
1925,3.266458969974906e-07,4.095721578778466e-06
1926,3.722810213435679e-07,3.7384147617558483e-06
1927,3.3559167134100676e-07,3.805230562647921e-06
1928,2.6965456800809307e-07,4.176218226348283e-06
1929,3.698614774449993e-07,3.4212187074444955e-06
1930,2.625900930031122e-07,3.6573546822182834e-06
1931,2.0643695464173106e-07,3.615498144426965e-06
1932,2.4768553696929985e-07,2.841807827280718e-06
1933,2.7759003451421904e-07,3.1211670830089133e-06
1934,2.528113416389033e-07,2.873182893381454e-06
1935,2.6569589461900023e-07,3.4372912978142267e-06
1936,3.019053949060435e-07,3.0554281238437397e-06
1937,2.971503965110145e-07,2.8531474072224228e-06
1938,2.372634178016142e-07,3.1272097658074927e-06
1939,2.4929302711029777e-07,2.875281552405795e-06
1940,2.4850672275533725e-07,2.9643301786563825e-06
1941,2.4202321569077867e-07,3.7100387544342084e-06
1942,3.3072908678377644e-07,2.6974141746904934e-06
1943,2.758073538444705e-07,2.247104021080304e-06
1944,2.152834728263997e-07,2.8790148007828975e-06
1945,2.744915232888445e-07,2.4072469386737794e-06
1946,2.255218953806093e-07,2.732712800934678e-06
1947,2.4795411590616823e-07,3.023132876478485e-06
1948,2.043914850702322e-07,3.07239542962634e-06
1949,2.3364479995180432e-07,2.9971326966915512e-06
1950,2.1908845315721237e-07,3.1374315767607186e-06
1951,2.2388943499151992e-07,3.6899111819366226e-06
1952,1.8664303169657614e-07,3.5072018818027573e-06
1953,1.9069675083471793e-07,3.4109937132598134e-06
1954,1.788374153210981e-07,3.0216681352612795e-06
1955,2.1586898668601862e-07,3.4604736356413923e-06
1956,2.3721505293394785e-07,3.5111315810354427e-06
1957,1.9790484140358444e-07,2.997728188347537e-06
1958,2.001882917213038e-07,2.8200076940265717e-06
1959,2.201212421226728e-07,3.39947791871964e-06
1960,1.9793583461158448e-07,2.4146786472556414e-06
1961,2.0774995679317954e-07,2.85082978734863e-06
1962,1.73135405567848e-07,2.6699635782279074e-06
1963,1.9139517082322755e-07,2.3432976377080195e-06
1964,2.0077094808890195e-07,2.4214193672378315e-06
1965,2.0191839400496292e-07,2.3130328372644726e-06
1966,2.005145027794697e-07,2.3186566977528855e-06
1967,2.277815016604734e-07,2.4853820832504425e-06
1968,2.214268055578117e-07,1.815879386413144e-06
1969,1.9211636181903913e-07,2.026532229137956e-06
1970,2.3269548998783307e-07,2.6221930511383107e-06
1971,1.854961420022505e-07,1.994725835174904e-06
1972,2.093099968902834e-07,2.1090033897053218e-06
1973,1.8303836579747212e-07,2.2775045636080904e-06
1974,1.4457719776928002e-07,2.618141024868237e-06
1975,1.4906963086147584e-07,2.541608637329773e-06
1976,1.7769067994777288e-07,2.2968376924836775e-06
1977,1.5926078233974295e-07,2.270200866405503e-06
1978,1.6336626007529276e-07,2.2556425847142236e-06
1979,1.6912202394081532e-07,2.475384690114879e-06
1980,1.8249333644249077e-07,2.2729232114215847e-06
1981,1.7268750518439901e-07,2.3138859432947356e-06
1982,2.0422681945575505e-07,2.152761680918047e-06
1983,1.7746037883625831e-07,1.914172344186227e-06
1984,1.4149581240019415e-07,2.195504521296243e-06
1985,1.8407607882409138e-07,2.3731377041258384e-06
1986,1.894257426471313e-07,2.454741888868739e-06
1987,1.9187964905853505e-07,2.316610562047572e-06
1988,2.038828332828757e-07,2.3254635834746296e-06
1989,2.140367669767329e-07,2.3609902655152837e-06
1990,1.6400439140085155e-07,2.547789108575671e-06
1991,1.6939634583934549e-07,2.4917087557696505e-06
1992,2.0717390292190885e-07,2.556614163040649e-06
1993,1.8279384939035026e-07,2.2677515971736284e-06
1994,1.7882001612790077e-07,2.5092826945183333e-06
1995,1.70264956356192e-07,2.5756642116903095e-06
1996,1.868332208943002e-07,2.612996240713983e-06
1997,2.1001637673379037e-07,2.5436916075705085e-06
1998,2.045527409677561e-07,2.390263261986547e-06
1999,1.8052294326054152e-07,2.5030992674146546e-06
2000,2.191343639879051e-07,2.3389059151668334e-06
2001,1.993451403947688e-07,2.540226660130429e-06
2002,1.9671684547972745e-07,2.6169036573264748e-06
2003,1.8167784077149918e-07,2.537655973355868e-06
2004,1.845607515704728e-07,2.3305749436985934e-06
2005,2.499581039927534e-07,2.26043198381376e-06
2006,2.3224898448859221e-07,2.089005647576414e-06
2007,2.3407649774043193e-07,2.026798938459251e-06
2008,2.213868564027166e-07,2.1431951608974487e-06
2009,2.1981367748225011e-07,2.0164686702628387e-06
2010,1.587194411456494e-07,2.127596417267341e-06
2011,1.5066449643441615e-07,1.978140744540724e-06
2012,1.661275277342611e-07,1.7736156223691069e-06
2013,1.5898012550863427e-07,2.4814844437059946e-06
2014,1.792988553184216e-07,2.1366447526816046e-06
2015,1.7333619606318962e-07,2.614450750115793e-06
2016,2.2764027018951083e-07,2.558519327067188e-06
2017,1.3986799407561534e-07,2.8813813059969107e-06
2018,1.5540429476601503e-07,2.5076367364817997e-06
2019,2.0892590368859487e-07,2.43721365222882e-06
