year,quelques_DET oies_NOUN,quelques_DET doigts_NOUN
1926,7.802297030679028e-09,1.114613823460786e-08
1927,1.3379070296082318e-08,4.23670540872223e-08
1928,0.0,1.7139061725401916e-08
1929,4.4561625500705304e-09,1.1140405931087116e-08
1930,3.1510810627466412e-09,1.1553964007759987e-08
1931,4.5621426636444085e-09,1.596749932275543e-08
1932,8.767629400274757e-09,7.671675850140502e-09
1933,1.3764794637438627e-08,4.12943848004943e-08
1934,1.0783422155213884e-08,4.193552882725271e-08
1935,1.196828414151696e-08,2.5133397585364037e-08
1936,2.424942913137329e-09,3.03117859701274e-08
1937,5.0364472592434595e-09,6.295559185076627e-09
1938,6.482607117774819e-09,3.8895642262559704e-09
1939,3.058810094103137e-09,2.4470480752825097e-08
1940,1.5214697501875207e-08,3.803674530900025e-08
1941,1.1806010391524069e-08,8.854508237732261e-09
1942,1.2136847082899749e-08,2.1239483061208375e-08
1943,1.4516176261025748e-08,2.6129116648121453e-08
1944,1.6065930807940276e-08,1.2852744646352221e-08
1945,8.714016175304096e-09,4.574858536443571e-08
1946,2.7842208538686464e-09,2.3665876369705074e-08
1947,5.960435700558264e-09,1.907339353124371e-08
1948,4.348755133776194e-09,3.2615663503321457e-09
1949,1.0798709482173763e-08,2.5524220959027843e-08
1950,2.1270722960764488e-09,2.0207187034770868e-08
1951,6.396841278899501e-09,2.132280330080505e-08
1952,6.326882129314981e-09,2.4253049346611988e-08
1953,9.696444758233724e-09,2.3702419582605216e-08
1954,5.863521668203475e-09,1.3681550115052232e-08
1955,4.6928039232341234e-09,1.6894095011821264e-08
1956,4.36057079333807e-09,2.703553825256222e-08
1957,2.6505113659425206e-09,1.5903067307476704e-08
1958,6.617794590102477e-09,1.571726271354379e-08
1959,1.3176271185244559e-08,2.40273188012452e-08
1960,6.920833239831836e-09,1.868625076895114e-08
1961,9.032606829162404e-09,2.292892542499203e-08
1962,2.5367825617905737e-09,1.7123282347597524e-08
1963,8.405868778815773e-09,2.651081842941494e-08
1964,1.2776333657704697e-08,2.73778580917039e-08
1965,6.0192477668863376e-09,2.2435377999840966e-08
1966,7.200797069728537e-09,1.8278946356531378e-08
1967,4.930335695263466e-09,2.6623812876547248e-08
1968,7.635406917838594e-09,2.2906220920049236e-08
1969,7.720988265402795e-09,2.0437909808990185e-08
1970,4.59872487312829e-09,1.8854772326770686e-08
1971,7.193756479395574e-09,1.4387512958791149e-08
1972,2.5650733759263744e-09,1.6929485369132635e-08
1973,2.7566018356850464e-09,1.874489363729026e-08
1974,4.500457340128605e-09,1.6876715136504572e-08
1975,1.7134440533084216e-09,1.599214405345606e-08
1976,6.856232359631065e-09,1.8283285940778882e-08
1977,2.3507127355770763e-09,2.5857840313392444e-08
1978,2.3762365408686037e-09,2.4356423655724768e-08
1979,5.851973350345929e-09,1.8141118163228498e-08
1980,4.548120602354544e-09,1.3075846239107847e-08
1981,5.69299452024552e-09,2.0241758491579276e-08
1982,9.932003885992913e-09,1.924325632174373e-08
1983,2.526126308133314e-09,2.084054351314535e-08
1984,5.219107646059484e-09,1.2757819078945687e-08
1985,7.820225467192188e-09,1.5038894574104233e-08
1986,4.795588426365072e-09,2.3977941410180392e-08
1987,3.055408426266837e-09,1.9554613928107756e-08
1988,1.7989661427186832e-09,1.679035044332977e-08
1989,6.036934285802431e-09,2.0854864168917686e-08
1990,9.262707045820662e-09,2.6698389055113125e-08
1991,6.447611611282156e-09,1.6412102177287835e-08
1992,6.611932834577061e-09,2.5345743059901338e-08
1993,7.75489034099408e-09,2.1602909683338112e-08
1994,4.2199412852994556e-09,1.9517228611043436e-08
1995,4.337960546330066e-09,2.3858784281571843e-08
1996,3.2028553142993132e-09,1.9750941993024185e-08
1997,2.876936688878118e-09,3.1646302578458574e-08
1998,5.2449422582867555e-09,2.2410207467515875e-08
1999,7.769341975327748e-09,2.1022924651115105e-08
2000,5.743440834038438e-09,1.8555731506886275e-08
2001,4.381211921034023e-09,2.4972907297637903e-08
2002,5.695587723675288e-09,2.015361810769889e-08
2003,5.000307723435071e-09,2.458484599232591e-08
2004,3.9643121285681815e-09,1.938108110111081e-08
2005,5.404499625605297e-09,2.2518748421518353e-08
2006,2.4707338397433887e-09,2.4707339729701516e-08
2007,5.991719120856942e-09,2.9559148378988098e-08
2008,5.960415716543821e-09,2.2138685717987272e-08
2009,6.675469732542183e-09,2.956279332444467e-08
2010,9.919965127114239e-09,5.5268379650641464e-08
2011,1.56782850591064e-08,4.4358075212969084e-08
2012,1.3957436206801788e-08,6.808505181865598e-08
2013,1.3666712872506537e-08,6.74968294589462e-08
2014,1.2776126934177512e-08,7.730639239866832e-08
2015,1.0639561565106703e-08,6.915714889643709e-08
2016,1.5120782848043746e-08,6.752568726398067e-08
2017,7.798395401659164e-09,8.150580699251009e-08
2018,1.3165480483579017e-08,7.77021469389183e-08
2019,9.693753133532823e-09,7.908061716577208e-08
