year,ils_PRON eurent_VERB,ils_PRON durent_VERB
1901,2.631737174851878e-06,1.2066087435869122e-06
1902,2.3426964048667287e-06,9.899132180635206e-07
1903,2.4938217393355444e-06,1.0692435949977153e-06
1904,2.32989998494304e-06,1.1469449816559063e-06
1905,2.43433004243343e-06,1.039376854805596e-06
1906,2.4650931891301298e-06,1.1296629054413643e-06
1907,2.2479367771666148e-06,1.0609686000861984e-06
1908,2.382023751579254e-06,1.0883638026371045e-06
1909,2.579961346782511e-06,1.0858941550395684e-06
1910,2.452430749144696e-06,1.0634859677338682e-06
1911,2.4532244538022496e-06,1.0725873949013476e-06
1912,2.261930660552025e-06,1.0939784260699525e-06
1913,2.2421040171138884e-06,1.0611282732497784e-06
1914,2.3244397766575275e-06,1.076166711300175e-06
1915,2.226564049578883e-06,1.1957473162738097e-06
1916,2.259022153339174e-06,1.4338637868149817e-06
1917,2.2130244587970083e-06,1.0286506153533992e-06
1918,2.5959210461223847e-06,1.2922173198148812e-06
1919,2.1132012193447736e-06,1.2283270223178988e-06
1920,2.2504672188006225e-06,1.0245229304928216e-06
1921,2.21881504103294e-06,1.03670910789333e-06
1922,2.314458413366083e-06,1.118494992624619e-06
1923,2.4013274355638714e-06,1.1305984628506849e-06
1924,2.2766608935853583e-06,9.475344029397093e-07
1925,2.466891260155535e-06,8.952516878935057e-07
1926,2.2336860752147913e-06,1.1291038219951588e-06
1927,2.661320024799352e-06,1.119382176284489e-06
1928,2.1206732867540268e-06,1.0317715180008236e-06
1929,2.2793271909904433e-06,1.0382858590674005e-06
1930,2.2152099745653686e-06,9.789358443867968e-07
1931,2.0700721847788373e-06,8.964610458406241e-07
1932,2.1162864527468628e-06,9.666311200362543e-07
1933,1.9637773789327184e-06,8.93564575221717e-07
1934,2.02848156050095e-06,9.609227618057048e-07
1935,1.8682491145227687e-06,9.598563650570213e-07
1936,1.9254046605965414e-06,8.754044102943226e-07
1937,1.7501653815088503e-06,9.5818410272841e-07
1938,1.8293917491973843e-06,9.166406869098864e-07
1939,1.7175218545162352e-06,9.696427980543376e-07
1940,1.6710809518372116e-06,9.813479664444458e-07
1941,1.8122226492778282e-06,8.352752445262013e-07
1942,2.3211719621940574e-06,9.527424822408648e-07
1943,2.0671035372288316e-06,1.0858099699362356e-06
1944,2.2781490542911342e-06,1.1953052876378933e-06
1945,2.080471347198909e-06,1.2156052378031745e-06
1946,2.088165672375908e-06,1.172156970596916e-06
1947,2.058734480669955e-06,9.453250697788462e-07
1948,1.931934434651339e-06,9.273720564806354e-07
1949,1.650239084938221e-06,8.226652994380856e-07
1950,1.7250555970349524e-06,8.199863685831588e-07
1951,1.881737375697412e-06,8.88094803030981e-07
1952,1.7778539245227876e-06,7.592258697286525e-07
1953,1.7475147728873708e-06,8.812990870410431e-07
1954,1.53037910877174e-06,7.6323505027176e-07
1955,1.535485466774844e-06,7.761897933278306e-07
1956,1.592480430190335e-06,6.92458655748851e-07
1957,1.7784931287678774e-06,8.075224400272418e-07
1958,1.5651083913326147e-06,7.387113356571717e-07
1959,1.4819429452472832e-06,7.479471690885475e-07
1960,1.5634162764399662e-06,8.173504113528907e-07
1961,1.7252279462809383e-06,7.566545292547744e-07
1962,1.5613896948707406e-06,7.654741551732513e-07
1963,1.6934593531914288e-06,7.494155909171241e-07
1964,1.7144622006526333e-06,7.051319101947229e-07
1965,1.7450346376790549e-06,7.803134138839596e-07
1966,1.9248284957029682e-06,8.36400261050585e-07
1967,1.913956282351137e-06,8.149844887839208e-07
1968,1.9025637811864726e-06,9.077151474912171e-07
1969,1.7295014345108939e-06,7.521150848788238e-07
1970,1.8192556012763816e-06,7.978787976981039e-07
1971,1.6036939030072972e-06,7.116680649232876e-07
1972,1.4733781767972687e-06,6.587108600797364e-07
1973,1.4587936902898946e-06,6.621357613312284e-07
1974,1.3799527494029462e-06,6.908201868327524e-07
1975,1.4992635328781034e-06,6.716700653441876e-07
1976,1.3078262952603836e-06,6.216317416374295e-07
1977,1.2829014792714588e-06,6.305786826033e-07
1978,1.4631676208409772e-06,6.534650651701668e-07
1979,1.4524598270782008e-06,6.478134366716404e-07
1980,1.46108374110554e-06,6.589089736053211e-07
1981,1.2499285730882548e-06,6.104155261255073e-07
1982,1.4631083331551054e-06,6.617197243485862e-07
1983,1.3192695291763812e-06,6.327946380224603e-07
1984,1.3708856272387493e-06,5.654033259361313e-07
1985,1.3492897039668605e-06,6.298289321193806e-07
1986,1.5010191987130383e-06,6.39012142755746e-07
1987,1.2734942345105082e-06,5.933603119956388e-07
1988,1.3138449332927848e-06,5.49284337125755e-07
1989,1.4142890734092362e-06,6.514400894275241e-07
1990,1.3654319559464057e-06,6.113386348260974e-07
1991,1.2824885970985633e-06,5.849742166219585e-07
1992,1.4006277808675804e-06,6.981099431868643e-07
1993,1.4102822092354472e-06,6.331314068575011e-07
1994,1.4521872913064726e-06,5.907917852709943e-07
1995,1.2379454972233361e-06,5.509210012633048e-07
1996,1.2661954826853616e-06,5.738449146974745e-07
1997,1.4317554928311438e-06,6.055951757844014e-07
1998,1.5629927929694531e-06,6.589554431002398e-07
1999,1.194193572473523e-06,6.238324630203351e-07
2000,1.407143031428859e-06,5.778785094889827e-07
2001,1.2144719221396372e-06,5.844536445920312e-07
2002,1.3091089954286872e-06,5.406427305842954e-07
2003,1.3584168527813745e-06,6.042038336318001e-07
2004,1.3368541829095193e-06,5.624918344437901e-07
2005,1.2403326081766863e-06,6.116092094998749e-07
2006,1.41861303859514e-06,6.032708768088924e-07
2007,1.388081642517136e-06,6.27133275088454e-07
2008,1.32789546114509e-06,6.283980980015258e-07
2009,1.4676496959964425e-06,6.885269954182149e-07
2010,1.7156816056740354e-06,7.83204882282007e-07
2011,2.0247931615813286e-06,8.328610761054733e-07
2012,2.297530102168821e-06,1.0910629839600006e-06
2013,2.4828791538311634e-06,1.0964050716211204e-06
2014,2.5903055416165444e-06,1.2256419665845897e-06
2015,2.5670159402579884e-06,1.1291234898180846e-06
2016,2.776838357476663e-06,1.1669930017887964e-06
2017,2.54755963169373e-06,1.0376896568686789e-06
2018,2.460654002334195e-06,1.1805047108737199e-06
2019,2.3596635969624913e-06,1.0448846126109856e-06
