year,des_DET eaux_NOUN,des_DET dos_NOUN
1856,7.945431899969435e-06,8.801221973442352e-09
1857,8.011532955265466e-06,1.2203773158692144e-08
1858,7.1614053993585e-06,1.663849857891364e-08
1859,8.112850899522073e-06,2.5460867192350634e-08
1860,7.203114428477875e-06,2.0139609091529564e-08
1861,7.572423086799063e-06,1.7449064970698203e-08
1862,7.998191151159517e-06,9.939570055905733e-09
1863,7.627784853525554e-06,1.048870412745373e-08
1864,7.602041137033666e-06,1.726102105692462e-08
1865,7.054618528457013e-06,2.58876440284439e-08
1866,7.208892000676315e-06,2.092213513549268e-08
1867,7.036091247414333e-06,3.34843974769683e-08
1868,7.288290028384381e-06,2.4699369660652337e-08
1869,6.767580892130809e-06,3.4672987148098855e-08
1870,7.1973782382883655e-06,2.064257564882155e-08
1871,6.624428294799145e-06,9.559059321873065e-09
1872,6.733107710488184e-06,1.69325495846806e-08
1873,8.112831608286797e-06,1.7958013909247228e-08
1874,7.736521247636574e-06,1.3144139998644278e-08
1875,7.623934770606411e-06,2.8607635371713513e-08
1876,7.904559844007508e-06,4.594971358962141e-08
1877,7.546712389228105e-06,4.2675228684174726e-08
1878,7.1859116275163615e-06,1.8721174777081018e-08
1879,7.152798069398614e-06,3.1157558311178946e-08
1880,7.279762776590815e-06,3.529815595371133e-08
1881,7.238857200775328e-06,3.137628357130495e-08
1882,7.0413976160921266e-06,3.793569502974492e-08
1883,7.053014144275949e-06,4.044376772371905e-08
1884,6.847280161537128e-06,4.2250862364312525e-08
1885,7.208154563898006e-06,6.381178985215286e-08
1886,6.695468691475526e-06,4.3238207014795194e-08
1887,7.375726312375264e-06,3.133883907935342e-08
1888,6.678569661744405e-06,6.023583876135774e-08
1889,6.352222271743813e-06,4.134990277959716e-08
1890,6.851300383914349e-06,4.39143909014561e-08
1891,6.857385699277074e-06,5.2268602779292905e-08
1892,7.3040705999005695e-06,6.832678667301195e-08
1893,6.971327501048563e-06,6.466337509891673e-08
1894,7.339402820605301e-06,6.490585491292222e-08
1895,6.161255665659837e-06,5.1158223657310486e-08
1896,6.510909507539964e-06,4.7176231310341876e-08
1897,6.841144177371916e-06,5.127508018176741e-08
1898,6.608392482121417e-06,6.111023420629635e-08
1899,6.924950255893236e-06,6.688370035590196e-08
1900,6.856861965331973e-06,7.163653192865382e-08
1901,6.472318631267626e-06,5.085752269318178e-08
1902,6.062236636239504e-06,7.856454264931756e-08
1903,7.404242083453028e-06,5.886240250774222e-08
1904,6.919829928619947e-06,7.954445102598129e-08
1905,6.729629639323775e-06,5.5736199655598284e-08
1906,6.96574034719788e-06,7.459067674631115e-08
1907,6.356554379749468e-06,8.434263187862001e-08
1908,6.3288159140029165e-06,8.938728268681473e-08
1909,6.2133607130476776e-06,5.7760327798472844e-08
1910,7.122683996385604e-06,7.268044632802173e-08
1911,6.413179164610483e-06,7.288912662328784e-08
1912,6.157015072005834e-06,6.511776429185545e-08
1913,5.958439423636719e-06,4.4014814515325185e-08
1914,5.755851248068211e-06,7.16551552537581e-08
1915,5.268356662924134e-06,5.536958247454038e-08
1916,4.6861523514962755e-06,8.020846964384987e-08
1917,4.420565666407583e-06,5.592876650695189e-08
1918,4.654279464944011e-06,7.121553480260445e-08
1919,4.755853723281689e-06,4.327688785110695e-08
1920,5.151389402158202e-06,5.3762845730886966e-08
1921,5.319097759581837e-06,5.755288201569897e-08
1922,5.0915132021600584e-06,1.0845565245887201e-07
1923,5.053191209469787e-06,6.794206797167135e-08
1924,5.75997785290383e-06,7.090393672193329e-08
1925,5.5727766365976095e-06,9.788378596553571e-08
1926,5.224195156472433e-06,1.0142986051064895e-07
1927,5.202228344103332e-06,9.142364643111023e-08
1928,5.289114298534514e-06,1.3025686396161973e-07
1929,5.342938777630479e-06,8.243900539994797e-08
1930,4.97450676562039e-06,5.3568378177715203e-08
1931,4.785687728769972e-06,9.352392282835353e-08
1932,5.736221488916726e-06,6.575722233392867e-08
1933,4.8887962478261215e-06,6.42357074198685e-08
1934,4.89088120048109e-06,7.06913212411564e-08
1935,4.832793294440307e-06,9.095895769917206e-08
1936,5.008719377030957e-06,8.608547652499965e-08
1937,4.882835717978651e-06,6.547381259380813e-08
1938,5.153672823610123e-06,5.963998717106733e-08
1939,5.677151669658542e-06,8.105846394101945e-08
1940,5.773977530765251e-06,8.1145051344933e-08
1941,5.776090482356722e-06,7.969057280732272e-08
1942,5.291665118534183e-06,8.192371581117186e-08
1943,6.21001997913595e-06,9.00002918857723e-08
1944,4.4920344279830715e-06,6.7476911169706e-08
1945,4.028054089388888e-06,6.317661549459785e-08
1946,4.195820942243245e-06,8.909506910015352e-08
1947,3.857593902978351e-06,9.298279257663467e-08
1948,4.4379048134146615e-06,9.567261582965614e-08
1949,4.915376095482316e-06,8.540797313827397e-08
1950,4.415802159485338e-06,9.465471917380341e-08
1951,4.885054256220656e-06,1.0234945868603518e-07
1952,5.54867567714723e-06,7.80315463355663e-08
1953,5.548521041731647e-06,8.188109035245361e-08
1954,5.312350786823572e-06,7.91575420766577e-08
1955,5.132050361567053e-06,8.16547860438277e-08
1956,4.85767606051013e-06,1.0901427138776398e-07
1957,5.200303036190235e-06,7.686482494939639e-08
1958,5.048550388409012e-06,8.02407632005675e-08
1959,4.817864891037971e-06,6.743150393617725e-08
1960,4.924864803967921e-06,7.336083185371933e-08
1961,4.858153069164928e-06,6.461788037981364e-08
1962,4.328385351470843e-06,7.483508213113055e-08
1963,4.393036736161093e-06,6.207410918612766e-08
1964,4.560542503639908e-06,8.030837994610351e-08
1965,4.31798943267836e-06,8.043904031751481e-08
1966,5.06160660762589e-06,7.533142021287631e-08
1967,5.0047836275268764e-06,7.937840296179388e-08
1968,4.77662083397945e-06,8.398947315413352e-08
1969,4.685277286142764e-06,6.313043376948713e-08
1970,4.679662534812223e-06,7.863819462272659e-08
1971,4.647680352576344e-06,6.474380587206952e-08
1972,4.618158200742073e-06,6.515286443686819e-08
1973,4.508698193461669e-06,6.726108625620952e-08
1974,4.984256406714849e-06,5.7380830087438994e-08
1975,4.726249731135113e-06,5.88282453861666e-08
1976,4.724515587639644e-06,4.9707682858723956e-08
1977,4.3552831421322935e-06,6.229388738177022e-08
1978,3.976631784752271e-06,7.128709833548186e-08
1979,4.152560173054098e-06,4.154901001029998e-08
1980,4.253629711570284e-06,6.935883978265167e-08
1981,3.919943097230316e-06,6.452060397066361e-08
1982,4.038600888378596e-06,6.269577079720534e-08
1983,3.4879489696493238e-06,8.209910618006688e-08
1984,3.709045756750129e-06,6.436899574469024e-08
1985,4.073134419968483e-06,6.43664717081549e-08
1986,3.33952788267311e-06,6.354154469256912e-08
1987,3.661601468252229e-06,6.966331089763855e-08
1988,3.44262155849151e-06,5.097070843174123e-08
1989,3.4772741805966234e-06,8.122421035761107e-08
1990,3.6582242799454434e-06,5.5576238500165687e-08
1991,3.1874648271923434e-06,6.44761137813532e-08
1992,3.114220390898481e-06,5.7854414592384273e-08
1993,3.0160983719440537e-06,5.982343909138876e-08
1994,3.1296139688663516e-06,4.589186253234345e-08
1995,3.113028970602727e-06,5.3140019273811845e-08
1996,3.033103904925838e-06,6.40571031773618e-08
1997,2.9220088073600436e-06,6.521056539199321e-08
1998,2.8899631168144424e-06,6.103205230090225e-08
1999,3.118248304900817e-06,5.529943525317549e-08
2000,2.7762909446948925e-06,4.329670710845335e-08
2001,2.794336861455804e-06,6.440381250527594e-08
2002,2.485466890078669e-06,5.914648981697468e-08
2003,2.755586173464053e-06,6.292053389422847e-08
2004,2.3332178891166677e-06,5.285749582473187e-08
2005,2.4833675205115924e-06,5.719761930755851e-08
2006,2.58891749460588e-06,5.270899272602492e-08
2007,2.371921908661534e-06,6.870505009359817e-08
2008,2.570216256714275e-06,5.7901180738895164e-08
2009,2.640624948924142e-06,4.43441896536001e-08
2010,2.650992591668455e-06,6.329882618061333e-08
2011,3.1027709646025414e-06,7.112588185087532e-08
2012,2.6028916657594436e-06,1.0655310855867128e-07
2013,2.386096483064648e-06,1.0180306508900117e-07
2014,2.5058532671096145e-06,1.152016846361903e-07
2015,2.4663834317095734e-06,1.0595230115484355e-07
2016,2.929910493776333e-06,1.0812395245807238e-07
2017,2.845408030083263e-06,8.829795472564683e-08
2018,2.4431000227309596e-06,9.990276428339939e-08
2019,2.2912971751054556e-06,9.974361780962226e-08
