year,les_DET ans_NOUN,les_DET dents_NOUN
1942,4.308580628276104e-06,6.302058011442568e-06
1943,4.105174411961343e-06,8.576156801609613e-06
1944,3.6662454476754647e-06,7.48672363215519e-06
1945,3.224186002626084e-06,7.1128159220279485e-06
1946,3.3104386147897458e-06,7.106723614924704e-06
1947,3.6847411593043944e-06,7.063116129302216e-06
1948,3.527927674440434e-06,8.253937153313018e-06
1949,3.9680348891124595e-06,5.923582818923023e-06
1950,4.111630914849229e-06,7.417101244300284e-06
1951,4.114234798180405e-06,7.079170813995006e-06
1952,3.5504353945725597e-06,1.1108950729976641e-05
1953,3.6727976748807123e-06,7.234624945340329e-06
1954,3.7956531286909012e-06,7.43494547350565e-06
1955,3.6472472402238054e-06,8.069745661032357e-06
1956,4.090215497853933e-06,6.5992879285659e-06
1957,3.8370567381207366e-06,7.486811057333398e-06
1958,3.7183733638812555e-06,6.850244574252429e-06
1959,3.6630033264373196e-06,6.398242192062753e-06
1960,3.618903747337754e-06,6.065418460821093e-06
1961,3.8020327792764874e-06,6.661895042725519e-06
1962,3.980846031481633e-06,7.147384962991055e-06
1963,4.063268079335103e-06,6.702710891204333e-06
1964,4.051923042425187e-06,6.570077403011965e-06
1965,3.946985088987276e-06,6.098592450598517e-06
1966,3.998104148195125e-06,6.925505090293882e-06
1967,4.4999173951509874e-06,6.69145157417006e-06
1968,4.706554591393797e-06,6.185128825109132e-06
1969,5.346103080228204e-06,6.373448684371397e-06
1970,4.393161816551583e-06,6.094230457165395e-06
1971,4.0300451473740395e-06,6.425052390568453e-06
1972,4.065128450747579e-06,6.769228946268413e-06
1973,4.028498096886324e-06,5.610236087250087e-06
1974,3.973341335949954e-06,4.947690285916906e-06
1975,3.6307878872321453e-06,6.5487832330290985e-06
1976,3.633231699495809e-06,5.3095805014891084e-06
1977,3.6729886687680846e-06,5.126904568442114e-06
1978,3.816235675913049e-06,5.581779646490759e-06
1979,3.885710157192079e-06,4.9958298120600375e-06
1980,3.6618055219150847e-06,6.1678201177528535e-06
1981,3.5764658150583273e-06,5.751189746661112e-06
1982,3.7611255265801447e-06,5.382525387176429e-06
1983,3.298489673397853e-06,6.2250070413938374e-06
1984,3.4475106076570228e-06,5.634316607938672e-06
1985,3.517296818245086e-06,5.381518036529087e-06
1986,3.406066753086634e-06,6.0220602335903095e-06
1987,3.5094421946268994e-06,5.037146195263631e-06
1988,3.40424367095693e-06,5.579793224796958e-06
1989,3.7884508401475614e-06,4.950834863848286e-06
1990,3.3607279874559026e-06,5.146250913412587e-06
1991,3.2032908166002017e-06,4.849776445325915e-06
1992,3.353351985424524e-06,4.9528889292105305e-06
1993,3.5124114674545126e-06,5.056188740582002e-06
1994,3.367513045304804e-06,4.83710761045586e-06
1995,3.470368483249331e-06,4.980521083552958e-06
1996,3.361930566825322e-06,4.653748788996381e-06
1997,3.134422513539903e-06,5.364528050222361e-06
1998,3.479303813946899e-06,5.204413071169256e-06
1999,3.5309374197822763e-06,4.902911939552723e-06
2000,3.3987917049671523e-06,4.715364866569871e-06
2001,3.2508592084923293e-06,4.951645678374916e-06
2002,3.469489229246392e-06,4.7378528336139425e-06
2003,3.536467374942731e-06,5.257406769487716e-06
2004,3.4000584037130466e-06,4.905615924144513e-06
2005,3.3805144994403236e-06,5.056359555055678e-06
2006,3.566916348063387e-06,5.646450688345794e-06
2007,3.7528134271269664e-06,6.772240340069402e-06
2008,4.069260739925085e-06,6.941755628986357e-06
2009,4.024354439025046e-06,7.4646052610205516e-06
2010,3.916497007594444e-06,9.98940549834515e-06
2011,4.301968601794215e-06,1.1467326885394868e-05
2012,4.583145255310228e-06,1.3941436407094443e-05
2013,4.036142854602076e-06,1.4333592105231219e-05
2014,4.123224243812729e-06,1.5705541272836854e-05
2015,4.473713943298208e-06,1.5691358726144244e-05
2016,4.857292424276238e-06,1.5512887330260128e-05
2017,3.7947997952869628e-06,1.6058153050835244e-05
2018,3.977265805588104e-06,1.7731837317569443e-05
2019,4.157599960308289e-06,1.652045091304899e-05
