year,aux_ADP ans_NOUN,aux_ADP dents_NOUN
1859,2.4442432078330967e-08,8.534482276445488e-07
1860,2.8378539518314483e-08,8.696649160810921e-07
1861,2.640939672504672e-08,7.526678018621169e-07
1862,2.93669109308059e-08,8.520922278876242e-07
1863,2.697095197179422e-08,7.961425581015646e-07
1864,2.828889567041415e-08,8.611331168140168e-07
1865,1.7415323849689912e-08,6.679011903543142e-07
1866,2.0435575009969398e-08,8.023395707823511e-07
1867,2.329349513274792e-08,7.584944228256063e-07
1868,1.6795571822214583e-08,9.874808029053384e-07
1869,1.611561362135916e-08,8.888004572327191e-07
1870,1.0321287380321564e-08,8.32583907595108e-07
1871,1.8056001360733376e-08,9.166075756184e-07
1872,1.6932550250814415e-08,1.032280806612107e-06
1873,1.5563611732716254e-08,9.24837706861581e-07
1874,2.569081986036892e-08,1.0318150316379615e-06
1875,3.71899266937703e-08,8.353429734597739e-07
1876,3.5066884507273244e-08,8.391868391299795e-07
1877,1.5462039648639347e-08,1.0736840749814291e-06
1878,3.200716980344964e-08,8.720443815946055e-07
1879,3.2990356002571275e-08,8.803537525636784e-07
1880,2.1820677709172287e-08,8.22126082766772e-07
1881,1.882577010947628e-08,8.694717053003842e-07
1882,1.6638462163598433e-08,1.0608683851387468e-06
1883,2.0221884611260066e-08,8.84075518570171e-07
1884,2.2445769687351458e-08,1.0331656312700943e-06
1885,2.9005360890899112e-08,9.249487220586161e-07
1886,2.1296431229611557e-08,1.0377169701314415e-06
1887,2.219834327465975e-08,8.696527515894559e-07
1888,2.5362458577760094e-08,9.276319588025217e-07
1889,1.8795410117178335e-08,9.190955552185187e-07
1890,1.966316010015845e-08,7.930807441880461e-07
1891,2.995883363610119e-08,8.911159739000141e-07
1892,3.573051987615372e-08,7.453261332557304e-07
1893,2.155445777418663e-08,7.710337399657874e-07
1894,2.8987080291642542e-08,8.664616757414478e-07
1895,2.106515117894503e-08,7.920496614133299e-07
1896,2.0639601361338578e-08,8.603765309089795e-07
1897,3.146425364697336e-08,8.087478136076243e-07
1898,1.810673555535658e-08,8.193297844627523e-07
1899,1.9346524382513053e-08,8.346643198819947e-07
1900,1.9206897072798768e-08,8.170717364919255e-07
1901,1.956058603980182e-08,8.047783808251552e-07
1902,1.816805017540446e-08,1.1887797199960914e-06
1903,2.052083747372535e-08,7.74391594404733e-07
1904,3.171028861714831e-08,7.459979656232463e-07
1905,3.302885742684225e-08,7.637923431502713e-07
1906,2.1091156710006942e-08,7.824304475434474e-07
1907,2.6228502036929058e-08,8.012549983504869e-07
1908,2.357466755142923e-08,8.850323069964361e-07
1909,1.8153245295859932e-08,8.895090672922379e-07
1910,3.580580976159098e-08,9.993561889132252e-07
1911,2.2345571171200618e-08,7.943318678371725e-07
1912,2.813087401909442e-08,7.657849323550181e-07
1913,2.1742257771961704e-08,8.166604175130487e-07
1914,2.7456649620560825e-08,7.580713941024442e-07
1915,5.772573496987121e-08,7.916672188912344e-07
1916,1.9777432136436346e-08,8.174671961569402e-07
1917,2.9609346086090227e-08,1.0363271485402947e-06
1918,4.135095377222342e-08,9.326937515652389e-07
1919,3.222746869369075e-08,8.867157816894178e-07
1920,3.028892603396116e-08,9.063961101674067e-07
1921,4.013556204052193e-08,9.049433060681622e-07
1922,2.5822774307737717e-08,1.0616848840072635e-06
1923,2.866306125781648e-08,8.418446668656543e-07
1924,1.2891624101563082e-08,9.694501841295278e-07
1925,2.859526304632709e-08,9.72238922258839e-07
1926,4.124071217859182e-08,9.507656386631425e-07
1927,2.8987985345452216e-08,1.0123495712832664e-06
1928,3.1992915872081085e-08,9.083702821044426e-07
1929,3.899142186902793e-08,9.959522913050023e-07
1930,3.046045016219523e-08,8.99108442808938e-07
1931,2.5091785538222666e-08,7.516130153817357e-07
1932,3.835837791843488e-08,8.701871934135852e-07
1933,4.014731747048472e-08,8.350642133336805e-07
1934,2.7557634396657704e-08,7.272819289028121e-07
1935,2.393656828303392e-08,8.868498753145104e-07
1936,2.7886844389257703e-08,7.371826313828933e-07
1937,3.52551301485704e-08,7.416168728013872e-07
1938,4.408173026604345e-08,7.766163321321073e-07
1939,3.8235126176289214e-08,6.454089316321188e-07
1940,3.2965178364818826e-08,5.325144343260035e-07
1941,3.5418031174572207e-08,1.3399821909843013e-06
1942,4.247896434605991e-08,7.160739983191888e-07
1943,5.8064704155924574e-08,1.1032293514290359e-06
1944,2.5705489292704442e-08,1.0732042028394062e-06
1945,2.3963544037997053e-08,9.563632374920417e-07
1946,3.3410650246423756e-08,9.549877404424478e-07
1947,4.649139739854036e-08,8.96449478204886e-07
1948,4.348755133776194e-08,9.295463883063348e-07
1949,2.748762406579175e-08,7.902691550043528e-07
1950,3.403315673722318e-08,9.274035051021201e-07
1951,4.904244754744269e-08,8.63573518472549e-07
1952,2.8470970470095835e-08,1.0597527762001846e-06
1953,2.908933460776808e-08,7.606321901221236e-07
1954,4.299915934424803e-08,1.2987700301891891e-06
1955,5.255940260795455e-08,9.282366022489441e-07
1956,6.453644840753725e-08,8.65137224081991e-07
1957,3.622365363220581e-08,7.880853445385583e-07
1958,3.474342219478288e-08,7.742820002931694e-07
1959,1.7826720544178443e-08,7.355459956670529e-07
1960,2.629916601160076e-08,8.048929203141597e-07
1961,1.59807664878997e-08,8.421168899985787e-07
1962,2.2831043222648617e-08,8.365040571334248e-07
1963,2.4571002898987615e-08,8.114896559163753e-07
1964,1.5818317711246976e-08,8.925181305130536e-07
1965,3.17378508474242e-08,7.989183359313756e-07
1966,1.883285383197375e-08,8.47478418108949e-07
1967,2.9582014060558492e-08,9.145772423835297e-07
1968,3.099077011681217e-08,8.596570069130394e-07
1969,1.544197603120523e-08,7.979868428265036e-07
1970,2.2993624615441632e-08,8.503042749907763e-07
1971,3.185806496386334e-08,8.154636930157722e-07
1972,2.359867534718063e-08,8.793071515356132e-07
1973,2.095017431757995e-08,7.933500114631897e-07
1974,2.1939729255571194e-08,7.099471304172766e-07
1975,1.2565256390928425e-08,8.304492098432092e-07
1976,2.4568165224447824e-08,6.536274668178521e-07
1977,1.7042667277422652e-08,6.91109562467318e-07
1978,2.435642376674707e-08,7.799996524227026e-07
1979,1.6385525603013207e-08,8.327357932103041e-07
1980,1.4781391888263329e-08,8.311690180562437e-07
1981,1.7078983727270014e-08,7.906937184998242e-07
1982,3.6003513170790313e-08,8.361505479115294e-07
1983,1.7051353551345017e-08,7.93203696503042e-07
1984,1.565732282715615e-08,7.927244496386265e-07
1985,1.7445117905801055e-08,7.796163004059053e-07
1986,2.577628777089558e-08,8.098550097201951e-07
1987,1.527704190928958e-08,7.29020428025251e-07
1988,1.499138480021145e-08,7.591636972392735e-07
1989,2.1952489270837816e-08,7.441893785653519e-07
1990,2.1794604121438965e-08,9.006620302898227e-07
1991,1.817054207098323e-08,8.159159392562287e-07
1992,1.8733810502880033e-08,8.32001546768879e-07
1993,1.6617622111692043e-08,7.705037319283292e-07
1994,1.6352272202979634e-08,7.39017195883207e-07
1995,1.897857726529395e-08,7.060031066430383e-07
1996,2.3487605638194964e-08,6.939519607840339e-07
1997,1.3905193996244236e-08,7.595112947456073e-07
1998,1.6211639364271946e-08,7.338151135627413e-07
1999,2.7421206777455964e-08,7.22548804787948e-07
2000,1.546311012567969e-08,7.54157952087553e-07
2001,1.664860438399529e-08,6.856596428406192e-07
2002,1.6210519815373914e-08,7.566369504274917e-07
2003,1.7501076365888935e-08,7.608801411151944e-07
2004,2.6869226871228946e-08,6.977189173085208e-07
2005,1.1709748948263154e-08,7.48973548070353e-07
2006,1.564798118858235e-08,7.893995075392013e-07
2007,9.986198562517146e-09,7.757279263387318e-07
2008,1.3623806749407663e-08,8.668147302159923e-07
2009,1.5735035052699686e-08,7.981954013303039e-07
2010,8.502827775203059e-09,1.0562400802882621e-06
2011,1.3766299045148145e-08,1.1586635082494467e-06
2012,9.872332590310506e-09,1.3497862028089003e-06
2013,1.0319762655530695e-08,1.3814536714562564e-06
2014,6.063246668630562e-09,1.5327020719269058e-06
2015,8.644643945121544e-09,1.5797533023942378e-06
2016,1.3256576725240166e-08,1.4669229813080165e-06
2017,1.8615523900145092e-08,1.1964247050855192e-06
2018,3.872200171617379e-09,1.39373389629327e-06
2019,4.5917777913295765e-09,1.3782986343358061e-06
