year,plusieurs_DET yeux_NOUN,plusieurs_DET dieux_NOUN
1844,4.55550577260766e-08,2.398501284250898e-07
1845,3.6829504446167505e-08,2.382757271490732e-07
1846,2.8101606375230404e-08,2.1076204093084527e-07
1847,2.1572894581822766e-08,1.882234990091547e-07
1848,2.011305433313737e-08,1.9630341263621176e-07
1849,2.7652069745087715e-08,1.030668057566686e-07
1850,4.073397619208663e-08,1.8126619494296392e-07
1851,2.644269869733762e-08,2.3669440452067647e-07
1852,1.4323200403509873e-08,3.0274035967003954e-07
1853,2.1498955282694965e-08,2.502239455637323e-07
1854,1.0391328519876453e-08,2.1302223984775992e-07
1855,3.449509122788186e-08,2.6216268977918844e-07
1856,1.604928606679934e-08,1.9518003524510164e-07
1857,2.4407546206361985e-08,1.840328931468349e-07
1858,1.8106600663259087e-08,1.8889589936676998e-07
1859,8.147477359443656e-09,2.510441525771512e-07
1860,6.865776031039772e-09,1.441812946256782e-07
1861,3.4426534512022045e-08,2.1363315205746858e-07
1862,2.6656119311851967e-08,1.359913933685064e-07
1863,3.246503538223422e-08,1.977869852898273e-07
1864,1.4384183399940298e-08,1.7884336001028345e-07
1865,2.6829013677343028e-08,1.736825550047172e-07
1866,1.751620715140234e-08,1.7078301023376596e-07
1867,2.5719900875742496e-08,1.188938778540205e-07
1868,2.519335706718806e-08,1.422683669760616e-07
1869,1.7092317561306913e-08,1.4211040655354168e-07
1870,1.8922360567330543e-08,1.2270864457875064e-07
1871,1.5931766128574054e-08,1.7949789543614258e-07
1872,1.572308139241585e-08,1.790012404967456e-07
1873,1.3767810169706962e-08,1.5443891454580694e-07
1874,1.2546679251101978e-08,7.109784644354633e-08
1875,1.37316650272723e-08,1.1443054459547852e-07
1876,2.2974855795609983e-08,1.3240772211986496e-07
1877,2.783167152298205e-08,1.1318213433142432e-07
1878,1.3889904337816006e-08,1.521850325758578e-07
1879,1.7717043832021773e-08,1.5945339093548228e-07
1880,1.9253538763308597e-09,1.20013728288626e-07
1881,2.370652651961791e-08,1.2411063554651491e-07
1882,1.4641846846075168e-08,1.743710837942558e-07
1883,2.0853818227806187e-08,1.1690776746675624e-07
1884,1.2543224237049344e-08,9.506443898743555e-08
1885,1.160214413431504e-08,8.89497728806532e-08
1886,2.1296431285122708e-08,9.873799988735499e-08
1887,9.140494583448344e-09,7.573552784911897e-08
1888,2.4094335415725254e-08,9.384109933563423e-08
1889,2.1301465480405568e-08,5.3880175654441587e-08
1890,1.5075089621063853e-08,7.99635178627689e-08
1891,8.92390783491237e-09,5.736798214250882e-08
1892,6.8953633913793055e-09,5.8297163763043613e-08
1893,1.1085149687062312e-08,4.495644068125415e-08
1894,2.3945849969564392e-08,4.4740929183717526e-08
1895,1.0833506536300774e-08,6.078800462994138e-08
1896,9.435246361988447e-09,5.36629637948316e-08
1897,6.4093846896540185e-09,4.3700350005337896e-08
1898,1.7540900731916054e-08,7.638779031537979e-08
1899,2.04520400615138e-08,6.522542328468717e-08
1900,5.71015834616162e-09,4.5162162454204235e-08
1901,5.029864968975062e-09,6.538824681712185e-08
1902,1.1293652957267142e-08,4.1246384085980026e-08
1903,1.1880484818149739e-08,7.290297321382866e-08
1904,1.0211787859759625e-08,9.190609162601504e-08
1905,7.2250627702885595e-09,6.967024435144964e-08
1906,9.773950537805831e-09,6.224463078297049e-08
1907,1.1828539925318182e-08,5.914269785023407e-08
1908,4.4202499438483756e-09,6.581261424720708e-08
1909,1.0451868703853506e-08,6.106091632318567e-08
1910,6.947395991829808e-09,6.412980679826319e-08
1911,1.1704823554836707e-08,6.863282719926644e-08
1912,1.4586379215586476e-08,4.428007860379779e-08
1913,6.36358749028787e-09,4.242391871134288e-08
1914,7.366418142140674e-09,8.303962523159569e-08
1915,1.767114277129167e-08,3.652036184575991e-08
1916,1.648119329900055e-08,4.614734017138744e-08
1917,1.0966424213165737e-08,4.276905452016422e-08
1918,3.101321510712296e-08,3.445912799548978e-08
1919,7.366278698128781e-09,3.222747002595838e-08
1920,9.086677632552664e-09,6.663563922870708e-08
1921,1.741731875393171e-08,5.300923233697574e-08
1922,8.115729421831475e-09,4.943216652675275e-08
1923,1.1677542488541803e-08,4.56485773625559e-08
1924,6.445812328337297e-09,8.1217232494879e-08
1925,1.4297631523163545e-08,7.6987248576188e-08
1926,1.4489979882625903e-08,8.025219755403157e-08
1927,1.0034302277972529e-08,4.4596901283000534e-08
1928,1.4853853258500749e-08,4.570416367588592e-08
1929,1.3368487650211591e-08,1.7824650200282122e-08
1930,6.302162347537887e-09,6.092089943621204e-08
1931,3.4216069977333063e-09,7.185374606422101e-08
1932,3.287861094491973e-09,6.246935990716906e-08
1933,1.4911860191091364e-08,3.211785282175583e-08
1934,4.7926320689839486e-09,5.6313426810561396e-08
1935,1.6755597798123745e-08,5.146362180852293e-08
1936,2.424943001955171e-08,6.304851529748134e-08
1937,8.813782592653752e-09,5.2882694889788695e-08
1938,1.55582577932023e-08,7.001215918123194e-08
1939,1.2235240376412548e-08,3.5176316082186077e-08
1940,2.5357829169792012e-09,6.339457114812319e-08
1941,8.854508237732261e-09,3.836953554881006e-08
1942,1.8205270180260413e-08,8.192371825366251e-08
1943,1.4516175816936538e-08,6.67744117777147e-08
1944,4.177142187700156e-08,3.213186161588055e-08
1945,1.3071024262956144e-08,4.1391575944516035e-08
1946,1.2528993842408909e-08,7.09976326618289e-08
1947,3.5762612871081956e-09,6.079644343515156e-08
1948,8.697510267552389e-09,6.631851801053301e-08
1949,8.835307596655184e-09,6.773735705678519e-08
1950,5.317680518146517e-09,7.657460288079676e-08
1951,1.0661401539380222e-08,6.076998992909921e-08
1952,0.0,5.06150591439436e-08
1953,4.3095309543161875e-09,7.002987656434811e-08
1954,9.772536557761669e-09,4.9839932625417305e-08
1955,9.385607846468247e-09,5.162084226739694e-08
1956,1.0465369904011368e-08,7.3257590216258e-08
1957,1.3252556385623393e-08,5.389372931263736e-08
1958,2.4816730892496253e-09,6.7832399086587e-08
1959,4.650448914844674e-09,6.123090745546733e-08
1960,8.305000243069571e-09,4.8445834510690844e-08
1961,1.111705483225478e-08,7.781938504702879e-08
1962,7.610347907416326e-09,8.688480468421744e-08
1963,9.05247421467692e-09,5.690126758661762e-08
1964,1.2167936658258327e-09,1.0281906692721776e-07
1965,1.3132904541635071e-08,7.441979121836084e-08
1966,7.754704656193212e-09,9.41642713803148e-08
1967,5.4233690871541285e-09,6.80386311180392e-08
1968,9.88111459321317e-09,5.569355676637855e-08
1969,3.1792304344691047e-09,7.221394593415198e-08
1970,3.219107563845469e-09,7.817832270440306e-08
1971,6.679916619845017e-09,6.474380864762708e-08
1972,2.565073486948677e-09,6.925698414761428e-08
1973,2.205281512956958e-09,7.939013763058611e-08
1974,6.1881286761433785e-09,4.725480323708453e-08
1975,3.998036124386317e-09,5.711480133285818e-08
1976,3.999468867199596e-09,5.5421209399497684e-08
1977,3.526069214387917e-09,4.936496633689558e-08
1978,4.158414057542359e-09,6.594056412012606e-08
1979,7.60756546647201e-09,6.554210330023125e-08
1980,2.2740602734216964e-09,4.263863107034638e-08
1981,8.223214109648325e-09,6.452060408168592e-08
1982,7.449002858983533e-09,6.455802525895393e-08
1983,3.157658134966823e-09,4.547027421253347e-08
1984,2.8995041922996734e-09,5.1031274872492816e-08
1985,3.609334831011779e-09,5.594469143499481e-08
1986,2.997242676272549e-09,5.51492669309539e-08
1987,6.110816741511371e-09,6.844114530668577e-08
1988,3.597932174415064e-09,4.677311998824152e-08
1989,3.2928733073589456e-09,7.079677755150726e-08
1990,2.724325431913144e-09,5.2307050801836397e-08
1991,5.275318681885466e-09,4.278869547569286e-08
1992,8.815910668147353e-09,6.887430181734544e-08
1993,5.539207592608619e-09,6.370088390106332e-08
1994,3.1649559639745917e-09,5.8551686610286424e-08
1995,7.049185846152994e-09,6.018920328809685e-08
1996,5.3380921904988554e-09,6.619234049765055e-08
1997,3.835915585170824e-09,6.664903429154379e-08
1998,4.29131630230728e-09,6.103205563157132e-08
1999,6.398281460207045e-09,5.575645262156925e-08
2000,3.97622823555821e-09,6.671227481547248e-08
2001,3.943090742808408e-09,7.053750827878957e-08
2002,3.066854992184176e-09,7.79857400878825e-08
2003,1.0000615280336689e-08,6.500399707398685e-08
2004,7.488145215006625e-09,6.386947282166489e-08
2005,8.106749271874492e-09,7.476224395119857e-08
2006,9.471146977801936e-09,7.45338091245884e-08
2007,6.391167151065247e-09,9.426971736559153e-08
2008,4.6831836186811415e-09,8.089135350441978e-08
2009,1.0966842323156811e-08,7.533744073029425e-08
2010,8.030448306328708e-09,8.739017076653255e-08
2011,3.823972000160936e-09,8.68041624968452e-08
2012,7.829781156765137e-09,7.897866483030924e-08
2013,8.646287352753745e-09,7.474855423517113e-08
2014,7.362513626540945e-09,8.250346328342317e-08
2015,8.201328866030977e-09,9.642103226958909e-08
2016,1.2635174240216429e-08,7.953945768690573e-08
2017,7.043711947041231e-09,8.35182989433747e-08
2018,9.293279867872428e-09,8.467210865781283e-08
2019,9.69375346659973e-09,8.392749517582843e-08
