year,des_DET yeux_NOUN,des_DET dieux_NOUN
1962,9.550351933285128e-06,1.797310432039012e-06
1963,9.550360431376248e-06,1.8402387880200877e-06
1964,9.302996176074885e-06,1.7339310183217549e-06
1965,8.50136680696778e-06,1.7412042545572604e-06
1966,9.526100740231414e-06,1.8212477925771964e-06
1967,9.262621063044207e-06,1.7611158931174486e-06
1968,9.358763605860076e-06,1.95107108069692e-06
1969,8.053899279047982e-06,1.7154219165149698e-06
1970,7.515236518429447e-06,1.759472169737819e-06
1971,7.99586052835366e-06,1.6468563543980963e-06
1972,7.284808361873729e-06,1.9884449393714476e-06
1973,7.0591060534752614e-06,1.5172337199942376e-06
1974,6.16000103548231e-06,1.3461993511043602e-06
1975,6.018757716219625e-06,1.4158759888971417e-06
1976,6.126043629706146e-06,1.5489371136823138e-06
1977,6.315777241638898e-06,1.480949059384784e-06
1978,6.80613564441046e-06,1.5023755892684676e-06
1979,7.151696522100792e-06,1.551358181473006e-06
1980,7.123493844574114e-06,1.4428912287201001e-06
1981,7.296521488342478e-06,1.6819636314835407e-06
1982,7.23856834383696e-06,1.6499540578251981e-06
1983,7.117361263908606e-06,1.4083154233901496e-06
1984,7.256879115402626e-06,1.5663121679665437e-06
1985,6.984062792980694e-06,1.655481558060501e-06
1986,7.453543219071435e-06,1.6245056215780096e-06
1987,7.0176618578443595e-06,1.6859743254826753e-06
1988,6.925419967274138e-06,1.6658426318372221e-06
1989,7.159255602573467e-06,1.7649801549168842e-06
1990,6.741070791349557e-06,1.6553001920271981e-06
1991,6.6527630622204015e-06,1.577320340118149e-06
1992,6.92710193561652e-06,1.8568511990224579e-06
1993,6.907391480126535e-06,1.7033063386406866e-06
1994,6.865844682124589e-06,1.8256520561976686e-06
1995,6.895730763289976e-06,1.6890934269042646e-06
1996,6.4836466151518835e-06,1.710858605008525e-06
1997,6.464476598466717e-06,1.954878520393777e-06
1998,6.737843591508863e-06,1.7136656822458463e-06
1999,6.526247403826346e-06,1.7965460941127276e-06
2000,6.656206267052767e-06,1.912123988034864e-06
2001,6.43380941767191e-06,1.710863195114598e-06
2002,7.434494676772374e-06,2.128835490111669e-06
2003,7.852982832901034e-06,1.9126175700989734e-06
2004,7.5758003958981135e-06,1.815214488942729e-06
2005,7.482079155352039e-06,1.9496731802348677e-06
2006,8.111831135693137e-06,1.7789284214586587e-06
2007,1.1211705214009271e-05,1.8905871357333126e-06
2008,1.2071118788981039e-05,1.7161738838922247e-06
2009,1.3533561116219062e-05,1.8715155860604682e-06
2010,1.8462944467501075e-05,1.71898823708716e-06
2011,2.103490487570525e-05,1.6026266003166256e-06
2012,2.684627719418131e-05,1.792679498180405e-06
2013,2.999508797074668e-05,1.96410188380014e-06
2014,3.18222984105887e-05,2.1156399299115947e-06
2015,3.196456850673712e-05,2.035702792113625e-06
2016,3.1986253134164144e-05,2.058290633044635e-06
2017,3.177971848344896e-05,2.24744725585424e-06
2018,3.5892970231543586e-05,1.8093500457894152e-06
2019,3.3741404308784695e-05,1.9379853526402258e-06
