year,aurons_VERB eu_VERB,aurons_VERB dû_VERB
1846,4.9177810268474786e-08,1.1123552745573306e-08
1847,5.2314270249098627e-08,1.1865092020002521e-08
1848,4.103063133698015e-08,6.43617736884039e-09
1849,3.603148357456121e-08,1.6758829879393033e-09
1850,1.1541293254424545e-08,2.0366988096043315e-09
1851,3.4826967976187007e-08,0.0
1852,3.7761164861649377e-08,1.9531636308300904e-09
1853,3.762317035693741e-08,4.777545470346922e-09
1854,3.4810952342922974e-08,4.1565315633818045e-09
1855,4.351688431825096e-08,6.8990182455763716e-09
1856,3.727576114442854e-08,5.694908100650764e-09
1857,3.270611159678083e-08,2.9289055625270066e-09
1858,4.942612719105455e-08,5.872411001917044e-09
1859,2.34239969643113e-08,5.092173349652285e-10
1860,3.249800428761773e-08,2.288591982591015e-09
1861,5.046081241744105e-08,3.3011746669586728e-09
1862,5.783022416494532e-08,3.6143890103090826e-09
1863,5.4940830551686304e-08,7.491931519609807e-09
1864,5.3221480555976086e-08,5.274200631788517e-09
1865,5.271665770578693e-08,1.4120533631256649e-09
1866,5.54679857600604e-08,1.216403244796993e-08
1867,3.688136729351754e-08,2.91168689159349e-09
1868,3.853101659956337e-08,7.409810987013543e-09
1869,3.711474505507795e-08,9.767038289254515e-10
1870,7.0528798801206e-08,4.013834153937523e-09
1871,6.478918379571041e-08,1.805600113868877e-08
1872,5.019291648977742e-08,5.442605477412599e-09
1873,4.968383748860106e-08,5.986004469882289e-10
1874,5.675878611555163e-08,1.7923826867161097e-09
1875,3.661777370211894e-08,5.149374260327022e-09
1876,4.17175023414984e-08,1.209202959984168e-09
1877,2.4739264858908427e-08,1.2369631985365004e-09
1878,3.01954443671093e-08,3.0195443923020093e-09
1879,4.459807456669296e-08,8.55305515301552e-09
1880,5.0059199452334724e-08,6.417846254436199e-09
1881,5.508281120114589e-08,6.972507571312292e-10
1882,4.6587697255517924e-08,3.3276925659464496e-09
1883,4.2971503688704615e-08,2.5277355764075082e-09
1884,5.677459569142229e-08,4.621187876807653e-09
1885,4.254119545521462e-08,3.86738152613475e-09
1886,3.0976625708944994e-08,1.2906927748801422e-09
1887,6.137189245691843e-08,9.140494583448344e-09
1888,3.6775563927449184e-08,5.706553452000662e-09
1889,2.944614330147033e-08,2.5060546970934183e-09
1890,4.0637196718762425e-08,8.520702365899524e-09
1891,2.932141285327816e-08,3.824531802365527e-09
1892,3.949162774574688e-08,6.268512375839919e-09
1893,3.87980243488073e-08,3.079208221734575e-09
1894,3.465846631911518e-08,3.780923574225881e-09
1895,3.611168608586013e-08,6.6204757231957956e-09
1896,3.538217541176891e-08,2.948514543632541e-09
1897,3.96216535136773e-08,2.330685422435863e-09
1898,4.3003495875382214e-08,6.224190496340043e-09
1899,4.145683618617113e-08,5.527578395003729e-09
1900,5.0353214930964896e-08,3.633737311048435e-09
1901,4.470991044058792e-08,5.029864968975062e-09
1902,2.5042448115186744e-08,1.4730852093691738e-09
1903,3.6181475593366486e-08,1.6200660812870638e-09
1904,4.72967016662551e-08,7.524475265086039e-09
1905,6.605771574186292e-08,5.160758931310738e-09
1906,5.041300710217911e-08,8.230695236477459e-09
1907,3.651418722938615e-08,7.199980611716228e-09
1908,4.174680867663483e-08,2.4556945366072114e-09
1909,3.960708028216686e-08,1.1001967115120692e-09
1910,5.076943310200477e-08,1.068830135508847e-09
1911,2.500575924102577e-08,6.384448969498635e-09
1912,4.5842906359894187e-08,4.167536982180309e-09
1913,4.2423916823963737e-08,5.30298971401777e-10
1914,3.549274296688054e-08,8.036092680185902e-09
1915,4.7123048574349014e-08,4.712304768617059e-09
1916,7.801097723358907e-08,2.966614687238689e-08
1917,8.005489604556715e-08,1.2063066989753679e-08
1918,9.763419939190499e-08,1.2635013924011673e-08
1919,4.603924352863942e-08,2.2098836538475553e-08
1920,7.496509368820625e-08,1.4387239843927091e-08
1921,3.256281289054641e-08,6.058197943303867e-09
1922,6.345024416987144e-08,1.4018077365562931e-08
1923,3.290944050604594e-08,3.1847844361720945e-09
1924,4.383152329978657e-08,5.156649773851996e-09
1925,4.179307566687385e-08,7.698724324711748e-09
1926,4.7928395474627905e-08,4.458455382660986e-09
1927,3.5677519605314956e-08,3.3447675740205796e-09
1928,5.0274582719112004e-08,2.2852082448565625e-09
1929,5.23599084090165e-08,2.2280812750352652e-09
1930,3.151081173768944e-08,2.100720708497761e-09
1931,2.3951248095954725e-08,4.5621426636444085e-09
1932,5.589363638591749e-08,4.383814644626227e-09
1933,1.261772819560747e-08,2.2941324395731044e-09
1934,3.4746584276490466e-08,1.3179738189705859e-08
1935,4.4282650435434334e-08,7.180970484910176e-09
1936,3.031178508194898e-08,0.0
1937,3.5255130370615007e-08,2.5182236296217297e-09
1938,4.797129449229942e-08,3.8895642262559704e-09
1939,1.988226472349197e-08,3.058810094103137e-09
1940,3.803674530900025e-08,0.0
1941,3.246652724442356e-08,2.9515025978810172e-09
1942,4.5513175450651033e-08,6.068423541449874e-09
1943,2.0322646676618206e-08,2.9032352077962287e-09
1944,3.855823393905666e-08,1.6065930807940276e-08
1945,1.9606536838523425e-08,4.357008087652048e-09
1946,6.682130049284751e-08,8.352662561605939e-09
1947,5.602809238780537e-08,3.5762612871081956e-09
1948,4.240036233227329e-08,4.348755133776194e-09
1949,4.22131343214005e-08,9.817008317369869e-10
1950,3.828730044119766e-08,6.381216888229346e-09
1951,4.371174711081949e-08,4.264560704569931e-09
1952,4.323369751091377e-08,1.0544803918932644e-09
1953,4.5250075686453783e-08,4.3095309543161875e-09
1954,3.9090146231046674e-08,2.9317608341017376e-09
1955,4.5050917663047585e-08,2.815682353940474e-09
1956,4.534993536253751e-08,8.72114114258693e-09
1957,5.742774433770137e-08,7.068030161150318e-09
1958,3.6397871383542224e-08,5.790570245522986e-09
1959,5.115493451057773e-08,6.200598257066758e-09
1960,3.737250153790228e-08,1.3841666701708277e-09
1961,8.407272389376885e-08,3.47407969059077e-09
1962,5.010145542883038e-08,1.2683912808952869e-09
1963,3.427008365974871e-08,2.5864212993553792e-09
1964,5.2322128851756133e-08,4.867174663303331e-09
1965,3.775710055720083e-08,3.830430195250756e-09
1966,2.658755882123387e-08,1.1078149508847446e-09
1967,3.69775179365206e-08,3.944268467392931e-09
1968,5.61426993783698e-08,8.084548142051062e-09
1969,5.177603767947403e-08,5.904285060864822e-09
1970,2.8052221878738237e-08,3.6789800095249348e-09
1971,5.70362104213018e-08,2.569198631618974e-09
1972,3.33459553303328e-08,4.104117490300041e-09
1973,3.197658315912122e-08,6.064523994098181e-09
1974,4.950502940914703e-08,1.1251143350321513e-09
1975,3.084199207137317e-08,5.711480177694739e-10
1976,3.199575004941835e-08,2.856763492431469e-09
1977,2.7620874476497193e-08,2.938390863960194e-09
1978,2.673266052966028e-08,1.1881182704343018e-09
1979,2.63338808537128e-08,0.0
1980,3.581644847372445e-08,2.8425752862659692e-09
1981,3.479052068655619e-08,1.8976649140967083e-09
1982,2.4209258597807093e-08,4.345251713999687e-09
1983,3.031351525351056e-08,0.0
1984,3.479405208395292e-08,1.1598016991243298e-09
1985,2.4062231318566774e-08,1.8046674155058895e-09
1986,4.1961399688261736e-08,1.7983456945813714e-09
1987,3.6053819485459826e-08,6.721898593298192e-09
1988,2.5185526553173077e-08,2.398621523624911e-09
1989,3.786804469996241e-08,4.939309850016116e-09
1990,2.7788120249283565e-08,4.358920779878872e-09
1991,3.692722927439718e-08,5.2753188484189195e-09
1992,3.8018615811097334e-08,4.4079553340736766e-09
1993,3.323524566667402e-08,3.323524566667402e-09
1994,3.3759530282395644e-08,1.0549853213248639e-09
1995,3.524592884218691e-08,2.7112254663563817e-09
1996,3.096093337262573e-08,2.135236876199542e-09
1997,2.6851409984374186e-08,9.58978896292706e-10
1998,2.6224711291433778e-08,9.536258449571733e-10
1999,2.6507166239753133e-08,9.140402323914998e-10
2000,4.064589020913445e-08,4.4180314962005696e-10
2001,2.891599848453552e-08,1.7524847129024579e-09
2002,3.811662807606808e-08,2.6287327870022636e-09
2003,2.5001536840818517e-08,8.333845835650777e-10
2004,4.140503762073422e-08,2.2023955992267474e-09
2005,2.7022498017004182e-08,4.053374524914943e-09
2006,2.5119128110873135e-08,2.0589450144825605e-09
2007,2.8760252845927425e-08,2.7961355453243186e-09
2008,3.2356542334355254e-08,8.514879357157668e-10
2009,2.2410505451375684e-08,2.860915504498962e-09
2010,3.920748170571642e-08,3.3066551718974324e-09
2011,2.5238215073386527e-08,4.5887662558641296e-09
2012,3.948933269271038e-08,2.7234021704458655e-09
2013,3.904775169871755e-08,2.2313000336282585e-09
2014,4.1143458417991496e-08,1.7323561474213989e-09
2015,3.7016807397094453e-08,3.768178213903184e-09
2016,4.2255337007190974e-08,4.971216327476213e-09
2017,3.446387353278624e-08,2.264050280587071e-09
2018,4.207790738064432e-08,3.3559066636712487e-09
2019,3.9540310581287486e-08,3.06118530524202e-09
