year,les_DET yeux_NOUN,les_DET dieux_NOUN
1872,8.745117679609393e-05,1.3721412912559572e-05
1873,8.150304461196356e-05,1.2250357897869435e-05
1874,8.316237426697626e-05,1.2233012384399444e-05
1875,8.566041378799127e-05,1.2578777415228615e-05
1876,8.149363156917389e-05,1.3845978031667983e-05
1877,8.399103944611852e-05,1.4062416425986157e-05
1878,7.783841533637315e-05,1.5028876305223093e-05
1879,8.255775628640549e-05,1.28045344780503e-05
1880,7.843057574064005e-05,1.3954323165421556e-05
1881,8.09208345344814e-05,1.1879061290187565e-05
1882,8.345586707037e-05,1.2728423840258074e-05
1883,7.672056949559192e-05,1.3224480582607612e-05
1884,7.999078206921695e-05,1.2458062499831613e-05
1885,7.592507631670742e-05,1.1077469537212892e-05
1886,7.549068118350988e-05,1.06127209846818e-05
1887,7.707787062827265e-05,1.0450849842413845e-05
1888,7.691546306887176e-05,9.88945647861783e-06
1889,7.488404730793263e-05,8.926566948730397e-06
1890,7.16217475655867e-05,8.81564970711679e-06
1891,7.14715824869927e-05,8.700810582240592e-06
1892,7.144975575101853e-05,1.0081648568416313e-05
1893,7.031310201455199e-05,9.92428836354975e-06
1894,6.984815377109044e-05,9.504611377053607e-06
1895,7.112738217074366e-05,7.740539970768623e-06
1896,7.044944459266844e-05,8.314810912679604e-06
1897,6.884611707391741e-05,7.520539369920698e-06
1898,6.837385967628506e-05,8.16613803067412e-06
1899,7.045451070553099e-05,8.241066723257973e-06
1900,6.963849637031672e-05,8.368496722255259e-06
1901,6.706654335175699e-05,8.161794411876144e-06
1902,5.7952152701545856e-05,6.8596666267239925e-06
1903,6.513421521958662e-05,8.523167721818936e-06
1904,6.0124858009658055e-05,9.677012627662407e-06
1905,6.228416691556049e-05,8.424939181850277e-06
1906,6.377296722348547e-05,8.198287019922645e-06
1907,6.141326525721524e-05,8.661576629265255e-06
1908,6.458034749812214e-05,8.780090368532001e-06
1909,6.717691326230124e-05,8.636544094997589e-06
1910,6.658811821580457e-05,8.752115533638971e-06
1911,6.24734284428996e-05,8.697747816199808e-06
1912,6.25526474777871e-05,8.731511115911417e-06
1913,6.287966948548274e-05,8.73243303090021e-06
1914,6.244579503800196e-05,9.403567545973601e-06
1915,6.146730197542638e-05,5.683039560722136e-06
1916,6.669279355264734e-05,6.045301660151381e-06
1917,6.632822646679415e-05,6.82440607135959e-06
1918,6.494626632047584e-05,6.360006452155176e-06
1919,6.5563562884563e-05,8.473062280245358e-06
1920,6.473122607530968e-05,1.0657916391210165e-05
1921,6.642511243626359e-05,8.222489185527593e-06
1922,7.062307281557878e-05,8.48167459821525e-06
1923,6.934443149475555e-05,1.190366248238206e-05
1924,6.705578175569826e-05,1.244428506197437e-05
1925,7.215354935397045e-05,1.2536823106756856e-05
1926,6.793683110117854e-05,1.0875287614453555e-05
1927,7.906138125690632e-05,9.445623192050334e-06
1928,6.573972859769128e-05,8.676935635776317e-06
1929,6.69271057631704e-05,9.154071733519231e-06
1930,5.9882092728003045e-05,9.31144467131162e-06
1931,5.649871422974684e-05,9.539440441130864e-06
1932,5.6748479892121395e-05,8.82242692057389e-06
1933,5.341887481336016e-05,7.2207816970149e-06
1934,5.376853982852481e-05,8.964618444906591e-06
1935,5.556874475587392e-05,9.02648005762785e-06
1936,5.466063953463163e-05,9.567611982674862e-06
1937,5.427023643278517e-05,8.326506275579959e-06
1938,5.6257363667100435e-05,8.888951015251223e-06
1939,5.375093974180345e-05,8.459139095862156e-06
1940,4.318945343584346e-05,8.588696545075436e-06
1941,5.9903695046159555e-05,9.610092590150998e-06
1942,5.98346550759743e-05,1.074414393542611e-05
1943,6.347052908495243e-05,1.0817454494826961e-05
1944,6.66125638417725e-05,1.3630335601533261e-05
1945,6.836145803390536e-05,1.2349939623845785e-05
1946,6.637861179115134e-05,1.050208064157232e-05
1947,6.748524469912809e-05,1.2193858992759488e-05
1948,6.530090445266978e-05,1.0817528249162933e-05
1949,5.644779662361543e-05,1.0676978263290948e-05
1950,6.450240493904857e-05,1.2400831053582806e-05
1951,6.14917671555304e-05,9.916169773305228e-06
1952,5.801645852443471e-05,9.054822982079713e-06
1953,5.524926473299274e-05,9.991647488050148e-06
1954,6.163831540106912e-05,1.0931559188520623e-05
1955,5.435393336483685e-05,1.0094220840528578e-05
1956,6.056222332517791e-05,1.0535138642353559e-05
1957,5.449274522106862e-05,1.1090622450637966e-05
1958,5.624629261546943e-05,1.1423968260260153e-05
1959,5.4422652056018705e-05,9.946534504479132e-06
1960,5.847758120580693e-05,1.0815878653147593e-05
1961,6.0468440324257244e-05,1.0270074568552445e-05
1962,6.054538835087442e-05,1.116247736376863e-05
1963,5.883267772333056e-05,1.1119025160155616e-05
1964,5.8592266896084766e-05,1.0081135542350239e-05
1965,5.662087437485752e-05,1.0365144646584667e-05
1966,6.185484744491987e-05,1.0905330668720126e-05
1967,6.165976401462103e-05,1.033743467360182e-05
1968,6.026357323207776e-05,1.2160059270627244e-05
1969,5.605664523500309e-05,9.454577423184674e-06
1970,5.0586896350068855e-05,1.0058791417577595e-05
1971,5.2598178626794834e-05,1.0214106623607222e-05
1972,5.0103579724236624e-05,1.237853143720713e-05
1973,4.798417080564832e-05,8.903272771476622e-06
1974,4.225254247103294e-05,7.97143493969088e-06
1975,4.050410507261404e-05,8.277648163357298e-06
1976,4.190871823084308e-05,8.7954030760784e-06
1977,4.175512412984972e-05,7.987134168274679e-06
1978,4.649879224416509e-05,9.533461167166024e-06
1979,4.845902003580704e-05,9.869938395468125e-06
1980,4.641186342269066e-05,8.472011742810537e-06
1981,4.859919636146515e-05,1.1072874201545346e-05
1982,4.81720808238606e-05,1.0078500864096895e-05
1983,4.9551863867236534e-05,8.753659585636342e-06
1984,4.831617752643069e-05,9.740014633052851e-06
1985,4.769435213347606e-05,1.0579561603663024e-05
1986,4.964093250237056e-05,1.116712687121435e-05
1987,4.6814357347102487e-05,1.0577823985613577e-05
1988,4.728402632281359e-05,9.807364165226318e-06
1989,4.927235977447708e-05,1.0144244811272074e-05
1990,4.505543870436668e-05,9.655009307607543e-06
1991,4.573349792735826e-05,9.810334319126923e-06
1992,4.7047210955497576e-05,1.0998399886830157e-05
1993,4.831961268791929e-05,1.0905591210530474e-05
1994,4.775760294251086e-05,1.0860546382218672e-05
1995,4.967344671058527e-05,1.104119428418926e-05
1996,4.583125905810448e-05,1.0233122537783856e-05
1997,4.6466365120068076e-05,1.1533638968330706e-05
1998,4.892625133834372e-05,1.0118447164586541e-05
1999,4.736236405733507e-05,1.108685091821826e-05
2000,4.753625125886174e-05,1.1213406082788424e-05
2001,4.7990040002332535e-05,1.0738788574826685e-05
2002,5.195164976612432e-05,1.238308462347959e-05
2003,5.528590031644853e-05,1.2038240129186306e-05
2004,5.297818597682635e-05,1.0516438749164081e-05
2005,5.459625299408799e-05,1.0898623855837286e-05
2006,5.898342010368651e-05,1.084858095623531e-05
2007,8.397953433814109e-05,1.1859609372777413e-05
2008,8.946285424826783e-05,9.99008210555985e-06
2009,0.00010409154720036895,1.1699714008273077e-05
2010,0.0001373334152958705,1.0505243494662864e-05
2011,0.00015790594443387818,1.0795072739711031e-05
2012,0.00019461126157693798,1.110705544249413e-05
2013,0.00021537344764510635,1.2597640676403898e-05
2014,0.00023152636549639283,1.3260969410566759e-05
2015,0.00023226097437145654,1.1864441887610155e-05
2016,0.00023763904755469412,1.2852457899725778e-05
2017,0.00024444798691547476,1.3022313197552648e-05
2018,0.0002697570835152874,1.1924053097800424e-05
2019,0.00025312073648819933,1.2982487248791585e-05
