year,ces_DET hommages_NOUN,ces_DET dommages_NOUN
1910,2.1857575660533257e-07,3.2332111388200246e-07
1911,2.1068682087843627e-07,3.554009921913348e-07
1912,1.7347372960330176e-07,3.2663070292926477e-07
1913,1.617411893306553e-07,4.2848155956676237e-07
1914,1.4866770747801183e-07,4.6408435139255744e-07
1915,1.590402920470524e-07,7.787083546872964e-07
1916,1.659106780849129e-07,7.47147403501458e-07
1917,1.4914337231886066e-07,6.327627026792015e-07
1918,2.0101158071383907e-07,5.938456268950176e-07
1919,1.5745420256507714e-07,7.393902521357631e-07
1920,1.673463216889104e-07,6.936164247406396e-07
1921,1.6205680086756047e-07,6.800327199130152e-07
1922,1.5346105541880206e-07,5.098153330607147e-07
1923,1.8577910054773383e-07,4.830256301602276e-07
1924,1.456753571105196e-07,5.014841946149318e-07
1925,1.4737558418076446e-07,4.399271098520785e-07
1926,1.527020927483136e-07,4.681378271698122e-07
1927,1.6500853305956298e-07,4.024870250418644e-07
1928,1.542515626340446e-07,4.4675822508111196e-07
1929,1.637639783780287e-07,4.277915905959162e-07
1930,1.1974108016232776e-07,3.82331165837968e-07
1931,1.482696418975138e-07,3.763767750797342e-07
1932,1.5452946033889248e-07,3.7262424257278326e-07
1933,9.520649513206081e-08,3.062666777964296e-07
1934,1.485715888094319e-07,3.2110634329285404e-07
1935,1.2925746872838317e-07,2.4774347551215214e-07
1936,1.3337185933437468e-07,3.661663718901309e-07
1937,1.1835650948199827e-07,2.870774977736801e-07
1938,1.4521040725412604e-07,3.3709556745975533e-07
1939,1.5752871895813314e-07,3.655278071335033e-07
1940,1.1411022970975182e-07,3.5754538174614936e-07
1941,1.0330258959356797e-07,5.017554371988808e-07
1942,1.061974117533282e-07,2.700448433756719e-07
1943,1.7419411513230898e-07,1.8000058510381223e-07
1944,8.03296504869877e-08,4.0164827197486375e-07
1945,1.6774481181869305e-07,3.529176559879943e-07
1946,1.0858461418905563e-07,3.2157751661543443e-07
1947,1.2636122992404353e-07,4.434563933841673e-07
1948,1.3481140559434834e-07,2.902793987402674e-07
1949,1.0013348461512805e-07,3.2494296675622536e-07
1950,1.27624331547338e-07,3.265055887879953e-07
1951,1.1727541804340547e-07,4.946890328483278e-07
1952,1.1177492442726589e-07,3.268889230412242e-07
1953,1.1743471972636144e-07,2.7365522115019303e-07
1954,9.47935978601322e-08,2.4724516478613623e-07
1955,1.1075017347650373e-07,3.2286491347122137e-07
1956,8.808353157974125e-08,3.226822258284301e-07
1957,1.0955446860805296e-07,2.7476967545680964e-07
1958,8.52041051047081e-08,2.771201668139156e-07
1959,8.060777823004628e-08,3.4955871441866293e-07
1960,7.82054163650514e-08,2.221587500628175e-07
1961,1.0561202223868804e-07,2.369322373851901e-07
1962,9.639773601577417e-08,2.568492405430334e-07
1963,9.634419484427781e-08,2.1790598836446406e-07
1964,7.909158927787985e-08,2.524846927087765e-07
1965,8.70054908119755e-08,2.35845064366913e-07
1966,9.194863981321078e-08,2.5424353466974026e-07
1967,9.219727736820005e-08,2.208790288449336e-07
1968,8.668432616154575e-08,1.5270813147338913e-07
1969,7.993494044455929e-08,2.2890458772906186e-07
1970,9.979233617229966e-08,2.5890822286100956e-07
1971,9.762955066605628e-08,1.7162248333590924e-07
1972,8.567345410881444e-08,2.878012388407569e-07
1973,7.553089442779992e-08,2.4147831823029264e-07
1974,5.906850431003363e-08,2.7115255818443984e-07
1975,6.568202159940029e-08,2.724375924856304e-07
1976,7.541855229220573e-08,2.262556613175093e-07
1977,7.345977204309406e-08,1.7806649310614375e-07
1978,9.623757613042017e-08,1.841583276984693e-07
1979,6.96384847564957e-08,2.2296018542533602e-07
1980,7.447547023531342e-08,1.688489703610685e-07
1981,7.084615827324114e-08,1.998873671027468e-07
1982,5.71090223999704e-08,1.5084230220452355e-07
1983,4.92594640633115e-08,1.553567692269553e-07
1984,6.436899280259922e-08,2.000657950418372e-07
1985,7.27882518702927e-08,1.846776385150406e-07
1986,6.833713239728922e-08,1.9422132346846865e-07
1987,6.233033023050893e-08,1.588812335029388e-07
1988,8.874899659616631e-08,1.739000587974715e-07
1989,6.201577917863688e-08,1.7507109539849353e-07
1990,5.503137590068263e-08,2.2611902039670895e-07
1991,5.2167038688821776e-08,1.7525781004223973e-07
1992,7.328225759550833e-08,1.8293014925063744e-07
1993,7.367145826719934e-08,1.606370148010683e-07
1994,7.754142172800016e-08,2.2049193759698937e-07
1995,7.211859731626191e-08,1.9466598288886416e-07
1996,7.793614464901566e-08,1.7935990115347522e-07
1997,6.616954273397369e-08,1.985086299782779e-07
1998,8.725676181597919e-08,1.5353375815152503e-07
1999,7.083811492947234e-08,1.5584386048317356e-07
2000,9.675488676919031e-08,1.6965240945410187e-07
2001,5.5641390162008975e-08,1.6911477906944583e-07
2002,6.3089590440768e-08,1.967168472560843e-07
2003,5.9586996670191184e-08,1.7626083348432076e-07
2004,8.060767875406327e-08,1.4756050958908418e-07
2005,9.412836732280994e-08,1.5537936270959563e-07
2006,9.141715828775432e-08,1.2641922353395785e-07
2007,7.629455911484229e-08,1.2902168755601906e-07
2008,6.51388258887664e-08,1.588024964860324e-07
2009,8.773474480250343e-08,1.2540346538969516e-07
2010,8.219399560971397e-08,1.1998434423787785e-07
2011,5.888916954077672e-08,9.751128438040269e-08
2012,6.570207755629554e-08,1.0451055665328113e-07
2013,5.57825026170633e-08,1.5535426456381174e-07
2014,9.549613277926028e-08,1.1325278315155174e-07
2015,8.73330727735322e-08,1.4673728543357356e-07
2016,1.1516650921805649e-07,1.4955075400280293e-07
2017,4.880285908726023e-08,1.5320073032398795e-07
2018,5.65341222724669e-08,1.445621382600848e-07
2019,1.0765168312332207e-07,1.1760053197917841e-07
