year,pas_ADV eu_VERB,pas_ADV dû_VERB
1868,2.45813080255175e-05,3.736026656042668e-06
1869,2.582746856205631e-05,3.92146603189758e-06
1870,2.4851367925293744e-05,3.696167823363794e-06
1871,2.818754182953853e-05,3.961699349019909e-06
1872,2.734183544816915e-05,3.663478082671645e-06
1873,2.6412048100610264e-05,3.7101256111782277e-06
1874,2.6748923119157553e-05,3.5823757116304478e-06
1875,2.5674780772533268e-05,3.585108970582951e-06
1876,2.497850618965458e-05,3.588914296415169e-06
1877,2.4468368792440742e-05,3.547610504028853e-06
1878,2.4206479793065228e-05,3.650025291790371e-06
1879,2.5364695829921402e-05,3.625884573921212e-06
1880,2.4315293558174744e-05,3.4566519389045425e-06
1881,2.434241832816042e-05,3.125077910226537e-06
1882,2.5305771487182938e-05,3.2178786568692885e-06
1883,2.4984770789160393e-05,3.437720351939788e-06
1884,2.4729957658564672e-05,3.1721153845865047e-06
1885,2.518438850529492e-05,3.335616383992601e-06
1886,2.3946868168422952e-05,3.2157611258298857e-06
1887,2.5392946554347873e-05,3.291883786005201e-06
1888,2.525276613596361e-05,3.3833518955361797e-06
1889,2.504175245121587e-05,3.210255954400054e-06
1890,2.6125129807041958e-05,3.373542767803883e-06
1891,2.4647833924973384e-05,3.618644768721424e-06
1892,2.4835846488713287e-05,3.2126126825460233e-06
1893,2.5230416213162243e-05,3.1999131806514924e-06
1894,2.5523755539325066e-05,3.231429445804679e-06
1895,2.457400296407286e-05,3.2801449378894176e-06
1896,2.4874258087947965e-05,3.184395609423518e-06
1897,2.4384213247685693e-05,3.356187107783626e-06
1898,2.5205141355399974e-05,3.342390300531406e-06
1899,2.5254952561226673e-05,3.2043371902545914e-06
1900,2.3609429263160564e-05,2.9708396596106468e-06
1901,2.4198121536755934e-05,3.1419890547113027e-06
1902,2.1113239199621603e-05,2.6427146622154396e-06
1903,2.3992639398784377e-05,3.0246633286878932e-06
1904,2.376928023295477e-05,3.168341436321498e-06
1905,2.4114162442856468e-05,3.2089599244500278e-06
1906,2.3862328816903755e-05,3.1317795219365507e-06
1907,2.3410737412632443e-05,3.2945054044830613e-06
1908,2.4200870029744692e-05,3.1000688522908604e-06
1909,2.4386410586885177e-05,3.400708010303788e-06
1910,2.4151286197593436e-05,3.4117058476113016e-06
1911,2.340858191018924e-05,3.262985501351068e-06
1912,2.350334580114577e-05,3.2866239507711725e-06
1913,2.2921642084838822e-05,3.284671720393817e-06
1914,2.4128366931108758e-05,3.1387637591251405e-06
1915,2.7030957426177338e-05,3.319818688396481e-06
1916,2.694015893212054e-05,3.1588954243488843e-06
1917,2.6286519641871564e-05,3.1835529625823256e-06
1918,2.4879491320461966e-05,3.220779944967944e-06
1919,2.4569302695454098e-05,3.2798354823171394e-06
1920,2.3614004021510482e-05,3.4347642667853506e-06
1921,2.3516409783042036e-05,3.1805539038032293e-06
1922,2.3708995286142454e-05,3.3355645427946e-06
1923,2.3796708774170838e-05,3.1285198929253966e-06
1924,2.4705508621991612e-05,3.375027290530852e-06
1925,2.3816553948563524e-05,3.21366769640008e-06
1926,2.268685057060793e-05,3.508804411467281e-06
1927,2.4869461412890814e-05,3.6948531487723812e-06
1928,2.3196005713543855e-05,3.450664507909096e-06
1929,2.3902855900814757e-05,3.6150618143437896e-06
1930,2.3310647520702332e-05,3.3033832096407423e-06
1931,2.3117518139770254e-05,3.2630725854687626e-06
1932,2.271363882755395e-05,3.2505986382602714e-06
1933,2.2199172235559672e-05,3.188844175383565e-06
1934,2.14949541259557e-05,3.34645528710098e-06
1935,2.1290381482685916e-05,3.430110155022703e-06
1936,2.128736196027603e-05,3.4094696275133174e-06
1937,2.184936784033198e-05,3.2220671073446283e-06
1938,2.0969937395420857e-05,3.29186786984792e-06
1939,2.1348965674405918e-05,3.2775149065855658e-06
1940,1.9761357179959305e-05,2.9491154691640986e-06
1941,2.0935007341904566e-05,3.4857246191677405e-06
1942,2.124251659552101e-05,3.5985751765110763e-06
1943,2.1359101083362475e-05,3.4403337849653326e-06
1944,2.2498728867503814e-05,3.5537839266908122e-06
1945,2.395918818365317e-05,4.0258755689137615e-06
1946,2.3086759028956294e-05,3.605566007536254e-06
1947,2.409446460660547e-05,3.783684405789245e-06
1948,2.156873779313173e-05,3.431167897360865e-06
1949,2.0943605704815127e-05,3.3152036849060096e-06
1950,2.17429333133623e-05,3.57029080078064e-06
1951,2.2511549104820006e-05,3.3498124594188994e-06
1952,2.1100153389852494e-05,3.185585228493437e-06
1953,2.1344028937164694e-05,3.4206902910227655e-06
1954,2.290878001076635e-05,3.819106950686546e-06
1955,2.1391677364590578e-05,3.5449440929369302e-06
1956,2.145139114873018e-05,3.717822664839332e-06
1957,2.04221887543099e-05,3.2601290058664745e-06
1958,2.082537321257405e-05,3.457797674855101e-06
1959,2.0315485016908497e-05,3.430481001487351e-06
1960,2.063515603367705e-05,3.3123108096333453e-06
1961,2.09084009838989e-05,3.35596087097656e-06
1962,2.077942008327227e-05,3.3472845188953215e-06
1963,1.978482941922266e-05,3.3216115298273508e-06
1964,2.1115629351697862e-05,3.363826181157492e-06
1965,1.994997546717059e-05,3.335210521981935e-06
1966,2.039708851953037e-05,3.370526883372804e-06
1967,2.0927302102791145e-05,3.6578160234057577e-06
1968,2.0972665879526176e-05,3.3869766866700957e-06
1969,2.053419484582264e-05,3.4285728816030314e-06
1970,2.0312569176894613e-05,3.082525381614687e-06
1971,1.9351718947291374e-05,2.9828397600795142e-06
1972,1.9020531908608973e-05,2.959581706818426e-06
1973,1.8959908629767597e-05,2.8795464004360838e-06
1974,1.8663959053810686e-05,2.9269849619595334e-06
1975,1.7639906218391843e-05,2.842032472472056e-06
1976,1.8913488020189106e-05,2.8567633307829965e-06
1977,1.866348429757636e-05,2.771490244413144e-06
1978,1.9030683688470162e-05,2.809899797284743e-06
1979,1.9392855392652564e-05,2.910771627284703e-06
1980,1.9475621229503304e-05,2.8755491712217918e-06
1981,1.9886261725332588e-05,3.021714974238421e-06
1982,1.980503657250665e-05,3.0069140848354436e-06
1983,1.9389282897464e-05,2.9587256449303823e-06
1984,1.980419438041281e-05,3.056657305933186e-06
1985,1.9112028894596733e-05,3.0101853099040454e-06
1986,2.1014267986174673e-05,3.0535909445461584e-06
1987,1.988154326681979e-05,2.977189978992101e-06
1988,2.0351704733911902e-05,2.995878276124131e-06
1989,2.106780266331043e-05,3.09749611915322e-06
1990,1.981619789148681e-05,2.8354779715300538e-06
1991,2.0682180547737516e-05,2.7953326480201213e-06
1992,1.9746537873288617e-05,2.7175044579053065e-06
1993,2.0493405827437527e-05,2.815579136949964e-06
1994,2.0406581825227477e-05,2.975058578158496e-06
1995,2.0239298464730382e-05,2.8077449769625673e-06
1996,2.0586352547979914e-05,2.788085566862719e-06
1997,2.0445429981919006e-05,2.6913742203760194e-06
1998,2.0963556380593218e-05,2.786494633255643e-06
1999,2.029854840657208e-05,2.670368530743872e-06
2000,1.9715465896297246e-05,2.7263672564004082e-06
2001,1.9777666238951497e-05,2.7242374471825315e-06
2002,2.0048908481840044e-05,2.8044198643328855e-06
2003,2.080669582937844e-05,2.8776769340765895e-06
2004,2.0349694750620984e-05,2.859150072254124e-06
2005,1.985883318411652e-05,2.830156290656305e-06
2006,2.0740164472954348e-05,3.105712494289037e-06
2007,2.228320408903528e-05,4.294065547583159e-06
2008,2.2800717488280497e-05,4.503093805396929e-06
2009,2.369410140090622e-05,5.100535418023355e-06
2010,2.7026710085920058e-05,6.419634701160248e-06
2011,2.6375082597951405e-05,6.886208666401217e-06
2012,3.016780647158157e-05,8.230461389757693e-06
2013,3.1728530302643776e-05,8.89228886080673e-06
2014,3.4291340853087604e-05,1.0008254321292043e-05
2015,3.265813575126231e-05,9.499133739154786e-06
2016,3.281499812146649e-05,9.84632242762018e-06
2017,3.3377633371856064e-05,1.0729837413236964e-05
2018,3.522798579069786e-05,1.1321022611809894e-05
2019,3.4485528885852545e-05,1.0829197890416253e-05
