year,ses_DET ans_NOUN,ses_DET dents_NOUN
1865,8.425251252219823e-08,2.27293505616899e-06
1866,1.1093597684919132e-07,2.4678388754750813e-06
1867,9.899735431417866e-08,2.470566386136852e-06
1868,8.842374432660449e-08,2.4398038291906232e-06
1869,8.497323022993442e-08,2.544313481678273e-06
1870,8.601073497871425e-08,2.463920679929288e-06
1871,7.965882775629041e-08,2.3759574006021467e-06
1872,7.498700549390946e-08,2.608217521071765e-06
1873,9.098726883038921e-08,2.2531319885388257e-06
1874,7.528007572865647e-08,2.6336076928146213e-06
1875,9.669380807153516e-08,2.641629066602036e-06
1876,9.915464427301401e-08,2.3240880864250357e-06
1877,1.063788335198268e-07,2.472070839587559e-06
1878,1.0568405106603507e-07,2.2851912220289705e-06
1879,1.2951769345903585e-07,2.3972993332677106e-06
1880,8.407378460084658e-08,2.716032483363051e-06
1881,7.181682448731408e-08,2.4264327294076793e-06
1882,6.122954476772691e-08,2.718724765315983e-06
1883,6.066565261253487e-08,2.633268572083125e-06
1884,6.139578090369469e-08,2.4815779084974565e-06
1885,5.41433392009516e-08,2.5376467434057304e-06
1886,6.195325363833604e-08,2.4374731992793386e-06
1887,5.353718296463583e-08,2.593288932928317e-06
1888,6.213802317134309e-08,2.43860031901022e-06
1889,6.82899904402845e-08,2.3193535696464096e-06
1890,4.653614471550327e-08,2.307799505274488e-06
1891,5.2268602779292905e-08,2.2966313792949222e-06
1892,4.8894397863818995e-08,2.123145044663488e-06
1893,3.879802479289651e-08,1.9208100709988685e-06
1894,5.9234470217717217e-08,1.9931768697745156e-06
1895,2.6481904225050812e-08,2.001791244765627e-06
1896,4.776593365285464e-08,1.9914267568310606e-06
1897,3.845631113552628e-08,2.0760581236345388e-06
1898,3.791097891170381e-08,2.1167906609775855e-06
1899,5.030096339453394e-08,2.214900689523347e-06
1900,4.568126776849368e-08,2.1200261883791427e-06
1901,7.041810740071597e-08,1.8375773152001784e-06
1902,4.9593866791042274e-08,2.1531594427415257e-06
1903,5.238213796054936e-08,1.777752569154245e-06
1904,5.4283715300584845e-08,1.9864614486664323e-06
1905,5.47040444054403e-08,1.8382623423462974e-06
1906,5.247068113334308e-08,2.0422412845277904e-06
1907,5.914269740614486e-08,1.9527376764472137e-06
1908,4.71493368792153e-08,2.102074589060976e-06
1909,5.005894987419879e-08,2.105226457160825e-06
1910,4.2753206530576904e-08,2.624512468685225e-06
1911,5.5863928927202267e-08,2.100483698086464e-06
1912,5.5219864347755276e-08,2.0139622236570176e-06
1913,4.984810397790085e-08,1.954681991378493e-06
1914,7.500352927625187e-08,1.8878121039733742e-06
1915,4.1232666947443875e-08,1.7235254716752024e-06
1916,4.6147340837521256e-08,1.7481052481116421e-06
1917,3.947912841084644e-08,1.986019519506499e-06
1918,1.1026920887502456e-07,1.714916038508818e-06
1919,8.471220486194753e-08,1.9060245790569752e-06
1920,4.391894581345923e-08,2.0073986775059893e-06
1921,5.300923133777502e-08,2.2627368636563006e-06
1922,6.861480361664007e-08,2.702537670984384e-06
1923,9.342034656967257e-08,2.567997775315689e-06
1924,7.606058605169608e-08,2.627312966296813e-06
1925,7.478760966073139e-08,2.6681579186060844e-06
1926,5.684530801630672e-08,2.430972813272092e-06
1927,5.6861046204836896e-08,2.9088327693216343e-06
1928,4.798937336403242e-08,2.5342958380747405e-06
1929,6.57283965033173e-08,2.313862445646464e-06
1930,4.20144132817768e-08,2.2897856126746774e-06
1931,4.5621425748265665e-08,2.1293800713806377e-06
1932,5.58936368300067e-08,2.009979027661757e-06
1933,1.835305885045102e-08,2.0979842005885985e-06
1934,2.516131836216573e-08,2.002122030830833e-06
1935,5.0266793394371234e-08,2.1854087464134864e-06
1936,6.304851440930292e-08,2.173961220819365e-06
1937,2.3923124259361828e-08,2.109012314122083e-06
1938,1.1409389033545381e-07,2.126295164828207e-06
1939,7.188203721142372e-08,1.9301091782608637e-06
1940,2.02862628917444e-08,1.4885045303003608e-06
1941,4.7224041566096275e-08,2.2490450675149987e-06
1942,5.765002231150618e-08,1.9509981399323806e-06
1943,5.2258234184421326e-08,2.610008557724086e-06
1944,4.4984606262232774e-08,2.4195292382955813e-06
1945,3.267756065739036e-08,2.825519672455812e-06
1946,3.897909195416105e-08,2.6324807436139963e-06
1947,3.4570525775379224e-08,2.8657773611939774e-06
1948,4.892349725338363e-08,2.8408242940258788e-06
1949,2.846932456446183e-08,2.1057483934328047e-06
1950,1.0635361658017928e-07,2.6503321350901388e-06
1951,4.797630914765705e-08,2.8060808574537077e-06
1952,1.5817205323287453e-08,2.8808404834990142e-06
1953,2.801195131407752e-08,2.368087294257748e-06
1954,3.518112912104243e-08,2.4597472361165273e-06
1955,1.6894094123642844e-08,2.3426477824273206e-06
1956,4.622205040938354e-08,2.6407616644519294e-06
1957,2.738861626383482e-08,2.3898777925523973e-06
1958,4.797901348441158e-08,2.457683478951367e-06
1959,5.968075811324525e-08,2.284145445230479e-06
1960,3.045166724335857e-08,2.4928841071414354e-06
1961,5.2111194193127375e-08,2.6771257566338136e-06
1962,4.122271529682919e-08,2.553905957825009e-06
1963,3.9442925370281046e-08,2.563143624456643e-06
1964,5.718930329301486e-08,2.460356753886117e-06
1965,7.387258760260806e-08,2.0957926736286936e-06
1966,5.040558159752351e-08,2.4587953433297116e-06
1967,7.247593147852172e-08,2.5149642866040267e-06
1968,8.623518454875523e-08,2.3907806152578814e-06
1969,4.678010531722343e-08,2.430748722304088e-06
1970,4.2768142805016396e-08,1.95537783298505e-06
1971,5.6008531923446014e-08,2.2901838292455068e-06
1972,2.9241836674298582e-08,1.98382781491091e-06
1973,5.6785999680286636e-08,1.981996760491711e-06
1974,3.0378086990356934e-08,1.5419692118712192e-06
1975,3.712462071092659e-08,1.6357679513134826e-06
1976,3.542386795007957e-08,1.8083312696148823e-06
1977,3.64360481786008e-08,1.7124942814916722e-06
1978,3.3861370818399905e-08,1.8409892277304607e-06
1979,2.6333880187578984e-08,1.8708759057517454e-06
1980,1.8760996423061727e-08,1.998330418473415e-06
1981,2.024175771442316e-08,2.062129127011758e-06
1982,4.03487647737677e-08,1.9174974923430455e-06
1983,1.4525227021167098e-08,2.0385839292202945e-06
1984,2.3775934665515308e-08,1.957165409294248e-06
1985,1.9249785432329247e-08,1.9424237223120144e-06
1986,2.2179595993154777e-08,2.0063543857418153e-06
1987,3.1165165836899433e-08,1.6945294731840477e-06
1988,3.717863328311921e-08,1.8985089624834472e-06
1989,2.2501301488730974e-08,1.923586829377655e-06
1990,2.3429198747759727e-08,1.7588245100341737e-06
1991,2.285971378856999e-08,1.8627736722010013e-06
1992,2.975369950419804e-08,1.7714470388341397e-06
1993,2.8249958761161764e-08,1.8545266158298546e-06
1994,3.481451560372051e-08,1.8045524470267083e-06
1995,3.633042044981494e-08,1.8777947232706538e-06
1996,3.20285515886809e-08,1.8016060963077507e-06
1997,2.3494983403260505e-08,1.7683570590065756e-06
1998,3.337690390736725e-08,1.7618237038163898e-06
1999,3.427650954734851e-08,1.75678536606938e-06
2000,2.9600811024543816e-08,1.6594126890367988e-06
2001,2.716351391041094e-08,1.7485416776708007e-06
2002,4.3812214689520346e-08,1.8208356422633187e-06
2003,1.833446089394286e-08,1.9622039602040786e-06
2004,2.026204010130428e-08,1.8425241634645317e-06
2005,3.7831496380036356e-08,2.0118248613698597e-06
2006,2.141302812841417e-08,2.2911940575909284e-06
2007,2.3567429258131156e-08,3.0565756361511376e-06
2008,1.6604014163590364e-08,3.433625167303944e-06
2009,3.0516430937765904e-08,3.881785431758544e-06
2010,2.2201827765133686e-08,5.671386105632337e-06
2011,1.4913490886669933e-08,6.601705194952956e-06
2012,1.8723389366703813e-08,8.545355228761764e-06
2013,2.036061236276865e-08,9.763889636360545e-06
2014,2.0138640005606945e-08,1.0510637821425917e-05
2015,1.994917830927534e-08,1.0471545749624056e-05
2016,3.2934305949083864e-08,1.0726434140906349e-05
2017,1.2829617646037406e-08,1.0128857638846966e-05
2018,1.6779534151023512e-08,1.1754192769330984e-05
2019,1.836711227554133e-08,1.085215717466781e-05
