year,aux_ADP oies_NOUN,aux_ADP doigts_NOUN
1848,5.309846429213394e-08,6.870619220222807e-07
1849,4.860060620615059e-08,5.555551823022142e-07
1850,4.955967192188382e-08,8.214685465190996e-07
1851,5.4175285590929434e-08,5.275641037361112e-07
1852,4.948014531436229e-08,7.148578746729584e-07
1853,3.642878354526147e-08,6.581068721089878e-07
1854,5.403491076805267e-08,6.411449714471829e-07
1855,6.580602018857462e-08,9.515338206256274e-07
1856,5.694908100650764e-08,5.358391095278137e-07
1857,4.735063718896981e-08,7.336908045552093e-07
1858,3.229826228690058e-08,5.358575330127735e-07
1859,5.295860283638376e-08,6.487428949597529e-07
1860,4.485640303641958e-08,8.206890953488255e-07
1861,5.5648373908923077e-08,5.937398386279824e-07
1862,7.906476362506965e-08,7.856778143633392e-07
1863,6.742738156706451e-08,6.772705907209797e-07
1864,6.856460832427302e-08,6.237940795017494e-07
1865,5.412871001420072e-08,6.245982593355848e-07
1866,9.341976481280767e-08,7.050273396203011e-07
1867,8.346835578265654e-08,7.288922621029315e-07
1868,7.409811075831385e-08,7.790181344446978e-07
1869,5.86022301796163e-08,8.585226671797841e-07
1870,4.243196194408938e-08,7.351050497206302e-07
1871,7.11618906024114e-08,7.987125396624606e-07
1872,5.98686610286947e-08,8.575127266041704e-07
1873,6.524745010949573e-08,8.087091840636162e-07
1874,6.512323835750067e-08,7.802839712134357e-07
1875,6.522541085018929e-08,8.422087969250924e-07
1876,5.8041743855596906e-08,7.708668610106884e-07
1877,6.494056759009936e-08,8.609263755232632e-07
1878,5.495570576385944e-08,7.530743548755936e-07
1879,4.581993984231758e-08,8.119293317676579e-07
1880,7.63723715380138e-08,6.090536004421665e-07
1881,6.484431835929172e-08,6.812139634604364e-07
1882,1.0914831349850829e-07,7.800111365696694e-07
1883,1.0679683093428594e-07,7.614803321231989e-07
1884,5.2813575734944607e-08,8.932095880709312e-07
1885,4.318575907991118e-08,7.960359811320927e-07
1886,5.162771010702727e-08,8.163631708413277e-07
1887,6.137189068056159e-08,7.410329234680546e-07
1888,7.03808211710566e-08,7.291706989320801e-07
1889,1.1089291618304742e-07,8.044435659826377e-07
1890,8.520702365899524e-08,8.625572469611598e-07
1891,5.290602622665119e-08,7.910406969457995e-07
1892,4.638699024894777e-08,8.562788096355689e-07
1893,5.665743257887712e-08,8.393921593352616e-07
1894,5.1042468918183204e-08,9.023804139474123e-07
1895,5.5973115919982774e-08,7.812161371134607e-07
1896,6.309820932415278e-08,8.886822744358369e-07
1897,5.477110853746581e-08,9.614077480790684e-07
1898,5.545187775624072e-08,8.125397865654804e-07
1899,9.0652287454418e-08,8.716991324320134e-07
1900,5.6582480922884315e-08,8.456225559783093e-07
1901,5.812288650375308e-08,8.411052068169056e-07
1902,4.713872386874485e-08,9.629066441974032e-07
1903,5.2922157323109786e-08,9.110171603765593e-07
1904,6.449550227216605e-08,8.561777971038964e-07
1905,6.812202002492995e-08,8.830058852993261e-07
1906,1.358064730672126e-07,9.094918347329894e-07
1907,7.199980761596336e-08,8.675976710392774e-07
1908,6.139236319313568e-08,8.855234572280324e-07
1909,7.86640649286241e-08,9.91827379337451e-07
1910,7.749018304803457e-08,8.98886121092346e-07
1911,6.969690247160543e-08,8.065686945002426e-07
1912,7.866225892882994e-08,7.814132025885101e-07
1913,6.522677464815274e-08,8.155998374448359e-07
1914,8.036092502550218e-08,8.59192237356865e-07
1915,5.301342831387501e-08,9.836936403218033e-07
1916,4.394984820521586e-08,8.680095024971024e-07
1917,4.276905407607501e-08,1.0407136645795845e-06
1918,4.020231791912465e-08,9.487747014702563e-07
1919,7.090043319113448e-08,8.379142091285985e-07
1920,5.5277291188815525e-08,1.0328524240321713e-06
1921,4.316465940235048e-08,1.1025919697260633e-06
1922,7.894391068630213e-08,1.0107771934997345e-06
1923,6.157249865523795e-08,8.896164711558185e-07
1924,6.059063462071634e-08,1.1061014149049697e-06
1925,5.719052609265418e-08,9.689394566692044e-07
1926,5.5730692949396143e-08,1.0276739281778191e-06
1927,1.427100768669476e-07,1.0848196012602784e-06
1928,4.227635308495792e-08,9.460762298019176e-07
1929,5.124586888172189e-08,9.959523410429938e-07
1930,6.197126012352783e-08,8.035256442440186e-07
1931,6.957267473239881e-08,8.360126670936552e-07
1932,6.794912410512666e-08,7.189455999423444e-07
1933,5.964744431707913e-08,8.385053806847509e-07
1934,5.511526701695857e-08,7.572358828866754e-07
1935,5.146362269670135e-08,9.490849137705482e-07
1936,5.698615801463802e-08,7.49307350389472e-07
1937,4.0291578073947676e-08,6.849568108258097e-07
1938,3.5006079368571363e-08,9.918389407559403e-07
1939,9.788192567583565e-08,7.907023942266278e-07
1940,1.369322788491445e-07,5.62943794468751e-07
1941,1.26914614373419e-07,9.002082710374282e-07
1942,7.282108072104165e-08,9.982557056531505e-07
1943,1.1612941008820599e-07,9.435514431999081e-07
1944,9.318239690969676e-08,1.1181887558109338e-06
1945,7.624764108982163e-08,1.0936090859559044e-06
1946,5.150808579656996e-08,9.81437876745872e-07
1947,4.7683483828109274e-08,8.797602610854938e-07
1948,5.3272248834446145e-08,1.0176086640001358e-06
1949,3.141442572740516e-08,7.79470434864038e-07
1950,4.147791021757996e-08,8.986880351002924e-07
1951,6.823297127311889e-08,8.561105788729151e-07
1952,4.2179213899373735e-08,7.708251672511324e-07
1953,4.417269394707546e-08,8.004953890861088e-07
1954,4.3976413399704484e-08,8.228475252280987e-07
1955,4.22352348650179e-08,8.475204094082756e-07
1956,4.7966278060584955e-08,8.92172787203549e-07
1957,7.42143149157215e-08,7.439101801232084e-07
1958,4.6324563740540725e-08,7.411930162959379e-07
1959,8.138285423342495e-08,7.789501488275619e-07
1960,7.958958292419993e-08,8.069691652679012e-07
1961,4.794229990778831e-08,7.622130802076299e-07
1962,4.693047800374828e-08,7.324959536703091e-07
1963,7.435961180135564e-08,7.7527977460079e-07
1964,4.137098486012292e-08,7.288594181531494e-07
1965,4.541796094770234e-08,7.327066224860346e-07
1966,7.200797114137458e-08,7.632845147043099e-07
1967,4.240088635754091e-08,7.992074149143491e-07
1968,4.4914157726339e-08,8.219291043332078e-07
1969,6.994307166774405e-08,6.449296261479276e-07
1970,5.610444731019015e-08,6.921081130428774e-07
1971,6.474380676024794e-08,7.928547205438008e-07
1972,4.873639625202486e-08,6.925698157189686e-07
1973,6.781240774467179e-08,6.02593187792877e-07
1974,5.85059468649618e-08,6.047489566896047e-07
1975,5.711480133285818e-08,6.01418864931702e-07
1976,6.627691084837295e-08,5.890646290751533e-07
1977,6.053085321866547e-08,6.006070760733451e-07
1978,6.178215161689593e-08,6.83168024373515e-07
1979,6.261611462665684e-08,6.548358273406052e-07
1980,1.205251900504578e-07,6.935883902770001e-07
1981,5.692994659023398e-08,7.090941149812124e-07
1982,7.697303061604543e-08,5.897127035581207e-07
1983,1.0483424506269046e-07,7.142622653333319e-07
1984,8.466552109398506e-08,7.12698138727319e-07
1985,6.376491445969634e-08,6.370475977846013e-07
1986,5.2751471690815066e-08,5.886584855119281e-07
1987,6.844115035820053e-08,5.958046171983256e-07
1988,7.315795608198172e-08,6.440298525589583e-07
1989,8.780995386370449e-08,5.850338458124327e-07
1990,5.557624138674555e-08,6.146078135316202e-07
1991,8.088821967788817e-08,6.863775734444744e-07
1992,4.407955345175907e-08,6.259296316812879e-07
1993,7.644106259085959e-08,6.619352679315682e-07
1994,9.653115773389231e-08,6.925978350835749e-07
1995,4.771756589860843e-08,6.029765211579274e-07
1996,6.512472250363999e-08,6.048058303065318e-07
1997,5.7538734665740776e-08,6.597774557803859e-07
1998,5.292623317387779e-08,6.231945075541034e-07
1999,5.712751499631352e-08,5.374556553139342e-07
2000,6.185244161294179e-08,6.300113142287955e-07
2001,4.6002722159377285e-08,5.511564671323299e-07
2002,7.448076466687326e-08,6.444776685654574e-07
2003,7.292115178358927e-08,6.57123760738898e-07
2004,5.770276489958093e-08,6.206350842141717e-07
2005,8.241861693125685e-08,5.940445699792463e-07
2006,5.517972495594492e-08,6.44037957187038e-07
2007,4.993099303463033e-08,6.658797402359085e-07
2008,7.748540298280204e-08,7.305766578369344e-07
2009,1.7785358430444376e-07,6.475205527323169e-07
2010,4.818268850570462e-08,9.192501053689739e-07
2011,7.342026364653975e-08,9.999686243489236e-07
2012,6.638292626703901e-08,1.2231479757929264e-06
2013,5.912944922581431e-08,1.2107591853549593e-06
2014,4.763979455368883e-08,1.4194493616059844e-06
2015,5.984753714827207e-08,1.2689894557382786e-06
2016,7.456823958307268e-08,1.301008698106898e-06
2017,4.4023198086939885e-08,1.1264908081898284e-06
2018,5.1887479757262156e-08,1.2130312585512115e-06
2019,5.0509558091604845e-08,1.2326372971216415e-06
