year,plus_ADV eu_VERB,plus_ADV dû_VERB
1993,5.566903382714372e-07,1.827938511667071e-08
1994,5.248551815384417e-07,2.479215588380157e-08
1995,5.595969128080469e-07,3.633041956163652e-08
1996,5.439516144178924e-07,1.975094043871195e-08
1997,5.259999511508795e-07,2.109753616252874e-08
1998,5.559638793783961e-07,2.860877579280441e-08
1999,5.900129735891824e-07,2.422206613061917e-08
2000,5.597646008936863e-07,2.0322945104567225e-08
2001,5.331934858077148e-07,3.242096724420662e-08
2002,5.910267759645649e-07,2.9792305511477934e-08
2003,5.767021207248035e-07,2.7918384049030465e-08
2004,5.796705409011338e-07,2.070251881036711e-08
2005,6.516925736832491e-07,2.7022498017004182e-08
2006,6.242721042326593e-07,2.388376074691223e-08
2007,7.114168170119228e-07,2.1969636776475454e-08
2008,7.510123509746336e-07,2.4693150635357597e-08
2009,8.558905619793222e-07,3.147006921722095e-08
2010,1.012308871395362e-06,3.684558436134466e-08
2011,9.647881142882397e-07,3.556294103645996e-08
2012,1.13191401851509e-06,3.336167608836149e-08
2013,1.2679362271228456e-06,3.5421887645270544e-08
2014,1.3300164027896244e-06,3.789529046116513e-08
2015,1.2559115702970303e-06,4.211493376260478e-08
2016,1.2599961110026925e-06,4.184106927596076e-08
2017,1.3410724477580516e-06,3.949509874701107e-08
2018,1.380826574859384e-06,5.343635933741098e-08
2019,1.3622274082081276e-06,4.311169377047008e-08
