year,nos_DET yeux_NOUN,nos_DET dieux_NOUN
1984,6.316280085627568e-06,1.2641838598170807e-07
1985,6.177376668858869e-06,1.1068626903920631e-07
1986,6.270831391930187e-06,1.612516582483181e-07
1987,6.392525470744204e-06,1.2466066312555313e-07
1988,5.99415536584047e-06,1.3432280798753027e-07
1989,6.133525445761734e-06,1.728758416419396e-07
1990,6.249602449770464e-06,9.044760851395495e-08
1991,6.2184283819988195e-06,1.213323308490999e-07
1992,6.165076456454699e-06,1.1130087029798119e-07
1993,6.722382060786458e-06,1.4789683788762886e-07
1994,6.2650305352462965e-06,1.2026832862943593e-07
1995,6.414759170070283e-06,1.1604044569679672e-07
1996,6.02136786653773e-06,1.3451992408874958e-07
1997,6.261652920613869e-06,1.074056381611399e-07
1998,6.09891426250897e-06,1.1062059979138894e-07
1999,6.080652624973482e-06,1.4487538013696621e-07
2000,6.217937311703281e-06,1.5772372652378408e-07
2001,5.895358569318887e-06,1.4808496207052713e-07
2002,6.1713887546943624e-06,1.4501842837688628e-07
2003,6.476231561691748e-06,1.3542499299745714e-07
2004,5.8213720137700875e-06,1.3082230054806132e-07
2005,5.889553527538283e-06,1.2385311531915022e-07
2006,6.120419556054912e-06,1.5936233310753778e-07
2007,5.8782760135045464e-06,1.4260292235945826e-07
2008,5.627058158097498e-06,1.3496083539621395e-07
2009,5.982174187124656e-06,1.645026408425565e-07
2010,5.559904394658588e-06,1.558851741023659e-07
2011,5.349736866833155e-06,1.5448846468757438e-07
2012,5.767144472201835e-06,1.7906369365050523e-07
2013,5.7467133558475325e-06,1.9691223052120677e-07
2014,6.203134205406968e-06,2.018194944497509e-07
2015,6.518504733321606e-06,1.8840891247151603e-07
2016,7.344971635347974e-06,2.2826167267453457e-07
2017,6.1911709963169415e-06,1.8363962972500758e-07
2018,6.474060427308359e-06,1.721838334134418e-07
2019,6.46802922688039e-06,1.8622210262719818e-07
