year,aux_ADP eaux_NOUN,aux_ADP do_NOUN
1868,3.5329979581888438e-06,2.4699371437009177e-09
1869,3.425300214132676e-06,2.9301114867763545e-09
1870,3.923236146619047e-06,4.013834153937523e-09
1871,3.2256515467565805e-06,0.0
1872,3.2159749991933495e-06,5.442605255367994e-09
1873,4.123159801139309e-06,5.9860045809045914e-09
1874,3.550112662509264e-06,4.779687479139483e-09
1875,3.733296491503779e-06,3.432916173551348e-09
1876,4.018786015080877e-06,5.441413541973361e-09
1877,3.7486169475187125e-06,3.710889595609501e-09
1878,3.6820324211817024e-06,7.850815109122777e-09
1879,3.814662775880606e-06,4.27652757650776e-09
1880,3.3039072224738675e-06,2.5671385017744797e-09
1881,3.977118396392143e-06,4.183504653809678e-09
1882,3.624522761924709e-06,3.3276925659464496e-09
1883,3.839630316804232e-06,2.5277355764075082e-09
1884,3.39525268344687e-06,2.6406787867472303e-09
1885,3.6933492033597304e-06,7.7347630522695e-09
1886,3.4371147457079587e-06,6.453463874400711e-10
1887,3.7286687710746946e-06,4.570247347235323e-09
1888,3.3586235552718335e-06,1.9021844099853524e-09
1889,3.472138734750274e-06,3.132568371366773e-09
1890,3.6737336674974586e-06,3.2771931834929546e-09
1891,3.140578314742015e-06,7.649063604731055e-09
1892,3.5279188104198056e-06,2.5074049503359674e-09
1893,3.449329160076786e-06,6.158416554491453e-10
1894,3.5118477423878858e-06,1.8904617871129403e-09
1895,3.2873672566324785e-06,2.4074457982692365e-09
1896,3.3837152635385337e-06,4.1279202278587945e-09
1897,3.165653367886989e-06,1.1653427112179315e-09
1898,3.2614757063953448e-06,5.6583548957434e-10
1899,3.372928309985923e-06,3.8693048765026106e-09
1900,3.1634277384284815e-06,1.5573159428683425e-09
1901,3.0631878296105697e-06,2.235495566438317e-09
1902,2.8243951923911936e-06,2.455141923096704e-09
1903,3.4285998609107082e-06,1.6200660812870638e-09
1904,3.286045743067234e-06,3.2247751136083025e-09
1905,3.0236887518242384e-06,1.5482277682110634e-09
1906,3.360181295875009e-06,1.5432553013283723e-09
1907,2.879992280213628e-06,3.0857059130084963e-09
1908,3.0941751774093973e-06,9.822778146428846e-10
1909,3.0101382684222244e-06,1.6502950117569526e-09
1910,3.3903293044090788e-06,5.344150677544235e-10
1911,2.9544037545292667e-06,2.128149656499545e-09
1912,3.0068778951175545e-06,2.0837684910901544e-09
1913,2.7899029930722463e-06,3.181793939432964e-09
1914,2.698787728405705e-06,1.3393487430235496e-09
1915,2.220673532615791e-06,0.0
1916,2.2172698876943286e-06,1.0987462051303964e-09
1917,2.071557680949354e-06,1.0966424435210342e-09
1918,2.064101794374551e-06,3.44591288836682e-09
1919,2.204358924728922e-06,2.762354567309444e-09
1920,2.267883445483676e-06,3.028892692213958e-09
1921,2.3990464246281817e-06,1.5145494858259667e-09
1922,2.7563966220611746e-06,1.4755870969551665e-09
1923,2.380095640575064e-06,5.307974060286824e-09
1924,2.5615658660882445e-06,6.445812106292692e-09
1925,2.5691744021116847e-06,2.1996355847875293e-09
1926,2.1980185849201916e-06,1.1146138456652466e-08
1927,2.65909023866584e-06,6.689534925996554e-09
1928,2.3274845055709648e-06,3.4278123672848437e-09
1929,2.3829329673930033e-06,4.4561625500705304e-09
1930,2.5124620428584876e-06,4.201441528017824e-09
1931,2.185266243515116e-06,3.4216069977333063e-09
1932,2.266432183262168e-06,0.0
1933,2.4696335252372137e-06,0.0
1934,2.4358552295211666e-06,0.0
1935,2.161472160366884e-06,1.196828414151696e-09
1936,2.2600467524114265e-06,0.0
1937,2.116566883980653e-06,2.5182236296217297e-09
1938,2.1651907946562687e-06,3.8895642262559704e-09
1939,2.2145785747440527e-06,3.058810094103137e-09
1940,2.426744296180061e-06,0.0
1941,2.2815115485741444e-06,2.9515025978810172e-09
1942,2.4273693295384646e-06,0.0
1943,2.4416208086464053e-06,0.0
1944,1.7351205627846866e-06,6.4263723231761105e-09
1945,1.8582639409459034e-06,0.0
1946,1.8501147280858277e-06,1.3921104269343232e-09
1947,1.80243573399963e-06,3.5762612871081956e-09
1948,1.9960786410422315e-06,6.523132700664291e-09
1949,1.848542678928311e-06,3.9268033269479474e-09
1950,2.0292270388466704e-06,0.0
1951,2.0757748222521855e-06,0.0
1952,2.1015794349210637e-06,1.0544803918932644e-09
1953,1.87787811967155e-06,1.0773827385790469e-09
1954,2.0688458768347573e-06,9.772536335717064e-09
1955,1.8911999255522005e-06,0.0
1956,1.823590656258034e-06,8.72114158667614e-10
1957,2.0585638385028915e-06,8.835037701437898e-10
1958,2.0589614422306113e-06,8.272243445794913e-10
1959,1.926835943244498e-06,4.650448692800069e-09
1960,1.8630882969716822e-06,1.3841666701708277e-09
1961,1.9711927397025875e-06,3.474079635079619e-09
1962,1.7319882541499965e-06,3.170978146727066e-09
1963,1.8292464885050208e-06,3.879631726988464e-09
1964,1.8750789969601556e-06,6.083968329129164e-10
1965,1.7395626281668797e-06,5.472043373977442e-10
1966,1.699942078658978e-06,2.7695373772118614e-09
1967,1.5688328369733995e-06,8.874603940611792e-09
1968,1.7224580073360585e-06,1.3474247273492779e-09
1969,1.5637272010593506e-06,1.3625273409534344e-09
1970,1.7167040438081926e-06,1.839490032518043e-09
1971,1.678200632682092e-06,2.0553589941130213e-09
1972,1.6442120243098657e-06,3.5911027485013847e-09
1973,1.5420430745649583e-06,3.307922269435437e-09
1974,1.4710869749023914e-06,2.8127858375803783e-09
1975,1.5980722078978715e-06,2.2845920710778955e-09
1976,1.4443795803842363e-06,2.8567633814091664e-09
1977,1.3710532495991856e-06,5.876781838942691e-10
1978,1.448316185648224e-06,2.3762365408686037e-09
1979,1.7269173215872513e-06,2.3407893401383717e-09
1980,1.5548887062344363e-06,5.685150683554241e-10
1981,1.3789697419497315e-06,4.427884781055269e-09
1982,1.544426535993182e-06,1.8622506869903077e-09
1983,1.343899265648929e-06,3.789189628733425e-09
1984,1.3813238100013336e-06,4.059305891424003e-09
1985,1.6097633457334837e-06,5.4140022465176685e-09
1986,1.5879391597195536e-06,1.1988970927134801e-09
1987,1.4452081895655056e-06,6.110816852533674e-10
1988,1.2604755763589992e-06,5.99655392008458e-09
1989,1.3753234755498056e-06,1.6464366536794728e-09
1990,1.4270017452133743e-06,1.634595292454577e-09
1991,1.3768581208495334e-06,5.275318681885466e-09
1992,1.428728560348702e-06,5.509944167592096e-10
1993,1.2668167705953692e-06,2.7696037130375828e-09
1994,1.433197537537012e-06,8.439882348554306e-09
1995,1.2363187735786596e-06,1.0844901643380922e-09
1996,1.254451706955706e-06,5.3380919684542505e-09
1997,1.1771465757703936e-06,4.315404922294874e-09
1998,1.1305234552949628e-06,2.86087753487152e-09
1999,1.268687850775052e-06,1.3710603763428253e-09
2000,1.173870980863967e-06,2.2090156370779823e-09
2001,1.1649642326361231e-06,8.762423564512289e-10
2002,1.1776723436440761e-06,1.752488598683044e-09
2003,1.1921566098749281e-06,8.333845835650777e-10
2004,1.191495990759961e-06,0.0
2005,1.1597155742393284e-06,1.3511248786457486e-09
2006,1.1707160831875285e-06,2.4707338397433887e-09
2007,1.119253095094308e-06,1.9972397624634652e-09
2008,1.3449252431740888e-06,1.2772319035736501e-09
2009,1.325557462017457e-06,1.430457752249481e-09
2010,1.300460217734667e-06,1.8895172093635892e-09
2011,1.3873370336980884e-06,7.64794394481072e-10
2012,1.4781264763286117e-06,0.0
2013,1.2366980790545767e-06,0.0
2014,1.382203651090208e-06,2.1654451842767486e-10
2015,1.5352001083712707e-06,4.433150790905671e-10
2016,1.8057942234861457e-06,2.0713400439298368e-10
2017,1.313400698421674e-06,7.546833991067814e-10
2018,1.3883128469061035e-06,0.0
2019,1.5050827668616762e-06,2.55098775436835e-10
