year,auriez_VERB écrit_VERB,auriez_VERB décrit_VERB
1882,6.655385131892899e-10,2.6621540527571597e-09
1883,9.479008689083912e-09,2.5277355764075082e-09
1884,4.621187876807653e-09,0.0
1885,3.86738152613475e-09,0.0
1886,3.2267319927115068e-09,0.0
1887,5.876032105334161e-09,0.0
1888,8.876860135842435e-09,0.0
1889,3.132568426877924e-09,0.0
1890,3.9326319978272295e-09,0.0
1891,3.1871101313640793e-09,0.0
1892,1.1283322720601063e-08,0.0
1893,6.774258043407144e-09,0.0
1894,5.041231432301174e-09,0.0
1895,0.0,0.0
1896,8.255840455717589e-09,0.0
1897,6.992056267307589e-09,0.0
1898,5.092519295146758e-09,1.13167097914868e-09
1899,4.4220627160029835e-09,0.0
1900,2.595526460424935e-09,0.0
1901,0.0,0.0
1902,1.4730852093691738e-09,0.0
1903,0.0,0.0
1904,1.6123875568041512e-09,0.0
1905,2.580379465655369e-09,0.0
1906,7.201858220895474e-09,0.0
1907,4.114274698707732e-09,0.0
1908,3.929111258571538e-09,0.0
1909,1.5402754627302784e-08,0.0
1910,5.344150677544235e-10,0.0
1911,4.25629931299909e-09,0.0
1912,8.856016364688912e-09,6.772247651554153e-09
1913,2.6514948014977335e-09,0.0
1914,6.696743604095445e-09,0.0
1915,5.890381071793627e-09,0.0
1916,1.0987462051303964e-09,0.0
1917,4.386569774084137e-09,0.0
1918,6.89182577673364e-09,0.0
1919,6.4454939163738345e-09,0.0
1920,4.543339038320937e-09,0.0
1921,1.9689142760626055e-08,0.0
1922,1.0329110011753073e-08,0.0
1923,1.0615948120573648e-09,0.0
1924,7.734974438733389e-09,0.0
1925,8.798542339150117e-09,0.0
1926,1.2260752413340015e-08,0.0
1927,3.3447675740205796e-09,0.0
1928,3.4278122562625413e-09,0.0
1929,5.570202965543558e-09,0.0
1930,4.201441416995522e-09,0.0
1931,1.1405356659111021e-09,0.0
1932,3.287861094491973e-09,0.0
1933,9.176529758292418e-09,0.0
1934,3.5944740517379614e-09,0.0
1935,0.0,0.0
1936,1.091224355320719e-08,0.0
1937,0.0,0.0
1938,2.5930428915188486e-09,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,9.102635090130207e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,0.0,0.0
1946,1.3921104269343232e-09,0.0
1947,4.7683483828109274e-09,2.3841741914054637e-09
1948,9.784699273041042e-09,0.0
1949,9.817008317369869e-10,0.0
1950,7.444753258312176e-09,0.0
1951,8.529121409139861e-09,0.0
1952,2.1089607837865287e-09,0.0
1953,5.386913581872932e-09,0.0
1954,6.840775057526116e-09,0.0
1955,1.8771215692936494e-09,0.0
1956,2.616342476002842e-09,0.0
1957,7.068030161150318e-09,0.0
1958,7.445019267748876e-09,0.0
1959,2.325224457422337e-09,0.0
1960,4.152500121534786e-09,0.0
1961,0.0,1.3896318540318475e-09
1962,4.43936931660005e-09,0.0
1963,1.2932106496776896e-09,0.0
1964,4.867174663303331e-09,0.0
1965,3.2832261354087677e-09,1.0944086747954884e-09
1966,6.092982118843793e-09,0.0
1967,1.2818872185960117e-08,0.0
1968,9.88111459321317e-09,0.0
1969,3.6334062425424918e-09,0.0
1970,7.3579600190498695e-09,2.7592350626548523e-09
1971,7.193756701440179e-09,0.0
1972,5.643161493651405e-09,0.0
1973,3.859242703185828e-09,0.0
1974,5.06301445213353e-09,0.0
1975,3.998036124386317e-09,0.0
1976,5.713526984862938e-09,0.0
1977,5.876781838942691e-10,0.0
1978,3.5643548113029055e-09,0.0
1979,8.777959692451986e-09,0.0
1980,1.7055452605774235e-09,0.0
1981,2.5302198114474095e-09,0.0
1982,6.828252629986764e-09,0.0
1983,1.2630632095778083e-09,0.0
1984,6.958810416790584e-09,5.799008495621649e-10
1985,3.609334831011779e-09,0.0
1986,1.019062523255343e-08,0.0
1987,1.2221633705067347e-09,6.110816852533674e-10
1988,3.597932174415064e-09,5.996553809062277e-10
1989,4.390497743145261e-09,5.488122178931576e-10
1990,3.2691906959314565e-09,5.44865097484859e-10
1991,5.8614650910726596e-09,0.0
1992,4.958949695321735e-09,0.0
1993,4.985286850001103e-09,0.0
1994,5.802419433820205e-09,5.274926606624319e-10
1995,4.880205572987961e-09,0.0
1996,2.6690460952494277e-09,0.0
1997,4.794894259418925e-09,4.79489448146353e-10
1998,4.291316191284977e-09,0.0
1999,3.1991407301035224e-09,0.0
2000,3.97622823555821e-09,8.836062992401139e-10
2001,5.257454027685071e-09,8.762423564512289e-10
2002,4.81934359086722e-09,0.0
2003,3.333538334260311e-09,0.0
2004,2.642874807889939e-09,0.0
2005,1.8014998381943315e-09,0.0
2006,5.7650457740976435e-09,4.1178899179428186e-10
2007,6.391167151065247e-09,0.0
2008,4.6831836186811415e-09,4.257439678578834e-10
2009,5.721831008997924e-09,0.0
2010,4.2514138876015295e-09,0.0
2011,9.942326961720482e-09,7.64794394481072e-10
2012,4.425528388196653e-09,6.808505426114664e-10
2013,3.6258624991347688e-09,5.578250084070646e-10
2014,4.330890313042346e-09,2.1654451842767486e-10
2015,5.319781060109108e-09,0.0
2016,6.006886099640951e-09,4.1426800878596737e-10
2017,7.043711836018929e-09,1.0062445321423752e-09
2018,5.937373259712331e-09,2.5814667070633845e-10
2019,4.846876677788714e-09,0.0
