year,aux_ADP unes_PRON,aux_ADP dunes_NOUN
1869,2.456410186368885e-07,1.0060049226989776e-07
1870,2.7580775263658097e-07,1.2901609158788574e-07
1871,1.933054303293602e-07,5.098165090089424e-08
1872,2.7817761782955586e-07,1.5783555229464952e-07
1873,2.4542618248801773e-07,1.7179833039504544e-07
1874,2.2165799506979056e-07,1.0276327344627134e-07
1875,2.574687183454216e-07,8.410644869449868e-08
1876,3.071375473950866e-07,9.61316324321615e-08
1877,2.2883819816854611e-07,1.3853987745893193e-07
1878,2.3552446215546752e-07,1.2440522567658263e-07
1879,3.0302252795877394e-07,1.0691319429767532e-07
1880,2.663406117875411e-07,1.4375975698754928e-07
1881,2.593772752135237e-07,8.22755917839757e-08
1882,2.3227293510785785e-07,6.522277340437199e-08
1883,2.287600651129651e-07,1.2891451223184802e-07
1884,1.762653125680913e-07,1.1024833757034003e-07
1885,2.2817550693332578e-07,1.2891271072845711e-07
1886,1.9231321779500377e-07,8.905780013446218e-08
1887,1.8346278185532583e-07,9.923965216263042e-08
1888,2.0353372853776364e-07,9.891359109559517e-08
1889,2.1927979254598995e-07,1.1966411062047655e-07
1890,2.090849235969472e-07,1.4550738119956108e-07
1891,1.7210394176458976e-07,8.35022800904639e-08
1892,2.501136364685408e-07,1.2035543406341276e-07
1893,2.1369705116569548e-07,1.3240595464480975e-07
1894,1.7077171499124688e-07,1.0523570481701938e-07
1895,1.7453981548953834e-07,1.0051085941320537e-07
1896,2.187797800701219e-07,9.258335786910266e-08
1897,1.9344689228262268e-07,1.2003029814522392e-07
1898,2.500992852816353e-07,7.695362769233327e-08
1899,2.1889210266579084e-07,7.517506617205072e-08
1900,1.967409097858308e-07,1.0018732743422021e-07
1901,2.3472702981308657e-07,1.5424919697082373e-07
1902,2.1310631481696873e-07,1.1146343936729863e-07
1903,2.4516999808099627e-07,1.1880485017989884e-07
1904,2.359460502532329e-07,9.728071859171905e-08
1905,2.281055540009902e-07,1.3366366213851677e-07
1906,2.1039715036863527e-07,1.0751345741466523e-07
1907,2.0262802369330757e-07,1.0542828537962734e-07
1908,2.3427325235303442e-07,1.105062537032353e-07
1909,2.0958747448673876e-07,9.626721053646037e-08
1910,2.0842187886671582e-07,1.1650248621375425e-07
1911,1.8834125015132486e-07,8.140172347292918e-08
1912,2.09939679862714e-07,1.0887690038430264e-07
1913,1.924985228995979e-07,1.1136278232903862e-07
1914,2.0023263935797786e-07,9.71027840357408e-08
1915,1.9084834868010603e-07,1.0013647866458086e-07
1916,1.5821945087424183e-07,9.888715535311121e-08
1917,1.7436614285770702e-07,6.031533372752307e-08
1918,1.6540381420071526e-07,8.844509835626013e-08
1919,1.915232505922404e-07,1.0957339657835519e-07
1920,1.885485749753002e-07,1.128262554495052e-07
1921,1.8401776546994597e-07,7.799929768737002e-08
1922,2.3461834608440313e-07,6.345024594622828e-08
1923,1.6348559928047735e-07,8.598917933255734e-08
1924,1.7145860820022563e-07,1.224704320179626e-07
1925,2.1996356380782345e-07,7.038834004546857e-08
1926,1.705359213843849e-07,6.353298742656222e-08
1927,2.2298450197411057e-07,8.473410895160072e-08
1928,1.5082374904551443e-07,1.428255167468251e-07
1929,1.515095293669333e-07,8.689517017046455e-08
1930,1.6595693796972455e-07,7.352522612968926e-08
1931,1.6537767777435874e-07,7.18537451760426e-08
1932,1.8521617128897105e-07,1.1178727477023642e-07
1933,1.3191261238887364e-07,1.0208889200669091e-07
1934,1.6894028398439787e-07,9.225816377522733e-08
1935,1.7234328453241687e-07,6.223507931224503e-08
1936,1.758083545411182e-07,8.851041854995856e-08
1937,1.624254295506944e-07,8.436049181437255e-08
1938,1.4391388347689826e-07,8.557041242251984e-08
1939,1.5752871895813314e-07,6.576441613503903e-08
1940,9.889553531650108e-08,1.0143131956574791e-07
1941,1.4462362152301012e-07,1.2691460904434848e-07
1942,1.1226583751522412e-07,2.457711534287199e-07
1943,1.1903264174328854e-07,1.2774234847690025e-07
1944,1.960043523041577e-07,6.105053707017305e-08
1945,1.7428032172972507e-07,1.6120929835494735e-07
1946,1.6705325123211878e-07,4.5939644977011085e-08
1947,1.6331593677421097e-07,6.675687558299614e-08
1948,1.3916016072812454e-07,8.697510245347928e-08
1949,2.0223037733302363e-07,6.47922532293066e-08
1950,1.4464091346866326e-07,7.338399332645906e-08
1951,1.3220138495029232e-07,9.275419809995356e-08
1952,1.0333908040394135e-07,1.1177491821001695e-07
1953,1.3036331125704237e-07,7.649417477217924e-08
1954,1.3290649114594544e-07,9.772536113672459e-08
1955,1.5110828233133589e-07,8.916327409735914e-08
1956,1.247123249115134e-07,9.680466961370371e-08
1957,1.3429257261776684e-07,7.156380554818043e-08
1958,1.0174859221834254e-07,9.099467845885556e-08
1959,9.998464900462523e-08,7.285703107484665e-08
1960,1.238829199223801e-07,1.2803541277195407e-07
1961,1.466061672061869e-07,8.476754159714162e-08
1962,1.566463287971942e-07,8.751899477354996e-08
1963,1.273812477720071e-07,1.1574235436739855e-07
1964,1.2107096925007e-07,1.0768624036927577e-07
1965,1.1546011791097044e-07,8.043903493293314e-08
1966,1.390307784454592e-07,1.1521275589121416e-07
1967,1.4544490678503053e-07,7.050379874362633e-08
1968,1.4147960580856989e-07,6.961694551388398e-08
1969,1.580531723277545e-07,7.312230054790092e-08
1970,1.4118085811531955e-07,4.000890752031694e-08
1971,1.202385042642362e-07,5.446701445421809e-08
1972,1.2774065361043085e-07,5.5918600583293454e-08
1973,1.2625236411878404e-07,9.75837095573695e-08
1974,9.28219354712212e-08,8.775891857659701e-08
1975,9.138367929040214e-08,5.768594846244923e-08
1976,1.045575426239509e-07,5.313579942711755e-08
1977,1.257631323525743e-07,5.230335897721261e-08
1978,9.445540416486153e-08,6.356432813436896e-08
1979,8.894999581343654e-08,5.676413938893177e-08
1980,9.89216220048661e-08,5.685150605838629e-08
1981,1.0500412450653585e-07,5.6297389194881475e-08
1982,1.142180403590487e-07,4.159026545380584e-08
1983,1.029396483609446e-07,5.431171945513569e-08
1984,1.1424046508778929e-07,6.784840095308553e-08
1985,1.0587381993332201e-07,5.955402537782817e-08
1986,9.950845747397352e-08,5.155257420952353e-08
1987,9.288441749077947e-08,2.50543484847654e-08
1988,1.0853762599793981e-07,4.497415306836672e-08
1989,8.835876919022212e-08,6.201578184317214e-08
1990,9.644112086704126e-08,5.830056676314754e-08
1991,9.261114897185507e-08,4.806401598944632e-08
1992,1.041379422694888e-07,7.052728634437955e-08
1993,7.865674600537886e-08,6.924009365860684e-08
1994,8.809127560738261e-08,5.380425238676878e-08
1995,8.947043506069008e-08,4.229511763043092e-08
1996,8.22066166250579e-08,4.3772356406179824e-08
1997,8.822605823688434e-08,6.233362825902589e-08
1998,9.726983485336405e-08,4.6250853480422904e-08
1999,1.0739972466922154e-07,5.347135223487953e-08
2000,9.4545874684826e-08,5.036555905668649e-08
2001,7.754744535404257e-08,6.133696550669754e-08
2002,8.937691786670143e-08,6.484207809576148e-08
2003,1.1084015039131145e-07,4.625284466541757e-08
2004,8.413151553199327e-08,6.342899352973497e-08
2005,7.791486700270411e-08,4.008337217697999e-08
2006,1.1118302900570143e-07,3.1707752867760064e-08
2007,9.347081753041664e-08,5.712105777266885e-08
2008,7.748540031826678e-08,6.173287719901666e-08
2009,8.582746424679044e-08,5.531103286493533e-08
2010,7.888734177008416e-08,7.274641400378812e-08
2011,7.189067185997544e-08,9.254012484083418e-08
2012,5.8553147330719924e-08,8.272333873460269e-08
2013,7.307507621234777e-08,7.112269045927988e-08
2014,7.23258701817997e-08,6.907770094821686e-08
2015,8.688975627890727e-08,8.600312925710618e-08
2016,8.306073429054095e-08,8.03679915117872e-08
2017,5.3834082081039014e-08,5.4588766618124396e-08
2018,6.453666889782994e-08,7.099033560997725e-08
2019,7.24480546665518e-08,7.652963324167317e-08
