year,les_DET hommages_NOUN,les_DET dommages_NOUN
1843,2.6031756519273586e-06,2.8701681884513164e-06
1844,2.6185925747768124e-06,4.198200485916459e-06
1845,2.4592064704620498e-06,4.261620205170402e-06
1846,2.3968329330159577e-06,3.61456905295654e-06
1847,2.4463662242624196e-06,4.417589678951117e-06
1848,2.1641645808756493e-06,4.0065203279482375e-06
1849,2.090663954845695e-06,5.837938260810915e-06
1850,2.111377789049129e-06,3.853434236589237e-06
1851,2.2063530451532642e-06,4.680357676534186e-06
1852,2.2630656459909915e-06,4.824965202487874e-06
1853,2.2860555546344585e-06,3.2128992444313553e-06
1854,2.7292826416669413e-06,3.419266775495089e-06
1855,2.5738644779949027e-06,2.9989501086902237e-06
1856,2.7604773649159142e-06,3.27146581469151e-06
1857,2.2616031323252628e-06,3.229118362924055e-06
1858,2.3607092458632906e-06,3.0399514940882e-06
1859,2.298607043371703e-06,3.3358827238316735e-06
1860,2.1572268522618288e-06,2.6872646685660584e-06
1861,1.9986254500281575e-06,2.935687490435157e-06
1862,2.2359513636160955e-06,3.426440812859255e-06
1863,2.2720531092090823e-06,3.0622020545933992e-06
1864,2.1283797053683884e-06,2.625592941285504e-06
1865,2.1058422703390534e-06,2.9384828508227656e-06
1866,2.1014581541578536e-06,3.157782856533231e-06
1867,1.9542272013950424e-06,3.1839295075997143e-06
1868,2.234798927247539e-06,3.2514250847270887e-06
1869,2.1301911274917984e-06,2.8392780109243176e-06
1870,2.002903162434677e-06,3.02471063662324e-06
1871,1.6377855160953914e-06,4.5341807606291695e-06
1872,1.941800675808736e-06,3.618123130877393e-06
1873,1.7425259528636161e-06,3.418607263938611e-06
1874,1.9572819383029127e-06,3.434205339658547e-06
1875,1.8383266180421742e-06,2.8916598040495956e-06
1876,1.824687231533062e-06,3.539941587860085e-06
1877,1.6934026518811152e-06,3.7220221997813496e-06
1878,1.8841957114545949e-06,3.159651299711186e-06
1879,1.6953377652839663e-06,3.6313829667733444e-06
1880,1.90930924048871e-06,3.2872208777234846e-06
1881,1.577878499858798e-06,3.0560500050569317e-06
1882,1.7929607452060736e-06,3.2371793707852703e-06
1883,1.6758887255718946e-06,3.5539961800168385e-06
1884,1.7494496660219738e-06,3.2889653596157586e-06
1885,1.6545947190138577e-06,3.5947311118889047e-06
1886,1.6940343101623512e-06,3.7733403672746135e-06
1887,1.4409336586140853e-06,4.127586123559013e-06
1888,1.5731064806345785e-06,4.100475507584633e-06
1889,1.5080183644045064e-06,3.5773930449067848e-06
1890,1.7578864728307053e-06,3.826450893029687e-06
1891,1.5591341977483353e-06,3.831543779142521e-06
1892,1.5947095022283975e-06,3.812509334011338e-06
1893,1.6036516434780879e-06,3.842851953095305e-06
1894,1.6327288321349442e-06,3.8785973401900264e-06
1895,1.461319623530244e-06,4.07099093990837e-06
1896,1.471308724632081e-06,3.7794058584950108e-06
1897,1.3063491444142983e-06,3.773379660287901e-06
1898,1.344425072602462e-06,3.9546242476262705e-06
1899,1.4183766658959485e-06,3.4066466412241425e-06
1900,1.419753040465821e-06,2.9812217121616413e-06
1901,1.189842542714814e-06,3.538789528079178e-06
1902,1.1416410004017052e-06,3.188738247672518e-06
1903,1.3624755652585918e-06,3.5571250407429034e-06
1904,1.336669260609824e-06,3.358603350989142e-06
1905,1.2948344831897884e-06,3.830315250752392e-06
1906,1.1697876161065324e-06,3.8807727378298296e-06
1907,1.2548538279588684e-06,3.671990242537504e-06
1908,1.22539152513923e-06,2.9753194610293576e-06
1909,1.3070337026022116e-06,3.20652330287885e-06
1910,1.3445882558471567e-06,3.2893246384446684e-06
1911,1.3588236029704603e-06,3.5125108865941e-06
1912,1.2684941097518276e-06,3.2616185592360125e-06
1913,1.177263726503952e-06,3.5848210302447114e-06
1914,1.1873326819511476e-06,4.218278860435021e-06
1915,1.0202140217074884e-06,6.492377679023775e-06
1916,1.184448361613022e-06,5.989265332573268e-06
1917,1.1580544629907763e-06,5.509531433744996e-06
1918,1.1762049751951054e-06,5.722512696593185e-06
1919,1.1031002742356577e-06,9.295322456637223e-06
1920,1.2327593772454293e-06,7.461677284936741e-06
1921,1.0298935997354874e-06,5.968082291474275e-06
1922,1.0262707910158042e-06,5.6559254630883515e-06
1923,1.1263520534043892e-06,6.175297244226385e-06
1924,1.1073904957470404e-06,5.914677103646682e-06
1925,1.0107325110197962e-06,5.077858872937213e-06
1926,1.0967799966010716e-06,4.851914070513885e-06
1927,1.1584044372625613e-06,4.104029670770615e-06
1928,9.460762058211003e-07,4.7246680310308875e-06
1929,1.119610892885703e-06,4.411601139509003e-06
1930,9.883890825790331e-07,4.31067903150506e-06
1931,1.0378874932825966e-06,4.61118582961717e-06
1932,9.885502265660762e-07,4.235861098322857e-06
1933,9.474767175277066e-07,3.7956421010676422e-06
1934,1.1717985870518532e-06,3.819727652398797e-06
1935,1.010123153122322e-06,3.816685733681879e-06
1936,8.81466725388691e-07,3.845959525961007e-06
1937,8.536778004497592e-07,3.3278325304308964e-06
1938,9.892458372462443e-07,4.7841643322499294e-06
1939,9.482311185138315e-07,3.7959833321110636e-06
1940,9.483828122824889e-07,4.222078530347062e-06
1941,7.910026980084695e-07,4.884736995336425e-06
1942,1.0285978149227049e-06,4.648412556207404e-06
1943,1.0306484661271043e-06,3.2225909762928495e-06
1944,7.711646787811333e-07,4.694464848853386e-06
1945,8.343670288013527e-07,4.2371904669380456e-06
1946,7.531317649522862e-07,5.405564877491997e-06
1947,9.453250768842736e-07,7.811746741026582e-06
1948,9.110642089638077e-07,5.3076557833264815e-06
1949,8.874575669892693e-07,5.268788356715959e-06
1950,7.646825039842042e-07,5.247487422366248e-06
1951,7.676209285989444e-07,5.4671666589456436e-06
1952,8.383119300958697e-07,5.151136605263673e-06
1953,6.410427477732128e-07,4.6984662844806735e-06
1954,7.133951314131082e-07,4.108374128009018e-06
1955,6.954735312092453e-07,4.600824837552864e-06
1956,6.305385475968706e-07,4.507086174498909e-06
1957,6.078505911943921e-07,4.114477093253299e-06
1958,6.344811005476458e-07,3.7539440143063985e-06
1959,6.301358155269554e-07,4.5775914827572706e-06
1960,6.297958385914626e-07,3.361448705163639e-06
1961,6.760559045915215e-07,3.510904974746154e-06
1962,7.445456802201988e-07,3.5369090483072796e-06
1963,5.858244236378596e-07,3.2989802889460407e-06
1964,6.710617057592572e-07,3.541478037050183e-06
1965,6.944023063226723e-07,3.3505321823668055e-06
1966,6.873992042244481e-07,3.1218226297369256e-06
1967,8.238590609721541e-07,3.268319545668419e-06
1968,8.057600204836035e-07,2.506210080355231e-06
1969,7.484816713088094e-07,3.3313794176592637e-06
1970,8.00638026987599e-07,3.5410182022133085e-06
1971,7.008773934558121e-07,2.798371298240454e-06
1972,7.741391492288585e-07,3.296119359674776e-06
1973,6.42288254582013e-07,3.352027846403871e-06
1974,5.878722504348843e-07,3.733691983143217e-06
1975,5.260273461260567e-07,3.997465029215164e-06
1976,5.759235204294555e-07,3.4961071548877953e-06
1977,5.012894774836241e-07,3.3303721806987596e-06
1978,5.655443224839019e-07,3.1770281907483877e-06
1979,5.588634515163449e-07,3.5843337684582366e-06
1980,5.582817692584285e-07,3.1546901482215617e-06
1981,4.668255613182737e-07,3.090663454941023e-06
1982,5.214301914691077e-07,2.8523473076802475e-06
1983,4.805955562403597e-07,2.88483627741698e-06
1984,4.714593799803879e-07,2.905303205125165e-06
1985,5.293691174301784e-07,3.3139708648377564e-06
1986,4.657715173550514e-07,3.272389562880562e-06
1987,5.683059889349806e-07,3.2252892196993344e-06
1988,5.882619511510256e-07,2.937112043355228e-06
1989,6.382686201789056e-07,3.113960588052578e-06
1990,5.148975148472346e-07,3.744857849596883e-06
1991,4.853293198436859e-07,3.4354047784290742e-06
1992,5.487904388701281e-07,3.1384643079945818e-06
1993,5.378570548941752e-07,3.122451317949526e-06
1994,5.628346819719354e-07,3.4102400832125568e-06
1995,5.080836515958254e-07,3.1743027193442686e-06
1996,5.274034826641127e-07,3.487909367549946e-06
1997,5.159306368796024e-07,3.417800769511814e-06
1998,5.349841103452491e-07,3.2327915278074215e-06
1999,6.032665424982042e-07,3.259010355805003e-06
2000,5.906907887265334e-07,3.130617187707685e-06
2001,5.564139122782308e-07,3.2889756482745724e-06
2002,5.761305992280086e-07,3.660948749484305e-06
2003,5.425333817754563e-07,3.486047688738836e-06
2004,5.589679830109162e-07,3.152949545892625e-06
2005,5.602664217008169e-07,2.79322551932637e-06
2006,5.987412095009859e-07,2.79769437838695e-06
2007,6.243371259984087e-07,2.5492766866364036e-06
2008,5.568731182847841e-07,2.9359303823639493e-06
2009,5.779049558896077e-07,2.352626239598976e-06
2010,4.60097446364216e-07,2.656188712535368e-06
2011,4.236961039794096e-07,2.3563315494357084e-06
2012,4.3199967336704503e-07,2.2634875449512037e-06
2013,4.691308426174601e-07,2.8086490146961296e-06
2014,5.296678935451382e-07,2.484198830643436e-06
2015,5.69216584977994e-07,2.81660223322433e-06
2016,7.786167373069475e-07,2.7772526891567395e-06
2017,4.090383960431154e-07,3.042883548687314e-06
2018,4.4994964198963316e-07,2.8267060088182916e-06
2019,5.502480853181169e-07,2.47318263291163e-06
