year,vos_DET hivers_NOUN,vos_DET divers_ADJ
1892,3.761107425503951e-09,2.5074049503359674e-09
1893,6.15841644346915e-09,1.1085149742573464e-08
1894,3.780923574225881e-09,8.192000855444803e-09
1895,1.8055843487019274e-09,1.3240951668436196e-08
1896,3.5382172747233653e-09,1.8870493112554954e-08
1897,2.9133566670225264e-09,1.7480141112358183e-08
1898,2.26334195829736e-09,1.4145887128336199e-08
1899,1.6582735185011188e-09,1.492446166651007e-08
1900,4.671947717582725e-09,2.024510803444457e-08
1901,1.1177477832191585e-09,1.3412973010051843e-08
1902,3.928227076954727e-09,9.820568025453724e-09
1903,0.0,1.1340462346964841e-08
1904,0.0,2.2573425795258117e-08
1905,1.0321518084666081e-09,7.2250627702885595e-09
1906,1.5432553013283723e-09,6.173021205313489e-09
1907,2.057137349353866e-09,2.674278576364486e-08
1908,4.911389073214423e-10,2.504808449543816e-08
1909,1.1001967115120692e-09,1.2102163493565854e-08
1910,8.01622590529405e-09,1.4963621897123858e-08
1911,5.320374141248863e-10,8.512598403953575e-09
1912,0.0,1.458637982620914e-08
1913,5.30298971401777e-10,1.2727175369153798e-08
1914,1.3393487430235496e-09,1.6741859454327823e-08
1915,0.0,2.709575319670421e-08
1916,1.0987462051303964e-09,1.7579938837997133e-08
1917,8.773139548168274e-09,2.631941953268324e-08
1918,0.0,1.9526840588923733e-08
1919,0.0,5.524709134618888e-09
1920,1.514446346106979e-09,8.329454459499175e-09
1921,0.0,8.330022505109724e-09
1922,0.0,1.0329109734197317e-08
1923,2.1231896241147297e-09,1.1677543376720223e-08
1924,7.734974438733389e-09,1.0313299547703991e-08
1925,0.0,1.5397448649423495e-08
1926,0.0,1.8948435043242284e-08
1927,2.2298449753321847e-09,1.2264147031260109e-08
1928,0.0,5.713020723163709e-09
1929,1.1140406375176326e-09,7.798284684668033e-09
1930,1.0503603542488804e-09,5.2518016602221e-09
1931,2.2810713318222042e-09,1.4826963656844327e-08
1932,0.0,2.301502632917618e-08
1933,4.588264879146209e-09,1.1470662641954732e-08
1934,0.0,1.3179738189705859e-08
1935,1.196828414151696e-09,1.4361940969820353e-08
1936,0.0,1.091224355320719e-08
1937,0.0,7.554670666820584e-09
1938,6.482607339819424e-09,7.779128452511941e-09
1939,0.0,1.6823456405745674e-08
1940,0.0,2.5357829169792012e-09
1941,0.0,2.9515025978810172e-09
1942,9.102635090130207e-09,1.2136847082899749e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,1.2852744646352221e-08
1945,0.0,1.089252021913012e-08
1946,1.3921104269343232e-09,9.744772988540262e-09
1947,3.5762612871081956e-09,2.1457567722649173e-08
1948,0.0,8.697510267552389e-09
1949,0.0,9.817008539414473e-09
1950,2.1270722960764488e-09,1.3825969924496917e-08
1951,3.1984206394497505e-09,4.264560704569931e-09
1952,0.0,1.1599284199803606e-08
1953,4.3095309543161875e-09,1.0773827163745864e-08
1954,3.9090144454689835e-09,7.818028890937967e-09
1955,4.6928039232341234e-09,1.220129064449793e-08
1956,6.976913269340912e-09,1.831439710997529e-08
1957,1.236905244894615e-08,4.417518795207798e-09
1958,3.3088973783179654e-09,1.1581140491045971e-08
1959,6.975672928177801e-09,1.5501495198577686e-08
1960,3.460416619915918e-09,1.038124963770315e-08
1961,2.779263708063695e-09,9.72742331128984e-09
1962,6.976152100435229e-09,1.3952304200870458e-08
1963,6.466053248388448e-10,1.8751554753393407e-08
1964,4.258777774879263e-09,2.3727476816670645e-08
1965,2.73602163147757e-09,1.4774516998716791e-08
1966,2.215629901769489e-09,1.0524242255449678e-08
1967,1.4791006197611978e-09,1.380493930280835e-08
1968,2.6948494546985557e-09,8.982831367632116e-09
1969,2.7250546263957176e-09,1.6804504454626112e-08
1970,1.3796175313274261e-09,9.197450273612517e-09
1971,1.541519245584766e-09,1.6956711590410123e-08
1972,5.130146973897354e-09,7.69522046084603e-09
1973,1.102640756478479e-09,7.718485406371656e-09
1974,1.1251143350321513e-09,9.00091468025721e-09
1975,3.4268881066168433e-09,2.8557400888473694e-09
1976,2.856763492431469e-09,8.570290477294407e-09
1977,0.0,1.0578207476630297e-08
1978,4.158414057542359e-09,5.346532105932056e-09
1979,1.7555920051037788e-09,8.192762912528906e-09
1980,2.2740602734216964e-09,1.0801786187730755e-08
1981,1.8976649140967083e-09,1.3916208629893845e-08
1982,4.345251713999687e-09,1.1794254461960918e-08
1983,3.78918940668882e-09,8.841442245000053e-09
1984,1.1598016991243298e-09,9.858314165001048e-09
1985,2.4062232206745193e-09,1.2632671797518924e-08
1986,3.5966913891627428e-09,1.019062523255343e-08
1987,1.2221633705067347e-09,5.49973533381376e-09
1988,0.0,1.0793796967334401e-08
1989,2.7440609784434855e-09,1.6464366314750123e-08
1990,3.814055737905164e-09,8.172976573295188e-09
1991,1.7584396161396398e-09,5.861465368628416e-09
1992,3.30596661157756e-09,7.162927584403178e-09
1993,2.2156829704300662e-09,7.754890063438324e-09
1994,2.1099706426497278e-09,1.0022360608097358e-08
1995,1.0844901643380922e-09,7.591431205877797e-09
1996,5.338092190498855e-10,1.014237493990322e-08
1997,3.835915585170824e-09,8.630809844589749e-09
1998,9.536258449571733e-10,4.29131630230728e-09
1999,1.8280804647829996e-09,1.1425503210205079e-08
2000,3.5344251969604557e-09,8.394259509714175e-09
2001,1.7524847129024579e-09,1.445799924226776e-08
2002,1.752488598683044e-09,4.381221607729913e-09
2003,8.333845835650777e-10,1.4167538087139775e-08
2004,8.809582507929292e-10,7.488145215006625e-09
2005,2.251874686720612e-09,1.170974872621855e-08
2006,2.0589450144825605e-09,9.882935358973555e-09
2007,5.991719120856942e-09,1.4380126422963713e-08
2008,1.3623806971452268e-08,1.0643599057669206e-08
2009,1.430457752249481e-09,1.3350939020995156e-08
2010,1.8895172093635892e-09,1.5588517143783065e-08
2011,5.7359579308524644e-09,1.4913490886669933e-08
2012,4.425528388196653e-09,1.599998850077e-08
2013,3.3469500504423877e-09,1.1714325121037206e-08
2014,2.815078836704288e-09,1.407539329534302e-08
2015,2.659890530054554e-09,1.6402658786773827e-08
2016,3.72841224560716e-09,2.1541936373603576e-08
2017,2.5156112748447867e-09,1.3081178806828575e-08
2018,2.581466596041082e-09,1.4972506789945328e-08
2019,3.06118530524202e-09,3.724442237951209e-08
