year,nous_PRON irons_VERB,nous_PRON dirons_VERB
1853,1.5377725048892898e-06,7.1681099598208675e-06
1854,1.5955885430685157e-06,7.561250413345988e-06
1855,1.8367308882716316e-06,7.035406724753557e-06
1856,1.5925033665098454e-06,7.435479119521915e-06
1857,1.6333529515577538e-06,7.2187754085462075e-06
1858,1.9104910791156726e-06,6.948041345822276e-06
1859,1.7883712644106708e-06,6.856102345409454e-06
1860,1.964527314157749e-06,6.77102843837929e-06
1861,2.0052277136528573e-06,7.192787961685099e-06
1862,2.0290275699608173e-06,6.599422363251506e-06
1863,1.7960655895876698e-06,6.569924039467878e-06
1864,1.8349423953623045e-06,6.4685673351050355e-06
1865,1.949104188270212e-06,6.6978395807382185e-06
1866,1.8781266248879547e-06,6.263503678383131e-06
1867,1.912493019062822e-06,6.220333602868777e-06
1868,1.6504118605098483e-06,6.547802968270844e-06
1869,2.0071263122645178e-06,6.171791596898402e-06
1870,1.8090924243097106e-06,5.974878831693786e-06
1871,2.029706990924751e-06,5.320147579368495e-06
1872,2.1189876520111284e-06,5.506102297658799e-06
1873,1.6012562014111609e-06,6.22125457994116e-06
1874,1.9053028950111184e-06,6.09111407356977e-06
1875,1.7965595304758608e-06,6.077406169424648e-06
1876,1.718882032264446e-06,6.281204832703224e-06
1877,1.677940616673368e-06,5.610865173366619e-06
1878,1.4191858781487099e-06,6.388751899066847e-06
1879,1.942765493367915e-06,5.865563025508891e-06
1880,1.7578480822066922e-06,5.4737812433813815e-06
1881,1.8037877111964917e-06,5.3179314818407875e-06
1882,1.782977676612063e-06,5.326304858499498e-06
1883,1.768151037140342e-06,5.316459919413319e-06
1884,1.7560513470016303e-06,5.309744778969616e-06
1885,1.6481490376918373e-06,5.46654359823151e-06
1886,1.5475406485165877e-06,5.054352868683054e-06
1887,1.7830492424764088e-06,5.457528118313348e-06
1888,1.710697858925414e-06,4.906367735202366e-06
1889,1.638959730598799e-06,5.350426704353595e-06
1890,1.5586330732730858e-06,5.366076266000164e-06
1891,1.531087605144421e-06,5.236421657173196e-06
1892,1.6937519831117243e-06,5.0116756256102235e-06
1893,1.4324477035643213e-06,5.23157484622061e-06
1894,1.5772752703924198e-06,4.848404273616325e-06
1895,1.6172017467397382e-06,4.636138896785269e-06
1896,1.6092991472760332e-06,4.415105649968609e-06
1897,1.4158913472783752e-06,4.36945242654474e-06
1898,1.7224032546891976e-06,4.915412887385173e-06
1899,1.6549569181734114e-06,4.545880528894486e-06
1900,1.4109282631125097e-06,4.297672830944066e-06
1901,1.5380209106297116e-06,4.467078952075099e-06
1902,1.4333118087961338e-06,4.017594278593606e-06
1903,1.522322122582409e-06,4.517824322647357e-06
1904,1.4307252058642916e-06,4.399130602905643e-06
1905,1.52242387230217e-06,4.280333655515278e-06
1906,1.4671214216832595e-06,4.226976557220041e-06
1907,1.4492532898202626e-06,4.311759994379827e-06
1908,1.6502266930729093e-06,4.233126219332917e-06
1909,1.6965032614280062e-06,4.514657348408946e-06
1910,1.6470672221657878e-06,4.414802788232919e-06
1911,1.5216269844131602e-06,4.221716835672851e-06
1912,1.7191089796142478e-06,4.237343091517687e-06
1913,1.5903665655514487e-06,4.275800620234804e-06
1914,1.6360144741156546e-06,4.5390529521682765e-06
1915,1.980346041818848e-06,3.763953372981632e-06
1916,1.9052259290219808e-06,3.796168243752618e-06
1917,1.942153801337554e-06,4.105829361833457e-06
1918,1.8148475078305637e-06,3.704356231537531e-06
1919,1.7430456864531152e-06,4.072631213603017e-06
1920,1.7650872337071633e-06,3.6929773159499746e-06
1921,1.78565386477203e-06,3.859071966871852e-06
1922,1.933019120770041e-06,4.150088670940022e-06
1923,1.6964284554887854e-06,3.8419116208388004e-06
1924,1.8370564589531568e-06,4.143367959841271e-06
1925,2.11934883509457e-06,3.7129848351469263e-06
1926,1.9071043197982362e-06,3.7919163560218294e-06
1927,1.898712980619166e-06,3.8030005953260115e-06
1928,1.734473016767879e-06,3.993401378465933e-06
1929,1.6331835297478392e-06,3.738720351975644e-06
1930,1.6228067352130893e-06,4.1279160996055e-06
1931,1.5864851548030856e-06,3.9895937788969604e-06
1932,1.3787096690975886e-06,3.720762606462813e-06
1933,1.3833618766057043e-06,3.752053657990473e-06
1934,1.473734329238141e-06,4.14203225318488e-06
1935,1.4840672406535305e-06,4.409115945236408e-06
1936,1.3931296507507795e-06,4.507968924372108e-06
1937,1.405168774226695e-06,3.900728529515618e-06
1938,1.5623083413629502e-06,4.043850367452251e-06
1939,1.3336411939235404e-06,4.042217597088893e-06
1940,1.3667869893652096e-06,4.967598783878202e-06
1941,1.4727997665886505e-06,4.492186803872755e-06
1942,1.6020637758629164e-06,4.599865178533946e-06
1943,1.78548970097836e-06,5.016790510126157e-06
1944,1.8186634065386897e-06,4.7555155333611765e-06
1945,1.8756920212581463e-06,5.123841447129962e-06
1946,1.8932701664198248e-06,4.456145347830898e-06
1947,2.09926537309002e-06,4.453637416190759e-06
1948,1.8558312717686931e-06,4.110660825062951e-06
1949,1.5481422224183916e-06,3.6872681903332705e-06
1950,1.7325003796031524e-06,3.8606362977589015e-06
1951,1.8262981598127226e-06,3.856229000120948e-06
1952,1.620736384211341e-06,4.109309998057142e-06
1953,1.594526452208811e-06,3.925982582586585e-06
1954,1.5147430758588598e-06,3.5425442774794647e-06
1955,1.4801103134232108e-06,3.988883349848038e-06
1956,1.4625354651798261e-06,3.432641278777737e-06
1957,1.600908802856793e-06,3.918339302799723e-06
1958,1.639558661281626e-06,3.5115674563712673e-06
1959,1.499769723523059e-06,3.478535745671252e-06
1960,1.8679329514270648e-06,3.3088505233536125e-06
1961,1.7064679127543059e-06,3.7304666875570547e-06
1962,1.729451525989134e-06,3.3073301892727613e-06
1963,1.7749316612025723e-06,3.344889250911365e-06
1964,1.7740851490088971e-06,3.492806058602582e-06
1965,1.5863454336795257e-06,3.2876035902518197e-06
1966,1.5991308259799553e-06,3.3273221333729452e-06
1967,1.6590579434705433e-06,3.301845822534233e-06
1968,1.6456547200505156e-06,3.3258934308832977e-06
1969,1.4574500539765722e-06,3.090211976086721e-06
1970,1.4508976846627775e-06,3.1588642741553485e-06
1971,1.5795434364918037e-06,3.2515779366804054e-06
1972,1.2656072385652806e-06,3.227375373171526e-06
1973,1.355145514025935e-06,3.27980501424463e-06
1974,1.257315261682379e-06,2.789158429550298e-06
1975,1.1400114487969404e-06,2.6055772650579456e-06
1976,1.1661308576549345e-06,2.4865268528628803e-06
1977,1.2159061668626236e-06,2.6322106236875698e-06
1978,1.280791479985055e-06,2.770097694337892e-06
1979,1.3085012255942274e-06,2.528637651266763e-06
1980,1.229698057159112e-06,2.5185217396028747e-06
1981,1.3087561967495276e-06,2.468862021487439e-06
1982,1.282469952457177e-06,2.417822202005482e-06
1983,1.3262163633953605e-06,2.264040745103557e-06
1984,1.2757818979025615e-06,2.1375145706770127e-06
1985,1.2476267272631958e-06,2.2305688958113024e-06
1986,1.2186789035695256e-06,1.8588899592941743e-06
1987,1.1818320047041198e-06,1.907797013700474e-06
1988,1.2310924830671865e-06,1.7797771647565241e-06
1989,1.2073869015694072e-06,1.7688217894828995e-06
1990,1.1899853689101292e-06,1.6558450397496927e-06
1991,1.2279769521228445e-06,1.6142474805747042e-06
1992,1.2424923738763027e-06,1.717449663374282e-06
1993,1.1781894500018097e-06,1.6346200482075801e-06
1994,1.239080233972345e-06,1.6484145248796267e-06
1995,1.2422835027336987e-06,1.6728261016396573e-06
1996,1.1444869869592367e-06,1.568331441603732e-06
1997,1.0989897987201402e-06,1.5060763587371184e-06
1998,1.2134888720538584e-06,1.617349454363648e-06
1999,1.136152008029967e-06,1.569864053863057e-06
2000,1.252511935945222e-06,1.5988855466275709e-06
2001,1.2254249384113791e-06,1.501879410170659e-06
2002,1.2355044702871965e-06,1.4501843565994932e-06
2003,1.280495439459628e-06,1.494258583534247e-06
2004,1.232020110819576e-06,1.2518416951934341e-06
2005,1.2259206414455548e-06,1.3623842960441834e-06
2006,1.3654923236572358e-06,1.5454440926987445e-06
2007,1.566634807659284e-06,1.3836877315043239e-06
2008,1.668916354446992e-06,1.3381132930589956e-06
2009,1.7380061763105914e-06,1.2707233167930099e-06
2010,2.2357712055054435e-06,1.2735346217596089e-06
2011,2.2825288397143595e-06,1.0974799806717783e-06
2012,2.8486785481618426e-06,1.1411055140797544e-06
2013,3.0156020329741295e-06,1.1309901992717641e-06
2014,3.302303980490251e-06,1.0147276441330177e-06
2015,3.3102337511081714e-06,1.1869761351590569e-06
2016,3.661300638668763e-06,1.51684227489568e-06
2017,3.023764918452798e-06,9.549260937546933e-07
2018,3.4429020843163016e-06,9.34749095904408e-07
2019,3.238734052501968e-06,1.0234562637378986e-06
