year,ayez_VERB eu_VERB,ayez_VERB dû_VERB
1870,7.97032768673489e-08,2.8670243956696595e-09
1871,1.2639200974717824e-07,2.1242354542039266e-09
1872,1.2699412366146134e-07,3.628403577593531e-09
1873,1.0535367778174987e-07,1.1972008939764578e-09
1874,1.105302658288565e-07,5.974609140757536e-10
1875,1.109976253133027e-07,5.149374260327022e-09
1876,1.1789728660005494e-07,2.418405919968336e-09
1877,9.339072448710795e-08,0.0
1878,7.669642343444139e-08,3.6234530931267273e-09
1879,1.1180065229154934e-07,1.221865053580018e-09
1880,8.920806493506461e-08,1.2835692508872398e-09
1881,1.0040410813871858e-07,1.3945015142624584e-09
1882,1.1114493503328049e-07,1.9966155395678697e-09
1883,9.794975142085605e-08,8.847074184359371e-09
1884,6.337629088193353e-08,6.601696966868076e-10
1885,7.154655889962669e-08,0.0
1886,6.582533274013258e-08,2.5813855497602844e-09
1887,9.009915657998135e-08,6.528924623161458e-10
1888,6.150396103521416e-08,1.9021844099853524e-09
1889,6.453090861668898e-08,2.5060546970934183e-09
1890,7.537544632896243e-08,1.9663159989136147e-09
1891,4.780665108228277e-08,5.099376032546843e-09
1892,6.017771880806322e-08,0.0
1893,1.0038218789532038e-07,6.158416554491453e-10
1894,7.561847326087445e-08,6.301539290376468e-09
1895,6.680662067992671e-08,2.4074457982692365e-09
1896,7.371286159241208e-08,4.1279202278587945e-09
1897,8.79833734757085e-08,4.078699600285063e-09
1898,6.450524381307332e-08,3.3950129374460403e-09
1899,6.190887802404177e-08,1.6582735185011188e-09
1900,7.059832540790012e-08,2.07642125715779e-09
1901,7.544797853142882e-08,1.1177477832191585e-09
1902,5.646826295446772e-08,1.9641135384773634e-09
1903,7.506306332061286e-08,1.6200660812870638e-09
1904,8.545654139879844e-08,1.0749250378694342e-09
1905,7.121847289681682e-08,0.0
1906,7.047533046034005e-08,5.144184522798412e-10
1907,5.502842270743713e-08,1.028568674676933e-09
1908,6.826830656336824e-08,1.4734167219643268e-09
1909,1.0176819387197611e-07,0.0
1910,8.283433317046729e-08,2.67207544979442e-09
1911,6.70367157340479e-08,4.25629931299909e-09
1912,9.064392969548862e-08,6.772247651554153e-09
1913,5.674198888527826e-08,2.121195885607108e-09
1914,5.826166926681253e-08,6.696743715117748e-10
1915,2.9451904026700504e-08,0.0
1916,3.625862632361532e-08,1.0987462051303964e-09
1917,6.360526327853222e-08,1.0966424435210342e-09
1918,5.054005569604669e-08,1.1486376294556067e-09
1919,8.194984957299312e-08,7.366278698128781e-09
1920,7.2693424613135e-08,4.543339038320937e-09
1921,6.361107551811074e-08,1.5145494858259667e-09
1922,5.82856891639949e-08,1.4755870969551665e-09
1923,6.475728042687479e-08,3.1847844361720945e-09
1924,6.703644572780831e-08,2.578324886925998e-09
1925,7.478760721824074e-08,3.299453377181294e-09
1926,6.464760105018286e-08,2.229227691330493e-09
1927,8.138934504131612e-08,5.574612327308159e-09
1928,6.627104198742018e-08,1.1426041224282812e-09
1929,1.0583386256257654e-07,4.4561625500705304e-09
1930,7.247486166761519e-08,3.1510811737689437e-09
1931,7.071321306284517e-08,1.1405356659111021e-09
1932,7.123698964051073e-08,3.287861094491973e-09
1933,4.817677989876756e-08,3.4411986593596566e-09
1934,3.714289675826876e-08,2.3963160344919743e-09
1935,5.864459140525469e-08,0.0
1936,5.577368611398015e-08,2.424942913137329e-09
1937,4.5328025777280345e-08,2.5182236296217297e-09
1938,4.148868626430158e-08,1.2965214457594243e-09
1939,7.035263394072899e-08,1.5294050470515685e-09
1940,5.325144059042941e-08,2.5357829169792012e-09
1941,5.017554371988808e-08,5.9030051957620344e-09
1942,7.58552971547033e-08,0.0
1943,9.00002916637277e-08,0.0
1944,4.4984606262232774e-08,0.0
1945,4.574858536443571e-08,4.357008087652048e-09
1946,9.744773166175946e-08,2.7842208538686464e-09
1947,6.556479092978407e-08,3.5762612871081956e-09
1948,6.414413888933268e-08,5.435944139264848e-09
1949,5.890204946013e-08,9.817008317369869e-10
1950,6.593923984610228e-08,2.1270722960764488e-09
1951,8.635735326834038e-08,4.264560704569931e-09
1952,3.4797853487589236e-08,3.1634410646574906e-09
1953,6.033343424860504e-08,1.0773827385790469e-09
1954,6.645324646115114e-08,5.863521668203475e-09
1955,8.25933454962069e-08,9.385607846468247e-10
1956,6.802490304380626e-08,3.488456634670456e-09
1957,7.068030072332476e-08,5.301022731885041e-09
1958,5.4596807075313336e-08,8.272243445794913e-10
1959,6.820658171591276e-08,6.975672928177801e-09
1960,7.059249895746689e-08,1.3841666701708277e-09
1961,5.211119358250471e-08,6.94815938118154e-09
1962,8.371382165250907e-08,5.0735651235811474e-09
1963,4.978861056770256e-08,1.939815863494232e-09
1964,8.51755572739421e-08,3.041984220075733e-09
1965,6.621172587983892e-08,2.73602163147757e-09
1966,6.813061759203265e-08,4.985167390003653e-09
1967,6.113616279890266e-08,3.944268467392931e-09
1968,4.850729240502005e-08,4.491415683816058e-09
1969,7.857241257624992e-08,4.5417578031781147e-10
1970,6.070317226658517e-08,4.1388523719376735e-09
1971,6.320228607137324e-08,6.166076982339064e-09
1972,7.079602681869801e-08,4.6171320100540925e-09
1973,5.017015425323734e-08,2.7566018356850464e-09
1974,4.1629231617434925e-08,5.625571564138454e-09
1975,4.397839603598186e-08,2.8557400888473694e-09
1976,3.94233339306993e-08,4.570821499072508e-09
1977,3.8786758693731826e-08,2.3507127355770763e-09
1978,5.4653440884067095e-08,1.1881182704343018e-09
1979,5.969013017192992e-08,3.5111840102075575e-09
1980,3.865902442612423e-08,5.6851505725319385e-09
1981,5.060439534076977e-08,3.1627747087981106e-09
1982,4.903926864585628e-08,3.7245013739806154e-09
1983,5.7469375036589554e-08,4.4207211225000265e-09
1984,5.0451372857196475e-08,4.639206796497319e-09
1985,5.353846788125338e-08,2.4062232206745193e-09
1986,4.855533219938479e-08,8.392279760016663e-09
1987,4.3386798154188e-08,9.166225112267057e-09
1988,5.097070854276353e-08,7.195864348830128e-09
1989,4.445378820605583e-08,4.390497743145261e-09
1990,3.705082818328265e-08,4.90378582185258e-09
1991,4.9822453718206816e-08,2.344586080837985e-09
1992,4.7385519508225116e-08,2.7549720282848966e-09
1993,4.4867579873653085e-08,8.308811416668505e-09
1994,5.063929364723663e-08,1.0549853213248639e-09
1995,3.687266669771816e-08,1.0844901643380922e-09
1996,3.95018808774239e-08,3.2028553142993132e-09
1997,4.315404922294874e-08,1.917957792585412e-09
1998,4.815810683567179e-08,3.814503379828693e-09
1999,4.2959889867688617e-08,1.3710603763428253e-09
2000,4.152949628632996e-08,2.2090156370779823e-09
2001,4.600272518473503e-08,3.5049694258049158e-09
2002,4.381221430094229e-08,7.886198361006791e-09
2003,5.625345878002008e-08,2.083461403401543e-09
2004,4.2726476578991424e-08,1.7619165015858584e-09
2005,4.864049429897932e-08,4.503749373441224e-09
2006,6.094477100759832e-08,3.706100981659688e-09
2007,7.869124374337844e-08,8.38840730210677e-09
2008,8.514879112908602e-08,1.4049550856043425e-08
2009,6.770833493874306e-08,1.3827758493789588e-08
2010,1.162053067105262e-07,3.117703428756613e-08
2011,1.3230942386144307e-07,2.791499476018089e-08
2012,1.450211613018837e-07,2.382976838077866e-08
2013,1.762727066534353e-07,3.346950094851309e-08
2014,1.9748860324853013e-07,3.421403249603827e-08
2015,1.7821265885231696e-07,3.324863229181574e-08
2016,1.915989571443788e-07,4.6398017872206765e-08
2017,1.4791794455959462e-07,3.949509874701107e-08
2018,1.819933999058776e-07,4.0529027245383986e-08
2019,1.7805894003686262e-07,3.1377147990951926e-08
