year,aurez_VERB écrit_VERB,aurez_VERB décrit_VERB
1847,8.629157832729106e-09,1.0786447290911383e-09
1848,3.700802153616678e-08,1.6090443422100975e-09
1849,1.75967720394965e-08,5.02764896381791e-09
1850,7.467895635215882e-09,0.0
1851,3.676180071465751e-08,1.2898877521649865e-09
1852,1.0416872697760482e-08,0.0
1853,1.911018188138769e-08,1.1943863675867306e-09
1854,1.558699302961486e-08,0.0
1855,1.539011762474729e-08,1.5920811335945473e-09
1856,1.1907535402144731e-08,5.177189232874468e-10
1857,2.147863931156735e-08,4.881509085841174e-10
1858,2.5936483183386372e-08,0.0
1859,1.323965115318515e-08,5.092173349652285e-10
1860,2.334363813361051e-08,0.0
1861,2.452301117727984e-08,0.0
1862,4.698705780015189e-08,0.0
1863,2.8968800691586694e-08,0.0
1864,9.109982990196386e-09,4.794728170054441e-09
1865,5.554076309977063e-08,4.23615986733239e-09
1866,2.0435575009969398e-08,2.919367858567057e-09
1867,8.249779526181555e-09,4.85281148598915e-10
1868,1.333765986544222e-08,9.87974813071446e-10
1869,1.1720445947105418e-08,0.0
1870,1.7202147262196377e-08,0.0
1871,1.805600113868877e-08,0.0
1872,1.1489944995446422e-08,0.0
1873,1.6760813181804224e-08,0.0
1874,1.3144139998644278e-08,1.1949218281515073e-09
1875,1.602027666081085e-08,0.0
1876,3.3253080289341597e-08,0.0
1877,1.1132669008873108e-08,0.0
1878,2.717589886458427e-08,0.0
1879,1.7717043832021773e-08,0.0
1880,7.059631101924424e-09,6.417846254436199e-10
1881,2.5101027034679646e-08,4.183504653809678e-09
1882,1.9300616216355593e-08,0.0
1883,4.423537092179686e-09,0.0
1884,1.7164412113856997e-08,1.9805090900604227e-09
1885,7.090199094506033e-09,2.5782542767416317e-09
1886,1.2906927970846027e-08,0.0
1887,7.1818169189441505e-09,0.0
1888,5.706553452000662e-09,0.0
1889,4.385595886446936e-09,0.0
1890,1.1142456735058204e-08,0.0
1891,7.0116419337296065e-09,0.0
1892,5.014809900671935e-09,0.0
1893,4.926733243593162e-09,0.0
1894,5.041231432301174e-09,0.0
1895,4.213029924926559e-09,0.0
1896,4.1279202278587945e-09,0.0
1897,4.078699600285063e-09,0.0
1898,3.960848538042683e-09,5.6583548957434e-10
1899,1.713549302451156e-08,2.2110313580014918e-09
1900,1.245852754294674e-08,1.038210628578895e-09
1901,3.912117296778206e-09,0.0
1902,6.38336894454028e-09,0.0
1903,7.020286574288548e-09,0.0
1904,1.6123875568041512e-09,0.0
1905,7.2250627702885595e-09,0.0
1906,5.658602919567102e-09,0.0
1907,1.4399961223432456e-08,5.142843373384665e-10
1908,1.2278472460991452e-08,4.911389073214423e-10
1909,3.300590023513905e-09,1.6502950117569526e-09
1910,7.481810726517324e-09,0.0
1911,2.4473720827700163e-08,5.320374141248863e-10
1912,1.510732161591477e-08,0.0
1913,1.0605979205990934e-08,0.0
1914,8.705766774141921e-09,0.0
1915,1.1780762143587253e-08,0.0
1916,5.493730803607377e-09,4.394984820521586e-09
1917,7.676496771580332e-09,0.0
1918,6.89182577673364e-09,0.0
1919,6.4454939163738345e-09,0.0
1920,3.256059599721084e-08,7.572231730534895e-10
1921,7.572747762196741e-09,0.0
1922,5.164555005876537e-09,0.0
1923,6.369568872344189e-09,0.0
1924,5.156649773851996e-09,0.0
1925,1.5397448649423495e-08,0.0
1926,1.114613823460786e-08,0.0
1927,1.6723836537835268e-08,4.4596899506643695e-09
1928,5.713020723163709e-09,0.0
1929,7.798284684668033e-09,2.2280812750352652e-09
1930,8.402882833991043e-09,0.0
1931,0.0,0.0
1932,3.287861094491973e-09,0.0
1933,1.4911860191091364e-08,0.0
1934,2.3963160344919743e-09,0.0
1935,4.787313656606784e-09,0.0
1936,2.424942913137329e-09,0.0
1937,1.2591118148108649e-09,0.0
1938,6.482607339819424e-09,0.0
1939,7.647025235257843e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,1.8205270180260413e-08,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,0.0
1946,4.1763312808029696e-09,0.0
1947,1.549713246618012e-08,0.0
1948,9.784699273041042e-09,0.0
1949,4.908504269707237e-09,9.817008317369869e-10
1950,8.508289184305795e-09,0.0
1951,1.0661401539380222e-08,1.0661401761424827e-09
1952,0.0,0.0
1953,5.386913581872932e-09,1.0773827385790469e-09
1954,4.886268278880834e-09,0.0
1955,4.6928039232341234e-09,0.0
1956,2.616342476002842e-09,0.0
1957,7.951533653738352e-09,0.0
1958,9.099467845885556e-09,0.0
1959,1.2401196514133517e-08,0.0
1960,1.591791587429725e-08,0.0
1961,2.08444772553662e-09,6.948159270159238e-10
1962,8.8787386332001e-09,0.0
1963,7.759263453976928e-09,0.0
1964,1.2167936880302932e-08,6.083968329129164e-10
1965,1.2038495533772675e-08,5.472043373977442e-10
1966,7.200797291773142e-09,0.0
1967,1.1339771788243524e-08,9.860671168482327e-10
1968,6.737123747768692e-09,8.982831700699023e-10
1969,3.1792304344691047e-09,0.0
1970,1.4715920038099739e-08,0.0
1971,1.1304474689666222e-08,0.0
1972,1.1799337507056862e-08,0.0
1973,5.513203671370093e-09,0.0
1974,6.750686232237513e-09,0.0
1975,6.8537762132336866e-09,0.0
1976,5.142174241967723e-09,0.0
1977,2.3507127355770763e-09,0.0
1978,7.72276909088987e-09,0.0
1979,2.3407893401383717e-09,0.0
1980,5.6851505725319385e-09,0.0
1981,6.958104314946922e-09,0.0
1982,4.345251713999687e-09,0.0
1983,3.157658134966823e-09,0.0
1984,1.1018116197192285e-08,0.0
1985,7.218669662023558e-09,0.0
1986,5.994485352545098e-09,0.0
1987,4.888653482026939e-09,0.0
1988,3.597932174415064e-09,5.996553809062277e-10
1989,6.036934507847036e-09,0.0
1990,5.993515905799995e-09,0.0
1991,6.4476117778156095e-09,1.1722930404189924e-09
1992,2.2039776670368383e-09,0.0
1993,6.647049133334804e-09,0.0
1994,4.747434001473039e-09,0.0
1995,4.880205572987961e-09,0.0
1996,5.871901187504136e-09,0.0
1997,7.192341833217597e-09,4.79489448146353e-10
1998,5.72175506974304e-09,4.768129224785866e-10
1999,6.398281460207045e-09,0.0
2000,3.97622823555821e-09,0.0
2001,3.5049694258049158e-09,1.3143635069212678e-09
2002,9.200564754507923e-09,1.752488598683044e-09
2003,5.8336921959778465e-09,8.333845835650777e-10
2004,7.488145215006625e-09,0.0
2005,8.557123898356167e-09,4.5037495954858286e-10
2006,4.117890028965121e-09,0.0
2007,7.190063211481856e-09,1.1983438685803094e-09
2008,1.0643598891135753e-08,0.0
2009,2.860915504498962e-09,4.76819250749827e-10
2010,7.558068837454357e-09,9.447586046817946e-10
2011,1.185431308670104e-08,7.64794394481072e-10
2012,1.463828702696901e-08,3.404252713057332e-10
2013,1.1156499724052082e-08,5.578250084070646e-10
2014,1.3425760059249114e-08,1.0827225782605865e-09
2015,9.752931795503628e-09,6.649726325136385e-10
2016,2.050626690675017e-08,1.2428040818690533e-09
2017,1.0314006537726073e-08,0.0
2018,1.3423626654684995e-08,7.744400121190154e-10
2019,1.4285530980373551e-08,2.55098775436835e-10
