year,pourriez_VERB écrire_VERB,pourriez_VERB décrire_VERB
1910,3.206490406526541e-09,5.344150677544235e-10
1911,1.0640748726586935e-08,0.0
1912,9.897900277167082e-09,0.0
1913,1.1666577037772186e-08,5.30298971401777e-10
1914,6.027069510139427e-09,0.0
1915,4.712304768617059e-09,0.0
1916,4.394984820521586e-09,0.0
1917,2.1932848870420685e-09,0.0
1918,1.1486376294556067e-09,0.0
1919,9.207848372660976e-10,0.0
1920,1.0601124422748853e-08,0.0
1921,1.5902768879527684e-08,0.0
1922,8.115729421831475e-09,0.0
1923,4.246379248229459e-09,0.0
1924,7.734974438733389e-09,0.0
1925,8.798542339150117e-09,0.0
1926,3.343841648018042e-09,0.0
1927,4.4596899506643695e-09,0.0
1928,1.1426041224282812e-09,0.0
1929,3.342121912552898e-09,0.0
1930,8.402882833991043e-09,0.0
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,6.575722188983946e-09,0.0
1933,3.4411986593596566e-09,0.0
1934,1.677421224144382e-08,0.0
1935,3.590485242455088e-09,0.0
1936,2.424942913137329e-09,0.0
1937,5.0364472592434595e-09,0.0
1938,5.186085783037697e-09,0.0
1939,1.988226472349197e-08,0.0
1940,0.0,0.0
1941,2.3612020783048138e-08,0.0
1942,1.517105907566929e-08,0.0
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,1.3071024262956144e-08,0.0
1946,1.2528993842408909e-08,0.0
1947,8.344609447874518e-09,0.0
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,4.908504269707237e-09,0.0
1950,4.2541445921528975e-09,0.0
1951,0.0,5.330700769690111e-09
1952,7.381362632230548e-09,0.0
1953,2.1547654771580937e-09,0.0
1954,5.863521668203475e-09,9.772536113672459e-10
1955,2.815682353940474e-09,0.0
1956,8.72114114258693e-09,0.0
1957,1.501956425897788e-08,0.0
1958,2.4816730892496253e-09,0.0
1959,3.8753737996444215e-09,0.0
1960,8.997083078554624e-09,0.0
1961,9.72742331128984e-09,0.0
1962,1.4586500007851555e-08,0.0
1963,7.1126584622049904e-09,0.0
1964,1.2167936880302932e-08,0.0
1965,7.660860390501512e-09,1.0944086747954884e-09
1966,5.539074976468328e-09,5.539074754423723e-10
1967,2.465167847631733e-09,0.0
1968,7.635406973349745e-09,1.7965663401398047e-09
1969,4.541757636644661e-09,1.8167031212712459e-09
1970,7.3579600190498695e-09,4.5987250119061684e-10
1971,4.624557625731995e-09,5.138397485282553e-10
1972,1.128632298730281e-08,0.0
1973,7.718485406371656e-09,5.513203782392395e-10
1974,5.06301445213353e-09,0.0
1975,5.711480177694739e-09,0.0
1976,6.2848797277581525e-09,0.0
1977,7.052138428775834e-09,0.0
1978,1.4257419245211622e-08,0.0
1979,1.1118749476679568e-08,1.1703946700691858e-09
1980,1.3644362084619388e-08,0.0
1981,8.855769451088236e-09,1.8976649140967083e-09
1982,8.690503427999374e-09,6.207502289967692e-10
1983,1.326216381158929e-08,1.89459470334441e-09
1984,6.958810416790584e-09,1.739702604197646e-09
1985,1.0828004270990732e-08,2.4062232206745193e-09
1986,8.991728250862252e-09,0.0
1987,4.888653482026939e-09,0.0
1988,5.396898483667201e-09,5.996553809062277e-10
1989,8.232182935330457e-09,1.6464366536794728e-09
1990,5.993515905799995e-09,5.44865097484859e-10
1991,9.37834432335194e-09,1.1722930404189924e-09
1992,1.0468894195980738e-08,5.509944167592096e-10
1993,8.862731881720265e-09,1.661762283333701e-09
1994,1.2132331583813993e-08,1.0549853213248639e-09
1995,1.138714633697191e-08,5.422450821690461e-10
1996,5.3380921904988554e-09,5.338092190498855e-10
1997,7.671831170341648e-09,4.79489448146353e-10
1998,9.059445638115449e-09,4.768129224785866e-10
1999,8.226361813967742e-09,1.3710603763428253e-09
2000,7.95245647111642e-09,0.0
2001,1.0076787404500465e-08,4.3812117822561447e-10
2002,1.3143664823189738e-08,8.76244299341522e-10
2003,1.3750845795357236e-08,8.333845835650777e-10
2004,1.1011977996133737e-08,4.404791253964646e-10
2005,1.4411998705554652e-08,4.5037495954858286e-10
2006,1.1118302722934459e-08,8.235779835885637e-10
2007,6.7906151812735516e-09,1.997239706952314e-09
2008,1.9158479247494142e-08,2.1287198670449925e-09
2009,1.3350939020995156e-08,1.907277002999308e-09
2010,1.369900015646408e-08,9.447586046817946e-10
2011,1.644307978665438e-08,6.500752380844688e-09
2012,2.2127641940983267e-08,2.0425516833455504e-09
2013,1.840822605458925e-08,3.3469500504423877e-09
2014,2.403644216997236e-08,3.031623174720721e-09
2015,1.773260294157808e-08,2.881548111233201e-09
2016,2.568461709984149e-08,2.278474076078396e-09
2017,2.3143623906207722e-08,3.2702947017071438e-09
2018,2.0135439982027492e-08,4.3884935685412074e-09
2019,2.1173198305746155e-08,3.06118530524202e-09
