year,quels_DET yeux_NOUN,quels_DET dieux_NOUN
1861,1.2355824807741556e-07,6.602349156281662e-08
1862,1.8297844306403022e-07,5.963742050196785e-08
1863,1.4284615801329892e-07,3.646073126750693e-08
1864,1.150734725285929e-07,3.404256765371372e-08
1865,1.1672973698750866e-07,3.247722579757806e-08
1866,1.8002767632196992e-07,2.968023915528306e-08
1867,1.4558434813238819e-07,2.5719900875742496e-08
1868,1.0768925662318907e-07,4.001298048450508e-08
1869,9.522862498556606e-08,2.9301115200830452e-08
1870,9.461180283665271e-08,4.81660107354287e-08
1871,7.328612205981244e-08,3.186353225714811e-08
1872,1.251799268686682e-07,2.660829290235256e-08
1873,1.0774807890356897e-07,4.489503363513947e-08
1874,1.487677678824184e-07,2.5690819693835465e-08
1875,2.2542816324744308e-07,2.1741803690744632e-08
1876,1.0036384523459674e-07,1.9951848395649563e-08
1877,1.5956825194507473e-07,9.153527746885715e-08
1878,1.0628796154321662e-07,1.509772162844314e-08
1879,1.2951769789992795e-07,3.9099679938203735e-08
1880,9.1775198995947e-08,3.979064699954904e-08
1881,8.506459536761213e-08,4.183504592747411e-08
1882,1.1780031883290576e-07,4.1263388705914394e-08
1883,1.257548412070264e-07,1.7694149478941767e-08
1884,1.2345173061589776e-07,9.242375753615306e-09
1885,9.475084183918625e-08,4.189663221909612e-08
1886,9.09938417947842e-08,2.19417763958063e-08
1887,9.466940653624079e-08,2.2198344051815866e-08
1888,1.0779045034325918e-07,2.5996521157978236e-08
1889,9.209751183902881e-08,2.5060547137467637e-08
1890,1.1994526971648156e-07,1.7696843657155625e-08
1891,8.541455009947185e-08,1.593555043477579e-08
1892,9.277398049789554e-08,2.1939792427261295e-08
1893,9.545545687217327e-08,1.7859408063536364e-08
1894,1.3611325044848854e-07,8.82215478448245e-09
1895,1.0652947679545832e-07,1.745398270358578e-08
1896,8.60966240523453e-08,2.299841256325763e-08
1897,8.099131854066854e-08,1.9810825535593324e-08
1898,1.0750874324116921e-07,1.0750874412934763e-08
1899,9.452159055456377e-08,1.1055156790007459e-08
1900,7.838490478917493e-08,1.8687791425442413e-08
1901,8.606658141729895e-08,2.626707273911677e-08
1902,8.052865574370571e-08,1.4239823320494338e-08
1903,7.236295118673297e-08,3.564145512058303e-08
1904,7.255744094436523e-08,1.8811188162715098e-08
1905,8.463645073675252e-08,2.7868098939620722e-08
1906,8.385020855428138e-08,1.9033481901686855e-08
1907,1.141711205576712e-07,2.0057088878644436e-08
1908,8.840500242968119e-08,2.0136695866312948e-08
1909,1.2102163893246143e-07,2.1453835152840384e-08
1910,1.1543365729949073e-07,2.351426331426154e-08
1911,8.193376288545551e-08,2.606983429132015e-08
1912,8.751827440534043e-08,2.3963337980603683e-08
1913,1.0871128708345168e-07,3.234823703346379e-08
1914,1.1250529752260263e-07,1.741153443646226e-08
1915,9.542416989916092e-08,2.3561523843085297e-09
1916,1.483307414673618e-07,4.394984820521586e-09
1917,1.1185752768483326e-07,1.8642921539857582e-08
1918,1.2520150249883955e-07,2.067547733020092e-08
1919,1.906024635900394e-07,1.8415696967366557e-08
1920,1.0146790430098918e-07,1.665891025126598e-08
1921,1.249503327471757e-07,1.438821994881323e-08
1922,1.1878476158244666e-07,1.8444838545406128e-08
1923,1.2314499819865432e-07,2.866306036963806e-08
1924,1.5727781743635205e-07,2.836157397823058e-08
1925,1.198801378166081e-07,2.7495445253933326e-08
1926,1.3040981983181155e-07,2.6750732295965918e-08
1927,2.08490497755065e-07,2.7873061858585402e-08
1928,1.23401246554522e-07,1.1426041335305115e-08
1929,1.3925508213219473e-07,2.3394853831959495e-08
1930,1.113382008810504e-07,2.625900974440043e-08
1931,1.0835088559701944e-07,1.7108034988666532e-08
1932,1.2713062602642822e-07,1.5343351700281005e-08
1933,9.864769623391112e-08,1.032359597807897e-08
1934,9.705080294963864e-08,1.5576054224197833e-08
1935,8.138433216231533e-08,2.0346083040578833e-08
1936,9.578524284847845e-08,1.576212849130343e-08
1937,8.561960385122802e-08,1.76275650742852e-08
1938,9.07565009811151e-08,2.7226950916059423e-08
1939,1.0094073132904668e-07,2.9058696782158222e-08
1940,3.296517814277422e-08,3.296517814277422e-08
1941,5.607854891565012e-08,4.132103548215582e-08
1942,7.585529537834645e-08,3.6410541248699246e-08
1943,1.1322617510245436e-07,2.9032352077962287e-09
1944,1.8315160588144863e-07,3.213186161588055e-08
1945,1.6774481714776357e-07,5.446260242791823e-08
1946,1.0858461507723405e-07,1.5313214696277555e-08
1947,1.0371157976862833e-07,3.576261353721577e-08
1948,1.0980607001442877e-07,2.3918152569635254e-08
1949,7.657266554161879e-08,1.668891391748417e-08
1950,1.0741714895345922e-07,2.8715475330898244e-08
1951,1.2900295942586126e-07,3.0918064553020486e-08
1952,8.224947123380844e-08,2.8470970914185045e-08
1953,7.864894158160496e-08,2.8011950981010614e-08
1954,9.381635024396928e-08,2.3454086006680086e-08
1955,8.165479137289822e-08,3.660387060122616e-08
1956,8.110661831040034e-08,5.3198964122813663e-08
1957,7.42143146936769e-08,3.357314404262013e-08
1958,1.0588471344163963e-07,2.3162282425381875e-08
1959,8.913360005635695e-08,4.572941303404576e-08
1960,1.1073333539002306e-07,1.6610000042049933e-08
1961,9.935867950616739e-08,2.4318557112490424e-08
1962,1.0020290908130391e-07,3.107558654846798e-08
1963,9.634419129156413e-08,3.620989819097531e-08
1964,1.1255341192395463e-07,1.5818317711246976e-08
1965,9.630796604653824e-08,2.4076991345101106e-08
1966,9.30564585388538e-08,2.935709653151264e-08
1967,1.0649524995187676e-07,3.155414751709884e-08
1968,1.0824311935664355e-07,4.356673216632245e-08
1969,8.901844950059967e-08,1.5441976558561166e-08
1970,8.185730493437404e-08,2.207388005714961e-08
1971,7.810364266447323e-08,2.671966747858079e-08
1972,6.925698414761428e-08,2.4111689533867775e-08
1973,6.560712684233749e-08,3.252790264918204e-08
1974,4.2754343176909515e-08,2.4189957426035136e-08
1975,5.425906213218923e-08,1.770558855085369e-08
1976,5.1993093830304815e-08,2.3996813203197576e-08
1977,4.2312827908119743e-08,2.2331770654915317e-08
1978,6.831680110508387e-08,1.4257419245211622e-08
1979,7.139407465217573e-08,2.45782879604306e-08
1980,6.708477684469472e-08,2.2172087388305783e-08
1981,4.997184355204354e-08,2.2139423516698287e-08
1982,5.276376846552466e-08,1.6139505842893698e-08
1983,7.325766482324525e-08,1.705135366236732e-08
1984,5.3930780730127026e-08,1.5657322993689604e-08
1985,3.789801494846756e-08,2.6468455982531225e-08
1986,6.533989171941812e-08,2.5776288214984788e-08
1987,7.638521104524898e-08,2.383218500323636e-08
1988,4.677311959966346e-08,2.0987938054162214e-08
1989,5.927171820019339e-08,2.963585976623051e-08
1990,5.121732105095589e-08,2.3974064233822645e-08
1991,3.751337729340776e-08,2.0515128262843518e-08
1992,4.573253598039173e-08,2.534574272683443e-08
1993,5.428423133224669e-08,1.7171543520433374e-08
1994,4.589186186620964e-08,2.373716934123138e-08
1995,4.66330787318725e-08,3.307695040088987e-08
1996,5.871901453957662e-08,1.9750941104845765e-08
1997,4.171558209975501e-08,2.7810387104310053e-08
1998,4.4343602567664675e-08,2.1456581400514096e-08
1999,4.570201017628506e-08,2.7878226754873836e-08
2000,5.434178618202168e-08,1.6346716424919805e-08
2001,5.2136421402337874e-08,1.752484743433591e-08
2002,5.914648859572935e-08,3.066855008837521e-08
2003,5.5420076527923356e-08,2.5001538173086146e-08
2004,4.8893181947562425e-08,2.1583476561559678e-08
2005,3.783149615799175e-08,2.567137302733613e-08
2006,5.3532566823832894e-08,1.81187155279261e-08
2007,5.1129337208521974e-08,1.7975157362570826e-08
2008,4.9386299494358354e-08,2.0435710873512036e-08
2009,5.8171947259211265e-08,2.9085973185516423e-08
2010,4.534841391290456e-08,2.078468919197718e-08
2011,5.6594783970354e-08,3.288615951779761e-08
2012,8.442546750586644e-08,2.8595722567636983e-08
2013,1.1184391723872977e-07,3.0401462736140417e-08
2014,1.208318387568852e-07,3.724565678098202e-08
2015,1.4030922557140002e-07,3.2583658604590227e-08
2016,1.4292246675040587e-07,3.044869834045727e-08
2017,8.704015463933956e-08,2.8929530687671345e-08
2018,1.228778145900833e-07,2.968686696469547e-08
2019,1.1785563458488468e-07,2.6785371254334223e-08
