year,aurions_VERB eu_VERB,aurions_VERB dû_VERB
1864,3.893319160397368e-07,3.5289198763166496e-07
1865,3.4454100727998593e-07,3.388927893865912e-07
1866,2.559312406447134e-07,3.182110788202408e-07
1867,3.2028555096985656e-07,3.4260850156897504e-07
1868,2.855247203115141e-07,2.998503418893961e-07
1869,3.594270197027072e-07,3.8189119777598535e-07
1870,2.568853858520015e-07,3.451897327977349e-07
1871,4.142259228956391e-07,5.979723027849104e-07
1872,4.6987827317934716e-07,5.230948545431602e-07
1873,3.465896725174389e-07,3.8549868008885824e-07
1874,4.110531222067948e-07,3.769978320633527e-07
1875,3.513017645673244e-07,3.8219801012928656e-07
1876,3.403906418952829e-07,3.0350994961736433e-07
1877,2.4430022449450917e-07,3.469681644219236e-07
1878,2.7296681537336553e-07,3.412085050058522e-07
1879,3.48842462472021e-07,3.9649520999773813e-07
1880,3.324444435293117e-07,3.176834013629559e-07
1881,2.8657007078436436e-07,3.38863856086391e-07
1882,2.9882679086767894e-07,3.121375584669295e-07
1883,2.7362736432223755e-07,3.5261911079942365e-07
1884,3.347060442138172e-07,3.2150265383279475e-07
1885,2.7265039648227685e-07,3.113242144081596e-07
1886,2.5491181077086367e-07,3.142836817460193e-07
1887,3.0228920877561904e-07,3.0033052667022275e-07
1888,2.808892247685435e-07,3.100560661550844e-07
1889,2.875697759918694e-07,3.301726962945395e-07
1890,3.0084635227467516e-07,3.1002247169453767e-07
1891,2.849276370398002e-07,2.7345404873813095e-07
1892,2.990080361087166e-07,3.102913694874587e-07
1893,3.023782539912645e-07,3.153109275899624e-07
1894,2.734868189691042e-07,2.772677305529214e-07
1895,3.4306103202652594e-07,3.4486660638322064e-07
1896,3.2787480108709133e-07,3.090043207976123e-07
1897,3.1930389354783983e-07,2.668634806468617e-07
1898,3.072486833843868e-07,3.219603854631714e-07
1899,2.957254423563427e-07,3.1064990935192327e-07
1900,2.553998115217837e-07,3.2028796681515814e-07
1901,3.0402739525925426e-07,3.425896863973321e-07
1902,2.798861657993257e-07,3.1327610372500203e-07
1903,2.4300990730807825e-07,2.845916071692045e-07
1904,2.5959440108636045e-07,3.0850347343402973e-07
1905,2.4874859150259e-07,3.3544932875884115e-07
1906,3.168817670484714e-07,3.3900175822054734e-07
1907,2.658850064563012e-07,3.2811340133775957e-07
1908,3.108909254478931e-07,3.3053649417524866e-07
1909,2.75599262522519e-07,2.866012493996095e-07
1910,2.6026015120805823e-07,3.2332110322386143e-07
1911,2.9102446319484443e-07,3.229467040455347e-07
1912,2.464056194639852e-07,2.9276947088874294e-07
1913,2.8424025799722585e-07,3.674971935652138e-07
1914,3.107289217041398e-07,2.986747631439357e-07
1915,4.217512810100743e-07,5.171754651200899e-07
1916,4.3620224232654436e-07,5.032257490711345e-07
1917,3.5969873124486185e-07,5.000689498046995e-07
1918,3.549290283899609e-07,5.214814677856339e-07
1919,3.80284149059662e-07,3.986998251548357e-07
1920,3.369643195583194e-07,4.437327731920959e-07
1921,3.241135857479094e-07,4.3543298033910105e-07
1922,3.430739923260262e-07,4.5816977944923565e-07
1923,3.1104727327146975e-07,3.620038171447959e-07
1924,2.977965323225362e-07,3.7643542327714385e-07
1925,2.8925208539476444e-07,3.9373477989101957e-07
1926,2.5859040420073143e-07,4.202094316951843e-07
1927,2.8542015684251965e-07,3.322469126487704e-07
1928,2.4794508135528304e-07,2.5137291004284634e-07
1929,2.9856289529561764e-07,3.4646663493731467e-07
1930,2.762447763871023e-07,4.033383902424248e-07
1931,2.600421282750176e-07,3.695335522024834e-07
1932,2.32342173944744e-07,3.3645778785285074e-07
1933,2.1564845553712075e-07,3.3609040883675334e-07
1934,2.576039719315304e-07,3.1032291758492647e-07
1935,2.14232287021332e-07,3.087817219693534e-07
1936,2.2794463916397945e-07,3.091802227572771e-07
1937,2.1530811977754638e-07,3.487739661522937e-07
1938,2.6578689471534744e-07,3.422816519105254e-07
1939,2.4011660570977256e-07,3.4258673053955135e-07
1940,2.4850672275533725e-07,3.5500960393619607e-07
1941,2.0660517918713595e-07,4.1616186763349106e-07
1942,2.0936060707299475e-07,3.7017383647253155e-07
1943,2.52581457971246e-07,4.790338152815821e-07
1944,2.9239993182272883e-07,3.920087010556017e-07
1945,2.9191954808993614e-07,6.07802633112442e-07
1946,2.7006942104890186e-07,4.96983432185516e-07
1947,2.9206134399828443e-07,4.565693529912096e-07
1948,2.3918153146951227e-07,4.01172655983828e-07
1949,2.1793758264720964e-07,3.357416744620423e-07
1950,2.605663667054614e-07,4.1477909462628304e-07
1951,2.6866732127928117e-07,4.0833168668541475e-07
1952,2.3409464233736799e-07,4.0702943238102307e-07
1953,1.960836613079664e-07,3.813934768004401e-07
1954,2.091322670594309e-07,3.371524996964581e-07
1955,2.1493042368092574e-07,3.444518199557933e-07
1956,2.258775708696703e-07,3.505898860112211e-07
1957,1.7846775790530955e-07,3.1187681770461495e-07
1958,1.9687939811774413e-07,3.6480594189924886e-07
1959,1.8911825350187428e-07,3.092548297445319e-07
1960,2.2285082934558886e-07,3.3704458246575086e-07
1961,2.0288625535158644e-07,3.251738576182106e-07
1962,2.4162852696463233e-07,3.6339409348329355e-07
1963,1.907485653873664e-07,3.446406253715395e-07
1964,1.782602652156129e-07,3.905907703938283e-07
1965,1.9371033488368994e-07,3.458331434558204e-07
1966,2.2100908836364397e-07,3.2791322723824123e-07
1967,1.888318479359441e-07,3.199787670382648e-07
1968,2.519684301205416e-07,3.7772807104374806e-07
1969,2.525217439597327e-07,3.869577653858869e-07
1970,1.8624835718128452e-07,3.366266696502862e-07
1971,2.0604973371973756e-07,3.514663831083453e-07
1972,1.5903455619081797e-07,2.980615363412653e-07
1973,1.615368745433443e-07,2.833786822975526e-07
1974,1.7270505736632913e-07,2.7959092108176264e-07
1975,1.4792733793456136e-07,2.7814908776235825e-07
1976,1.794047506109564e-07,3.1824345114728203e-07
1977,1.604361443696689e-07,3.0794336680628476e-07
1978,1.615840830027082e-07,3.0594046052101476e-07
1979,1.7087762671508244e-07,2.592424266367743e-07
1980,1.381491614438346e-07,3.445201173235546e-07
1981,1.6256662149771728e-07,3.0425891850427433e-07
1982,1.421518049937731e-07,3.333428821861162e-07
1983,1.4651533319920418e-07,3.5744687920669094e-07
1984,1.7107075223066204e-07,2.806719976433669e-07
1985,1.3595160908153048e-07,2.94762344310584e-07
1986,1.6185110496280686e-07,2.913319860908814e-07
1987,1.2588282061187783e-07,2.817086510731315e-07
1988,1.217300393818732e-07,2.614497418562678e-07
1989,1.426911779844886e-07,3.0568841680178593e-07
1990,1.4220978528101114e-07,3.1983580583982985e-07
1991,1.365721402635245e-07,3.15346824208973e-07
1992,1.2232075619067473e-07,2.793541682422074e-07
1993,1.4512723112147796e-07,3.0853385624141083e-07
1994,1.566653224926995e-07,3.4761765732582717e-07
1995,1.480329103742406e-07,2.8576315003192576e-07
1996,1.2651278780140274e-07,2.797160334466753e-07
1997,1.3713398061554471e-07,2.781038688226545e-07
1998,1.2444817798495933e-07,2.798891785005253e-07
1999,1.2293841678001627e-07,2.97977123864257e-07
2000,1.418188162460865e-07,2.345974792206107e-07
2001,1.3713193425246573e-07,3.0274173923316994e-07
2002,1.2705542928870273e-07,3.2377226943935966e-07
2003,1.2125745740831917e-07,3.233532197555178e-07
2004,1.6077487430266046e-07,3.2771646374385455e-07
2005,1.1889898843264746e-07,2.8733921908496995e-07
2006,1.325960568010487e-07,3.3190192993970413e-07
2007,1.3061948322956596e-07,3.8666561863465176e-07
2008,1.6348568010471354e-07,4.091399432581966e-07
2009,1.4209213361482398e-07,4.0672682644071756e-07
2010,1.573023098444537e-07,5.739408379668021e-07
2011,1.62901201861132e-07,6.802845859965601e-07
2012,1.9336155787641474e-07,7.428079698001966e-07
2013,2.069530751214188e-07,7.915537025837693e-07
2014,2.1870995681183558e-07,8.005650897757732e-07
2015,2.2431743218476186e-07,8.097150043795409e-07
2016,2.638887224293285e-07,8.150723260769155e-07
2017,1.7986620548526844e-07,7.833613722141308e-07
2018,2.3155756423420826e-07,8.438814802502748e-07
2019,2.066300055503234e-07,7.841736078262329e-07
