year,avons_VERB eu_VERB,avons_VERB dû_VERB
1869,8.08808454166865e-06,2.71132989837497e-06
1870,7.797732905601151e-06,2.5619729058234952e-06
1871,1.017190152197145e-05,3.0482779038720764e-06
1872,9.682395102572627e-06,3.1603394745616242e-06
1873,8.807806807453744e-06,2.9983896183694014e-06
1874,8.930248441174626e-06,2.9610162073367974e-06
1875,8.498756869812496e-06,2.9706168334087124e-06
1876,8.36284743854776e-06,2.8918088901264127e-06
1877,7.844820174796041e-06,2.392286887697992e-06
1878,8.082112799456809e-06,2.6173411242780276e-06
1879,8.615370461484417e-06,2.5219294457201613e-06
1880,8.675002391100861e-06,2.5376164103363408e-06
1881,9.539784514345229e-06,2.5533322514093015e-06
1882,9.057313945959322e-06,2.5649853796494426e-06
1883,9.285005035053473e-06,2.460118594171945e-06
1884,9.052247150975745e-06,2.3323796085605863e-06
1885,9.241108273272403e-06,2.416468760202406e-06
1886,8.748960681259632e-06,2.158683628294966e-06
1887,8.925039765017573e-06,2.3602062810823554e-06
1888,9.266173947253264e-06,2.4455750917695696e-06
1889,9.845035492617171e-06,2.454054083500523e-06
1890,9.277078788727522e-06,2.472969981681672e-06
1891,9.458704880671576e-06,2.4056305392150534e-06
1892,9.592704373062588e-06,2.322483851457946e-06
1893,9.629916348785628e-06,2.332808207938797e-06
1894,9.303592378273606e-06,2.0473701169976266e-06
1895,9.76760929916054e-06,2.2407302822102793e-06
1896,9.598003998689819e-06,2.2491269646707224e-06
1897,9.611746463633608e-06,2.277662360938848e-06
1898,1.005206740956055e-05,2.2305234779196326e-06
1899,9.461003173782956e-06,2.19555408875749e-06
1900,9.29458110476844e-06,2.0151667285972508e-06
1901,9.912187124427874e-06,2.222641569460393e-06
1902,8.936716767493635e-06,1.8988067722602864e-06
1903,9.595651135896333e-06,2.1768287297163624e-06
1904,9.91457091004122e-06,2.2664794414595235e-06
1905,9.450897778151557e-06,2.0875270365650067e-06
1906,9.348012099508196e-06,2.106543661284377e-06
1907,9.272032002627384e-06,2.1183370790822664e-06
1908,9.519745617581066e-06,2.1035480131104123e-06
1909,9.59426506597083e-06,2.111827598128002e-06
1910,9.857820259639993e-06,2.1526238924707286e-06
1911,9.111672625294887e-06,2.189866108892602e-06
1912,9.582729944668245e-06,2.157742301278631e-06
1913,9.410155143996235e-06,2.094680894515477e-06
1914,9.80738150246907e-06,2.3164036520029185e-06
1915,1.1864405678352341e-05,3.635543180280365e-06
1916,1.1368727427907288e-05,3.0600081117881928e-06
1917,1.0969713912345469e-05,2.758055643425905e-06
1918,1.0075848877022509e-05,3.111659225396579e-06
1919,9.44356906984467e-06,2.6058210096380208e-06
1920,8.917059858504217e-06,2.2784845441492507e-06
1921,9.314479029853828e-06,2.2301740045804763e-06
1922,9.147164746536873e-06,2.3174095531430794e-06
1923,9.23693642107537e-06,2.211301989518688e-06
1924,9.592657988832798e-06,2.2250944766710745e-06
1925,9.203275112668052e-06,2.2128333512227982e-06
1926,8.904649803298526e-06,2.1779553662781836e-06
1927,9.370923180540558e-06,2.0325037439761218e-06
1928,9.090558705793228e-06,2.0475465589697706e-06
1929,9.317835974798072e-06,1.9629396774689667e-06
1930,9.359760952065699e-06,2.1374833067966392e-06
1931,1.0175859642913565e-05,2.1111316073074704e-06
1932,9.32327748159878e-06,2.15574095818738e-06
1933,9.57226802711375e-06,2.1691021174774505e-06
1934,9.061669516086113e-06,2.132721192538156e-06
1935,9.441779184271581e-06,2.1997707335685845e-06
1936,9.270556802221108e-06,2.147286977560725e-06
1937,9.195293387165293e-06,2.2701785837853095e-06
1938,9.086022146220785e-06,2.1898247268836712e-06
1939,9.338546988146845e-06,2.292578074047924e-06
1940,8.619125765108038e-06,2.2010594875609968e-06
1941,8.420636731898412e-06,2.647497922225739e-06
1942,8.702118975634221e-06,2.4273695089505054e-06
1943,8.375833203899674e-06,2.3167817744251806e-06
1944,7.653809007024392e-06,2.4966457203845493e-06
1945,8.415560841967817e-06,2.5815272692852886e-06
1946,7.978184839885216e-06,2.2607873688684776e-06
1947,8.28262091090437e-06,2.171982714571641e-06
1948,7.5864031714445446e-06,1.9330216218804708e-06
1949,6.922954071342247e-06,1.9133349269395694e-06
1950,7.911645298008807e-06,2.129199401679216e-06
1951,8.003514267329592e-06,1.9115893792331917e-06
1952,7.269587968039559e-06,2.0362017494335305e-06
1953,7.733453458058648e-06,2.1245987227302976e-06
1954,7.76427987148054e-06,2.1460489278979367e-06
1955,7.70652241044445e-06,2.0498166577453958e-06
1956,7.633615496160928e-06,2.229123765573604e-06
1957,7.201439075288363e-06,1.9666792923089815e-06
1958,7.0032810981501825e-06,1.9067521179749747e-06
1959,6.5966614783974364e-06,1.9555136532289907e-06
1960,6.834322903159773e-06,1.91084200196201e-06
1961,6.663284693786409e-06,1.7662221125647193e-06
1962,6.6355887611280195e-06,1.910197170218453e-06
1963,6.4388959799543954e-06,1.9747326405195054e-06
1964,6.457523795688758e-06,1.7351477481497568e-06
1965,6.092026069381973e-06,1.8604947626954527e-06
1966,5.880281605641358e-06,1.7797046893974766e-06
1967,6.0687502809742e-06,1.784781488822773e-06
1968,6.432605914596934e-06,1.865284957602853e-06
1969,6.42567874820088e-06,2.0696791125374148e-06
1970,6.068017682991922e-06,2.0078032321180217e-06
1971,5.769906692876248e-06,1.6658684671710944e-06
1972,5.802708983537741e-06,1.7360416677547619e-06
1973,5.6355970627919305e-06,1.6964128235485987e-06
1974,5.421363312052563e-06,1.6826085129650892e-06
1975,5.108919140184298e-06,1.7214400713783107e-06
1976,5.307294941303553e-06,1.7334840549665387e-06
1977,5.3331796152633615e-06,1.7630345610086806e-06
1978,4.90276988784899e-06,1.6033656038416666e-06
1979,5.138617780175991e-06,1.5700844642196898e-06
1980,5.519144451682223e-06,1.629364192012872e-06
1981,4.768199232785264e-06,1.4763832041353453e-06
1982,4.720184733741917e-06,1.6307108126056846e-06
1983,4.919631010125158e-06,1.654612788115628e-06
1984,4.8183960643655155e-06,1.4851260630166507e-06
1985,4.591073775372934e-06,1.4665930621049483e-06
1986,4.976621767127654e-06,1.521400463389e-06
1987,4.346623882156564e-06,1.3761559785052668e-06
1988,4.2311685319873504e-06,1.3462263268593233e-06
1989,4.64789081888739e-06,1.56576129484165e-06
1990,4.308248207962606e-06,1.1556588788153022e-06
1991,4.608870312949875e-06,1.4008901416673325e-06
1992,3.890571406373056e-06,1.1278855254204245e-06
1993,4.252449343766784e-06,1.2496451518018148e-06
1994,4.860317403654335e-06,1.3551286883739522e-06
1995,4.188843377050944e-06,1.2097488024664926e-06
1996,4.202679974696366e-06,1.171177473224816e-06
1997,4.262181846570456e-06,1.1642003983070026e-06
1998,4.267952590453206e-06,1.1405364830352482e-06
1999,4.330722731538117e-06,1.2668597264564596e-06
2000,4.0884465306589846e-06,1.2268873206267017e-06
2001,4.4346625145408325e-06,1.1732885241144686e-06
2002,4.234888820064953e-06,1.1456894526418182e-06
2003,4.144838385400362e-06,1.1446537655501743e-06
2004,4.171337423031218e-06,1.1928174217246124e-06
2005,3.928170372091699e-06,1.0745947065515793e-06
2006,4.10883058066247e-06,1.0982412277371623e-06
2007,4.140278178965673e-06,1.1352310593792936e-06
2008,3.9653791645832825e-06,1.1001224038409418e-06
2009,4.333333436079556e-06,1.1567634601306054e-06
2010,4.4243047341296915e-06,1.3354163002077257e-06
2011,4.209428425383521e-06,1.2649699101530132e-06
2012,4.742464625451248e-06,1.41719044677302e-06
2013,5.023493031330872e-06,1.4773995644645765e-06
2014,5.2700438573083375e-06,1.4984880181145854e-06
2015,4.956706106895581e-06,1.4642697578892694e-06
2016,5.391698323364835e-06,1.6036315173550975e-06
2017,5.015877377445577e-06,1.579803893037024e-06
2018,5.350347692001378e-06,1.6686600474713487e-06
2019,4.749429081130074e-06,1.5487046312046004e-06
