year,ses_DET années_NOUN,ses_DET damnés_NOUN
1884,5.631247725901289e-07,2.6406787867472303e-09
1885,5.278975390154983e-07,3.2228177904158883e-09
1886,5.278933405961084e-07,9.034849313138693e-09
1887,5.45165217857857e-07,7.1818169189441505e-09
1888,4.983722918794342e-07,1.6485598219873054e-08
1889,5.18126823223497e-07,6.891650361495749e-09
1890,5.649881122948841e-07,1.0487018642368895e-08
1891,4.4364570150889904e-07,6.3742202627281586e-09
1892,5.365846575955402e-07,6.268512375839919e-09
1893,5.776594793616141e-07,8.621783287310336e-09
1894,4.7261544988685955e-07,1.1342770278588432e-08
1895,5.886204998972744e-07,3.611168697403855e-09
1896,6.115219015612183e-07,2.948514543632541e-09
1897,5.337269453065119e-07,5.826713445067355e-09
1898,7.389811518265788e-07,3.3950129374460403e-09
1899,5.505467957078736e-07,1.1055156790007459e-09
1900,5.590764242668911e-07,1.0382106396811253e-08
1901,5.806699663324366e-07,6.147612641171918e-09
1902,5.141066914404746e-07,4.910283735171106e-09
1903,5.713433139931112e-07,4.860198465905796e-09
1904,6.121697975203233e-07,1.0211787859759625e-08
1905,6.610932352657528e-07,3.096455536422127e-09
1906,6.317058502958162e-07,6.173021205313489e-09
1907,6.551982547620128e-07,4.6285588695127444e-09
1908,7.779640078808825e-07,1.7680999775393502e-08
1909,7.393322167814631e-07,4.950885035270858e-09
1910,8.037602512445119e-07,4.275320542035388e-09
1911,7.927357241754862e-07,5.3203743632934675e-09
1912,8.710152297197737e-07,4.688478938419394e-09
1913,7.456003299211034e-07,1.0605979205990934e-08
1914,8.049486108774317e-07,4.68772043404897e-09
1915,5.819696440312327e-07,1.0602685840410686e-08
1916,6.515564781039984e-07,7.69122365795738e-09
1917,6.744350997678339e-07,1.0966424435210342e-09
1918,7.983031409253272e-07,8.040463406189247e-09
1919,8.903989474617902e-07,8.287063479883727e-09
1920,9.04881700236615e-07,7.572231730534895e-09
1921,8.420894950234015e-07,9.844571380313027e-09
1922,8.093595091906991e-07,1.9182632371439468e-08
1923,8.556453963137756e-07,1.0615948120573648e-09
1924,8.650279887945089e-07,1.1602461658100083e-08
1925,8.809540297249896e-07,9.898359909499277e-09
1926,8.615965256808522e-07,6.687683296036084e-09
1927,9.487990588752382e-07,1.1149224654616319e-08
1928,1.0466254103391748e-06,1.2568645679778001e-08
1929,8.399866509023468e-07,1.4482528065684619e-08
1930,9.411228631961421e-07,2.100720708497761e-09
1931,9.318176310557647e-07,5.7026783295555106e-09
1932,9.271768242058442e-07,6.575722188983946e-09
1933,1.0403890229326862e-06,3.4411986593596566e-09
1934,9.094019102207085e-07,7.188948103475923e-09
1935,8.868498397873736e-07,7.180970484910176e-09
1936,1.0099886686987247e-06,4.849885826274658e-09
1937,1.0110668426932534e-06,1.2591118148108649e-09
1938,9.555363256197325e-07,3.8895642262559704e-09
1939,9.390547042187336e-07,4.588215141154706e-09
1940,9.204892261749364e-07,2.5357829169792012e-09
1941,1.0389288789269813e-06,0.0
1942,8.647503673131496e-07,9.102635090130207e-09
1943,1.2106490920871238e-06,1.4516175816936538e-08
1944,9.993009157938104e-07,3.2131861615880553e-09
1945,1.1153940562280695e-06,1.5249528306782167e-08
1946,1.1220410485179855e-06,6.960552134671616e-09
1947,9.40556741824139e-07,8.344609891963728e-09
1948,9.795570861115266e-07,1.1959076839929139e-08
1949,9.483230005713494e-07,6.871905600114303e-09
1950,9.58246074489466e-07,1.4889506072535141e-08
1951,8.251925098790025e-07,1.7058242818279723e-08
1952,8.056230473840742e-07,1.687168627029223e-08
1953,8.198882390786366e-07,2.3702419582605216e-08
1954,9.752990752787127e-07,9.772536557761669e-09
1955,9.085268519726242e-07,9.385607846468247e-09
1956,9.636861548756315e-07,2.0058624983221307e-08
1957,9.559510800727367e-07,7.068030272172621e-09
1958,8.876117298939334e-07,9.099467845885556e-09
1959,9.703936498794974e-07,6.975672928177801e-09
1960,9.426175111570956e-07,1.038124963770315e-08
1961,1.090861053043568e-06,7.64297514166401e-09
1962,8.891422726975406e-07,1.712328306924249e-08
1963,9.847799251616607e-07,9.69907931747116e-09
1964,9.308471433655541e-07,1.0951143103454797e-08
1965,8.519971306242269e-07,1.2585699593614663e-08
1966,9.466278498848624e-07,5.539074976468328e-09
1967,8.642878466247339e-07,1.4297973249810525e-08
1968,9.76882930103784e-07,1.0779398096349979e-08
1969,7.666487444879522e-07,1.0446042614242756e-08
1970,7.739654375171767e-07,9.65732260826968e-09
1971,8.24198959747946e-07,9.24911525146399e-09
1972,8.772550970093107e-07,9.234264186641639e-09
1973,7.966579538276619e-07,1.047508757512361e-08
1974,7.6901567425125e-07,9.563471903284437e-09
1975,8.378741345183016e-07,8.567220266542108e-09
1976,8.456019759961464e-07,1.4283817573179647e-08
1977,8.315646446988012e-07,7.639816779203557e-09
1978,8.750490874120942e-07,8.910887250301869e-09
1979,7.61341745203481e-07,6.437170796402825e-09
1980,7.953525908988013e-07,5.685150683554241e-09
1981,8.438283245482125e-07,1.1385989262535645e-08
1982,9.100198088418665e-07,1.4277255488970297e-08
1983,9.100370377268518e-07,8.841442245000053e-09
1984,9.719138098773783e-07,4.639206629963866e-09
1985,1.0358791335818296e-06,7.820225467192188e-09
1986,9.980818767019173e-07,1.1389522214244607e-08
1987,9.972852890172135e-07,6.110817019067127e-09
1988,1.1123607190910434e-06,9.594486038988492e-09
1989,9.9170365430723e-07,8.780995708335126e-09
1990,1.0586729217720858e-06,5.448650863826288e-09
1991,1.1447441856660134e-06,9.37834432335194e-09
1992,1.1367014494112482e-06,3.305966445044106e-09
1993,1.1493855573974088e-06,3.323524566667402e-09
1994,1.2322228819527936e-06,6.329911927949183e-09
1995,1.2628887979815318e-06,1.3013881916545955e-08
1996,1.2822097517073416e-06,9.608566164942545e-09
1997,1.2562623084022562e-06,6.233362714880286e-09
1998,1.3698835630293615e-06,7.1521938371788e-09
1999,1.3093626023419347e-06,5.941261704833778e-09
2000,1.3139226204827992e-06,1.1486881446032271e-08
2001,1.3941016199225942e-06,4.8193329327261836e-09
2002,1.4182014194119574e-06,6.133709984368352e-09
2003,1.5092595262444775e-06,5.8336921959778465e-09
2004,1.5509270419045151e-06,7.928624201625212e-09
2005,1.5182139776470649e-06,1.261049886736032e-08
2006,1.6179189969989238e-06,7.41220168576362e-09
2007,1.6077779534384717e-06,1.1583990489061335e-08
2008,1.6399658093746439e-06,5.534671554396908e-09
2009,1.5916226203671613e-06,8.582746957586096e-09
2010,1.6835598373177163e-06,7.085689646135762e-09
2011,1.660751074439304e-06,6.5007523253335364e-09
2012,1.7262965954500942e-06,9.19148274158843e-09
2013,1.6949513295116958e-06,1.004084998479371e-08
2014,1.9787837786111595e-06,2.6634974947814527e-08
2015,1.7386817674491795e-06,1.3521110106551326e-08
2016,1.6309731947217188e-06,1.0978102094050257e-08
2017,1.9412973060184413e-06,5.282783682725167e-09
2018,1.9133831514750455e-06,1.058401366549333e-08
2019,1.9451281545457277e-06,3.035675477658373e-08
