year,vous_PRON iriez_VERB,vous_PRON diriez_VERB
1838,1.4202363907145354e-07,6.394219980165872e-07
1839,1.0906701142232578e-07,5.215640470623839e-07
1840,1.445919304288168e-07,7.24233615301273e-07
1841,1.3418946398502385e-07,6.953453919322783e-07
1842,1.5831505795205203e-07,6.460059296387044e-07
1843,1.2995204645704916e-07,6.284953570911966e-07
1844,1.6026598537166592e-07,9.237248548288335e-07
1845,1.4620197053005768e-07,6.272176165111887e-07
1846,1.5280249154869807e-07,7.815759488494223e-07
1847,1.1972956492911635e-07,5.107382889946166e-07
1848,1.777994071971989e-07,5.832785774373406e-07
1849,1.9021271846497712e-07,4.5165046458350844e-07
1850,1.8669738466314811e-07,4.664040176294293e-07
1851,1.5027192468153316e-07,5.572315160407015e-07
1852,1.41278829524083e-07,4.798272073003318e-07
1853,1.2779934088769096e-07,5.326963332663581e-07
1854,1.5898733352059935e-07,1.1321353099447151e-06
1855,1.5124771124419567e-07,5.811096031038687e-07
1856,1.9932178929593647e-07,7.211824595287908e-07
1857,1.479097253564987e-07,7.751836506031395e-07
1858,1.9623640312715906e-07,7.609666425878459e-07
1859,1.3799789932988915e-07,5.713418573805029e-07
1860,1.8446051086584703e-07,5.524661048639246e-07
1861,1.6977469208256935e-07,6.140184893865808e-07
1862,1.4683455251685018e-07,6.004403587667184e-07
1863,1.4883969434720257e-07,6.223297646101855e-07
1864,1.4911603685163755e-07,6.142046373724952e-07
1865,1.9674608786601766e-07,6.88140630700218e-07
1866,1.2455968878555268e-07,5.532202038693868e-07
1867,1.5868693736820205e-07,5.614702871525878e-07
1868,1.2448482422655616e-07,4.836136753283427e-07
1869,1.4992404473446186e-07,4.546556340301322e-07
1870,1.8176935157043772e-07,6.04942130166819e-07
1871,7.328612205981244e-08,3.4200189702460193e-07
1872,1.523929462621254e-07,5.043481081656864e-07
1873,1.346850986294612e-07,4.800775599278495e-07
1874,1.3562362966013097e-07,4.56460156783578e-07
1875,1.7507872485111875e-07,4.7088167320907814e-07
1876,1.7593902512658133e-07,5.483735350253482e-07
1877,1.490540704196519e-07,4.044869683639263e-07
1878,1.2802867832562015e-07,4.4628863804518915e-07
1879,1.4967847050684213e-07,4.533119266625363e-07
1880,1.1937194166478093e-07,4.088168168436823e-07
1881,1.422391520122801e-07,3.409556157407678e-07
1882,1.3976308110841273e-07,4.0198525397272533e-07
1883,1.4281706661734006e-07,3.760006705988417e-07
1884,1.340144510919572e-07,3.86199261015463e-07
1885,1.3793660080807513e-07,3.145470230947467e-07
1886,1.3681343702387494e-07,3.807543791367607e-07
1887,1.0576858144872858e-07,3.4668590842557023e-07
1888,1.2681229044630982e-07,3.601469273917246e-07
1889,1.0713384046567853e-07,2.9884702001936603e-07
1890,1.1339088423767407e-07,3.434498552223886e-07
1891,1.6190518881131766e-07,2.6070560465996095e-07
1892,1.310119088770989e-07,3.2094783364300383e-07
1893,1.1331486238219668e-07,3.042257716856511e-07
1894,1.121674024773256e-07,2.816788011728022e-07
1895,1.005108654084097e-07,2.5458738761585664e-07
1896,1.244273111211669e-07,3.0428670072524255e-07
1897,9.963680547286913e-08,2.2840716695782248e-07
1898,1.2618131606245697e-07,2.1501748648233843e-07
1899,1.6306356798168054e-07,2.785899582136153e-07
1900,8.513327287573702e-08,2.3878844501723506e-07
1901,1.0395054150791339e-07,2.112543242560605e-07
1902,1.1391858834031154e-07,1.7185992717827503e-07
1903,8.26233677031496e-08,2.608306459706e-07
1904,9.620579088931436e-08,1.9402397199996813e-07
1905,8.515252680751928e-08,2.1623580437335477e-07
1906,1.0648462200890663e-07,2.062817969772368e-07
1907,1.1879967942718395e-07,2.2782796094134028e-07
1908,8.889614377949329e-08,2.3918465075212225e-07
1909,6.711200128961536e-08,2.238900336237748e-07
1910,8.604082424312764e-08,1.822355422120836e-07
1911,5.905615374501849e-08,2.2026348744930146e-07
1912,1.1252349807477913e-07,2.536988077395108e-07
1913,7.68933503536573e-08,2.85831148971738e-07
1914,9.241506049306736e-08,2.2902863960894138e-07
1915,7.657495526558478e-08,1.979168047228086e-07
1916,5.603605646165022e-08,2.0216929641492243e-07
1917,7.786161315692652e-08,1.6010979564384797e-07
1918,6.317507050823679e-08,2.1479523582002003e-07
1919,9.023691482923368e-08,2.688691722596559e-07
1920,1.0298235153527457e-07,2.0747914675212087e-07
1921,9.1630242060603e-08,1.8401776813448123e-07
1922,9.443757420513066e-08,2.884772811739822e-07
1923,8.28043926759392e-08,2.4522839936480523e-07
1924,6.316896072888767e-08,2.668566274621753e-07
1925,1.1658068288511458e-07,2.8925208539476444e-07
1926,1.0588831322877468e-07,3.143210989264844e-07
1927,1.4716976792783498e-07,3.790736542441664e-07
1928,8.455270794627268e-08,2.536581185097475e-07
1929,1.2143042837919893e-07,2.439749060556551e-07
1930,1.3864756809311984e-07,2.783454888799497e-07
1931,8.097803316786667e-08,2.01874819083514e-07
1932,1.0521155147102945e-07,2.0932714051014045e-07
1933,7.800050561002081e-08,2.2597204463181697e-07
1934,7.428579884560804e-08,1.8451634176130938e-07
1935,8.37779925433324e-08,1.9987034249879798e-07
1936,6.911087169214625e-08,1.709584758202709e-07
1937,6.799203866592052e-08,2.3419479333597337e-07
1938,9.46460669837279e-08,2.21705164449304e-07
1939,8.564668263488784e-08,2.1258730242834645e-07
1940,5.832300775665544e-08,8.621662228591731e-08
1941,1.4167212469828883e-07,2.272657084745333e-07
1942,6.978687139280737e-08,2.6094221539096907e-07
1943,9.87099983973394e-08,2.2354911166644342e-07
1944,9.960877100922971e-08,2.1849665898798776e-07
1945,7.624764286617847e-08,1.764588262176403e-07
1946,9.187928817766533e-08,2.436193220489713e-07
1947,1.4305045326068466e-07,2.2888072948035187e-07
1948,1.1198044358451398e-07,2.5983812079743984e-07
1949,9.227987796123216e-08,2.9451024374793633e-07
1950,1.0103592984478382e-07,3.286326730744804e-07
1951,1.3539979981658234e-07,2.1855873200138376e-07
1952,8.330395218081321e-08,1.8453407335528027e-07
1953,7.649417277377779e-08,1.734586234647395e-07
1954,8.79528236907845e-08,1.9740522816391604e-07
1955,8.259334727256373e-08,1.6330957564036908e-07
1956,1.1163061408581143e-07,2.171564261743697e-07
1957,6.979679945118278e-08,1.7493374571131426e-07
1958,8.272243423590453e-08,1.7123543827324283e-07
1959,8.758345160231329e-08,2.1624586565849313e-07
1960,1.245749956524378e-07,2.456895771274503e-07
1961,8.61571773924652e-08,2.2025665558089713e-07
1962,9.766613118245004e-08,2.5367825884359263e-07
1963,8.34120879034117e-08,2.075603049433994e-07
1964,1.0707784525720854e-07,2.518762940439956e-07
1965,9.302473458205895e-08,2.254481863417368e-07
1966,1.0081115853211031e-07,2.2987159908893773e-07
1967,8.43087413215926e-08,2.3862823539388955e-07
1968,8.488775904424983e-08,2.3310449037694525e-07
1969,7.81182354359089e-08,2.234544815848949e-07
1970,9.70331006655556e-08,2.1430058438909327e-07
1971,7.964516424152634e-08,2.3225557299610955e-07
1972,6.51528653250466e-08,2.621504968658428e-07
1973,6.229920401779054e-08,2.0453986593338414e-07
1974,8.157078745796298e-08,1.5526577712421386e-07
1975,5.711480355330423e-08,9.709516568534582e-08
1976,6.456285195355349e-08,1.4626628441760658e-07
1977,4.348818682942124e-08,1.5044561507693288e-07
1978,5.346532105932056e-08,1.841583276984693e-07
1979,8.075723378908606e-08,2.0072268469562005e-07
1980,5.798853841554319e-08,1.711230304124456e-07
1981,7.14787109501458e-08,2.062129205171459e-07
1982,5.0280767993626796e-08,1.4401405579178572e-07
1983,5.936397240446922e-08,1.3767388651331203e-07
1984,6.552879483479046e-08,1.6237224187420907e-07
1985,5.714780071386372e-08,1.6663096147340184e-07
1986,6.294209775603576e-08,1.3907206053431764e-07
1987,5.255302326645506e-08,1.4604852438537819e-07
1988,5.636760658234152e-08,1.3072487448084757e-07
1989,6.091815407671675e-08,1.3226374306896105e-07
1990,5.5031373680236584e-08,1.4820330740406007e-07
1991,6.330382351649178e-08,1.8815303093333569e-07
1992,5.179347395412037e-08,1.922970476186947e-07
1993,5.206855124839649e-08,1.4845075924085904e-07
1994,6.91015369369552e-08,1.7776502758692914e-07
1995,5.259777413613165e-08,1.8002537061079238e-07
1996,4.3238546965085334e-08,1.3345230698291743e-07
1997,4.075660431368533e-08,1.4144939264326695e-07
1998,4.5297228190577243e-08,1.439975036987562e-07
1999,6.078367409401153e-08,1.5035961808962384e-07
2000,4.241310147534705e-08,1.497712673881324e-07
2001,3.461157316309027e-08,1.6254296397733015e-07
2002,4.293596944648925e-08,1.5991458468533892e-07
2003,5.792022772510563e-08,1.391752260104795e-07
2004,4.0524080535675466e-08,1.502033839528849e-07
2005,5.179312090319854e-08,1.41417736188032e-07
2006,6.012119335707666e-08,1.5853876433880032e-07
2007,5.7121057217557336e-08,1.9333280931732588e-07
2008,7.620817044085015e-08,1.519905996616444e-07
2009,6.770833493874306e-08,1.9931044903387374e-07
2010,8.502827597567375e-08,2.1965638197229964e-07
2011,1.1548395129068467e-07,2.4129263209715646e-07
2012,1.6510625044929839e-07,3.121699698738212e-07
2013,1.6483728870753112e-07,3.274432778255232e-07
2014,1.6803855373836996e-07,3.317462144991623e-07
2015,1.810942080737732e-07,3.628534059885169e-07
2016,1.78342379086871e-07,3.8547637615238273e-07
2017,1.526976074472941e-07,3.396075172190649e-07
2018,1.752815954603193e-07,3.402373032201922e-07
2019,1.6504891320323622e-07,3.5433221157177286e-07
