year,ses_DET oies_NOUN,ses_DET doigts_NOUN
1861,2.5466203590340797e-08,3.1917642715484362e-06
1862,1.3553958982948089e-08,2.912294050361197e-06
1863,2.2975255475898848e-08,3.0432223567800065e-06
1864,1.821996631345968e-08,2.8979336619272544e-06
1865,2.7299698113214532e-08,2.7808035625298544e-06
1866,7.784980660119345e-09,2.9261795901902588e-06
1867,5.338092634588065e-09,2.904407622850158e-06
1868,1.1361710683388537e-08,2.5465050796924515e-06
1869,1.9534076356464425e-08,3.2001701910644442e-06
1870,7.454262984651905e-09,2.624474042534075e-06
1871,2.230447138096281e-08,2.7710650485346378e-06
1872,3.205089793567595e-08,2.8404351581912124e-06
1873,8.979006871356887e-09,2.703279648130774e-06
1874,3.226288780577846e-08,2.8110535410519333e-06
1875,3.2612703648737806e-08,3.090196855737304e-06
1876,5.441413541973361e-09,3.171134711266177e-06
1877,2.22653372405901e-08,2.932221320861572e-06
1878,1.509772218355465e-08,2.77677302307211e-06
1879,7.94212251520321e-09,3.135305782109299e-06
1880,1.3477476912271413e-08,2.744912805496824e-06
1881,2.6495528548942104e-08,3.0253710363581376e-06
1882,1.5972924316542958e-08,3.4421650951799165e-06
1883,1.7062215640351042e-08,3.276577295707739e-06
1884,1.8484752395409032e-08,3.1536307290025434e-06
1885,1.933690724209569e-08,3.352375145482256e-06
1886,3.033128009866104e-08,3.0892730507048327e-06
1887,1.828098916689669e-08,3.640528269954757e-06
1888,2.9800888867725916e-08,3.338333542046712e-06
1889,1.50363277384713e-08,3.152616791624041e-06
1890,2.3595790488162294e-08,3.01436242722275e-06
1891,1.5298128430707436e-08,3.0016201932880904e-06
1892,2.570090096298827e-08,2.8408898984366715e-06
1893,1.539604177480669e-08,3.0410260549729173e-06
1894,1.5753848003896564e-08,3.1665233848343632e-06
1895,1.865770427045277e-08,3.242829414773496e-06
1896,1.1794058174530164e-08,3.2528010791565976e-06
1897,1.5149455578900017e-08,3.1574961241176425e-06
1898,1.4711722506888236e-08,2.9564905119627838e-06
1899,3.8693048765026106e-08,3.188859935221444e-06
1900,2.855079306307573e-08,3.4458209796639494e-06
1901,7.824234593556412e-09,3.249292710449936e-06
1902,2.160524809058373e-08,3.0448669150473506e-06
1903,1.7820727560291516e-08,3.0360037470700263e-06
1904,2.0961038238453966e-08,3.0183895347590806e-06
1905,7.225062881310862e-09,2.845126410022658e-06
1906,3.806696469155213e-08,3.3977339199964263e-06
1907,4.525702124169584e-08,3.533647600306722e-06
1908,2.1610112144188065e-08,3.688944232749236e-06
1909,2.2003934396774838e-08,3.6267984739879466e-06
1910,2.672075316567657e-08,3.955740382366457e-06
1911,3.724261865567513e-08,3.3949307436387244e-06
1912,1.8753916364300238e-08,3.272558430467143e-06
1913,2.227255713194154e-08,3.210430008948606e-06
1914,3.281404303834279e-08,3.0543849192099515e-06
1915,7.068456930880984e-09,2.564671802929297e-06
1916,2.966614687238689e-08,3.3017324199136056e-06
1917,1.315970976634162e-08,3.485129710156798e-06
1918,1.9526840588923733e-08,3.310373628551133e-06
1919,1.012863304339362e-08,3.6886640799593806e-06
1920,1.2872793941909322e-08,3.6604168229814604e-06
1921,1.7417319808643583e-08,4.460348179691209e-06
1922,2.7298360905092522e-08,4.436352440961855e-06
1923,2.7601466001669905e-08,4.113680120099161e-06
1924,2.7072411756812187e-08,4.20266955813986e-06
1925,1.8696901804560184e-08,4.469659728556508e-06
1926,1.7833821197577038e-08,4.032672990206265e-06
1927,7.246995892273844e-08,5.163205827329875e-06
1928,2.5137291359556002e-08,4.320186178574659e-06
1929,2.2280811862174232e-08,4.160941557529441e-06
1930,1.3654685049324655e-08,3.4241747215446594e-06
1931,2.167017854048936e-08,3.2528077724691684e-06
1932,7.6716757391182e-09,3.5980159509563236e-06
1933,1.8353059516584835e-08,3.4262868382484157e-06
1934,1.9170528275935794e-08,3.007376562891295e-06
1935,2.752705263731059e-08,3.679050465166256e-06
1936,2.9099314957647948e-08,3.513742186100899e-06
1937,2.5182236740306507e-08,3.262358617917016e-06
1938,1.1668692678767911e-08,3.645818281938773e-06
1939,2.141167065872196e-08,3.721042588722412e-06
1940,2.028626333583361e-08,2.1046998028850794e-06
1941,1.1806010391524069e-08,4.008140706446284e-06
1942,6.068423541449874e-09,3.959646392104332e-06
1943,3.4838823381733164e-08,4.372272059072202e-06
1944,6.4263723231761105e-09,4.466328732632974e-06
1945,1.5249527862692958e-08,4.899455547047182e-06
1946,2.3665877257883494e-08,4.712293616648822e-06
1947,3.457052732969146e-08,4.732585665578881e-06
1948,1.522064252412747e-08,4.337883183325175e-06
1949,2.1597417965146803e-08,3.716719362500953e-06
1950,2.4461330738745346e-08,4.556188912374637e-06
1951,1.9190522948520083e-08,4.366910246744737e-06
1952,2.5307528517259925e-08,4.070294124858265e-06
1953,2.693456835345387e-08,4.151155849285715e-06
1954,1.3681550115052232e-08,4.325324454157453e-06
1955,1.220129064449793e-08,3.742980396737039e-06
1956,1.2209597999301991e-08,4.132076895757564e-06
1957,3.180613461495341e-08,4.038495802660691e-06
1958,2.1507833736222892e-08,4.12536778071626e-06
1959,1.5501495198577686e-08,3.7978665545779222e-06
1960,2.4914999841030294e-08,4.218940006239791e-06
1961,1.876002997391879e-08,4.443347791038832e-06
1962,1.2683912586908264e-08,4.267502475840956e-06
1963,1.6165133231993423e-08,4.334195665478546e-06
1964,1.946869854219102e-08,3.7525917093717e-06
1965,2.0246559984116175e-08,3.6378144585569316e-06
1966,5.095948907296588e-08,4.051279319128298e-06
1967,1.972134178185314e-08,4.25734455689053e-06
1968,1.886394726535734e-08,4.1280601692506025e-06
1969,4.587175481129968e-08,3.4144934062396715e-06
1970,1.7935028046034418e-08,3.2347432465940074e-06
1971,3.596878228595557e-08,3.802928063123545e-06
1972,2.0007572487656944e-08,3.107842971417085e-06
1973,2.5360738176161135e-08,3.04328841593815e-06
1974,1.0688586016271984e-08,2.7154633812642714e-06
1975,1.4278700888326057e-08,2.644415218355789e-06
1976,1.3712464053128315e-08,2.7602049357255964e-06
1977,1.116588582705802e-08,2.794409851958335e-06
1978,2.1386128423728223e-08,3.098018467539987e-06
1979,2.8089471748593553e-08,2.9558318459521615e-06
1980,2.6720207435548815e-08,3.205288066965295e-06
1981,1.4548763582755697e-08,3.5669773410518246e-06
1982,3.2279010242497463e-08,3.313564661766577e-06
1983,2.273513821648976e-08,3.259334661720459e-06
1984,2.7835240168361253e-08,3.445190827733313e-06
1985,1.9851341903631692e-08,3.1864411766946432e-06
1986,1.498621315931814e-08,3.641650010877129e-06
1987,1.2221633483022742e-08,3.4025028980977368e-06
1988,1.5591039570495013e-08,3.260326224108212e-06
1989,1.8659615408367358e-08,3.339522351097912e-06
1990,1.471135746555774e-08,3.0038412290878114e-06
1991,1.4653663171770859e-08,3.166363427453689e-06
1992,2.5345743781546304e-08,3.266845794769324e-06
1993,1.0524494165053966e-08,3.3257401526043395e-06
1994,2.479215582829042e-08,3.4060202267482964e-06
1995,2.1689803730851054e-08,3.238287575868526e-06
1996,2.028475121207407e-08,3.0331040221653893e-06
1997,1.1507746866534774e-08,3.2658025475029717e-06
1998,1.6211639697338853e-08,3.2699830541105257e-06
1999,1.7366764665238676e-08,3.0830578054974467e-06
2000,1.1928684817696933e-08,3.0404893323066062e-06
2001,1.401987734239718e-08,3.0304842653094965e-06
2002,1.9715496790695397e-08,3.3389287921181676e-06
2003,1.5417615628621206e-08,3.7660649923054734e-06
2004,1.673820673731008e-08,3.6136907795025763e-06
2005,2.7022498017004182e-08,3.647136338713608e-06
2006,1.4412614379732958e-08,4.2216605606881785e-06
2007,1.477957436990529e-08,7.897884586327564e-06
2008,1.830699147831183e-08,8.824395479223313e-06
2009,2.0026408975581944e-08,1.0430897873447975e-05
2010,2.8815136610127468e-08,1.532965325168334e-05
2011,2.7532598423363197e-08,1.738607170409523e-05
2012,4.765953676155732e-08,2.222840862486919e-05
2013,4.0442312609911824e-08,2.5352587954330374e-05
2014,5.543539623176219e-08,2.8460663088480942e-05
2015,4.189327339199078e-08,2.7996456310575013e-05
2016,4.0391132216655024e-08,2.9759149128949502e-05
2017,2.3646747338013085e-08,3.230371885365457e-05
2018,5.3436360447634e-08,3.4377133943053195e-05
2019,3.4693431849586176e-08,3.2614889278193004e-05
